Quarter,Geographical region,Country of nationality,Total enforced removals,Total Refused entry at port and subsequently departed,Total voluntary departures,Total non-asylum enforced removals,Non-asylum cases: Refused entry at port and subsequently departed,Total non-asylum voluntary departures,Non-asylum cases: Assisted Voluntary Returns,Non-asylum cases: Notified voluntary departures,Non-asylum cases:    Other confirmed voluntary departures,Total asylum enforced removals,Total asylum voluntary departures,Asylum cases: Assisted Voluntary Returns,Asylum cases: Notified voluntary departures,Asylum cases:    Other confirmed voluntary departures
2011 Q3,Europe,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Grenada,7,9,2,4,9,2,2,0,0,3,0,0,0,0
2011 Q3,Americas,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Guatemala,3,12,0,3,12,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Guinea,3,2,6,1,2,2,0,0,2,2,4,2,1,1
2011 Q3,Africa,Guinea-Bissau,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Guyana,0,1,7,0,1,6,0,3,3,0,1,1,0,0
2011 Q3,Americas,Haiti,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Honduras,1,7,1,0,7,1,0,0,1,1,0,0,0,0
2011 Q3,Asia,Hong Kong,3,39,14,2,39,14,1,8,5,1,0,0,0,0
2011 Q3,Europe,Hungary,8,2,0,8,2,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Asia,India,370,179,"1,386",283,179,"1,261",64,322,875,87,125,25,85,15
2011 Q3,Asia,Indonesia,0,4,8,0,4,8,0,2,6,0,0,0,0,0
2011 Q3,Middle East,Iran,55,76,88,12,76,40,1,17,22,43,48,28,12,8
2011 Q3,Middle East,Iraq,28,27,64,6,27,4,1,2,1,22,60,48,3,9
2011 Q3,Europe,Ireland,1,1,1,1,1,1,0,0,1,0,0,0,0,0
2011 Q3,Middle East,Israel,4,44,24,4,44,24,0,11,13,0,0,0,0,0
2011 Q3,Europe,Italy,7,12,2,7,12,2,0,1,1,0,0,0,0,0
2011 Q3,Africa,Ivory Coast,1,13,8,0,13,4,0,2,2,1,4,2,2,0
2011 Q3,Americas,Jamaica,78,16,48,60,16,45,10,21,14,18,3,2,1,0
2011 Q3,Asia,Japan,0,57,36,0,57,32,0,18,14,0,4,4,0,0
2011 Q3,Middle East,Jordan,5,5,10,3,5,7,0,2,5,2,3,3,0,0
2011 Q3,Europe,Kazakhstan,1,8,14,0,8,14,0,2,12,1,0,0,0,0
2011 Q3,Africa,Kenya,19,7,36,9,7,34,2,11,21,10,2,1,1,0
2011 Q3,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Asia,Korea (North),0,1,2,0,1,0,0,0,0,0,2,2,0,0
2011 Q3,Asia,Korea (South),0,44,35,0,44,35,0,12,23,0,0,0,0,0
2011 Q3,Europe,Kosovo,6,12,5,2,12,5,0,1,4,4,0,0,0,0
2011 Q3,Middle East,Kuwait,2,7,11,0,7,11,0,0,11,2,0,0,0,0
2011 Q3,Europe,Kyrgyzstan,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2011 Q3,Asia,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Latvia,18,2,6,17,2,4,0,1,3,1,2,0,1,1
2011 Q3,Middle East,Lebanon,5,6,5,3,6,4,0,2,2,2,1,1,0,0
2011 Q3,Africa,Lesotho,2,2,2,1,2,2,0,1,1,1,0,0,0,0
2011 Q3,Africa,Liberia,2,2,4,1,2,1,0,1,0,1,3,0,2,1
2011 Q3,Africa,Libya,10,6,70,1,6,30,0,1,29,9,40,0,32,8
2011 Q3,Europe,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Lithuania,62,14,0,62,14,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Asia,Macau,0,6,0,0,6,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Macedonia,0,11,4,0,11,3,0,0,3,0,1,0,0,1
2011 Q3,Africa,Madagascar,1,10,0,1,10,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Malawi,17,4,51,11,4,49,19,10,20,6,2,2,0,0
2011 Q3,Asia,Malaysia,48,88,90,39,88,86,3,23,60,9,4,4,0,0
2011 Q3,Asia,Maldives,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Mali,1,3,2,1,3,1,0,0,1,0,1,1,0,0
2011 Q3,Europe,Malta,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Mauritania,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Mauritius,18,40,81,15,40,75,7,29,39,3,6,2,4,0
2011 Q3,Africa,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Mexico,3,70,7,3,70,6,0,4,2,0,1,1,0,0
2011 Q3,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Moldova,18,20,33,18,20,30,3,2,25,0,3,0,0,3
2011 Q3,Europe,Monaco,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q3,Asia,Mongolia,11,3,49,11,3,38,11,5,22,0,11,9,1,1
2011 Q3,Europe,Montenegro,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q3,Americas,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Morocco,11,35,13,9,35,7,0,2,5,2,6,1,0,5
2011 Q3,Africa,Mozambique,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Namibia,5,6,6,2,6,4,0,3,1,3,2,2,0,0
2011 Q3,Oceania,Nauru,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q3,Asia,Nepal,30,9,93,20,9,88,2,25,61,10,5,3,0,2
2011 Q3,Europe,Netherlands,20,8,0,20,8,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Netherlands Antilles,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2011 Q3,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,New Zealand,4,38,10,4,38,10,0,4,6,0,0,0,0,0
2011 Q3,Americas,Nicaragua,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Nigeria,294,186,429,197,186,394,16,102,276,97,35,24,10,1
2011 Q3,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Middle East,Occupied Palestinian Territories,7,2,8,3,2,0,0,0,0,4,8,1,1,6
2011 Q3,Middle East,Oman,0,2,3,0,2,3,0,1,2,0,0,0,0,0
2011 Q3,Other,Other and unknown,0,37,0,0,37,0,0,0,0,0,0,0,0,0
2011 Q3,Asia,Pakistan,388,110,633,225,110,480,21,171,288,163,153,84,59,10
2011 Q3,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Paraguay,0,4,1,0,4,1,0,0,1,0,0,0,0,0
2011 Q3,Americas,Peru,1,16,10,1,16,10,0,3,7,0,0,0,0,0
2011 Q3,Asia,Philippines,48,42,187,47,42,187,1,80,106,1,0,0,0,0
2011 Q3,Oceania,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Poland,81,7,4,79,7,4,0,1,3,2,0,0,0,0
2011 Q3,Europe,Portugal,10,12,0,10,12,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Middle East,Qatar,0,0,11,0,0,11,0,0,11,0,0,0,0,0
2011 Q3,Other,Refugee,8,66,0,7,66,0,0,0,0,1,0,0,0,0
2011 Q3,Africa,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Romania,80,29,9,75,29,9,0,4,5,5,0,0,0,0
2011 Q3,Europe,Russia,8,77,28,5,77,26,1,11,14,3,2,1,1,0
2011 Q3,Africa,Rwanda,2,1,8,0,1,8,0,5,3,2,0,0,0,0
2011 Q3,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,San Marino,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Sao Tome and Principe,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2011 Q3,Middle East,Saudi Arabia,0,16,63,0,16,63,0,10,53,0,0,0,0,0
2011 Q3,Africa,Senegal,2,8,6,1,8,5,0,0,5,1,1,0,0,1
2011 Q3,Europe,Serbia,0,26,8,0,26,5,0,1,4,0,3,0,1,2
2011 Q3,Europe,Serbia and Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2011 Q3,Africa,Seychelles,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Sierra Leone,7,3,15,3,3,10,0,5,5,4,5,0,4,1
2011 Q3,Asia,Singapore,2,12,6,2,12,6,0,3,3,0,0,0,0,0
2011 Q3,Europe,Slovakia,12,3,0,12,3,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Somalia,14,5,9,3,5,1,0,0,1,11,8,0,6,2
2011 Q3,Africa,South Africa,39,42,84,31,42,77,10,26,41,8,7,7,0,0
2011 Q3,Americas,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Spain,18,4,1,18,4,1,0,1,0,0,0,0,0,0
2011 Q3,Asia,Sri Lanka,110,19,155,23,19,121,14,27,80,87,34,28,6,0
2011 Q3,Africa,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,St. Kitts and Nevis,0,1,3,0,1,2,0,0,2,0,1,1,0,0
2011 Q3,Americas,St. Lucia,3,11,3,2,11,3,0,0,3,1,0,0,0,0
2011 Q3,Americas,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,St. Vincent and the Grenadines,2,5,3,2,5,3,0,1,2,0,0,0,0,0
2011 Q3,Other,Stateless,4,8,0,1,8,0,0,0,0,3,0,0,0,0
2011 Q3,Africa,Sudan,24,5,20,5,5,12,0,8,4,19,8,2,6,0
2011 Q3,Africa,Sudan (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Surinam,1,6,0,0,6,0,0,0,0,1,0,0,0,0
2011 Q3,Europe,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Swaziland,2,0,1,0,0,1,0,0,1,2,0,0,0,0
2011 Q3,Europe,Sweden,2,4,1,2,4,1,0,0,1,0,0,0,0,0
2011 Q3,Europe,Switzerland,1,2,0,1,2,0,0,0,0,0,0,0,0,0
2011 Q3,Middle East,Syria,2,16,11,0,16,5,0,2,3,2,6,3,1,2
2011 Q3,Asia,Taiwan,0,21,13,0,21,13,0,5,8,0,0,0,0,0
2011 Q3,Europe,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Tanzania,11,3,25,8,3,24,3,5,16,3,1,1,0,0
2011 Q3,Asia,Thailand,18,19,73,18,19,72,1,20,51,0,1,0,0,1
2011 Q3,Africa,Togo,1,2,1,0,2,1,0,1,0,1,0,0,0,0
2011 Q3,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Trinidad and Tobago,8,28,16,6,28,11,0,6,5,2,5,5,0,0
2011 Q3,Africa,Tunisia,10,10,13,6,10,9,0,3,6,4,4,1,1,2
2011 Q3,Europe,Turkey,35,46,97,10,46,84,0,26,58,25,13,3,8,2
2011 Q3,Europe,Turkmenistan,0,0,10,0,0,10,0,7,3,0,0,0,0,0
2011 Q3,Americas,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Uganda,25,6,26,8,6,26,2,10,14,17,0,0,0,0
2011 Q3,Europe,Ukraine,49,73,116,44,73,112,0,14,98,5,4,0,4,0
2011 Q3,Middle East,United Arab Emirates,0,3,10,0,3,10,0,0,10,0,0,0,0,0
2011 Q3,Americas,United States,28,603,108,25,603,107,0,49,58,3,1,0,1,0
2011 Q3,Americas,Uruguay,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Uzbekistan,16,1,37,12,1,37,0,4,33,4,0,0,0,0
2011 Q3,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Europe,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Venezuela,6,55,6,6,55,5,0,1,4,0,1,1,0,0
2011 Q3,Asia,Vietnam,150,48,34,117,48,31,2,3,26,33,3,2,0,1
2011 Q3,Americas,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Americas,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Africa,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q3,Middle East,Yemen,1,0,2,0,0,2,0,1,1,1,0,0,0,0
2011 Q3,Africa,Zambia,5,2,28,4,2,27,3,11,13,1,1,1,0,0
2011 Q3,Africa,Zimbabwe,14,4,68,8,4,27,3,6,18,6,41,30,7,4
2011 Q4,Total,*Total,"3,979","3,699","7,699","2,533","3,699","6,101",346,"1,332","4,423","1,446","1,598",579,789,230
2011 Q4,Africa,*Total Africa,684,623,"1,341",376,623,"1,100",83,261,756,308,241,90,108,43
2011 Q4,Americas,*Total Americas,375,"1,244",674,312,"1,244",651,91,138,422,63,23,13,8,2
2011 Q4,Asia,*Total Asia,"2,151",736,"4,824","1,252",736,"3,670",159,805,"2,706",899,"1,154",381,623,150
2011 Q4,Europe,*Total Europe,680,717,521,567,717,474,4,73,397,113,47,14,17,16
2011 Q4,Middle East,*Total Middle East,66,173,274,11,173,148,3,37,108,55,126,74,33,19
2011 Q4,Oceania,*Total Oceania,7,94,55,6,94,54,6,16,32,1,1,1,0,0
2011 Q4,Other,*Total Other,16,112,10,9,112,4,0,2,2,7,6,6,0,0
2011 Q4,Asia,Afghanistan,268,48,164,27,48,24,5,15,4,241,140,104,8,28
2011 Q4,Europe,Albania,146,268,61,98,268,48,0,9,39,48,13,3,7,3
2011 Q4,Africa,Algeria,53,30,32,16,30,21,1,2,18,37,11,3,5,3
2011 Q4,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Angola,9,5,9,2,5,4,0,1,3,7,5,0,2,3
2011 Q4,Americas,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Antigua and Barbuda,0,1,1,0,1,0,0,0,0,0,1,1,0,0
2011 Q4,Americas,Argentina,1,20,7,1,20,7,0,3,4,0,0,0,0,0
2011 Q4,Europe,Armenia,4,5,2,1,5,0,0,0,0,3,2,2,0,0
2011 Q4,Americas,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Australia,1,69,26,1,69,25,0,7,18,0,1,1,0,0
2011 Q4,Europe,Austria,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Azerbaijan,1,3,4,0,3,4,0,3,1,1,0,0,0,0
2011 Q4,Americas,"Bahamas, The",0,1,1,0,1,1,0,1,0,0,0,0,0,0
2011 Q4,Middle East,Bahrain,0,2,12,0,2,4,0,0,4,0,8,0,8,0
2011 Q4,Asia,Bangladesh,255,28,275,163,28,227,24,51,152,92,48,33,7,8
2011 Q4,Americas,Barbados,2,4,3,2,4,3,0,2,1,0,0,0,0,0
2011 Q4,Europe,Belarus,5,10,2,0,10,1,0,0,1,5,1,0,1,0
2011 Q4,Europe,Belgium,6,12,1,5,12,1,0,0,1,1,0,0,0,0
2011 Q4,Americas,Belize,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Benin,2,3,3,2,3,2,0,0,2,0,1,1,0,0
2011 Q4,Americas,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Bolivia,39,16,32,35,16,26,15,2,9,4,6,2,4,0
2011 Q4,Americas,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Bosnia and Herzegovina,0,7,4,0,7,3,2,0,1,0,1,0,0,1
2011 Q4,Africa,Botswana,2,8,11,2,8,9,1,1,7,0,2,2,0,0
2011 Q4,Americas,Brazil,143,301,398,137,301,394,57,44,293,6,4,2,1,1
2011 Q4,Other,British overseas citizens,1,5,2,1,5,2,0,2,0,0,0,0,0,0
2011 Q4,Asia,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Bulgaria,5,9,0,5,9,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Burkina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Burma,0,0,10,0,0,6,0,1,5,0,4,4,0,0
2011 Q4,Africa,Burundi,0,1,2,0,1,0,0,0,0,0,2,0,1,1
2011 Q4,Asia,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Cameroon,9,20,23,4,20,18,0,9,9,5,5,3,1,1
2011 Q4,Americas,Canada,5,135,28,5,135,28,2,13,13,0,0,0,0,0
2011 Q4,Africa,Cape Verde,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Chad,1,0,1,0,0,1,0,0,1,1,0,0,0,0
2011 Q4,Americas,Chile,9,11,3,8,11,3,0,0,3,1,0,0,0,0
2011 Q4,Asia,China,198,47,760,84,47,542,34,60,448,114,218,105,76,37
2011 Q4,Oceania,Christmas Island,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q4,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Colombia,22,25,40,19,25,38,2,9,27,3,2,2,0,0
2011 Q4,Africa,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Congo,2,9,2,1,9,2,0,0,2,1,0,0,0,0
2011 Q4,Africa,Congo (Democratic Republic),6,11,5,4,11,3,0,0,3,2,2,1,1,0
2011 Q4,Oceania,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Costa Rica,0,3,1,0,3,1,0,0,1,0,0,0,0,0
2011 Q4,Europe,Croatia,0,29,3,0,29,3,0,1,2,0,0,0,0,0
2011 Q4,Americas,Cuba,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Cyprus,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Cyprus (Northern part of),3,0,0,1,0,0,0,0,0,2,0,0,0,0
2011 Q4,Europe,Czech Republic,15,3,0,14,3,0,0,0,0,1,0,0,0,0
2011 Q4,Europe,Denmark,3,2,0,3,2,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Djibouti,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2011 Q4,Americas,Dominica,1,1,1,1,1,1,0,1,0,0,0,0,0,0
2011 Q4,Americas,Dominican Republic,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Ecuador,7,11,6,3,11,4,1,0,3,4,2,0,2,0
2011 Q4,Africa,Egypt,19,13,24,7,13,20,0,5,15,12,4,4,0,0
2011 Q4,Americas,El Salvador,1,4,0,0,4,0,0,0,0,1,0,0,0,0
2011 Q4,Africa,Equatorial Guinea,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Eritrea,19,34,3,0,34,0,0,0,0,19,3,1,1,1
2011 Q4,Europe,Estonia,3,1,0,3,1,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Ethiopia,3,2,6,2,2,5,0,2,3,1,1,0,1,0
2011 Q4,Americas,Falkland Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Fiji,4,0,9,3,0,9,6,2,1,1,0,0,0,0
2011 Q4,Europe,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Former Yugoslavia,0,4,1,0,4,0,0,0,0,0,1,0,1,0
2011 Q4,Europe,France,12,21,0,12,21,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,Gabon,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Africa,"Gambia, The",13,6,36,7,6,31,1,4,26,6,5,4,1,0
2011 Q4,Europe,Georgia,13,2,12,10,2,12,0,2,10,3,0,0,0,0
2011 Q4,Europe,Germany,14,5,0,13,5,0,0,0,0,1,0,0,0,0
2011 Q4,Africa,Ghana,66,41,104,49,41,100,10,27,63,17,4,2,2,0
2011 Q4,Europe,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Greece,2,3,0,2,3,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Grenada,3,5,4,2,5,4,2,1,1,1,0,0,0,0
2011 Q4,Americas,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Guatemala,2,14,1,2,14,1,0,1,0,0,0,0,0,0
2011 Q4,Africa,Guinea,3,6,4,0,6,2,1,0,1,3,2,0,1,1
2011 Q4,Africa,Guinea-Bissau,0,2,1,0,2,1,0,1,0,0,0,0,0,0
2011 Q4,Americas,Guyana,3,1,2,2,1,2,1,0,1,1,0,0,0,0
2011 Q4,Americas,Haiti,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2011 Q4,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Americas,Honduras,0,3,2,0,3,1,1,0,0,0,1,1,0,0
2011 Q4,Asia,Hong Kong,3,18,21,3,18,20,0,4,16,0,1,0,1,0
2011 Q4,Europe,Hungary,7,1,0,7,1,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,India,464,167,"2,005",376,167,"1,584",46,367,"1,171",88,421,18,358,45
2011 Q4,Asia,Indonesia,4,6,10,3,6,9,1,4,4,1,1,1,0,0
2011 Q4,Middle East,Iran,33,57,78,3,57,35,1,13,21,30,43,26,11,6
2011 Q4,Middle East,Iraq,16,30,66,1,30,8,2,1,5,15,58,44,6,8
2011 Q4,Europe,Ireland,3,1,0,3,1,0,0,0,0,0,0,0,0,0
2011 Q4,Middle East,Israel,5,41,5,1,41,3,0,3,0,4,2,0,1,1
2011 Q4,Europe,Italy,5,11,5,5,11,5,0,1,4,0,0,0,0,0
2011 Q4,Africa,Ivory Coast,4,13,4,2,13,3,0,2,1,2,1,1,0,0
2011 Q4,Americas,Jamaica,74,9,39,47,9,37,8,15,14,27,2,1,1,0
2011 Q4,Asia,Japan,1,47,19,0,47,19,0,5,14,1,0,0,0,0
2011 Q4,Middle East,Jordan,2,3,2,1,3,1,0,1,0,1,1,0,1,0
2011 Q4,Europe,Kazakhstan,0,7,2,0,7,2,0,1,1,0,0,0,0,0
2011 Q4,Africa,Kenya,14,8,45,7,8,43,3,4,36,7,2,1,0,1
2011 Q4,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Korea (North),0,0,3,0,0,1,0,0,1,0,2,0,0,2
2011 Q4,Asia,Korea (South),2,35,20,2,35,20,0,2,18,0,0,0,0,0
2011 Q4,Europe,Kosovo,10,7,6,5,7,5,1,0,4,5,1,0,1,0
2011 Q4,Middle East,Kuwait,1,7,5,1,7,3,0,1,2,0,2,2,0,0
2011 Q4,Europe,Kyrgyzstan,2,2,7,2,2,5,0,0,5,0,2,2,0,0
2011 Q4,Asia,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Latvia,16,6,1,16,6,1,0,1,0,0,0,0,0,0
2011 Q4,Middle East,Lebanon,1,4,1,1,4,1,0,0,1,0,0,0,0,0
2011 Q4,Africa,Lesotho,1,0,1,1,0,1,0,0,1,0,0,0,0,0
2011 Q4,Africa,Liberia,1,1,1,0,1,1,0,1,0,1,0,0,0,0
2011 Q4,Africa,Libya,13,5,115,5,5,26,0,12,14,8,89,16,68,5
2011 Q4,Europe,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Lithuania,51,8,0,51,8,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011 Q4,Asia,Macau,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011 Q4,Europe,Macedonia,1,4,4,1,4,3,0,2,1,0,1,0,0,1
2011 Q4,Africa,Madagascar,0,4,0,0,4,0,0,0,0,0,0,0,0,0
