State,University/College,Campus,"Student
enrollment1","Violent
crime","Murder and
nonnegligent
manslaughter",Rape2,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
,Francis Marion University,,3874.0,2.0,0.0,2.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0
,Greenville Technical College,,11932.0,8.0,0.0,2.0,0.0,6.0,27.0,2.0,23.0,2.0,0.0
,Medical University of South Carolina,,2986.0,8.0,0.0,3.0,1.0,4.0,107.0,2.0,103.0,2.0,0.0
,Midlands Technical College,,10749.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,1.0,0.0
,Orangeburg-Calhoun Technical College,,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Presbyterian College,,1352.0,2.0,0.0,2.0,0.0,0.0,35.0,16.0,18.0,1.0,1.0
,South Carolina State University,,2905.0,3.0,0.0,1.0,1.0,1.0,74.0,32.0,41.0,1.0,0.0
,Spartanburg Methodist College,,737.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0
,The Citadel,,3602.0,3.0,0.0,0.0,0.0,3.0,24.0,5.0,18.0,1.0,0.0
,University of South Carolina:,Aiken,3548.0,1.0,0.0,0.0,0.0,1.0,11.0,2.0,9.0,0.0,0.0
,,Beaufort,2005.0,5.0,0.0,3.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0
,,Columbia,34099.0,16.0,0.0,10.0,2.0,4.0,329.0,17.0,251.0,61.0,0.0
,,Upstate,5821.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,36.0,1.0,0.0
,Winthrop University,,6109.0,6.0,0.0,1.0,1.0,4.0,38.0,2.0,35.0,1.0,0.0
SOUTH DAKOTA,South Dakota State University,,12600.0,2.0,0.0,1.0,0.0,1.0,57.0,3.0,54.0,0.0,0.0
TENNESSEE,Austin Peay State University,,10344.0,1.0,0.0,0.0,1.0,0.0,54.0,9.0,43.0,2.0,0.0
,Chattanooga State Community College,,8628.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0
,Christian Brothers University,,2138.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,15.0,3.0,0.0
,Cleveland State Community College,,3315.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
,East Tennessee State University,,14022.0,5.0,0.0,4.0,0.0,1.0,78.0,4.0,71.0,3.0,1.0
,Jackson State Community College,,4689.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
,Lincoln Memorial University,,4254.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Middle Tennessee State University,,22050.0,12.0,0.0,5.0,1.0,6.0,153.0,20.0,128.0,5.0,0.0
,Motlow State Community College,,5838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Northeast State Community College,,6124.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
,Pellissippi State Community College,,10244.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0
,Roane State Community College,,5756.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
,Southwest Tennessee Community College,,8327.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0
,Tennessee State University,,8760.0,5.0,0.0,1.0,1.0,3.0,66.0,6.0,59.0,1.0,0.0
,Tennessee Technological University,,10493.0,0.0,0.0,0.0,0.0,0.0,85.0,7.0,76.0,2.0,0.0
,University of Memphis,,21301.0,12.0,0.0,6.0,2.0,4.0,129.0,15.0,113.0,1.0,0.0
,University of Tennessee:,Chattanooga,11533.0,7.0,0.0,2.0,1.0,4.0,102.0,13.0,84.0,5.0,0.0
,,Health Science Center,3097.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,13.0,1.0,0.0
,,Knoxville,28052.0,10.0,0.0,2.0,0.0,8.0,229.0,20.0,197.0,12.0,0.0
,,Martin,6705.0,1.0,0.0,0.0,0.0,1.0,57.0,4.0,53.0,0.0,0.0
,University of the South,,1815.0,12.0,0.0,8.0,0.0,4.0,91.0,40.0,50.0,1.0,0.0
,Vanderbilt University,,12587.0,24.0,0.0,7.0,0.0,17.0,383.0,5.0,371.0,7.0,0.0
,Volunteer State Community College,,8684.0,2.0,0.0,0.0,0.0,2.0,13.0,0.0,13.0,0.0,0.0
,Walters State Community College,,5951.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
TEXAS,Abilene Christian University,,4910.0,8.0,0.0,7.0,0.0,1.0,63.0,6.0,56.0,1.0,0.0
,Alamo Colleges District,,56533.0,8.0,0.0,1.0,2.0,5.0,126.0,17.0,101.0,8.0,0.0
,Alvin Community College,,5677.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
,Amarillo College,,10195.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,0.0,0.0
,Angelo State University,,9581.0,1.0,0.0,1.0,0.0,0.0,35.0,2.0,31.0,2.0,0.0
,Austin College,,1278.0,1.0,0.0,1.0,0.0,0.0,39.0,8.0,30.0,1.0,1.0
,Baylor Health Care System4,,,2.0,0.0,0.0,2.0,0.0,325.0,15.0,297.0,13.0,0.0
,Baylor University,Waco,16959.0,7.0,0.0,4.0,2.0,1.0,219.0,15.0,193.0,11.0,0.0
,Brookhaven College,,12775.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0
,Central Texas College,,18117.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,13.0,0.0,0.0
,Cisco College,,3244.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0
,College of the Mainland,,3995.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,12.0,0.0,0.0
,El Paso Community College,,29460.0,1.0,0.0,0.0,0.0,1.0,28.0,3.0,23.0,2.0,0.0
,Grayson College,,4600.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,13.0,0.0,0.0
,Hardin-Simmons University,,2205.0,2.0,0.0,0.0,0.0,2.0,19.0,2.0,17.0,0.0,0.0
,Houston Baptist University,,3270.0,2.0,0.0,0.0,2.0,0.0,40.0,11.0,28.0,1.0,0.0
,Houston Community College,,57032.0,10.0,0.0,1.0,8.0,1.0,176.0,11.0,149.0,16.0,0.0
,Lamar University,Beaumont,15001.0,7.0,0.0,2.0,0.0,5.0,53.0,3.0,47.0,3.0,0.0
,Laredo Community College,,9176.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,7.0,0.0,0.0
,Midwestern State University,,6064.0,9.0,0.0,8.0,0.0,1.0,64.0,11.0,53.0,0.0,0.0
,Paris Junior College,,4806.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0
,Prairie View A&M University,,8782.0,12.0,0.0,7.0,2.0,3.0,57.0,27.0,30.0,0.0,0.0
,Rice University,,6855.0,5.0,0.0,0.0,2.0,3.0,187.0,3.0,183.0,1.0,0.0
,Southern Methodist University,,11739.0,7.0,0.0,4.0,0.0,3.0,119.0,5.0,110.0,4.0,0.0
,South Plains College,,9478.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,9.0,1.0,0.0
,Southwestern University,,1489.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,16.0,0.0,0.0
,Stephen F. Austin State University,,12742.0,4.0,0.0,4.0,0.0,0.0,45.0,3.0,42.0,0.0,0.0
,St. Mary's University,,3567.0,7.0,0.0,2.0,1.0,4.0,34.0,4.0,30.0,0.0,0.0
,St. Thomas University,,3247.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0
,Sul Ross State University,,2944.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,17.0,0.0,0.0
,Tarleton State University,,13049.0,5.0,0.0,3.0,0.0,2.0,66.0,9.0,56.0,1.0,0.0
,Texas A&M International University,,7390.0,4.0,0.0,2.0,1.0,1.0,26.0,5.0,21.0,0.0,0.0
,Texas A&M University:,Central Texas,2619.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
,,College Station,65632.0,19.0,0.0,10.0,1.0,8.0,390.0,31.0,347.0,12.0,0.0
,,Commerce,13514.0,7.0,0.0,4.0,1.0,2.0,77.0,32.0,45.0,0.0,0.0
,,Galveston4,,0.0,0.0,0.0,0.0,0.0,16.0,2.0,14.0,0.0,0.0
,,Kingsville,9278.0,6.0,0.0,5.0,0.0,1.0,64.0,7.0,57.0,0.0,0.0
,,San Antonio,5474.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0
,Texas Christian University,,10394.0,5.0,0.0,3.0,1.0,1.0,93.0,13.0,70.0,10.0,0.0
,Texas State Technical College:,Harlingen4,,1.0,0.0,1.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0
,,Waco4,,12.0,0.0,7.0,1.0,4.0,59.0,16.0,43.0,0.0,1.0
,,West Texas4,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Texas Tech University,Lubbock6,36551.0,15.0,1.0,5.0,1.0,8.0,436.0,15.0,412.0,9.0,0.0
,Texas Woman's University,,15655.0,3.0,0.0,3.0,0.0,0.0,40.0,2.0,38.0,0.0,0.0
,Tyler Junior College,,11493.0,3.0,0.0,2.0,0.0,1.0,31.0,5.0,25.0,1.0,0.0
,University of Houston:,Central Campus,43774.0,25.0,0.0,10.0,10.0,5.0,440.0,32.0,383.0,25.0,2.0
,,Clearlake,8669.0,2.0,0.0,2.0,0.0,0.0,24.0,0.0,23.0,1.0,0.0
,,Downtown Campus,14251.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,35.0,4.0,0.0
,University of North Texas,Denton,38145.0,9.0,0.0,5.0,0.0,4.0,169.0,14.0,149.0,6.0,1.0
,University of Texas:,Arlington,45282.0,13.0,0.0,4.0,3.0,6.0,125.0,14.0,109.0,2.0,0.0
,,Austin,51331.0,15.0,1.0,6.0,3.0,5.0,380.0,17.0,355.0,8.0,2.0
,,Dallas,26793.0,3.0,0.0,2.0,0.0,1.0,194.0,7.0,185.0,2.0,0.0
,,El Paso,23922.0,6.0,0.0,5.0,0.0,1.0,132.0,13.0,118.0,1.0,0.0
,,"Health Science Center, San Antonio6",3250.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,41.0,1.0,0.0
,,"Health Science Center, Tyler",12.0,3.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,0.0,0.0
,,Houston,5411.0,2.0,0.0,1.0,0.0,1.0,275.0,20.0,250.0,5.0,0.0
,,Medical Branch,3277.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,81.0,1.0,1.0
,,Permian Basin,6673.0,1.0,0.0,0.0,0.0,1.0,15.0,6.0,8.0,1.0,0.0
,,Rio Grande Valley,27560.0,4.0,0.0,1.0,0.0,3.0,91.0,16.0,75.0,0.0,0.0
,,San Antonio,28959.0,9.0,0.0,6.0,2.0,1.0,126.0,5.0,117.0,4.0,0.0
,,Southwestern Medical School,2316.0,6.0,0.0,1.0,0.0,5.0,175.0,7.0,163.0,5.0,0.0
,,Tyler,9835.0,2.0,0.0,1.0,0.0,1.0,31.0,4.0,26.0,1.0,0.0
,West Texas A&M University,,9901.0,2.0,0.0,1.0,0.0,1.0,56.0,4.0,52.0,0.0,0.0
UTAH,Brigham Young University,,34240.0,5.0,0.0,1.0,0.0,4.0,158.0,2.0,151.0,5.0,1.0
,Southern Utah University,,9299.0,1.0,0.0,1.0,0.0,0.0,19.0,3.0,16.0,0.0,0.0
,University of Utah,,31860.0,12.0,1.0,6.0,0.0,5.0,395.0,32.0,326.0,37.0,0.0
,Utah State University:,Eastern4,,1.0,0.0,1.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0
,,Logan,28118.0,4.0,0.0,4.0,0.0,0.0,20.0,2.0,17.0,1.0,0.0
,Utah Valley University,,34978.0,1.0,0.0,0.0,0.0,1.0,65.0,3.0,62.0,0.0,0.0
,Weber State University,,26809.0,3.0,0.0,2.0,1.0,0.0,28.0,6.0,20.0,2.0,
VERMONT,University of Vermont,,13105.0,5.0,0.0,4.0,0.0,1.0,103.0,5.0,98.0,0.0,2.0
VIRGINIA,Bridgewater College,,1882.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,1.0,0.0
,Christopher Newport University,,5042.0,1.0,0.0,0.0,0.0,1.0,84.0,1.0,79.0,4.0,0.0
,Eastern Virginia Medical School,,1130.0,1.0,0.0,1.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0
,Emory and Henry College,,1167.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
,Ferrum College,,1294.0,2.0,0.0,0.0,2.0,0.0,21.0,0.0,21.0,0.0,0.0
,George Mason University,,34909.0,2.0,0.0,2.0,0.0,0.0,125.0,5.0,119.0,1.0,0.0
,Hampton University,,4646.0,6.0,0.0,4.0,0.0,2.0,27.0,6.0,21.0,0.0,0.0
,James Madison University,,21270.0,4.0,0.0,1.0,0.0,3.0,109.0,7.0,97.0,5.0,2.0
,J. Sargeant Reynolds Community College,,10375.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,0.0,0.0
,Longwood University,,4884.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,22.0,1.0,0.0
,Norfolk State University,,5421.0,7.0,0.0,4.0,3.0,0.0,92.0,6.0,86.0,0.0,2.0
,Northern Virginia Community College,,50835.0,1.0,0.0,0.0,1.0,0.0,52.0,0.0,51.0,1.0,0.0
,Old Dominion University,,24322.0,32.0,0.0,7.0,3.0,22.0,255.0,18.0,231.0,6.0,0.0
,Radford University,,9401.0,4.0,0.0,3.0,0.0,1.0,66.0,6.0,56.0,4.0,3.0
,Richard Bland College,,2409.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0
,University of Mary Washington,,4726.0,5.0,0.0,4.0,1.0,0.0,48.0,1.0,47.0,0.0,0.0
,University of Richmond,,4131.0,4.0,0.0,3.0,0.0,1.0,90.0,13.0,75.0,2.0,0.0
,University of Virginia's College at Wise,,2212.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0
,Virginia Commonwealth University,,30872.0,22.0,0.0,7.0,2.0,13.0,492.0,8.0,478.0,6.0,2.0
,Virginia Military Institute,,1713.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,12.0,0.0,0.0
,Virginia Polytechnic Institute and State University,,33170.0,8.0,0.0,4.0,0.0,4.0,204.0,34.0,170.0,0.0,0.0
,Virginia State University,,4584.0,14.0,0.0,3.0,7.0,4.0,48.0,4.0,43.0,1.0,0.0
,Virginia Western Community College,,7719.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
WASHINGTON,Central Washington University,,11971.0,5.0,0.0,5.0,0.0,0.0,129.0,8.0,118.0,3.0,0.0
,Eastern Washington University,,12279.0,6.0,0.0,6.0,0.0,0.0,31.0,4.0,27.0,0.0,0.0
,Evergreen State College,,4089.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,39.0,1.0,0.0
,University of Washington,,45591.0,18.0,0.0,7.0,7.0,4.0,536.0,52.0,476.0,8.0,1.0
,Washington State University:,Pullman,30142.0,9.0,0.0,7.0,0.0,2.0,88.0,17.0,70.0,1.0,0.0
,,Vancouver4,,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
,Western Washington University,,15574.0,0.0,0.0,0.0,0.0,0.0,142.0,9.0,133.0,0.0,0.0
WEST VIRGINIA,Marshall University,,13647.0,12.0,0.0,3.0,2.0,7.0,72.0,6.0,66.0,0.0,0.0
,Shepherd University,,3779.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0
,West Virginia University,,28488.0,30.0,0.0,11.0,4.0,15.0,255.0,9.0,243.0,3.0,1.0
WISCONSIN,Marquette University,,11294.0,33.0,0.0,5.0,15.0,13.0,355.0,42.0,280.0,33.0,1.0
,University of Wisconsin:,Eau Claire,10747.0,3.0,0.0,2.0,0.0,1.0,79.0,8.0,71.0,0.0,1.0
,,Green Bay,7029.0,1.0,0.0,1.0,0.0,0.0,19.0,2.0,17.0,0.0,0.0
,,La Crosse,10637.0,1.0,0.0,1.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0
,,Madison,42582.0,6.0,0.0,6.0,0.0,0.0,259.0,46.0,210.0,3.0,0.0
,,Milwaukee,25601.0,5.0,0.0,5.0,0.0,0.0,121.0,20.0,99.0,2.0,1.0
,,Oshkosh,13958.0,5.0,0.0,3.0,0.0,2.0,45.0,14.0,31.0,0.0,1.0
,,Parkside,4371.0,4.0,0.0,2.0,0.0,2.0,29.0,3.0,26.0,0.0,0.0
,,Platteville,8779.0,1.0,0.0,1.0,0.0,0.0,35.0,4.0,30.0,1.0,0.0
,,River Falls,5938.0,2.0,0.0,1.0,0.0,1.0,56.0,5.0,51.0,0.0,0.0
,,Stevens Point,8627.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,41.0,0.0,0.0
,,Stout,9633.0,3.0,0.0,1.0,0.0,2.0,99.0,4.0,95.0,0.0,0.0
,,Superior,2489.0,3.0,0.0,3.0,0.0,0.0,24.0,1.0,23.0,0.0,0.0
,,Whitewater6,12657.0,5.0,0.0,3.0,2.0,0.0,55.0,5.0,49.0,1.0,0.0
WYOMING,University of Wyoming,,12366.0,0.0,0.0,0.0,0.0,0.0,103.0,7.0,95.0,1.0,0.0
