id	university	collection	creatorName	resource - creators - creator - affiliation	creatorNameURI	resource - relatedIdentifiers - relatedIdentifier	resource - relatedIdentifiers - relatedIdentifier - relationType	rightsOA	resource - relatedIdentifiers - relatedIdentifier - relatedIdentifierType	otherDescription	abstract	resource - relatedIdentifiers - relatedIdentifier - resourceTypeGeneral	subject	rights	rightsURI	date	dateType	url	title	publisher	identifier	identifierType	resourceTypeGeneral	resourceType	publicationYear	resource - version	language	resource - contributors	resource - contributors - contributor	resource - contributors - contributor - contributorType	resource - contributors - contributor - contributorName	resource - contributors - contributor - givenName	resource - contributors - contributor - familyName	resource - contributors - contributor - affiliation	resource - contributors - contributor - nameIdentifier	resource - contributors - contributor - nameIdentifier - schemeURI	resource - contributors - contributor - nameIdentifier - nameIdentifierScheme
10.5281_zenodo.1464778	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hapke, Thomas	Technische Universität Hamburg	https://orcid.org/0000-0002-5135-2693	10.5281/zenodo.1464777	IsVersionOf	Open Access	DOI		Poster zur Offenheit von Wissen: Eine globale digitale Welt, die an Nachhaltigkeit orientiert ist, ist immer mehr auf Offenheit angewiesen. Diese umfasst u.a. den kostenfreien und öffentlichen Zugang zu Literatur und anderen Materialien im Netz -> Open Access, zu Lern- und Lehrmaterialien -> Open Educational Resources sowie zu Datenbeständen jedweder Art -> Open Data: Dieser Zugang wird durch eine offene technische Infrastruktur, z.B. -> Open Source Software unter Nutzung offener Standards, sichergestellt, die auch offene Entwicklungsprozesse ermöglicht -> Open Development, Open Peer Review, Open Research, … .		#OAWeek	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2018-10-17	Issued	https://doi.org/10.5281/zenodo.1464778	Offenheit von Wissen	Zenodo	10.5281/zenodo.1464778	DOI	Text	Poster	2018		de										
						https://zenodo.org/communities/oaweek2019-tuhh	IsPartOf		URL				#OAWeek2018																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Open Knowledge																								
			Rajski, Beate	Technische Universität Hamburg	https://orcid.org/0000-0002-0555-2280																																
			Bieler, Detlev	Technische Universität Hamburg	https://orcid.org/0000-0001-6503-9633																																
10.5281_zenodo.4423159	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Holdorf			10.5281/zenodo.4423158	IsVersionOf	Open Access	DOI		Recherche über den Nutzen additiver Fertigung von Medizinprodukten innerhalb von Kliniken			Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2021-01-07	Issued	https://doi.org/10.5281/zenodo.4423159	Additive Fertigung von Medizinprodukten innerhalb der Klinik	Zenodo	10.5281/zenodo.4423159	DOI	Report	Report	2021		de	"
            "	"
              "	Supervisor	Prof. Dr. habil. Morlock						
						https://zenodo.org/communities/tuhh	IsPartOf		URL																			"
            "	"
            "								
																												"
          "	"
              "	Supervisor	Miriam Ruhr, M. Sc.	M. Sc.	Miriam Ruhr				
10.5281_zenodo.1464860	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hapke, Thomas	Technische Universität Hamburg	https://orcid.org/0000-0002-5135-2693	10.5281/zenodo.1464859	IsVersionOf	Open Access	DOI		Poster zu Offene Bildung + Open Educational Resources. Überblick und Materialien.		#OAWeek	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2018-10-17	Issued	https://doi.org/10.5281/zenodo.1464860	Offene Bildung - Open Educational Resources	Zenodo	10.5281/zenodo.1464860	DOI	Text	Poster	2018		de										
						https://zenodo.org/communities/oaweek2019-tuhh	IsPartOf		URL				#OAWeek2016																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				OER																								
													HOOU																								
													Hamburg Open Online University																								
			Rajski, Beate	Technische Universität Hamburg	https://orcid.org/0000-0002-0555-2280																																
			Bieler, Detlev	Technische Universität Hamburg	https://orcid.org/0000-0001-6503-9633																																
10.5281_zenodo.3514623	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hapke, Thomas	Technische Universität Hamburg	https://orcid.org/0000-0002-5135-2693	10.5281/zenodo.1464838	IsVersionOf	Open Access	DOI		Poster zu TUHH Open Research (TORE): Open Access Repository der TU Hamburg		#OAWeek	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2019-10-21	Issued	https://doi.org/10.5281/zenodo.3514623	Open Access Repository der TUHH: TUHH Open Research (TORE)	Zenodo	10.5281/zenodo.3514623	DOI	Text	Poster	2019		de										
						https://zenodo.org/communities/oaweek2019-tuhh	IsPartOf		URL				#OAWeek2019																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				open access																								
													repository																								
			Rajski, Beate	Technische Universität Hamburg	https://orcid.org/0000-0002-0555-2280																																
			Bieler, Detlev	Technische Universität Hamburg	https://orcid.org/0000-0001-6503-9633																																
10.5281_zenodo.3514620	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hapke, Thomas	Technische Universität Hamburg	https://orcid.org/0000-0002-5135-2693	10.5281/zenodo.1464806	IsVersionOf	Open Access	DOI		Poster zu Open Access Publizieren an der TU Hamburg		#OAWeek	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2019-10-21	Issued	https://doi.org/10.5281/zenodo.3514620	Open Access Publizieren	Zenodo	10.5281/zenodo.3514620	DOI	Text	Poster	2019		de										
						https://zenodo.org/communities/oaweek2019-tuhh	IsPartOf		URL				open access																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Rajski, Beate	Technische Universität Hamburg	https://orcid.org/0000-0002-0555-2280																																
			Bieler, Detlev	Technische Universität Hamburg	https://orcid.org/0000-0001-6503-9633																																
10.5281_zenodo.1464807	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hapke, Thomas	Technische Universität Hamburg	https://orcid.org/0000-0002-5135-2693	10.5281/zenodo.1464806	IsVersionOf	Open Access	DOI		Poster zu Open Access Publizieren an der TU Hamburg		#OAWeek	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2018-10-17	Issued	https://doi.org/10.5281/zenodo.1464807	Open Access publizieren	Zenodo	10.5281/zenodo.1464807	DOI	Text	Poster	2018		de										
						https://zenodo.org/communities/oaweek2019-tuhh	IsPartOf		URL				#OAWeek2017																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				open access																								
			Rajski, Beate	Technische Universität Hamburg	https://orcid.org/0000-0002-0555-2280																																
			Bieler, Detlev	Technische Universität Hamburg	https://orcid.org/0000-0001-6503-9633																																
10.5281_zenodo.4609912	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Marvin Kastner	TUHH	https://orcid.org/0000-0001-8289-2943	https://github.com/1kastner/einfuehrung-in-datenauswertung/tree/workshop-20191023	IsSupplementTo	Open Access	URL		Dies sind die Jupyter Notebooks, die während des Workshops verwendet worden sind.		Jupyter Notebook	Open Access		2021-03-17	Issued	https://doi.org/10.5281/zenodo.4609912	Offener Workshop: Daten auswerten und visualisieren mit Jupyter Notebooks	Zenodo	10.5281/zenodo.4609912	DOI	Software	Software	2021	workshop-20191023	de										
						10.5281/zenodo.4609911	IsVersionOf		DOI				Data Science																								
						https://zenodo.org/communities/oaweek2019-tuhh	IsPartOf		URL				Image Recognition																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.4632816	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539	https://github.com/TUHH-ICS/Lecture-Files/tree/v2020_2	IsSupplementTo	Open Access	URL		Most recent version of the ICS lecture textbooks and corresponding exercise files Introduction to Control Systems Control Systems Theory and Design Optimal and Robust Control Linear and Nonlinear System Identification Advanced Topics in Control Control Lab		Control	Open Access		2021-03-24	Issued	https://doi.org/10.5281/zenodo.4632816	ICS Lecture Files: Version of Winter semester 2020/2021	Zenodo	10.5281/zenodo.4632816	DOI	InteractiveResource	Interactive Resource	2021	v2020_2	en										
						10.5281/zenodo.4632815	IsVersionOf		DOI				Lecture Course																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				Linear Parameter Varaying (LPV)																								
			Heeren, Lennart	Hamburg University of Technology - Institute of Control Systems																																	
			Göttsch, Patrick	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-6642-8195																																
10.5281_zenodo.4679374	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Rajski, Beate	Hamburg University of Technology	https://orcid.org/0000-0002-0555-2280	10.5281/zenodo.4679373	IsVersionOf	Open Access	DOI		News on the repository software DSpace presented on the DSpace Anwendertreffen 2021. DSpace Project Governance DSpace 7 DSpace-Konsortium Deutschland DSpace DACH Community		DSpace	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2021-04-15	Issued	https://doi.org/10.5281/zenodo.4679374	DSpace News 2021	Zenodo	10.5281/zenodo.4679374	DOI	Text	Presentation	2021		de										
						https://zenodo.org/communities/tuhh	IsPartOf		URL				DSpace-Konsortium Deutschland																								
													DSpace-Anwendertreffen																								
													Repository																								
			Becker, Pascal-Nicolas	The Library  Code	https://orcid.org/0000-0003-2169-1261																																
10.5281_zenodo.4668343	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Dittmer, Antje	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2021-code-A-Velocity-quasiLPV-MPC-Algorithm-for-Wind-Turbine-Control/tree/v1.0	IsSupplementTo	Open Access	URL		"Code and data to reproduce results and figures presented in the paper ""A Velocity quasiLPV-MPC Algorithm for Wind Turbine Control"", 2021 European Control Conference (ECC) A velocity quasiLPV-MPC Algorithm is applied to reduce both undesired tower fore-aft accelerations and power tracking error."			Open Access		2021-04-07	Issued	https://doi.org/10.5281/zenodo.4668343	Code for Paper: A Velocity quasiLPV-MPC Algorithm for  Wind Turbine Control	Zenodo	10.5281/zenodo.4668343	DOI	Software	Software	2021	v1.0	en										
						10.5281/zenodo.4668342	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Sharan, Bindu	Hamburg University of Technology - Institute of Control Systems																																	
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.3240298	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Goldschmidt, Oliver	Hamburg University of Technology	https://orcid.org/0000-0002-5468-401X	10.5281/zenodo.3240297	IsVersionOf	Open Access	DOI		The Hamburg Open Science program aims to develop an open science infrastructure for universities in Hamburg. This includes open access repositories, research data repositories and research information systems. With limited programming capacities available Hamburg University of Technology opted for an integrated approach instead of three different systems. The current open access repository (based on DSpace-CRIS and fully ORCID-enabled) has been extended with a research data repository and is supposed to include all institutional researchers, organization units, projects and publication information building a research information system and a university bibliography. This poster illustrates the components of our extended repository and shows how DSpace-CRIS, an open source software with a vibrant community, helped us cover the two new components of the repository.		repository	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2019-06-10	Issued	https://doi.org/10.5281/zenodo.3240298	Hamburg Open Science: DSpace-CRIS @ TU Hamburg	Zenodo	10.5281/zenodo.3240298	DOI	Text	Poster	2019		en	"
            "	"
              "	Other	Bieler, Detlev	Detlev	Bieler	Hamburg University of Technology	0000-0001-6503-9633	http://orcid.org/	ORCID
						https://zenodo.org/communities/hamburgopenscience	IsPartOf		URL				CRIS															"
          "	"
              "								
						https://zenodo.org/communities/openrepos	IsPartOf		URL				Open ACCESS																"
              "								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				DSpace																"
              "								
			Rajski, Beate	Hamburg University of Technology	https://orcid.org/0000-0002-0555-2280																																
10.5281_zenodo.4818359	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Rajski, Beate	Hamburg University of Technology	https://orcid.org/0000-0002-0555-2280	10.5281/zenodo.4818358	IsVersionOf	Open Access	DOI		An der TU Hamburg wird die ORCID iD in TUHH Open Research (TORE) eingesetzt. TORE ist das Repositorium für Open Access Publikationen und Forschungsdaten sowie das Forschungsinformationssystem der TU Hamburg. Es wird mit der Repositoriensoftware DSpace und der Erweiterung DSpace-CRIS betrieben. Auf den Folien wird die ORCID-Integration in TORE auf Basis von DSpace-CRIS 5.10 beschrieben.		ORCID	Creative Commons Attribution 4.0 International	https://creativecommons.org/licenses/by/4.0/legalcode	2021-06-02	Issued	https://doi.org/10.5281/zenodo.4818359	ORCID für Repositorium und Forschungsinformationssystem	Zenodo	10.5281/zenodo.4818359	DOI	Text	Presentation	2021		de										
						https://zenodo.org/communities/orcid-de	IsPartOf		URL				DSpace																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				DSpace-CRIS																								
													Hamburg University of Technology																								
			Goldschmidt, Oliver	Hamburg University of Technology	https://orcid.org/0000-0002-5468-401X																																
10.5281_zenodo.5195407	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Sebastian Lindner	@ComNetsHH	https://orcid.org/0000-0002-5694-9675	https://github.com/ComNetsHH/netsys2021-malene-code-release/tree/v1.0	IsSupplementTo	Open Access	URL		Open source code release to replicate results of the conference paper.			Open Access		2021-08-13	Issued	https://doi.org/10.5281/zenodo.5195407	ComNetsHH/netsys2021-malene-code-release: Publication	Zenodo	10.5281/zenodo.5195407	DOI	Software	Software	2021	v1.0											
						10.5281/zenodo.5195406	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.5513914	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Patrick Göttsch	TUHH ICS		https://github.com/TUHH-ICS/2021-code-a-gradient-descent-method-for-finite-horizon-distributed-control-of-discrete-time-systems/tree/v1.1	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2021-09-17	Issued	https://doi.org/10.5281/zenodo.5513914	TUHH-ICS/2021-code-a-gradient-descent-method-for-finite-horizon-distributed-control-of-discrete-time-systems: Final Version	Zenodo	10.5281/zenodo.5513914	DOI	Software	Software	2021	v1.1											
						10.5281/zenodo.4633077	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			s-heinke																																		
10.5281_zenodo.4633078	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Heinke, Simon	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2021-code-a-gradient-descent-method-for-finite-horizon-distributed-control-of-discrete-time-systems/tree/v1.0	IsSupplementTo	Open Access	URL		"This folder contains the files to reproduce the results and figures presented in

S. Heinke and H. Werner, ""A Gradient Descent Method for Finite Horizon 
Distributed Control of Discrete Time Systems"", submitted to the 60th 
Conference on Decision and Control, 2021.

The figures can be reproduced using the file 'generate_plots.m'. 
The data for Figures 1 and 2 is generated using 'main_sf.m', the data 
for Figure 3, 4 and 5 is generated using 'main_sf_comp.m', 'main_of.m' 
and 'main_of_comp.m', respectively."			Open Access		2021-03-24	Issued	https://doi.org/10.5281/zenodo.4633078	Code for Paper: A Gradient Descent Method for Finite Horizon  Distributed Control of Discrete Time Systems	Zenodo	10.5281/zenodo.4633078	DOI	Software	Software	2021	v1.0	en										
						10.5281/zenodo.4633077	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.5543195	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hamideh Saadabadi	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/-2021-CDC-Paper-Event-Triggered-l_2-Optimal-Formation-Control-for-Agents-Modeled-as-LPV-Systems/tree/v1.1	IsSupplementTo	Open Access	URL		This is an author’s copy (with proofs). The final version has been submitted to CDC 2021 and copyrighted by IEEE			Open Access		2021-10-01	Issued	https://doi.org/10.5281/zenodo.5543195	Event-Triggered l2-Optimal Formation Control for Agents Modeled as LPV Systems	Zenodo	10.5281/zenodo.5543195	DOI	Preprint	Preprint	2021	v1.1	en										
						10.5281/zenodo.5543194	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Herbert Werner	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.5541990	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Saadabadi,Hamideh Hamburg University of Technology - Institute of Control Systems			https://github.com/chs7349/CDC-2021-Event-Triggered-l_2-Optimal-Formation-Control-for-Agents-Modeled-as-LPV-Systems/tree/v1.0	IsSupplementTo	Open Access	URL		This paper is a complete version of the paper which is published in CDC 2021		Event Triggered	Open Access		2021-09-30	Issued	https://doi.org/10.5281/zenodo.5541990	Event-Triggered-l_2-Optimal-Formation-Control-for-Agents-Modeled-as-LPV-Systems	Zenodo	10.5281/zenodo.5541990	DOI	ConferencePaper	ConferencePaper	2021	v1.0											
						10.5281/zenodo.5541989	IsVersionOf		DOI				Multi agent System																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				LPV																								
			Werner, Herbert Hamburg University of Technology - Institute of Control Systems		https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.5643663	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Heeren, Lennart	Hamburg University of Technology		https://github.com/TUHH-ICS/2022-code-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians-via-Full-Block-S-Proced/tree/v0.1	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2021-11-03	Issued	https://doi.org/10.5281/zenodo.5643663	TUHH-ICS/2022-code-Grid-Free-Constraints-for-Parameter-Dependent-Generalized-Gramians-via-Full-Block-S-Procedure	Zenodo	10.5281/zenodo.5643663	DOI	Software	Software	2021	v0.1											
						10.5281/zenodo.5643662	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.5418208	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems- Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2021-code-convergence-properties-of-fast-quasi-lpv-model-predictive-control/tree/v2.0	IsDerivedFrom	Open Access	URL		This version of the code was used to create the data and figures shown in the final submission	Software	nonlinear model predictive control	Open Access		2021-09-03	Issued	https://doi.org/10.5281/zenodo.5418208	Code for Paper: Convergence Properties of Fast quasi-LPV Model Predictive Control	Zenodo	10.5281/zenodo.5418208	DOI	Software	Software	2021	v2.0	en										
						10.1109/CDC45484.2021.9683612	IsSupplementTo		DOI			ConferencePaper	linear parameter-varying systems																								
						10.5281/zenodo.4633758	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems- Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.4633759	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2021-code-convergence-properties-of-fast-quasi-lpv-model-predictive-control/tree/v1.0	IsSupplementTo	Open Access	URL		"This repository contains the simulation code to reproduce the tables and figures presented in C. Hespe and H. Werner, ""Convergence Properties of Fast quasi-LPV Model Predictive Control"", submitted to the 60th Conference on Decision and Control, 2021 The code has two main entry points, the scripts `benchmark_adip.m` and `benchmark_unicycle.m`, both in the root directory of this repository. They will produce among others the material presented in the paper."	Software	nonlinear model predictive control	Open Access		2021-03-24	Issued	https://doi.org/10.5281/zenodo.4633759	Code for Paper: Convergence Properties of Fast quasi-LPV Model Predictive Control	Zenodo	10.5281/zenodo.4633759	DOI	Software	Software	2021	v1.0	en										
						10.5281/zenodo.4633758	IsVersionOf		DOI				linear parameter-varying systems																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.6326958	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Leon	Kellner	https://orcid.org/0000-0001-9722-7508	https://github.com/leon-dae/explainable_ML_ice_study/tree/v0.1.1	IsSupplementTo	Open Access	URL		Full Changelog: https://github.com/leon-dae/explainable_ML_ice_study/commits/v0.1.1			GNU Affero General Public License v3.0 or later		2022-03-04	Issued	https://doi.org/10.5281/zenodo.6326958	leon-dae/explainable_ML_ice_study: initial	Zenodo	10.5281/zenodo.6326958	DOI	Software	Software	2022	v0.1.1	en										
						10.5281/zenodo.6326957	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.6330636	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Kellner, Leon	Hamburg University of Technology	https://orcid.org/0000-0001-9722-7508	https://github.com/leon-dae/explainable_ML_ice_study/tree/v0.1.3	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2022-03-04	Issued	https://doi.org/10.5281/zenodo.6330636	Explainable machine learning ice study	Zenodo	10.5281/zenodo.6330636	DOI	Software	Software	2022	0.1.1	en										
						10.5281/zenodo.6326957	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.5535773	Technische Universität Hamburg	Forschungsdaten TU Hamburg	quadroICS			https://github.com/TUHH-ICS/2021-code-Distributed-control-of-Decoupled-Heterogeneous-Vehicles-with-Positive-Systems-Theory-and-G/tree/v1.2	IsSupplementTo	Open Access	URL		No description provided.			Open Access		2021-09-29	Issued	https://doi.org/10.5281/zenodo.5535773	TUHH-ICS/2021-code-Distributed-control-of-Decoupled-Heterogeneous-Vehicles-with-Positive-Systems-Theory-and-G: Final release of code and paper with proofs	Zenodo	10.5281/zenodo.5535773	DOI	Software	Software	2021	v1.2											
						10.5281/zenodo.4638175	IsVersionOf		DOI																												
			addat10			https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			TUHH-ICS1																																		
10.5281_zenodo.4638176	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Datar, Adwait	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2021-code-Distributed-control-of-Decoupled-Heterogeneous-Vehicles-with-Positive-Systems-Theory-and-G/tree/v1.1	IsSupplementTo	Open Access	URL		There is a considerable body of literature analyzing large scale networks of interconnected systems with simple dynamics. For interconnections of vehicles with complex dynamics, it is commonly suggested to design controllers locally at agents so that agents track the trajectories generated by simplified dynamics. We analyze the performance of such a decoupled control architecture by considering the l∞ norm of the local tracking error. This allows us to quantify the deviation of the actual system from the simplified system and either provide a justification for the decoupled architecture or show a need to consider instead a coupled architecture. Specifically, we consider first-order protocols as the interaction mechanism among agents and general discrete-time Linear Time-Invariant (LTI) dynamics as agent models which track the trajectories generated by the first-order protocols. For the analysis and synthesis of first-order protocols, we do not assume a priori knowledge of the connectivity of the graph or the spectrum of the Laplacian matrix, but use results on positive systems to obtain conditions that can scale linearly with network size. We provide bounds on the loss in performance due to imperfect tracking of first order dynamics by higher order agent dynamics and due to disturbances acting locally on agents. Numerical simulations involving generic second order vehicle models with damping illustrate the applicability of the results.			Open Access		2021-03-25	Issued	https://doi.org/10.5281/zenodo.4638176	Code for Paper: Distributed Control of Heterogeneous Networks of Vehicles with Positive Systems Theory and Generalized H2 Norm	Zenodo	10.5281/zenodo.4638176	DOI	Software	Software	2021	v1.1	en										
						10.5281/zenodo.4638175	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.6396829	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hastedt, Philipp	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3552-2469	https://github.com/TUHH-ICS/2022-code-CDC-Distributed-Model-Predictive-Flocking-with-Obstacle-Avoidance-and-Asymmetric-Interacti/tree/v1.0	IsSupplementTo	Open Access	URL		"This is the code to produce the figures and results from the paper ""Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces"" as submitted for the initial review."		distributed model predictive control	Open Access		2022-03-30	Issued	https://doi.org/10.5281/zenodo.6396829	Code for Paper: Distributed Model Predictive Flocking with Obstacle Avoidance and Asymmetric Interaction Forces	Zenodo	10.5281/zenodo.6396829	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.6396828	IsVersionOf		DOI				flocking																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				obstacle avoidance																								
													multi-agent systems																								
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.6373126	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Fan, Shuyuan	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-0571-1798	https://github.com/TUHH-ICS/2022-code-Three-Dimensional-simultaneous-stabilization-and-tracking-control-of-nonholonomic-autonomo/tree/v1.0	IsSupplementTo	Open Access	URL		The main simulink file simulation_Hippocampus_CDC.slx contains everything in one file. The simulation code in this repository was tested in the following environment: Windows 10 Pro Version 20H2 Matlab 2021a		nonholonomic underwater vehicles	Academic Free License v1.1		2022-03-21	Issued	https://doi.org/10.5281/zenodo.6373126	"Code for the paper ""Three-Dimensional Simultaneous Stabilization and Tracking Control of Nonholonomic Autonomous Underwater Vehicles"""	Zenodo	10.5281/zenodo.6373126	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.6373125	IsVersionOf		DOI				double integrator systems␟																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				simultaneous stabilization and  tracking control																								
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.5817768	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Leon Kellner	Hamburg University of Technology	https://orcid.org/0000-0001-9722-7508	https://github.com/leon-dae/XAI_ice_material_modeling/tree/v1.2	IsSupplementTo	Open Access	URL		No description provided.			GNU General Public License v2.0 or later		2022-01-04	Issued	https://doi.org/10.5281/zenodo.5817768	Explainable machine learning ice study	Zenodo	10.5281/zenodo.5817768	DOI	Software	Software	2022	v1.2											
						10.5281/zenodo.5817767	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.6401296	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Sharan, Bindu	Hamburg University of Technology  - Institute of Control Systems		https://github.com/TUHH-ICS/2022-code-real-time-model-predictive-control-for-wind-farms-a-koopman-dynamic-mode-decomposition-app/tree/v1.0	IsSupplementTo	Open Access	URL		"This repository contains code for the paper ""Real Time Model Predictive Control for Wind Farms A Koopman Dynamic Mode Decomposition Approach"" by Bindu Sharan, Antje Dittmer, and Herbert Werner"		Wind farm␟ Koopman	Academic Free License v1.1		2022-03-31	Issued	https://doi.org/10.5281/zenodo.6401296	"Code for the paper ""Real-time Model Predictive Control for Wind Farms A Koopman Dynamic Mode Decomposition Approach"""	Zenodo	10.5281/zenodo.6401296	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.6401295	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Dittmer, Antje	Hamburg University of Technology - Institute of Control Systems																																	
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
