street,city_state_zip,full_address,mapquest_locations,longitude,latitude,Column
474 Boston Post Road, North Windham CT 6256,"474 Boston Post Road,  North Windham CT 6256",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=474+Boston+Post+Road%2C++North+Windham+CT+6256,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=474+Boston+Post+Road%2C++North+Windham+CT+6256,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=474+Boston+Post+Road%2C++North+Windham+CT+6256,
650 Main Ave, Norwalk CT 6851,"650 Main Ave,  Norwalk CT 6851",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=650+Main+Ave%2C++Norwalk+CT+6851,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=650+Main+Ave%2C++Norwalk+CT+6851,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=650+Main+Ave%2C++Norwalk+CT+6851,
680 Connecticut Avenue, Norwalk CT 6854,"680 Connecticut Avenue,  Norwalk CT 6854",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=680+Connecticut+Avenue%2C++Norwalk+CT+6854,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=680+Connecticut+Avenue%2C++Norwalk+CT+6854,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=680+Connecticut+Avenue%2C++Norwalk+CT+6854,
220 Salem Turnpike, Norwich CT 6360,"220 Salem Turnpike,  Norwich CT 6360",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=220+Salem+Turnpike%2C++Norwich+CT+6360,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=220+Salem+Turnpike%2C++Norwich+CT+6360,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=220+Salem+Turnpike%2C++Norwich+CT+6360,
655 Boston Post Rd, Old Saybrook CT 6475,"655 Boston Post Rd,  Old Saybrook CT 6475",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=655+Boston+Post+Rd%2C++Old+Saybrook+CT+6475,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=655+Boston+Post+Rd%2C++Old+Saybrook+CT+6475,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=655+Boston+Post+Rd%2C++Old+Saybrook+CT+6475,
625 School Street, Putnam CT 6260,"625 School Street,  Putnam CT 6260",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=625+School+Street%2C++Putnam+CT+6260,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=625+School+Street%2C++Putnam+CT+6260,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=625+School+Street%2C++Putnam+CT+6260,
80 Town Line Rd, Rocky Hill CT 6067,"80 Town Line Rd,  Rocky Hill CT 6067",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=80+Town+Line+Rd%2C++Rocky+Hill+CT+6067,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=80+Town+Line+Rd%2C++Rocky+Hill+CT+6067,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=80+Town+Line+Rd%2C++Rocky+Hill+CT+6067,
465 Bridgeport Avenue, Shelton CT 6484,"465 Bridgeport Avenue,  Shelton CT 6484",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=465+Bridgeport+Avenue%2C++Shelton+CT+6484,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=465+Bridgeport+Avenue%2C++Shelton+CT+6484,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=465+Bridgeport+Avenue%2C++Shelton+CT+6484,
235 Queen St, Southington CT 6489,"235 Queen St,  Southington CT 6489",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=235+Queen+St%2C++Southington+CT+6489,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=235+Queen+St%2C++Southington+CT+6489,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=235+Queen+St%2C++Southington+CT+6489,
150 Barnum Avenue Cutoff, Stratford CT 6614,"150 Barnum Avenue Cutoff,  Stratford CT 6614",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Barnum+Avenue+Cutoff%2C++Stratford+CT+6614,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Barnum+Avenue+Cutoff%2C++Stratford+CT+6614,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Barnum+Avenue+Cutoff%2C++Stratford+CT+6614,
970 Torringford Street, Torrington CT 6790,"970 Torringford Street,  Torrington CT 6790",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=970+Torringford+Street%2C++Torrington+CT+6790,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=970+Torringford+Street%2C++Torrington+CT+6790,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=970+Torringford+Street%2C++Torrington+CT+6790,
844 No Colony Road, Wallingford CT 6492,"844 No Colony Road,  Wallingford CT 6492",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=844+No+Colony+Road%2C++Wallingford+CT+6492,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=844+No+Colony+Road%2C++Wallingford+CT+6492,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=844+No+Colony+Road%2C++Wallingford+CT+6492,
910 Wolcott St, Waterbury CT 6705,"910 Wolcott St,  Waterbury CT 6705",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=910+Wolcott+St%2C++Waterbury+CT+6705,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=910+Wolcott+St%2C++Waterbury+CT+6705,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=910+Wolcott+St%2C++Waterbury+CT+6705,
155 Waterford Parkway No, Waterford CT 6385,"155 Waterford Parkway No,  Waterford CT 6385",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=155+Waterford+Parkway+No%2C++Waterford+CT+6385,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=155+Waterford+Parkway+No%2C++Waterford+CT+6385,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=155+Waterford+Parkway+No%2C++Waterford+CT+6385,
515 Sawmill Road, West Haven CT 6516,"515 Sawmill Road,  West Haven CT 6516",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=515+Sawmill+Road%2C++West+Haven+CT+6516,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=515+Sawmill+Road%2C++West+Haven+CT+6516,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=515+Sawmill+Road%2C++West+Haven+CT+6516,
2473 Hackworth Road, Adamsville AL 35005,"2473 Hackworth Road,  Adamsville AL 35005",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2473+Hackworth+Road%2C++Adamsville+AL+35005,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2473+Hackworth+Road%2C++Adamsville+AL+35005,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2473+Hackworth+Road%2C++Adamsville+AL+35005,
630 Coonial Promenade Pkwy, Alabaster AL 35007,"630 Coonial Promenade Pkwy,  Alabaster AL 35007",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=630+Coonial+Promenade+Pkwy%2C++Alabaster+AL+35007,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=630+Coonial+Promenade+Pkwy%2C++Alabaster+AL+35007,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=630+Coonial+Promenade+Pkwy%2C++Alabaster+AL+35007,
2643 Hwy 280 West, Alexander City AL 35010,"2643 Hwy 280 West,  Alexander City AL 35010",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2643+Hwy+280+West%2C++Alexander+City+AL+35010,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2643+Hwy+280+West%2C++Alexander+City+AL+35010,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2643+Hwy+280+West%2C++Alexander+City+AL+35010,
540 West Bypass, Andalusia AL 36420,"540 West Bypass,  Andalusia AL 36420",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=540+West+Bypass%2C++Andalusia+AL+36420,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=540+West+Bypass%2C++Andalusia+AL+36420,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=540+West+Bypass%2C++Andalusia+AL+36420,
5560 Mcclellan Blvd, Anniston AL 36206,"5560 Mcclellan Blvd,  Anniston AL 36206",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5560+Mcclellan+Blvd%2C++Anniston+AL+36206,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5560+Mcclellan+Blvd%2C++Anniston+AL+36206,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5560+Mcclellan+Blvd%2C++Anniston+AL+36206,
1450 No Brindlee Mtn Pkwy, Arab AL 35016,"1450 No Brindlee Mtn Pkwy,  Arab AL 35016",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1450+No+Brindlee+Mtn+Pkwy%2C++Arab+AL+35016,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1450+No+Brindlee+Mtn+Pkwy%2C++Arab+AL+35016,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1450+No+Brindlee+Mtn+Pkwy%2C++Arab+AL+35016,
1011 US Hwy 72 East, Athens AL 35611,"1011 US Hwy 72 East,  Athens AL 35611",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1011+US+Hwy+72+East%2C++Athens+AL+35611,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1011+US+Hwy+72+East%2C++Athens+AL+35611,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1011+US+Hwy+72+East%2C++Athens+AL+35611,
973 Gilbert Ferry Road Se, Attalla AL 35954,"973 Gilbert Ferry Road Se,  Attalla AL 35954",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=973+Gilbert+Ferry+Road+Se%2C++Attalla+AL+35954,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=973+Gilbert+Ferry+Road+Se%2C++Attalla+AL+35954,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=973+Gilbert+Ferry+Road+Se%2C++Attalla+AL+35954,
1717 South College Street, Auburn AL 36830,"1717 South College Street,  Auburn AL 36830",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1717+South+College+Street%2C++Auburn+AL+36830,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1717+South+College+Street%2C++Auburn+AL+36830,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1717+South+College+Street%2C++Auburn+AL+36830,
701 Mcmeans Ave, Bay Minette AL 36507,"701 Mcmeans Ave,  Bay Minette AL 36507",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=701+Mcmeans+Ave%2C++Bay+Minette+AL+36507,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=701+Mcmeans+Ave%2C++Bay+Minette+AL+36507,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=701+Mcmeans+Ave%2C++Bay+Minette+AL+36507,
750 Academy Drive, Bessemer AL 35022,"750 Academy Drive,  Bessemer AL 35022",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=750+Academy+Drive%2C++Bessemer+AL+35022,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=750+Academy+Drive%2C++Bessemer+AL+35022,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=750+Academy+Drive%2C++Bessemer+AL+35022,
312 Palisades Blvd, Birmingham AL 35209,"312 Palisades Blvd,  Birmingham AL 35209",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=312+Palisades+Blvd%2C++Birmingham+AL+35209,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=312+Palisades+Blvd%2C++Birmingham+AL+35209,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=312+Palisades+Blvd%2C++Birmingham+AL+35209,
1600 Montclair Rd, Birmingham AL 35210,"1600 Montclair Rd,  Birmingham AL 35210",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1600+Montclair+Rd%2C++Birmingham+AL+35210,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1600+Montclair+Rd%2C++Birmingham+AL+35210,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1600+Montclair+Rd%2C++Birmingham+AL+35210,
5919 Trussville Crossings Pkwy, Birmingham AL 35235,"5919 Trussville Crossings Pkwy,  Birmingham AL 35235",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5919+Trussville+Crossings+Pkwy%2C++Birmingham+AL+35235,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5919+Trussville+Crossings+Pkwy%2C++Birmingham+AL+35235,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5919+Trussville+Crossings+Pkwy%2C++Birmingham+AL+35235,
9248 Parkway East, Birmingham AL 35206,"9248 Parkway East,  Birmingham AL 35206",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=9248+Parkway+East%2C++Birmingham+AL+35206,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=9248+Parkway+East%2C++Birmingham+AL+35206,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=9248+Parkway+East%2C++Birmingham+AL+35206,
1972 Hwy 431, Boaz AL 35957,"1972 Hwy 431,  Boaz AL 35957",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1972+Hwy+431%2C++Boaz+AL+35957,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1972+Hwy+431%2C++Boaz+AL+35957,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1972+Hwy+431%2C++Boaz+AL+35957,
