cnae09,Column,Column2,Column3,Column4,Column5,titulo,Descripción:,CNAE 09 a dos dígitos,CNAE 09 a tres dígitos,CNAE 09 a cuatro dígitos,Column 3,Ramas de actividad CNAE 09 (R-6),Ramas de actividad CNAE 09 (R-12),Ramas de actividad CNAE 09 (R-28),Ramas de actividad CNAE 09 (R-66)
562,5,6,2,,,Provisión de comidas preparadas para eventos y otros servicios de comidas,,,,,,,,,
5621,5,6,2,1,,Provisión de comidas preparadas para eventos,,,,,,,,,
5629,5,6,2,9,,Otros servicios de comidas,,,,,,,,,
563,5,6,3,,,Establecimientos de bebidas,,,,,,,,,
5630,5,6,3,0,,Establecimientos de bebidas,,,,,,,,,
J,J,,,,,Información y comunicaciones,,,,,,,,,
58,5,8,,,,Edición,,,,,,,,,
581,5,8,1,,,"Edición de libros, periódicos y otras actividades editoriales",,,,,,,,,
5811,5,8,1,1,,Edición de libros,,,,,,,,,
5812,5,8,1,2,,Edición de directorios y guias de direcciones postales,,,,,,,,,
5813,5,8,1,3,,Edición de periódicos,,,,,,,,,
5814,5,8,1,4,,Edición de revistas,,,,,,,,,
5819,5,8,1,9,,Otras actividades editoriales,,,,,,,,,
582,5,8,2,,,Edición de programas informáticos,,,,,,,,,
5821,5,8,2,1,,Edición de videojuegos,,,,,,,,,
5829,5,8,2,9,,Edición de otros programas informáticos,,,,,,,,,
59,5,9,,,,"Actividades cinematográficas, de video y de programas de televisión, grabación de sonido y edición musical",,,,,,,,,
591,5,9,1,,,"Actividades cinematográficas, de video y de programas de televisión",,,,,,,,,
5912,5,9,1,2,,"Actividades de posproducción cinematográficas, de vídeo y de programas de televisión",,,,,,,,,
5914,5,9,1,4,,Actividades de exhibición cinematográfica,,,,,,,,,
5915,5,9,1,5,,Actividades de producción cinematográfica y de vídeo,,,,,,,,,
5916,5,9,1,6,,Actividades de producción de programas de televisión,,,,,,,,,
5917,5,9,1,7,,Actividades de distribución cinematográfica y de vídeo,,,,,,,,,
5918,5,9,1,8,,Actividades de distribución de programas de televisión,,,,,,,,,
592,5,9,2,,,Actividades de grabación de sonido y edición musical,,,,,,,,,
5920,5,9,2,0,,Actividades de grabación de sonido y edición musical,,,,,,,,,
60,6,0,,,,Actividades de programación y emisión de radio y televisión,,,,,,,,,
601,6,0,1,,,Actividades de radiodifusión,,,,,,,,,
6010,6,0,1,0,,Actividades de radiodifusión,,,,,,,,,
602,6,0,2,,,Actividades de programación y emisión de televisión,,,,,,,,,
6020,6,0,2,0,,Actividades de programación y emisión de televisión,,,,,,,,,
61,6,1,,,,Telecomunicaciones,,,,,,,,,
611,6,1,1,,,Telecomunicaciones por cable,,,,,,,,,
6110,6,1,1,0,,Telecomunicaciones por cable,,,,,,,,,
612,6,1,2,,,Telecomunicaciones inalámbricas,,,,,,,,,
6120,6,1,2,0,,Telecomunicaciones inalámbricas,,,,,,,,,
613,6,1,3,,,Telecomunicaciones por satélite,,,,,,,,,
6130,6,1,3,0,,Telecomunicaciones por satélite,,,,,,,,,
619,6,1,9,,,Otras actividades de telecomunicaciones,,,,,,,,,
6190,6,1,9,0,,Otras actividades de telecomunicaciones,,,,,,,,,
62,6,2,,,,"Programación, consultoría y otras actividades relacionadas con la informática",,,,,,,,,
620,6,2,0,,,"Programación, consultoría y otras actividades relacionadas con la informática",,,,,,,,,
6201,6,2,0,1,,Actividades de programación informática,,,,,,,,,
6202,6,2,0,2,,Actividades de consultoría informática,,,,,,,,,
6203,6,2,0,3,,Gestión de recursos informáticos,,,,,,,,,
6209,6,2,0,9,,Otros servicios relacionados con las tecnologías de la información y la informática,,,,,,,,,
63,6,3,,,,Servicios de información,,,,,,,,,
631,6,3,1,,,"Proceso de datos, hosting y actividades relacionadas; portales web",,,,,,,,,
6311,6,3,1,1,,"Proceso de datos, hosting y actividades  relacionadas",,,,,,,,,
6312,6,3,1,2,,Portales web,,,,,,,,,
639,6,3,9,,,Otros servicios de información,,,,,,,,,
6391,6,3,9,1,,Actividades de las agencias de noticias,,,,,,,,,
6399,6,3,9,9,,Otros servicios de información n.c.o.p.,,,,,,,,,
K,K,,,,,Actividades financieras y de seguros,,,,,,,,,
64,6,4,,,,"Intermediación financiera, excepto seguros y fondos de pensiones",,,,,,,,,
641,6,4,1,,,Intermediación monetaria,,,,,,,,,
6411,6,4,1,1,,Banco central,,,,,,,,,
6419,6,4,1,9,,Otra intermediación monetaria,,,,,,,,,
642,6,4,2,,,Actividades de las sociedades holding,,,,,,,,,
6420,6,4,2,0,,Actividades de las sociedades holding,,,,,,,,,
643,6,4,3,,,"Inversión colectiva, fondos y entidades financieras similares",,,,,,,,,
6430,6,4,3,0,,"Inversión colectiva, fondos y entidades financieras similares",,,,,,,,,
649,6,4,9,,,"Otros servicios financieros, excepto seguros y fondos de pensiones",,,,,,,,,
6491,6,4,9,1,,Arrendamiento financiero,,,,,,,,,
6492,6,4,9,2,,Otras actividades crediticias,,,,,,,,,
6499,6,4,9,9,,"Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",,,,,,,,,
65,6,5,,,,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",,,,,,,,,
651,6,5,1,,,Seguros,,,,,,,,,
6511,6,5,1,1,,Seguros de vida,,,,,,,,,
6512,6,5,1,2,,Seguros distintos de los seguros de vida,,,,,,,,,
652,6,5,2,,,Reaseguros,,,,,,,,,
6520,6,5,2,0,,Reaseguros,,,,,,,,,
653,6,5,3,,,Fondos de pensiones,,,,,,,,,
6530,6,5,3,0,,Fondos de pensiones,,,,,,,,,
66,6,6,,,,Actividades auxiliares a los servicios financieros y a los seguros,,,,,,,,,
661,6,6,1,,,"Actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones",,,,,,,,,
6611,6,6,1,1,,Administración de mercados financieros,,,,,,,,,
6612,6,6,1,2,,Actividades de intermediación en operaciones con valores y otros activos,,,,,,,,,
6619,6,6,1,9,,"Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones",,,,,,,,,
662,6,6,2,,,Actividades auxiliares a seguros y fondos de pensiones,,,,,,,,,
6621,6,6,2,1,,Evaluación de riesgos y daños,,,,,,,,,
6622,6,6,2,2,,Actividades de agentes y corredores de seguros,,,,,,,,,
6629,6,6,2,9,,Otras actividades auxiliares a seguros y fondos de pensiones,,,,,,,,,
663,6,6,3,,,Actividades de gestión de fondos,,,,,,,,,
6630,6,6,3,0,,Actividades de gestión de fondos,,,,,,,,,
L,L,,,,,Actividades inmobiliarias,,,,,,,,,
68,6,8,,,,Actividades inmobiliarias,,,,,,,,,
681,6,8,1,,,Compraventa de bienes inmobiliarios por cuenta propia,,,,,,,,,
6810,6,8,1,0,,Compraventa de bienes inmobiliarios por cuenta propia,,,,,,,,,
682,6,8,2,,,Alquiler de bienes inmobiliarios por cuenta propia,,,,,,,,,
6820,6,8,2,0,,Alquiler de bienes inmobiliarios por cuenta propia,,,,,,,,,
683,6,8,3,,,Actividades inmobiliarias por cuenta de terceros,,,,,,,,,
6831,6,8,3,1,,Agentes de la propiedad inmobiliaria,,,,,,,,,
6832,6,8,3,2,,Gestión y administración de la propiedad inmobiliaria,,,,,,,,,
M,M,,,,,"Actividades profesionales, científicas y técnicas",,,,,,,,,
69,6,9,,,,Actividades jurídicas y de contabilidad,,,,,,,,,
691,6,9,1,,,Actividades jurídicas,,,,,,,,,
6910,6,9,1,0,,Actividades jurídicas,,,,,,,,,
692,6,9,2,,,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",,,,,,,,,
6920,6,9,2,0,,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",,,,,,,,,
70,7,0,,,,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,,,,,,,,,
701,7,0,1,,,Actividades de las sedes centrales,,,,,,,,,
7010,7,0,1,0,,Actividades de las sedes centrales,,,,,,,,,
702,7,0,2,,,Actividades de consultoría de gestión empresarial,,,,,,,,,
7021,7,0,2,1,,Relaciones públicas y comunicación,,,,,,,,,
7022,7,0,2,2,,Otras actividades de consultoría de gestión empresarial,,,,,,,,,
71,7,1,,,,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,,,,,,,,,
711,7,1,1,,,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,,,,,,,,,
7111,7,1,1,1,,Servicios técnicos de arquitectura,,,,,,,,,
7112,7,1,1,2,,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,,,,,,,,,
712,7,1,2,,,Ensayos y análisis técnicos,,,,,,,,,
7120,7,1,2,0,,Ensayos y análisis técnicos,,,,,,,,,
72,7,2,,,,Investigación y desarrollo,,,,,,,,,
721,7,2,1,,,Investigación y desarrollo experimental en ciencias naturales y técnicas,,,,,,,,,
7211,7,2,1,1,,Investigación y desarrollo experimental en biotecnología,,,,,,,,,
7219,7,2,1,9,,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,,,,,,,,,
722,7,2,2,,,Investigación y desarrollo experimental en ciencias sociales y humanidades,,,,,,,,,
7220,7,2,2,0,,Investigación y desarrollo experimental en ciencias sociales y humanidades,,,,,,,,,
73,7,3,,,,Publicidad y estudios de mercado,,,,,,,,,
731,7,3,1,,,Publicidad,,,,,,,,,
7311,7,3,1,1,,Agencias de publicidad,,,,,,,,,
7312,7,3,1,2,,Servicios de representación de medios de comunicación,,,,,,,,,
732,7,3,2,,,Estudios de mercado y realización de encuestas de opinión pública,,,,,,,,,
7320,7,3,2,0,,Estudios de mercado y realización de encuestas de opinión pública,,,,,,,,,
74,7,4,,,,"Otras actividades profesionales, científicas y técnicas",,,,,,,,,
741,7,4,1,,,Actividades de diseño especializado,,,,,,,,,
7410,7,4,1,0,,Actividades de diseño especializado,,,,,,,,,
742,7,4,2,,,Actividades de fotografía,,,,,,,,,
7420,7,4,2,0,,Actividades de fotografía,,,,,,,,,
743,7,4,3,,,Actividades de traducción e interpretación,,,,,,,,,
7430,7,4,3,0,,Actividades de traducción e interpretación,,,,,,,,,
749,7,4,9,,,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",,,,,,,,,
7490,7,4,9,0,,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",,,,,,,,,
75,7,5,,,,Actividades veterinarias,,,,,,,,,
750,7,5,0,,,Actividades veterinarias,,,,,,,,,
7500,7,5,0,0,,Actividades veterinarias,,,,,,,,,
N,N,,,,,Actividades administrativas y servicios auxiliares,,,,,,,,,
77,7,7,,,,Actividades de alquiler,,,,,,,,,
771,7,7,1,,,Alquiler de vehículos de motor,,,,,,,,,
7711,7,7,1,1,,Alquiler de automóviles y vehículos de motor ligeros,,,,,,,,,
7712,7,7,1,2,,Alquiler de camiones,,,,,,,,,
772,7,7,2,,,Alquiler de efectos perasonales y artículos de uso doméstico,,,,,,,,,
7721,7,7,2,1,,Alquiler de artículos de ocio y deportivos,,,,,,,,,
7722,7,7,2,2,,Alquiler de cintas de vídeo y discos,,,,,,,,,
7729,7,7,2,9,,Alquiler de otros efectos personales y artículos de uso doméstico,,,,,,,,,
773,7,7,3,,,"Alquiler de otra maquinaria, equipos y bienes tangibles",,,,,,,,,
7731,7,7,3,1,,Alquiler de maquinaria y equipo de uso agrícola,,,,,,,,,
7732,7,7,3,2,,Alquiler de maquinaria y equipo para la construcción e ingeniería civil,,,,,,,,,
7733,7,7,3,3,,"Alquiler de maquinaria y equipo de oficina, incluidos ordenadores",,,,,,,,,
7734,7,7,3,4,,Alquiler de medios de navegación,,,,,,,,,
7735,7,7,3,5,,Alquiler de medios de transporte aéreo,,,,,,,,,
7739,7,7,3,9,,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",,,,,,,,,
774,7,7,4,,,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",,,,,,,,,
7740,7,7,4,0,,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",,,,,,,,,
78,7,8,,,,Actividades relacionadas con el empleo,,,,,,,,,
781,7,8,1,,,Actividades de las agencias de colocación,,,,,,,,,
7810,7,8,1,0,,Actividades de las agencias de colocación,,,,,,,,,
782,7,8,2,,,Actividades de las empresas de trabajo temporal,,,,,,,,,
7820,7,8,2,0,,Actividades de las empresas de trabajo temporal,,,,,,,,,
783,7,8,3,,,Otra provisión de recursos humanos,,,,,,,,,
7830,7,8,3,0,,Otra provisión de recursos humanos,,,,,,,,,
79,7,9,,,,"Actividades de agencias de viajes, operadores turísticos y otros servicios de reservas y actividades relacionadas con los mismos",,,,,,,,,
791,7,9,1,,,Actividades de agencias de viajes y operadores turísticos,,,,,,,,,
7911,7,9,1,1,,Actividades de las agencias de viajes,,,,,,,,,
7912,7,9,1,2,,Actividades de los operadores turísticos,,,,,,,,,
799,7,9,9,,,Otros servicios de reservas y actividades relacionadas con los mismos,,,,,,,,,
7990,7,9,9,0,,Otros servicios de reservas y actividades relacionadas con los mismos,,,,,,,,,
80,8,0,,,,Actividades de seguridad e investigación,,,,,,,,,
801,8,0,1,,,Actividades de seguridad privada,,,,,,,,,
8010,8,0,1,0,,Actividades de seguridad privada,,,,,,,,,
802,8,0,2,,,Servicios de sistemas de seguridad,,,,,,,,,
8020,8,0,2,0,,Servicios de sistemas de seguridad,,,,,,,,,
803,8,0,3,,,Actividades de investigación,,,,,,,,,
8030,8,0,3,0,,Actividades de investigación,,,,,,,,,
81,8,1,,,,Servicios a edificios y actividades de jardinería,,,,,,,,,
811,8,1,1,,,Servicios integrales a edificios e instalaciones,,,,,,,,,
8110,8,1,1,0,,Servicios integrales a edificios e instalaciones,,,,,,,,,
812,8,1,2,,,Actividades de limpieza,,,,,,,,,
8121,8,1,2,1,,Limpieza general de edificios,,,,,,,,,
8122,8,1,2,2,,Otras actividades de limpieza industrial y de edificios,,,,,,,,,
8129,8,1,2,9,,Otras actividades de limpieza,,,,,,,,,
813,8,1,3,,,Actividades de jardinería,,,,,,,,,
8130,8,1,3,0,,Actividades de jardinería,,,,,,,,,
82,8,2,,,,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,,,,,,,,,
821,8,2,1,,,Actividades administrativas y auxiliares de oficina,,,,,,,,,
8211,8,2,1,1,,Servicios administrativos combinados,,,,,,,,,
8219,8,2,1,9,,"Actividades de fotocopiado, preparación de documentos y otras actividades especializadas de oficina",,,,,,,,,
822,8,2,2,,,Actividades de los centros de llamadas,,,,,,,,,
8220,8,2,2,0,,Actividades de los centros de llamadas,,,,,,,,,
823,8,2,3,,,Organización de convenciones y ferias de muestras,,,,,,,,,
8230,8,2,3,0,,Organización de convenciones y ferias de muestras,,,,,,,,,
829,8,2,9,,,Actividades de apoyo a las empresas n.c.o.p.,,,,,,,,,
8291,8,2,9,1,,Actividades de las agencias de cobros y de información comercial,,,,,,,,,
8292,8,2,9,2,,Actividades de envasado y empaquetado,,,,,,,,,
8299,8,2,9,9,,Otras actividades de apoyo a las empresas n.c.o.p.,,,,,,,,,
O,O,,,,,Administración Pública y defensa; Seguiridad Social obligatoria,,,,,,,,,
84,8,4,,,,Administración Pública y defensa; Seguridad Social obligatoria,,,,,,,,,
841,8,4,1,,,Administración Pública y de la política económica y social,,,,,,,,,
8411,8,4,1,1,,Actividades generales de la Administración Pública,,,,,,,,,
8412,8,4,1,2,,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",,,,,,,,,
8413,8,4,1,3,,Regulación de la actividad económica y contribución a su mayor eficiencia,,,,,,,,,
842,8,4,2,,,Prestación de servicios a la comunidad en general,,,,,,,,,
8421,8,4,2,1,,Asuntos exteriores,,,,,,,,,
8422,8,4,2,2,,Defensa,,,,,,,,,
8423,8,4,2,3,,Justicia,,,,,,,,,
8424,8,4,2,4,,Orden público y seguridad,,,,,,,,,
8425,8,4,2,5,,Protección civil,,,,,,,,,
843,8,4,3,,,Seguridad Social obligatoria,,,,,,,,,
8430,8,4,3,0,,Seguridad Social obligatoria,,,,,,,,,
P,P,,,,,Educación,,,,,,,,,
85,8,5,,,,Educación,,,,,,,,,
851,8,5,1,,,Educación preprimaria,,,,,,,,,
8510,8,5,1,0,,Educación preprimaria,,,,,,,,,
852,8,5,2,,,Educación primaria,,,,,,,,,
8520,8,5,2,0,,Educación primaria,,,,,,,,,
853,8,5,3,,,Educación secundaria,,,,,,,,,
8531,8,5,3,1,,Educación secundaria general,,,,,,,,,
8532,8,5,3,2,,Educación secundaria técnica y profesional,,,,,,,,,
854,8,5,4,,,Educación postsecundaria,,,,,,,,,
8541,8,5,4,1,,Educación postsecundaria no terciaria,,,,,,,,,
8543,8,5,4,3,,Educación  universitaria,,,,,,,,,
8544,8,5,4,4,,Educación terciaria no universitaria,,,,,,,,,
855,8,5,5,,,Otra educación,,,,,,,,,
8551,8,5,5,1,,Educación deportiva y recreativa,,,,,,,,,
8552,8,5,5,2,,Educación cultural,,,,,,,,,
8553,8,5,5,3,,Actividades de las escuelas de conducción y pilotaje,,,,,,,,,
8559,8,5,5,9,,Otra educación n.c.o.p.,,,,,,,,,
856,8,5,6,,,Actividades auxiliares a la educación,,,,,,,,,
8560,8,5,6,0,,Actividades auxiliares a la educación,,,,,,,,,
Q,Q,,,,,Actividades sanitarias y de servicios sociales,,,,,,,,,
86,8,6,,,,Actividades sanitarias,,,,,,,,,
861,8,6,1,,,Actividades hospitalarias,,,,,,,,,
8610,8,6,1,0,,Actividades hospitalarias,,,,,,,,,
862,8,6,2,,,Actividaes médicas y odontológicas,,,,,,,,,
8621,8,6,2,1,,Actividades de medicina general,,,,,,,,,
8622,8,6,2,2,,Actividades de medicina especializada,,,,,,,,,
8623,8,6,2,3,,Actividades odontológicas,,,,,,,,,
869,8,6,9,,,Otras actividades sanitarias,,,,,,,,,
8690,8,6,9,0,,Otras actividades sanitarias,,,,,,,,,
87,8,7,,,,Asistencia en establecimientos residenciales,,,,,,,,,
871,8,7,1,,,Asistencia en establecimientos residenciales con cuidados de  sanitarios,,,,,,,,,
8710,8,7,1,0,,Asistencia en establecimientos residenciales con cuidados de  sanitarios,,,,,,,,,
872,8,7,2,,,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",,,,,,,,,
8720,8,7,2,0,,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",,,,,,,,,
873,8,7,3,,,Asistencia en establecimientos residenciales para personas mayores y con discapacidad física,,,,,,,,,
8731,8,7,3,1,,Asistencia en establecimientos residenciales para personas mayores,,,,,,,,,
8732,8,7,3,2,,Asistencia en establecimientos residenciales para personas con discapacidad física,,,,,,,,,
879,8,7,9,,,Otras actividades de asistencia en establecimientos residenciales,,,,,,,,,
8790,8,7,9,0,,Otras actividades de asistencia en establecimientos residenciales,,,,,,,,,
88,8,8,,,,Actividades de servicios sociales sin alojamiento,,,,,,,,,
881,8,8,1,,,Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad,,,,,,,,,
8811,8,8,1,1,,Actividades de servicios sociales sin alojamiento para personas mayores,,,,,,,,,
8812,8,8,1,2,,Actividades de servicios sociales sin alojamiento para personas con discapacidad,,,,,,,,,
889,8,8,9,,,Otras actividades de servicios sociales sin alojamiento,,,,,,,,,
8891,8,8,9,1,,Actividades de cuidado diurno de niños,,,,,,,,,
8899,8,8,9,9,,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,,,,,,,,,
R,R,,,,,"Actividades artísticas, recreativas y de entretenimiento",,,,,,,,,
90,9,0,,,,"Actividades de creación, artísticas y espectáculos",,,,,,,,,
900,9,0,0,,,"Actividades de creación, artísticas y espectáculos",,,,,,,,,
9001,9,0,0,1,,Artes escénicas,,,,,,,,,
9002,9,0,0,2,,Actividades auxiliares a las artes escénicas,,,,,,,,,
9003,9,0,0,3,,Creación artística y literaria,,,,,,,,,
9004,9,0,0,4,,Gestión de salas de espectáculos,,,,,,,,,
91,9,1,,,,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",,,,,,,,,
910,9,1,0,,,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",,,,,,,,,
9102,9,1,0,2,,Actividades de museos,,,,,,,,,
9103,9,1,0,3,,Gestión de lugares y edificios históricos,,,,,,,,,
9104,9,1,0,4,,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",,,,,,,,,
9105,9,1,0,5,,Actividades de bibliotecas,,,,,,,,,
9106,9,1,0,6,,Actividades de archivos,,,,,,,,,
92,9,2,,,,Actividades de juegos de azar y apuestas,,,,,,,,,
920,9,2,0,,,Actividades de juegos de azar y apuestas,,,,,,,,,
9200,9,2,0,0,,Actividades de juegos de azar y apuestas,,,,,,,,,
93,9,3,,,,"Actividades deportivas, recreativas y de entretenimiento",,,,,,,,,
931,9,3,1,,,Actividades deportivas,,,,,,,,,
9311,9,3,1,1,,Gestión de instalaciones deportivas,,,,,,,,,
9312,9,3,1,2,,Actividades de los clubes deportivos,,,,,,,,,
9313,9,3,1,3,,Actividades de los gimnasios,,,,,,,,,
9319,9,3,1,9,,Otras actividades deportivas,,,,,,,,,
932,9,3,2,,,Actividades recreativas y de entretenimiento,,,,,,,,,
9321,9,3,2,1,,Actividades de los parques de atracciones y los parques temáticos,,,,,,,,,
9329,9,3,2,9,,Otras actividades recreativas y de entretenimiento,,,,,,,,,
S,S,,,,,Otros servicios,,,,,,,,,
94,9,4,,,,Actividades asociativas,,,,,,,,,
941,9,4,1,,,"Actividades de organizaciones empresariales, profesionales y patronales",,,,,,,,,
9411,9,4,1,1,,Actividades de organizaciones empresariales y patronales,,,,,,,,,
9412,9,4,1,2,,Actividades de organizaciones profesionales,,,,,,,,,
942,9,4,2,,,Actividades sindicales,,,,,,,,,
9420,9,4,2,0,,Actividades sindicales,,,,,,,,,
949,9,4,9,,,Otras actividades asociativas,,,,,,,,,
9491,9,4,9,1,,Actividades de organizaciones religiosas,,,,,,,,,
9492,9,4,9,2,,Actividades de organizaciones políticas,,,,,,,,,
9499,9,4,9,9,,Otras actividades asociativas n.c.o.p.,,,,,,,,,
95,9,5,,,,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",,,,,,,,,
951,9,5,1,,,Reparación de ordenadores y equipos de comunicación,,,,,,,,,
9511,9,5,1,1,,Reparación de ordenadores y equipos periféricos,,,,,,,,,
9512,9,5,1,2,,Reparación de equipos de comunicación,,,,,,,,,
952,9,5,2,,,Reparación de efectos personales y artículos de uso doméstico,,,,,,,,,
9521,9,5,2,1,,Reparación de aparatos electrónicos de audio y vídeo de uso doméstico,,,,,,,,,
9522,9,5,2,2,,Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,,,,,,,,,
9523,9,5,2,3,,Reparación de calzado y artículos de cuero,,,,,,,,,
9524,9,5,2,4,,Reparación de muebles y artículos de menaje,,,,,,,,,
9525,9,5,2,5,,Reparación de relojes y joyería,,,,,,,,,
9529,9,5,2,9,,Reparación de otros efectos personales y artículos de uso doméstico,,,,,,,,,
96,9,6,,,,Otros servicios personales,,,,,,,,,
960,9,6,0,,,Otros servicios personales,,,,,,,,,
9601,9,6,0,1,,Lavado y limpieza de prendas textiles y de piel,,,,,,,,,
9602,9,6,0,2,,Peluquería y otros tratamientos de belleza,,,,,,,,,
9603,9,6,0,3,,Pompas fúnebres y actividades relacionadas,,,,,,,,,
9604,9,6,0,4,,Actividades de mantenimiento físico,,,,,,,,,
9609,9,6,0,9,,Otros servicios personales n.c.o.p.,,,,,,,,,
T,T,,,,,Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio,,,,,,,,,
97,9,7,,,,Actividades de los hogares como empleadores de personal doméstico,,,,,,,,,
970,9,7,0,,,Actividades de los hogares como empleadores de personal doméstico,,,,,,,,,
9700,9,7,0,0,,Actividades de los hogares como empleadores de personal doméstico,,,,,,,,,
98,9,8,,,,Actividades de los hogares como productores de bienes y servicios para uso propio,,,,,,,,,
981,9,8,1,,,Actividades de los hogares como productores de bienes para uso propio,,,,,,,,,
9810,9,8,1,0,,Actividades de los hogares como productores de bienes para uso propio,,,,,,,,,
982,9,8,2,,,Actividades de los hogares como productores de servicios para uso propio,,,,,,,,,
9820,9,8,2,0,,Actividades de los hogares como productores de servicios para uso propio,,,,,,,,,
U,U,,,,,Actividades de organizaciones y organismos extraterritoriales,,,,,,,,,
99,9,9,,,,Actividades de organizaciones y organismos extraterritoriales,,,,,,,,,
990,9,9,0,,,Actividades de organizaciones y organismos extraterritoriales,,,,,,,,,
9900,9,9,0,0,,Actividades de organizaciones y organismos extraterritoriales,,,,,,,,,
,,,,,,,Longitud:,2,,,,,,,
,,,,,,,Número de valores:,88,,,,,,,
,,,,,,,CODIGO,DESCRIPCION,,,,,,,
,,,,,,,1,"Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas",,,,,,,
,,,,,,,2,Silvicultura y explotación forestal,,,,,,,
,,,,,,,3,Pesca y acuicultura,,,,,,,
,,,,,,,5,"Extracción de antracita, hulla y lignito",,,,,,,
,,,,,,,6,Extracción de crudo de petróleo y gas natural,,,,,,,
,,,,,,,7,Extracción de minerales metálicos,,,,,,,
,,,,,,,8,Otras industrias extractivas,,,,,,,
,,,,,,,9,Actividades de apoyo a las industrias extractivas,,,,,,,
,,,,,,,10,Industria de la alimentación,,,,,,,
,,,,,,,11,Fabricación de bebidas,,,,,,,
,,,,,,,12,Industria del tabaco,,,,,,,
,,,,,,,13,Industria textil,,,,,,,
,,,,,,,14,Confección de prendas de vestir,,,,,,,
,,,,,,,15,Industria del cuero y del calzado,,,,,,,
,,,,,,,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",,,,,,,
,,,,,,,17,Industria del papel,,,,,,,
,,,,,,,18,Artes gráficas y reproducción de soportes grabados,,,,,,,
,,,,,,,19,Coquerías y refino de petróleo,,,,,,,
,,,,,,,20,Industria química,,,,,,,
,,,,,,,21,Fabricación de productos farmacéuticos,,,,,,,
,,,,,,,22,Fabricación de productos de caucho y plásticos,,,,,,,
,,,,,,,23,Fabricación de otros productos minerales no metálicos,,,,,,,
,,,,,,,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",,,,,,,
,,,,,,,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",,,,,,,
,,,,,,,26,"Fabricación de productos informáticos, electrónicos y ópticos",,,,,,,
,,,,,,,27,Fabricación de material y equipo eléctrico,,,,,,,
,,,,,,,28,Fabricación de maquinaria y equipo n.c.o.p.,,,,,,,
,,,,,,,29,"Fabricación de vehículos de motor, remolques y semirremolques",,,,,,,
,,,,,,,30,Fabricación de otro material de transporte,,,,,,,
,,,,,,,31,Fabricación de muebles,,,,,,,
,,,,,,,32,Otras industrias manufactureras,,,,,,,
,,,,,,,33,Reparación e instalación de maquinaria y equipo,,,,,,,
,,,,,,,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",,,,,,,
,,,,,,,36,"Captación, depuración y distribución de agua",,,,,,,
,,,,,,,37,Recogida y tratamiento de aguas residuales,,,,,,,
,,,,,,,38,"Recogida, tratamiento y eliminación de residuos; valorización",,,,,,,
,,,,,,,39,Actividades de descontaminación y otros servicios de gestión de residuos,,,,,,,
,,,,,,,41,Construcción de edificios,,,,,,,
,,,,,,,42,Ingeniería civil,,,,,,,
,,,,,,,43,Actividades de construcción especializada,,,,,,,
,,,,,,,45,Venta y reparación de vehículos de motor y motocicletas,,,,,,,
,,,,,,,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",,,,,,,
,,,,,,,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",,,,,,,
,,,,,,,49,Transporte terrestre y por tubería,,,,,,,
,,,,,,,50,Transporte marítimo y por vías navegables interiores,,,,,,,
,,,,,,,51,Transporte aéreo,,,,,,,
