ID_NOTICE_CAN,TED_NOTICE_URL,YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,ISO_COUNTRY_CODE_ALL,CAE_TYPE,EU_INST_CODE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,FRA_ESTIMATED,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ID_LOT,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,B_ACCELERATED,OUT_OF_DIRECTIVES,CRIT_CODE,CRIT_PRICE_WEIGHT,CRIT_CRITERIA,CRIT_WEIGHTS,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,ID_AWARD,ID_LOT_AWARDED,INFO_ON_NON_AWARD,INFO_UNPUBLISHED,B_AWARDED_TO_A_GROUP,WIN_NAME,WIN_NATIONALID,WIN_ADDRESS,WIN_TOWN,WIN_POSTAL_CODE,WIN_COUNTRY_CODE,B_CONTRACTOR_SME,CONTRACT_NUMBER,TITLE,NUMBER_OFFERS,NUMBER_TENDERS_SME,NUMBER_TENDERS_OTHER_EU,NUMBER_TENDERS_NON_EU,NUMBER_OFFERS_ELECTR,AWARD_EST_VALUE_EURO,AWARD_VALUE_EURO,AWARD_VALUE_EURO_FIN_1,B_SUBCONTRACTED,DT_AWARD
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525561,,,Y,,,,,,,,,4,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525562,,,Y,,,,,,,,,5,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525563,,,Y,,,,,,,,,6,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525564,,,Y,,,,,,,,,7,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525565,,,Y,,,,,,,,,8,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525566,,,Y,,,,,,,,,9,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525567,,,Y,,,,,,,,,10,,,,,,,,,,,
2016251051,ted.europa.eu/udl?uri=TED:NOTICE:251051-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,Aktsiaselts Eesti Post,10328799,Pallasti tn 28,Tallinn,10001,A3N,EE,EE,,,4,,Postal Services,,,,S,EE,Y,,Y,,72240000,72,,,N,2,0,3000000.0,3000000,3000000,N,OPE,,0,,,,,N,11,7525568,,,Y,,,,,,,,,11,,,,,,,,,,,
2016251052,ted.europa.eu/udl?uri=TED:NOTICE:251052-2016:TEXT:EN:HTML,2016,6,18-JUL-16,R208.S2,0,0,,AB „Lietuvos geležinkeliai“,110053842,Mindaugo g. 12,Vilnius,03603,A3N,LT,LT,,,4,,Railway services,N,,,S,,N,,,,72212140,72,,,Y,4,1,130000.0,130000,130000,N,OPE,,0,L,100,,,N,1,7525569,0,,N,,UAB „voestalpine VAE Legetecha“,,Draugystės g. 8,Valčiūnų k.; Vilniaus r. sav.,,LT,,1,Riedmenų automatinės kontrolės priemonių modernizavimo paslaugų pirkimas,1,,,,,,130000,130000,N,23-JUN-16
2016252345,ted.europa.eu/udl?uri=TED:NOTICE:252345-2016:TEXT:EN:HTML,2016,3,19-JUL-16,R208.S2,0,0,,Pilsonības un migrācijas lietu pārvalde,,Čiekurkalna 1. līnija 1; k-3,Rīga,1026,A1,LV,LV,,,1,,Public Order and Safety,N,,,S,LV006,N,,,,72267000,72,,72262000,Y,3,0,532000.0,532000,532000,N,RES,,0,M,,,,N,2,7527109,,,N,,AS RIX Technologies,,Blaumaņa iela 5A-3,Rīga,1011,LV,,1,,2,,,,,311600,311600,311600,N,11-JUL-16
2016252345,ted.europa.eu/udl?uri=TED:NOTICE:252345-2016:TEXT:EN:HTML,2016,3,19-JUL-16,R208.S2,0,0,,Pilsonības un migrācijas lietu pārvalde,,Čiekurkalna 1. līnija 1; k-3,Rīga,1026,A1,LV,LV,,,1,,Public Order and Safety,N,,,S,LV006,N,,,,72267000,72,,72262000,Y,3,0,532000.0,532000,532000,N,RES,,0,M,,,,N,2,7527110,,,N,,AS RIX Technologies,,Blaumaņa iela 5A-3,Rīga,1011,LV,,2,,2,,,,,220400,220400,220400,N,11-JUL-16
2016253923,ted.europa.eu/udl?uri=TED:NOTICE:253923-2016:TEXT:EN:HTML,2016,3,20-JUL-16,R208.S2,0,0,,Finansų ministerija,288601650,Lukiškių g. 2,Vilnius,01512,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,79340000,793,,,Y,1,1,599579.51,599579.51,599579.51,Y,OPE,,0,M,,Kaina---Komunikacijos kampanijos koncepcija---Komunikacijos kampanijos veiksmų planas---Kitos komunikacijos kampaniją palaikančios priemonės ir paslaugų teikėjo siūloma (-os) papildoma (-os) priemonė (-ės),30---25---25---20,N,1,7529320,1,,N,,UAB „Idea prima“,,Trakų g. 9/1,Vilniaus m.; Vilniaus m. sav.,01133,LT,,1,2014–2020 m. ES fondų investicijų veiksmų programos įgyvendinimo ir finansavimo galimybių komunikacija,5,,,,,599579.51,599579.51,599579.51,Y,16-JUN-16
2016253954,ted.europa.eu/udl?uri=TED:NOTICE:253954-2016:TEXT:EN:HTML,2016,3,20-JUL-16,R208.S2,0,0,,Valsts zemes dienests,,11. novembra krastmala 31,Rīga,1050,A1,LV,LV,,,1,,General public\services,N,,,S,LV00,N,,,,72212000,72,,,Y,4,0,127500.0,127500,127500,N,OPE,,0,M,,,,N,1,7529380,,,N,,SIA “Tieto Latvia”,,Ropažu iela 10,Rīga,1039,LV,,1,,3,,,,,130675,127500,127500,Y,14-JUL-16
2016253999,ted.europa.eu/udl?uri=TED:NOTICE:253999-2016:TEXT:EN:HTML,2016,3,20-JUL-16,R208.S2,0,0,,Siseministeerium,70008440,Mäealuse 2,Tallinn,12618,A1,EE,EE,,,N,,Other,N,,,S,EE,Y,,Y,,72260000,72,,,Y,3,0,500000.0,500000,500000,N,OPE,,0,L,100,,,N,1,7529482,,,N,,Aktsiaselts Fujitsu Estonia,,Mustamäe tee 16,Tallinn,10617,EE,,1,,4,,,,,500000,,500000,,12-JUL-16
2016255952,ted.europa.eu/udl?uri=TED:NOTICE:255952-2016:TEXT:EN:HTML,2016,3,21-JUL-16,R208.S2,0,0,,Kultūras informācijas sistēmu centrs,,Tērbatas iela 53-2,Rīga,1011,A2,LV,LV,,,N,,Recreation; culture and religion,N,,,S,LV006,N,,,,72300000,72,,,Y,1,0,383400.0,383400,383400,N,NOC,,0,L,100,,,N,1,7530809,,,N,,Ex Libris Ltd,,Malha Technological Park,Jeruzāleme,9,IL,,1,,1,,,,,,383400,383400,N,13-JUL-16
2016255954,ted.europa.eu/udl?uri=TED:NOTICE:255954-2016:TEXT:EN:HTML,2016,3,21-JUL-16,R208.S2,0,0,,Tiesu administrācija,,Antonijas iela 6,Rīga,1010,A1,LV,LV,,,1,,Other,N,,,S,LV00,N,,,,72267000,72,,,Y,1,0,750000.0,750000,750000,N,OPE,,0,M,,,,N,1,7530811,,,N,,SIA “Visma Consulting”,,Skanstes iela 50,Rīga,1013,LV,,1,,4,,,,,750000,750000,750000,Y,11-JUL-16
2016256031,ted.europa.eu/udl?uri=TED:NOTICE:256031-2016:TEXT:EN:HTML,2016,3,22-JUL-16,R208.S2,0,0,,Kauno technologijos universitetas,111950581,K. Donelaičio g. 73,Kaunas,44249,A2,LT,LT,,,6,,Education,N,,,S,,N,,,,72317000,72,,,Y,4,1,5789.0,5789,5789,N,OPE,,0,L,100,,,N,1,7531005,1,,N,,Uždaroji akcinė bendrovė „Baltnetos komunikacijos“,,Panerių g. 26,Vilnius,03209,LT,,1,Įrangos talpinimas duomenų centre,3,,,,,,5789,5789,N,07-JUL-16
2016259685,ted.europa.eu/udl?uri=TED:NOTICE:259685-2016:TEXT:EN:HTML,2016,3,25-JUL-16,R208.S2,0,0,,Valstybės įmonė Žemės ūkio informacijos ir kaimo verslo centras,210086220,V. Kudirkos g. 18-1,Vilnius,03105,A2,LT,LT,,,6,,Other,N,,,S,,N,,,,72261000,72,,,Y,4,2,73209.03,73209.03,73209.03,N,OPE,,0,L,100,,,N,2,7534373,1,,N,,UAB „Proact Lietuva“,,J. Jasinskio g. 16A,Vilniaus,03163,LT,,1,„Oracle“ tarnybinės stotys; juostų biblioteka ir „Symantec“ programinė įranga,1,,,,,,33863,33863,N,11-JUL-17
2016259685,ted.europa.eu/udl?uri=TED:NOTICE:259685-2016:TEXT:EN:HTML,2016,3,25-JUL-16,R208.S2,0,0,,Valstybės įmonė Žemės ūkio informacijos ir kaimo verslo centras,210086220,V. Kudirkos g. 18-1,Vilnius,03105,A2,LT,LT,,,6,,Other,N,,,S,,N,,,,72261000,72,,,Y,4,2,73209.03,73209.03,73209.03,N,OPE,,0,L,100,,,N,2,7534374,2,,N,,UAB „EIT Sprendimai“,,Baltupio g. 14; 08303,Vilnius,05132,LT,,2,Programinė įranga,1,,,,,,39346.03,39346.03,N,11-JUL-17
2016262598,ted.europa.eu/udl?uri=TED:NOTICE:262598-2016:TEXT:EN:HTML,2016,3,26-JUL-16,R208.S2,0,0,,Tallinna Ülikool,74000122,Narva mnt 25,Tallinn,10120,A2,EE,EE,,,6,,Education,N,,,S,EE,N,,,,72262000,72,,,N,4,0,40000.0,40000,40000,N,OPE,,0,L,100,,,N,1,7538593,,,N,,Opus Online OÜ,,Lõkke 4,Tallinn,10122,EE,,1,,1,,,,,,40000,40000,,26-JUL-16
2016265199,ted.europa.eu/udl?uri=TED:NOTICE:265199-2016:TEXT:EN:HTML,2016,3,27-JUL-16,R208.S2,0,0,,Maanteeamet,70001490,Pärnu mnt 463a,Tallinn,10916,A1,EE,EE,,,1,,Other,N,,,S,EE,N,,,,72211000,72,,,Y,1,0,400000.0,400000,400000,N,OPE,,0,L,100,,,N,1,7541107,,,N,,OÜ Quretec,,Ülikooli 6A,Tartu,51003,EE,,1,,7,,,,,,400000,400000,,26-JUL-16
2016266940,ted.europa.eu/udl?uri=TED:NOTICE:266940-2016:TEXT:EN:HTML,2016,3,28-JUL-16,R208.S2,0,1,,Vabariigi Valimiskomisjon,70008256,Lossi plats 1a,Tallinn,15165,A1,EE,EE,,,1,,General public\services,N,,,S,EE,Y,,Y,,72262000,72,,,Y,1,0,236855.0,236855,236855,N,NIC,,0,M,,Esimese hankelepingu kogumaksumus käibemaksuta (vt Lisa 3 tabeli rida 1)---Raamlepingu kehtivuse ajal arendustööde töötunni hind käibemaksuta (vt Lisa 3 tabeli rida 2),70---30,N,1,7543036,,,N,,Cybernetica AS,,Mäealuse 2/1,Tallinn,12618,EE,,1,,8,,,,,236855,,236855,,28-JUL-16
2016268872,ted.europa.eu/udl?uri=TED:NOTICE:268872-2016:TEXT:EN:HTML,2016,3,29-JUL-16,R208.S2,0,0,,Valsts ieņēmumu dienests,,Talejas iela 1,Rīga,1978,A1,LV,LV,,,1,,Economical anf Financial Affairs,N,,,S,LV006,N,,,,72250000,72,,,Y,1,0,305622.0,305622,305622,N,OPE,,0,M,,,,N,1,7545083,,,N,,SIA Squalio Cloud Consulting,,Elizabetes iela 75,Rīga,1050,LV,,1,,4,,,,,305622,305622,305622,N,22-JUL-16
2016268958,ted.europa.eu/udl?uri=TED:NOTICE:268958-2016:TEXT:EN:HTML,2016,3,29-JUL-16,R208.S2,0,0,,Socialinės apsaugos ir darbo ministerija — Valstybinio socialinio draudimo fondo valdyb,191630223,Konstitucijos pr. 12,Vilnius,09308,A1,LT,LT,,,1,,Social protection,N,,,S,,N,,,,72267000,72,,,Y,1,0,209032.0,209032,209032,N,OPE,,0,L,100,,,N,1,7545230,,,N,,Uždaroji akcinė bendrovė „Blue Bridge“,,J. Jasinskio g. 16,Vilnius,01112,LT,,1,,2,,,,,,209032,209032,N,30-JUN-16
2016268959,ted.europa.eu/udl?uri=TED:NOTICE:268959-2016:TEXT:EN:HTML,2016,3,29-JUL-16,R208.S2,0,0,,Vyriausybės kanceliarija,188604574,Gedimino pr. 11,Vilnius,01103,A1,LT,LT,,,1,,Other,N,,,S,,N,,,,72250000,72,,72243000,Y,4,1,53404.96,53404.96,53404.96,N,OPE,,0,L,100,,,N,1,7545231,1,,N,,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT,,1,Dokumentų; informacijos ir veiklos procesų valdymo informacinės sistemos (DIVIS) modernizavimo paslaugos,1,,,,,,53404.96,53404.96,Y,29-JUN-16
2016270458,ted.europa.eu/udl?uri=TED:NOTICE:270458-2016:TEXT:EN:HTML,2016,3,02-AUG-16,R208.S2,0,0,,Ārlietu ministrija,,K.Valdemāra iela 3,Rīga,1395,A1,LV,LV,,,1,,Other,N,,,S,LV006,N,,,,72300000,72,,,Y,1,0,2033207.65,2033207.65,2033207.65,N,RES,,0,M,,,,N,1,7547365,,,N,,VAS “Latvijas Valsts radio un televīzijas centrs”,,Ērgļu iela 7,Rīga,1395,LV,,1,,3,,,,,2033207.65,2033207.65,2033207.65,N,28-JUL-16
2016270473,ted.europa.eu/udl?uri=TED:NOTICE:270473-2016:TEXT:EN:HTML,2016,3,01-AUG-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,,N,,,,72261000,72,,,Y,4,1,14700.0,14700,14700,N,OPE,,0,L,100,,,N,1,7547387,1,,N,,Uždaroji akcinė bendrovė „Santa Monica Networks“,,Perkūnkiemio g. 7,Vilnius,,LT,,1,Check Point Endpoint Security Full Disk Encryption programinės įrangos techninio aptarnavimo paslaugos,1,,,,,,14700,14700,N,05-JUL-16
2016270474,ted.europa.eu/udl?uri=TED:NOTICE:270474-2016:TEXT:EN:HTML,2016,3,01-AUG-16,R208.S2,0,0,,Lietuvos bankas,188607684,Gedimino pr. 6,Vilnius,01103,A1,LT,LT,,,1,,Economical anf Financial Affairs,N,,,S,LT00A,N,,,,72261000,72,,,Y,4,1,12750.0,12750,12750,N,OPE,,0,L,100,,,N,1,7547388,1,,N,,Uždaroji akcinė bendrovė „Santa Monica Networks“,,Perkūnkiemio g. 7,Vilnius,12131,LT,,1,Cisco Prime Infrastructure programinės įrangos techninio aptarnavimo paslaugos,1,,,,,,12750,12750,N,22-JUN-16
2016272367,ted.europa.eu/udl?uri=TED:NOTICE:272367-2016:TEXT:EN:HTML,2016,3,03-AUG-16,R208.S2,0,0,,Lietuvos sveikatos mokslų universiteto ligoninė viešoji įstaiga Kauno klinikos (Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos),135163499,Eivenių g. 2,Kaunas,50009,A2,LT,LT,,,6,,Health,N,,,S,,N,,,,72261000,72,,,Y,1,1,2700.0,2700,2700,N,OPE,,0,L,100,,,N,1,7550001,1,,N,,Uždaroji akcinė bendrovė „Graina“,,Durpyno g. 22,Panevėžys,36237,LT,,1,Vaizdų archyvo sistemos „I-Reach; Merge Healthcare EMEA/CEDARA Software“ techninės priežiūros paslaugos,1,,,,,,2700,2700,N,21-JUL-16
2016274669,ted.europa.eu/udl?uri=TED:NOTICE:274669-2016:TEXT:EN:HTML,2016,3,03-AUG-16,R208.S2,0,0,,Žemės ūkio ministerija — Nacionalinė žemės tarnyba,188704927,Gedimino pr. 19,Vilnius,01103,A1,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72253200,72,,,Y,1,1,143181.82,143181.82,143181.82,N,OPE,,0,L,100,,,N,1,7552544,1,,N,,UAB „Asseco Lietuva“,,Kalvarijų g. 125,Vilnius,08221,LT,,1,Nacionalinės žemės tarnybos dokumentų valdymo informacinės sistemos palaikymo ir plėtros paslaugos,1,,,,,,143181.82,143181.82,N,07-JUL-16
2016277947,ted.europa.eu/udl?uri=TED:NOTICE:277947-2016:TEXT:EN:HTML,2016,3,08-AUG-16,R208.S2,0,0,,Rahandusministeerium,70009244,Lõõtsa 8a,Tallinn,11415,A1,EE,EE,,,N,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72262000,72,,72267000,Y,1,0,2083333.0,2083333,2083333,Y,NIC,,0,M,,Pakkuja arendus- ja hooldustööde töötunni maksumuste aritmeetiline keskmine eurodes---Projekti „Täieliku e-riigihangete võimekuse loomise” esimese arendusetapi esimese alamprojekti tehnilise lahenduse sobivus tehnilise kirjeldusega ning projektiplaani realistlikkus---Ettepanekud eelanalüüsis kirjeldatud funktsionaalsuse parendamiseks---Projekti „Täieliku e-riigihangete võimekuse loomise” esimese arendusetapi esimese alamprojekti kogumaksumus ilma käibemaksuta.,20---50---10---20,N,1,7556876,,,N,,Nortal AS,,Lõõtsa 6,Tallinn,11415,EE,,1,,6,,,,,2083333,,2083333,,08-AUG-16
2016281624,ted.europa.eu/udl?uri=TED:NOTICE:281624-2016:TEXT:EN:HTML,2016,3,10-AUG-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72200000,72,,,Y,4,1,199500.0,199500,199500,N,OPE,,0,M,,Kaina---Paslaugų teikimo strategija; jos išsamumas ir nuoseklumas---Techninio sprendimo kokybė---Projekto įgyvendinimo plano optimalumas,30---20---35---15,N,1,7561856,1,,N,,UAB „IO projects“ (Ūkio subjektų grupė UAB „IO projects“ (į. k. 302444537) ir UAB „Netcode“ (į. k. 302906100)),,P. Lukšio g. 32,Vilnius,08222,LT,,1,Globalios tapatybės paslaugos įgyvendinimo alternatyvų analizės ir pilotinės sistemos sukūrimas,1,,,,,199500,199500,199500,N,16-JUN-16
2016287042,ted.europa.eu/udl?uri=TED:NOTICE:287042-2016:TEXT:EN:HTML,2016,3,16-AUG-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72212983,72,,72267000,Y,1,1,300000.0,300000,300000,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija---Paslaugų apimties ir kokybės užtikrinimo planas,40---35---25,N,1,7567992,1,,N,,UAB „Alna Software“,,A. Domaševičiaus g. 9,Vilniaus m.; Vilniaus m. sav.,03163,LT,,1,Nekilnojamojo turto sandorių elektroninės paslaugos (NETSVEP) technologinės platformos atnaujinimas ir plėtra,1,,,,,300000,300000,300000,N,18-JUL-16
2016287050,ted.europa.eu/udl?uri=TED:NOTICE:287050-2016:TEXT:EN:HTML,2016,3,16-AUG-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72200000,72,,72263000,Y,1,1,1567400.0,1567400,1567400,N,OPE,,0,M,,Kaina---Siūlomas sistemos architektūros bei funkcinių ir nefunkcinių reikalavimų įgyvendinimo sprendimas---Informacijos saugos užtikrinimo priemonės---Paslaugų teikimo strategija ir pasiūlymo įgyvendinamumas,40---40---10---10,N,1,7568009,1,,N,,UAB „E. Ana“ (ūkio subjektų grupė – UAB „E.Ana“; UAB „Solver“; UAB e-Projects),,T. Ševčenkos g. 16A,Vilniaus m.; Vilniaus m. sav.,,LT,,1,Lietuvos Respublikos gyventojų registro ir metrikacijos paslaugų informacinės sistemos (MEPIS) modernizavimas,3,,,,,1567400,1567400,1567400,N,14-JUL-16
2016288733,ted.europa.eu/udl?uri=TED:NOTICE:288733-2016:TEXT:EN:HTML,2016,3,17-AUG-16,R208.S2,0,0,,Maksu- ja Tolliamet,70000349,Lõõtsa 8a,Tallinn,15176,A1,EE,EE,,,1,,Economical anf Financial Affairs,N,,,S,EE,Y,,Y,,72413000,72,,72244000,N,1,0,250000.0,250000,250000,N,OPE,,0,M,,Ühe töötunni maksumus---Proovitöö (Füüsilise isiku tulu deklareerimise visioon ja näidistöö (prototüüp) – vastavalt tehnilise kirjelduse punkt 3),40---60,N,1,7570378,,,N,,Velvet DP OÜ,,Telliskivi tn 60a,Tallinn,10412,EE,,1,,8,,,,,250000,,250000,,17-AUG-16
2016290455,ted.europa.eu/udl?uri=TED:NOTICE:290455-2016:TEXT:EN:HTML,2016,3,18-AUG-16,R208.S2,0,0,,Registrite ja Infosüsteemide Keskus,70000310,Lõkke 4,Tallinn,19081,A1,EE,EE,,,N,,General public\services,Y,,,S,EE,Y,,Y,,72254100,72,,,Y,1,0,300000.0,300000,300000,Y,OPE,,0,M,,Teise hankelepingu kogumaksumus (ilma käibemaksuta)---Turvatestimise tunnihind---Esimese hankelepingu kogumaksumus (ilma käibemaksuta),20---60---20,N,1,7572141,,,N,,Clarified Security OÜ,,Lõõtsa tn 8,Tallinn,11415,EE,,1,,3,,,,,300000,,300000,,16-AUG-16
2016290462,ted.europa.eu/udl?uri=TED:NOTICE:290462-2016:TEXT:EN:HTML,2016,3,18-AUG-16,R208.S2,0,0,,Valstybės įmonė „REGITRA“,110078991,Liepkalnio g. 97,Vilniaus m.; Vilniaus m. sav.,02121,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72200000,72,,,Y,4,0,148760.33,148760.33,148760.33,N,OPE,,0,M,,Pasiūlymo kaina---Projekto aplinkos ir tikslų suvokimas; siūlomų sprendimų efektyvumas---Paslaugų atlikimo strategijos efektyvumas ir kokybės užtikrinimas,50---15---35,N,1,7572150,,,N,,UAB „Affecto Lietuva“,,Gynėjų g. 4,Vilnius,02128,LT,,1,,1,,,,,,148760.33,148760.33,N,13-JUN-16
2016291738,ted.europa.eu/udl?uri=TED:NOTICE:291738-2016:TEXT:EN:HTML,2016,3,18-AUG-16,R208.S2,0,0,,VĮ Registrų centras,124110246,Vinco Kudirkos g. 18-3,Vilnius,03105,A2,LT,LT,,,6,,General public\services,N,,,S,,N,,,,72212983,72,,72243000---72263000---72211000,Y,1,1,300000.0,300000,300000,N,OPE,,0,M,,Kaina---Loginis pasiūlymo pagrindimas ir įgyvendinimo strategija---Paslaugų apimties ir kokybės užtikrinimo planas,40---35---25,N,1,7573546,1,,N,,UAB „Alna Software“,,A. Goštauto g. 40B,Vilniaus m.; Vilniaus m. sav.,01112,LT,,1,Antstolių informacinės sistemos priežiūros ir vystymo paslaugos,2,,,,,300000,300000,300000,N,02-AUG-16
2016293240,ted.europa.eu/udl?uri=TED:NOTICE:293240-2016:TEXT:EN:HTML,2016,3,19-AUG-16,R208.S2,0,0,,Viešoji įstaiga CPO LT,302913276,Kęstučio g. 45,Vilnius,08124,A2,LT,LT,,,6,,General public\services,N,,,S,,Y,,Y,,72000000,72,,,Y,1,1,1104958.68,1104958.68,1104958.68,N,OPE,,0,L,100,,,N,1,7575302,1,,N,,UAB ATEA,,J. Rutkausko g. 6,Vilnius,,LT,,1,Centrinės perkančiosios organizacijos informacinės sistemos pirkimų modulių; papildomų funkcionalumų kūrimo; diegimo ir priežiūros paslaugų pirkimas,1,,,,,,1104958.68,1104958.68,N,10-AUG-16
2016293243,ted.europa.eu/udl?uri=TED:NOTICE:293243-2016:TEXT:EN:HTML,2016,3,19-AUG-16,R208.S2,0,0,,Viešoji įstaiga Centrinė projektų valdymo agentūra,126125624,S. Konarskio g. 13,Vilnius,03109,A2,LT,LT,,,N,,General public\services,N,,,S,,N,,,,72261000,72,,72260000,Y,4,0,41280.99,49950,49950,Y,OPE,,0,L,100,,,N,1,7575305,,,N,,MCS Grupa d.o.o,,Zagrebačka cesta 126,Zagrebas,10000,HR,,1,,2,,,,,,49950,49950,Y,07-JUL-16
2016293257,ted.europa.eu/udl?uri=TED:NOTICE:293257-2016:TEXT:EN:HTML,2016,3,19-AUG-16,R208.S2,0,0,,Užsienio reikalų ministerija,188613242,J. Tumo-Vaižganto g. 2,Vilnius,01511,A1,LT,LT,,,1,,General public\services,N,,,S,,N,,,,72253200,72,,,Y,4,0,72120.0,72120,72120,N,OPE,,0,L,100,,,N,1,7575385,,,N,,UAB „Alna Software“,,A. Domaševičiaus g. 9,Vilnius,03163,LT,,1,,4,,,,,,72120,72120,N,15-JUL-16
2016293258,ted.europa.eu/udl?uri=TED:NOTICE:293258-2016:TEXT:EN:HTML,2016,3,19-AUG-16,R208.S2,0,0,,Viešoji įstaiga Centrinė projektų valdymo agentūra,126125624,S. Konarskio g. 13,Vilnius,03109,A2,LT,LT,,,N,,General public\services,N,,,S,,N,K,,,72261000,72,,,Y,4,0,74380.17,74380.17,74380.17,Y,OPE,,0,L,100,,,N,1,7575386,,,N,,UAB ATEA,,J. Rutkausko g. 6,vilnis,,LT,,1,,4,,,,,,74380.17,74380.17,N,01-JUL-16
