Latitude(deg),Longitude(deg),Depth(m),Pore,Pressure(MPa),Uncertainty(+/-,MPa),,,,
54.16,-117.40,3836,70.18,6.72,,,,,,
54.16,-117.38,3813,69.60,6.68,,,,,,
54.16,-117.36,3830,70.31,6.63,,,,,,
54.16,-117.34,3845,70.89,6.57,,,,,,
54.16,-117.32,3821,70.36,6.50,,,,,,
54.16,-117.30,3797,70.05,6.42,,,,,,
54.16,-117.28,3759,69.28,6.33,,,,,,
54.16,-117.26,3734,68.79,6.23,,,,,,
54.16,-117.24,3702,68.05,6.12,,,,,,
54.16,-117.22,3692,67.98,6.00,,,,,,
54.16,-117.20,3665,67.38,5.87,,,,,,
54.16,-117.18,3637,66.69,5.72,,,,,,
54.16,-117.16,3615,66.20,5.56,,,,,,
54.16,-117.14,3593,65.66,5.37,,,,,,
54.16,-117.12,3577,65.28,5.16,,,,,,
54.16,-117.10,3561,64.86,4.92,,,,,,
54.16,-117.08,3526,63.91,4.64,,,,,,
54.16,-117.06,3498,63.15,4.31,,,,,,
54.16,-117.04,3476,62.56,3.94,,,,,,
54.16,-117.02,3452,61.88,3.53,,,,,,
54.16,-117.00,3445,61.71,3.12,,,,,,
54.16,-116.98,3421,61.12,2.84,,,,,,
54.16,-116.96,3389,60.35,2.72,,,,,,
54.16,-116.94,3340,58.98,2.59,,,,,,
54.16,-116.92,3308,57.90,2.29,,,,,,
54.16,-116.90,3293,57.11,1.96,,,,,,
54.16,-116.88,3271,56.17,2.12,,,,,,
54.16,-116.86,3253,55.20,2.51,,,,,,
54.16,-116.84,3248,54.36,2.92,,,,,,
54.16,-116.82,3216,52.60,3.32,,,,,,
54.16,-116.80,3194,51.11,3.66,,,,,,
54.16,-116.78,3177,49.80,3.92,,,,,,
54.16,-116.76,3163,48.57,4.10,,,,,,
54.16,-116.74,3145,47.26,4.22,,,,,,
54.16,-116.72,3132,46.09,4.26,,,,,,
54.16,-116.70,3114,44.75,4.24,,,,,,
54.16,-116.68,3094,43.26,4.15,,,,,,
54.16,-116.66,3073,41.59,3.99,,,,,,
54.16,-116.64,3064,40.07,3.76,,,,,,
54.16,-116.62,3063,38.57,3.44,,,,,,
54.16,-116.60,3027,35.78,3.01,,,,,,
54.16,-116.58,2984,32.59,2.39,,,,,,
54.16,-116.56,2971,30.40,1.55,,,,,,
54.16,-116.54,2948,30.25,1.97,,,,,,
54.16,-116.52,2940,31.31,2.67,,,,,,
54.16,-116.50,2967,33.03,3.25,,,,,,
54.16,-116.48,2949,33.13,3.76,,,,,,
54.16,-116.46,2936,33.23,4.22,,,,,,
54.16,-116.44,2925,33.30,4.64,,,,,,
54.16,-116.42,2914,33.36,5.00,,,,,,
54.16,-116.40,2901,33.37,5.33,,,,,,
54.16,-116.38,2890,33.47,5.62,,,,,,
54.16,-116.36,2887,33.82,5.89,,,,,,
54.16,-116.34,2878,34.01,6.12,,,,,,
54.16,-116.32,2860,33.96,6.34,,,,,,
54.16,-116.30,2844,33.97,6.54,,,,,,
54.16,-116.28,2821,33.78,6.71,,,,,,
54.16,-116.26,2792,33.45,6.88,,,,,,
54.16,-116.24,2807,34.39,7.02,,,,,,
54.16,-116.22,2790,34.45,7.16,,,,,,
54.16,-116.20,2774,34.57,7.28,,,,,,
54.16,-116.18,2769,35.07,7.39,,,,,,
54.16,-116.16,2768,35.64,7.49,,,,,,
54.16,-116.14,2743,35.44,7.59,,,,,,
54.16,-116.12,2717,35.15,7.67,,,,,,
54.16,-116.10,2704,35.24,7.75,,,,,,
54.16,-116.08,2675,34.84,7.81,,,,,,
54.16,-116.06,2665,35.00,7.87,,,,,,
54.16,-116.04,2653,35.11,7.92,,,,,,
54.16,-116.02,2620,34.61,7.97,,,,,,
54.16,-116.00,2599,34.44,8.00,,,,,,
54.16,-115.98,2588,34.55,8.03,,,,,,
54.16,-115.96,2582,34.73,8.06,,,,,,
54.16,-115.94,2569,34.68,8.08,,,,,,
54.16,-115.92,2564,34.76,8.10,,,,,,
54.16,-115.90,2557,34.80,8.11,,,,,,
54.16,-115.88,2541,34.53,8.12,,,,,,
54.16,-115.86,2519,34.08,8.13,,,,,,
54.16,-115.84,2498,33.53,8.13,,,,,,
54.16,-115.82,2485,33.04,8.14,,,,,,
54.16,-115.80,2471,32.45,8.14,,,,,,
54.16,-115.78,2471,32.39,8.14,,,,,,
54.16,-115.76,2467,32.24,8.14,,,,,,
54.16,-115.74,2470,32.33,8.14,,,,,,
54.16,-115.72,2446,31.62,8.14,,,,,,
54.16,-115.70,2447,31.64,8.14,,,,,,
54.16,-115.68,2441,31.47,8.14,,,,,,
54.16,-115.66,2441,31.48,8.14,,,,,,
54.16,-115.64,2435,31.31,8.14,,,,,,
54.16,-115.62,2415,30.73,8.14,,,,,,
54.16,-115.60,2397,30.21,8.14,,,,,,
54.16,-115.58,2397,30.20,8.14,,,,,,
54.16,-115.56,2380,29.69,8.14,,,,,,
54.16,-115.54,2362,29.17,8.14,,,,,,
54.16,-115.52,2336,28.42,8.14,,,,,,
54.16,-115.50,2326,28.14,8.14,,,,,,
54.18,-118.50,4909,103.30,8.14,,,,,,
54.18,-118.48,4998,105.89,8.14,,,,,,
54.18,-118.46,4960,104.78,8.14,,,,,,
54.18,-118.44,4943,104.28,8.14,,,,,,
54.18,-118.42,4924,103.74,8.14,,,,,,
54.18,-118.40,4917,103.54,8.14,,,,,,
54.18,-118.38,4859,101.84,8.14,,,,,,
54.18,-118.36,4769,99.21,8.14,,,,,,
54.18,-118.34,4745,98.52,8.14,,,,,,
54.18,-118.32,4760,98.97,8.14,,,,,,
54.18,-118.30,4751,98.70,8.14,,,,,,
54.18,-118.28,4777,99.44,8.14,,,,,,
54.18,-118.26,4794,99.75,8.14,,,,,,
54.18,-118.24,4847,101.02,8.14,,,,,,
54.18,-118.22,4807,99.63,8.14,,,,,,
54.18,-118.20,4771,98.32,8.14,,,,,,
54.18,-118.18,4771,98.09,8.13,,,,,,
54.18,-118.16,4753,97.36,8.13,,,,,,
54.18,-118.14,4730,96.46,8.12,,,,,,
54.18,-118.12,4699,95.33,8.11,,,,,,
54.18,-118.10,4678,94.45,8.09,,,,,,
54.18,-118.08,4645,93.21,8.07,,,,,,
54.18,-118.06,4627,92.40,8.05,,,,,,
54.18,-118.04,4611,91.65,8.02,,,,,,
54.18,-118.02,4580,90.53,7.99,,,,,,
54.18,-118.00,4548,89.39,7.96,,,,,,
54.18,-117.98,4529,88.62,7.92,,,,,,
54.18,-117.96,4510,87.87,7.87,,,,,,
54.18,-117.94,4488,87.07,7.82,,,,,,
54.18,-117.92,4459,86.05,7.77,,,,,,
54.18,-117.90,4405,84.36,7.71,,,,,,
54.18,-117.88,4367,83.15,7.65,,,,,,
54.18,-117.86,4338,82.20,7.58,,,,,,
54.18,-117.84,4293,80.82,7.51,,,,,,
54.18,-117.82,4261,79.83,7.44,,,,,,
54.18,-117.80,4223,78.71,7.36,,,,,,
54.18,-117.78,4192,77.79,7.29,,,,,,
54.18,-117.76,4145,76.46,7.21,,,,,,
54.18,-117.74,4117,75.65,7.13,,,,,,
54.18,-117.72,4096,74.99,7.05,,,,,,
54.18,-117.70,4070,74.19,6.98,,,,,,
54.18,-117.68,4052,73.59,6.91,,,,,,
54.18,-117.66,4065,73.76,6.85,,,,,,
54.18,-117.64,4051,73.32,6.79,,,,,,
54.18,-117.62,4023,72.58,6.74,,,,,,
54.18,-117.60,3994,71.91,6.70,,,,,,
54.18,-117.58,3963,71.25,6.66,,,,,,
54.18,-117.56,3921,70.43,6.64,,,,,,
54.18,-117.54,3891,69.93,6.61,,,,,,
54.18,-117.52,3870,69.68,6.60,,,,,,
54.18,-117.50,3851,69.46,6.59,,,,,,
54.18,-117.48,3830,69.01,6.57,,,,,,
54.18,-117.46,3807,68.50,6.56,,,,,,
54.18,-117.44,3787,68.14,6.55,,,,,,
54.18,-117.42,3766,67.71,6.53,,,,,,
54.18,-117.40,3747,67.30,6.50,,,,,,
54.18,-117.38,3731,66.99,6.47,,,,,,
54.18,-117.36,3731,67.14,6.43,,,,,,
54.18,-117.34,3724,67.10,6.37,,,,,,
54.18,-117.32,3742,67.97,6.31,,,,,,
54.18,-117.30,3739,68.40,6.24,,,,,,
54.18,-117.28,3703,67.70,6.16,,,,,,
54.18,-117.26,3706,68.07,6.07,,,,,,
54.18,-117.24,3677,67.46,5.96,,,,,,
54.18,-117.22,3661,67.19,5.84,,,,,,
54.18,-117.20,3640,66.74,5.71,,,,,,
54.18,-117.18,3609,65.95,5.56,,,,,,
54.18,-117.16,3592,65.56,5.40,,,,,,
54.18,-117.14,3578,65.23,5.21,,,,,,
54.18,-117.12,3551,64.52,5.00,,,,,,
54.18,-117.10,3528,63.91,4.75,,,,,,
54.18,-117.08,3520,63.77,4.45,,,,,,
54.18,-117.06,3496,63.12,4.10,,,,,,
54.18,-117.04,3471,62.42,3.65,,,,,,
54.18,-117.02,3439,61.48,3.07,,,,,,
54.18,-117.00,3416,60.74,2.27,,,,,,
54.18,-116.98,3393,60.07,1.25,,,,,,
54.18,-116.96,3368,60.00,2.00,,,,,,
54.18,-116.94,3340,59.62,2.26,,,,,,
54.18,-116.92,3301,58.36,2.10,,,,,,
54.18,-116.90,3271,56.87,1.66,,,,,,
54.18,-116.88,3252,56.02,1.51,,,,,,
54.18,-116.86,3232,55.02,1.51,,,,,,
54.18,-116.84,3220,53.74,2.46,,,,,,
54.18,-116.82,3209,52.47,3.04,,,,,,
54.18,-116.80,3212,51.72,3.43,,,,,,
54.18,-116.78,3272,52.76,3.71,,,,,,
54.18,-116.76,3254,51.57,3.91,,,,,,
54.18,-116.74,3211,49.69,4.03,,,,,,
54.18,-116.72,3213,49.20,4.08,,,,,,
54.18,-116.70,3176,47.56,4.06,,,,,,
54.18,-116.68,3143,46.05,3.95,,,,,,
54.18,-116.66,3094,43.88,3.77,,,,,,
54.18,-116.64,3066,42.23,3.53,,,,,,
54.18,-116.62,3046,40.58,3.25,,,,,,
54.18,-116.60,3029,38.72,2.95,,,,,,
54.18,-116.58,3008,36.80,2.64,,,,,,
54.18,-116.56,2976,35.26,2.32,,,,,,
54.18,-116.54,2945,34.70,2.03,,,,,,
54.18,-116.52,2922,34.38,2.20,,,,,,
54.18,-116.50,2882,33.03,2.85,,,,,,
54.18,-116.48,2865,32.42,3.48,,,,,,
54.18,-116.46,2865,32.43,4.02,,,,,,
54.18,-116.44,2872,32.81,4.48,,,,,,
54.18,-116.42,2870,32.95,4.87,,,,,,
54.18,-116.40,2865,33.09,5.22,,,,,,
54.18,-116.38,2853,33.05,5.52,,,,,,
54.18,-116.36,2839,33.01,5.79,,,,,,
54.18,-116.34,2830,33.15,6.03,,,,,,
54.18,-116.32,2810,33.00,6.25,,,,,,
54.18,-116.30,2800,33.15,6.45,,,,,,
54.18,-116.28,2788,33.25,6.63,,,,,,
54.18,-116.26,2771,33.23,6.79,,,,,,
54.18,-116.24,2772,33.74,6.94,,,,,,
54.18,-116.22,2767,34.08,7.08,,,,,,
54.18,-116.20,2743,33.95,7.21,,,,,,
54.18,-116.18,2725,34.05,7.32,,,,,,
54.18,-116.16,2729,34.78,7.43,,,,,,
54.18,-116.14,2713,34.89,7.53,,,,,,
54.18,-116.12,2701,35.03,7.61,,,,,,
54.18,-116.10,2682,34.93,7.70,,,,,,
54.18,-116.08,2667,34.87,7.77,,,,,,
54.18,-116.06,2635,34.37,7.83,,,,,,
54.18,-116.04,2621,34.38,7.89,,,,,,
54.18,-116.02,2625,34.91,7.93,,,,,,
54.18,-116.00,2633,35.57,7.98,,,,,,
54.18,-115.98,2631,35.89,8.01,,,,,,
54.18,-115.96,2611,35.70,8.04,,,,,,
54.18,-115.94,2573,34.94,8.06,,,,,,
54.18,-115.92,2556,34.71,8.08,,,,,,
54.18,-115.90,2556,34.91,8.10,,,,,,
54.18,-115.88,2550,34.93,8.11,,,,,,
54.18,-115.86,2540,34.81,8.12,,,,,,
54.18,-115.84,2547,35.10,8.13,,,,,,
54.18,-115.82,2544,34.87,8.13,,,,,,
54.18,-115.80,2517,33.85,8.14,,,,,,
54.18,-115.78,2499,33.25,8.14,,,,,,
54.18,-115.76,2480,32.66,8.14,,,,,,
54.18,-115.74,2478,32.59,8.14,,,,,,
54.18,-115.72,2505,33.34,8.14,,,,,,
54.18,-115.70,2488,32.85,8.14,,,,,,
54.18,-115.68,2467,32.25,8.14,,,,,,
54.18,-115.66,2453,31.82,8.14,,,,,,
54.18,-115.64,2440,31.46,8.14,,,,,,
54.18,-115.62,2434,31.28,8.14,,,,,,
54.18,-115.60,2411,30.62,8.14,,,,,,
54.18,-115.58,2396,30.18,8.14,,,,,,
54.18,-115.56,2370,29.40,8.14,,,,,,
54.18,-115.54,2353,28.93,8.14,,,,,,
54.18,-115.52,2342,28.60,8.14,,,,,,
54.18,-115.50,2327,28.17,8.14,,,,,,
54.20,-118.50,4710,97.50,8.14,,,,,,
54.20,-118.48,4794,99.95,8.14,,,,,,
54.20,-118.46,4840,101.30,8.14,,,,,,
54.20,-118.44,4852,101.65,8.14,,,,,,
54.20,-118.42,4916,103.50,8.14,,,,,,
54.20,-118.40,4881,102.49,8.14,,,,,,
54.20,-118.38,4828,100.95,8.14,,,,,,
54.20,-118.36,4758,98.91,8.14,,,,,,
54.20,-118.34,4724,97.92,8.14,,,,,,
54.20,-118.32,4749,98.64,8.14,,,,,,
54.20,-118.30,4791,99.87,8.14,,,,,,
54.20,-118.28,4768,99.10,8.14,,,,,,
54.20,-118.26,4735,97.91,8.14,,,,,,
54.20,-118.24,4792,99.35,8.14,,,,,,
54.20,-118.22,4757,98.09,8.14,,,,,,
54.20,-118.20,4740,97.38,8.13,,,,,,
54.20,-118.18,4700,96.03,8.13,,,,,,
54.20,-118.16,4679,95.23,8.12,,,,,,
54.20,-118.14,4670,94.74,8.11,,,,,,
54.20,-118.12,4651,93.92,8.09,,,,,,
54.20,-118.10,4629,93.01,8.08,,,,,,
54.20,-118.08,4604,92.00,8.05,,,,,,
54.20,-118.06,4574,90.89,8.02,,,,,,
54.20,-118.04,4532,89.43,7.99,,,,,,
54.20,-118.02,4501,88.32,7.95,,,,,,
54.20,-118.00,4454,86.75,7.91,,,,,,
54.20,-117.98,4429,85.85,7.87,,,,,,
54.20,-117.96,4452,86.30,7.82,,,,,,
54.20,-117.94,4425,85.35,7.76,,,,,,
54.20,-117.92,4431,85.35,7.70,,,,,,
54.20,-117.90,4413,84.70,7.63,,,,,,
54.20,-117.88,4389,83.84,7.56,,,,,,
54.20,-117.86,4368,83.13,7.48,,,,,,
54.20,-117.84,4345,82.34,7.39,,,,,,
54.20,-117.82,4323,81.62,7.31,,,,,,
54.20,-117.80,4301,80.89,7.22,,,,,,
54.20,-117.78,4280,80.20,7.12,,,,,,
54.20,-117.76,4224,78.56,7.02,,,,,,
54.20,-117.74,4168,76.92,6.92,,,,,,
54.20,-117.72,4131,75.77,6.83,,,,,,
54.20,-117.70,4079,74.24,6.73,,,,,,
54.20,-117.68,4048,73.25,6.64,,,,,,
54.20,-117.66,4015,72.25,6.56,,,,,,
54.20,-117.64,3987,71.44,6.48,,,,,,
54.20,-117.62,3964,70.85,6.42,,,,,,
54.20,-117.60,3940,70.31,6.37,,,,,,
54.20,-117.58,3925,70.09,6.32,,,,,,
54.20,-117.56,3959,71.11,6.30,,,,,,
54.20,-117.54,3968,71.57,6.28,,,,,,
54.20,-117.52,3940,71.22,6.27,,,,,,
54.20,-117.50,3911,70.88,6.27,,,,,,
54.20,-117.48,3880,70.50,6.27,,,,,,
54.20,-117.46,3851,70.11,6.27,,,,,,
54.20,-117.44,3831,69.71,6.26,,,,,,
54.20,-117.42,3806,69.16,6.25,,,,,,
54.20,-117.40,3766,68.05,6.24,,,,,,
54.20,-117.38,3727,67.02,6.22,,,,,,
54.20,-117.36,3693,66.11,6.18,,,,,,
54.20,-117.34,3669,65.59,6.14,,,,,,
54.20,-117.32,3645,65.22,6.08,,,,,,
54.20,-117.30,3628,65.23,6.02,,,,,,
54.20,-117.28,3613,65.20,5.94,,,,,,
54.20,-117.26,3606,65.29,5.86,,,,,,
54.20,-117.24,3600,65.34,5.75,,,,,,
54.20,-117.22,3620,66.12,5.64,,,,,,
54.20,-117.20,3613,66.06,5.51,,,,,,
54.20,-117.18,3591,65.49,5.37,,,,,,
54.20,-117.16,3562,64.72,5.22,,,,,,
54.20,-117.14,3551,64.47,5.05,,,,,,
54.20,-117.12,3538,64.16,4.85,,,,,,
54.20,-117.10,3517,63.64,4.63,,,,,,
54.20,-117.08,3489,62.91,4.36,,,,,,
54.20,-117.06,3466,62.33,4.04,,,,,,
54.20,-117.04,3437,61.58,3.65,,,,,,
54.20,-117.02,3404,60.74,3.18,,,,,,
54.20,-117.00,3377,60.18,2.67,,,,,,
54.20,-116.98,3343,59.64,2.28,,,,,,
54.20,-116.96,3325,60.00,2.12,,,,,,
54.20,-116.94,3289,59.99,1.80,,,,,,
54.20,-116.92,3270,59.45,1.76,,,,,,
54.20,-116.90,3256,57.84,2.12,,,,,,
54.20,-116.88,3253,56.60,2.19,,,,,,
54.20,-116.86,3280,56.32,2.24,,,,,,
54.20,-116.84,3307,56.05,2.53,,,,,,
54.20,-116.82,3312,55.27,2.87,,,,,,
54.20,-116.80,3289,53.87,3.20,,,,,,
54.20,-116.78,3309,53.89,3.49,,,,,,
54.20,-116.76,3286,52.77,3.71,,,,,,
54.20,-116.74,3271,51.96,3.86,,,,,,
54.20,-116.72,3260,51.35,3.92,,,,,,
54.20,-116.70,3206,49.54,3.89,,,,,,
54.20,-116.68,3189,48.87,3.76,,,,,,
54.20,-116.66,3173,48.27,3.53,,,,,,
54.20,-116.64,3170,47.98,3.19,,,,,,
54.20,-116.62,3151,46.99,2.79,,,,,,
54.20,-116.60,3111,44.39,2.47,,,,,,
54.20,-116.58,3084,41.33,2.32,,,,,,
54.20,-116.56,3093,40.12,2.14,,,,,,
54.20,-116.54,3064,39.76,1.78,,,,,,
54.20,-116.52,3036,39.30,1.96,,,,,,
54.20,-116.50,2974,37.00,2.78,,,,,,
54.20,-116.48,2931,35.46,3.46,,,,,,
54.20,-116.46,2834,32.55,4.00,,,,,,
54.20,-116.44,2802,31.70,4.45,,,,,,
54.20,-116.42,2785,31.39,4.83,,,,,,
54.20,-116.40,2777,31.36,5.16,,,,,,
54.20,-116.38,2765,31.30,5.46,,,,,,
54.20,-116.36,2764,31.58,5.72,,,,,,
54.20,-116.34,2757,31.71,5.96,,,,,,
54.20,-116.32,2767,32.38,6.17,,,,,,
54.20,-116.30,2756,32.48,6.37,,,,,,
54.20,-116.28,2762,33.10,6.55,,,,,,
54.20,-116.26,2758,33.40,6.71,,,,,,
54.20,-116.24,2750,33.60,6.86,,,,,,
54.20,-116.22,2708,32.86,7.00,,,,,,
54.20,-116.20,2712,33.47,7.13,,,,,,
54.20,-116.18,2693,33.51,7.25,,,,,,
54.20,-116.16,2675,33.59,7.36,,,,,,
54.20,-116.14,2671,34.03,7.46,,,,,,
54.20,-116.12,2648,33.89,7.55,,,,,,
54.20,-116.10,2642,34.17,7.64,,,,,,
54.20,-116.08,2615,33.77,7.71,,,,,,
54.20,-116.06,2644,34.96,7.78,,,,,,
54.20,-116.04,2682,36.44,7.84,,,,,,
54.20,-116.02,2682,36.83,7.90,,,,,,
54.20,-116.00,2654,36.38,7.94,,,,,,
54.20,-115.98,2630,36.05,7.98,,,,,,
54.20,-115.96,2631,36.41,8.01,,,,,,
54.20,-115.94,2662,37.66,8.04,,,,,,
54.20,-115.92,2662,37.97,8.07,,,,,,
54.20,-115.90,2649,37.77,8.08,,,,,,
54.20,-115.88,2633,37.47,8.10,,,,,,
54.20,-115.86,2621,37.28,8.11,,,,,,
54.20,-115.84,2606,36.94,8.12,,,,,,
54.20,-115.82,2593,36.43,8.13,,,,,,
54.20,-115.80,2549,34.88,8.13,,,,,,
54.20,-115.78,2517,33.81,8.14,,,,,,
54.20,-115.76,2544,34.56,8.14,,,,,,
54.20,-115.74,2541,34.43,8.14,,,,,,
54.20,-115.72,2540,34.39,8.14,,,,,,
54.20,-115.70,2532,34.12,8.14,,,,,,
54.20,-115.68,2500,33.21,8.14,,,,,,
54.20,-115.66,2480,32.63,8.14,,,,,,
54.20,-115.64,2467,32.23,8.14,,,,,,
54.20,-115.62,2455,31.89,8.14,,,,,,
54.20,-115.60,2437,31.36,8.14,,,,,,
54.20,-115.58,2416,30.76,8.14,,,,,,
54.20,-115.56,2399,30.26,8.14,,,,,,
54.20,-115.54,2377,29.63,8.14,,,,,,
54.20,-115.52,2355,28.98,8.14,,,,,,
54.20,-115.50,2360,29.12,8.14,,,,,,
54.22,-118.50,4774,99.36,8.14,,,,,,
54.22,-118.48,4810,100.42,8.14,,,,,,
54.22,-118.46,4805,100.27,8.14,,,,,,
54.22,-118.44,4847,101.49,8.14,,,,,,
54.22,-118.42,4962,104.85,8.14,,,,,,
54.22,-118.40,4878,102.38,8.14,,,,,,
54.22,-118.38,4789,99.80,8.14,,,,,,
54.22,-118.36,4748,98.61,8.14,,,,,,
54.22,-118.34,4706,97.39,8.14,,,,,,
54.22,-118.32,4650,95.78,8.14,,,,,,
54.22,-118.30,4677,96.54,8.14,,,,,,
54.22,-118.28,4666,96.06,8.14,,,,,,
54.22,-118.26,4692,96.61,8.14,,,,,,
54.22,-118.24,4761,98.38,8.14,,,,,,
54.22,-118.22,4733,97.40,8.13,,,,,,
54.22,-118.20,4699,96.22,8.13,,,,,,
54.22,-118.18,4674,95.33,8.12,,,,,,
54.22,-118.16,4640,94.14,8.11,,,,,,
54.22,-118.14,4625,93.46,8.10,,,,,,
54.22,-118.12,4601,92.52,8.08,,,,,,
54.22,-118.10,4581,91.67,8.05,,,,,,
54.22,-118.08,4547,90.44,8.03,,,,,,
54.22,-118.06,4514,89.25,7.99,,,,,,
54.22,-118.04,4494,88.44,7.95,,,,,,
54.22,-118.02,4468,87.47,7.91,,,,,,
54.22,-118.00,4484,87.75,7.87,,,,,,
54.22,-117.98,4452,86.64,7.81,,,,,,
54.22,-117.96,4351,83.61,7.75,,,,,,
54.22,-117.94,4348,83.35,7.69,,,,,,
54.22,-117.92,4379,84.06,7.62,,,,,,
54.22,-117.90,4382,83.98,7.54,,,,,,
54.22,-117.88,4343,82.75,7.46,,,,,,
54.22,-117.86,4341,82.53,7.37,,,,,,
54.22,-117.84,4314,81.65,7.27,,,,,,
54.22,-117.82,4293,80.95,7.17,,,,,,
54.22,-117.80,4266,80.08,7.06,,,,,,
54.22,-117.78,4246,79.38,6.94,,,,,,
54.22,-117.76,4216,78.40,6.82,,,,,,
54.22,-117.74,4179,77.20,6.70,,,,,,
54.22,-117.72,4144,76.05,6.57,,,,,,
54.22,-117.70,4129,75.41,6.45,,,,,,
54.22,-117.68,4093,74.21,6.33,,,,,,
54.22,-117.66,4073,73.43,6.22,,,,,,
54.22,-117.64,4037,72.39,6.12,,,,,,
54.22,-117.62,4036,72.29,6.03,,,,,,
54.22,-117.60,4025,72.04,5.96,,,,,,
54.22,-117.58,4005,71.70,5.92,,,,,,
54.22,-117.56,3979,71.35,5.89,,,,,,
54.22,-117.54,3950,71.02,5.88,,,,,,
54.22,-117.52,3928,70.90,5.88,,,,,,
54.22,-117.50,3902,70.73,5.89,,,,,,
54.22,-117.48,3877,70.58,5.91,,,,,,
54.22,-117.46,3844,70.09,5.92,,,,,,
54.22,-117.44,3820,69.61,5.93,,,,,,
54.22,-117.42,3791,68.93,5.94,,,,,,
54.22,-117.40,3769,68.48,5.93,,,,,,
54.22,-117.38,3750,68.08,5.92,,,,,,
54.22,-117.36,3716,67.24,5.90,,,,,,
54.22,-117.34,3686,66.51,5.86,,,,,,
54.22,-117.32,3641,65.51,5.81,,,,,,
54.22,-117.30,3618,65.31,5.75,,,,,,
54.22,-117.28,3595,65.02,5.68,,,,,,
54.22,-117.26,3575,64.64,5.59,,,,,,
54.22,-117.24,3555,64.23,5.49,,,,,,
54.22,-117.22,3550,64.23,5.38,,,,,,
54.22,-117.20,3548,64.26,5.26,,,,,,
54.22,-117.18,3538,64.03,5.13,,,,,,
54.22,-117.16,3533,63.92,5.00,,,,,,
54.22,-117.14,3514,63.41,4.85,,,,,,
54.22,-117.12,3513,63.45,4.69,,,,,,
54.22,-117.10,3492,62.92,4.51,,,,,,
54.22,-117.08,3459,62.05,4.31,,,,,,
54.22,-117.06,3417,60.95,4.07,,,,,,
54.22,-117.04,3384,60.14,3.78,,,,,,
54.22,-117.02,3357,59.55,3.47,,,,,,
54.22,-117.00,3330,59.11,3.12,,,,,,
54.22,-116.98,3310,58.98,2.74,,,,,,
54.22,-116.96,3293,59.11,2.32,,,,,,
54.22,-116.94,3265,58.86,1.91,,,,,,
54.22,-116.92,3258,58.48,1.92,,,,,,
54.22,-116.90,3264,57.60,2.16,,,,,,
54.22,-116.88,3307,57.59,2.20,,,,,,
54.22,-116.86,3354,57.80,2.23,,,,,,
54.22,-116.84,3364,56.99,2.24,,,,,,
54.22,-116.82,3331,55.14,2.37,,,,,,
54.22,-116.80,3324,54.51,2.78,,,,,,
54.22,-116.78,3279,52.92,3.21,,,,,,
54.22,-116.76,3234,51.38,3.52,,,,,,
54.22,-116.74,3205,50.41,3.72,,,,,,
54.22,-116.72,3169,49.25,3.80,,,,,,
54.22,-116.70,3129,48.07,3.78,,,,,,
54.22,-116.68,3104,47.35,3.64,,,,,,
54.22,-116.66,3093,47.20,3.38,,,,,,
54.22,-116.64,3095,47.55,2.94,,,,,,
54.22,-116.62,3085,47.65,2.24,,,,,,
54.22,-116.60,3100,48.39,0.80,,,,,,
54.22,-116.58,3072,40.68,1.46,,,,,,
54.22,-116.56,3057,35.51,1.23,,,,,,
54.22,-116.54,3043,36.73,2.26,,,,,,
54.22,-116.52,3031,37.58,2.80,,,,,,
54.22,-116.50,3009,37.61,3.28,,,,,,
54.22,-116.48,2979,37.13,3.74,,,,,,
54.22,-116.46,2944,36.38,4.16,,,,,,
54.22,-116.44,2908,35.57,4.53,,,,,,
54.22,-116.42,2862,34.46,4.87,,,,,,
54.22,-116.40,2856,34.57,5.17,,,,,,
54.22,-116.38,2851,34.66,5.43,,,,,,
54.22,-116.36,2827,34.25,5.68,,,,,,
54.22,-116.34,2781,33.22,5.90,,,,,,
54.22,-116.32,2733,32.18,6.10,,,,,,
54.22,-116.30,2723,32.25,6.29,,,,,,
54.22,-116.28,2713,32.34,6.47,,,,,,
54.22,-116.26,2703,32.48,6.63,,,,,,
54.22,-116.24,2715,33.22,6.78,,,,,,
54.22,-116.22,2686,32.80,6.92,,,,,,
54.22,-116.20,2675,32.97,7.05,,,,,,
54.22,-116.18,2661,33.09,7.17,,,,,,
54.22,-116.16,2654,33.44,7.28,,,,,,
54.22,-116.14,2640,33.57,7.38,,,,,,
54.22,-116.12,2651,34.40,7.48,,,,,,
54.22,-116.10,2657,35.05,7.57,,,,,,
54.22,-116.08,2647,35.16,7.65,,,,,,
54.22,-116.06,2655,35.73,7.73,,,,,,
54.22,-116.04,2661,36.19,7.79,,,,,,
54.22,-116.02,2654,36.30,7.85,,,,,,
54.22,-116.00,2636,36.10,7.90,,,,,,
54.22,-115.98,2632,36.30,7.94,,,,,,
54.22,-115.96,2654,37.26,7.98,,,,,,
54.22,-115.94,2654,37.57,8.01,,,,,,
54.22,-115.92,2630,37.19,8.04,,,,,,
54.22,-115.90,2625,37.25,8.07,,,,,,
54.22,-115.88,2665,38.57,8.08,,,,,,
54.22,-115.86,2657,38.45,8.10,,,,,,
54.22,-115.84,2620,37.47,8.11,,,,,,
54.22,-115.82,2563,35.68,8.12,,,,,,
54.22,-115.80,2503,33.66,8.13,,,,,,
54.22,-115.78,2535,34.43,8.13,,,,,,
54.22,-115.76,2538,34.43,8.14,,,,,,
