##Temp./°C,Time/min,Mass/%
423.10800, 77.64667,80.28029
423.13400, 77.65333,80.27697
423.16599, 77.66000,80.27366
423.20099, 77.66667,80.26940
423.23599, 77.67333,80.26513
423.27499, 77.68000,80.26136
423.30600, 77.68667,80.25661
423.33801, 77.69333,80.25235
423.37701, 77.70000,80.24761
423.41501, 77.70667,80.24238
423.44601, 77.71333,80.23811
423.47501, 77.72000,80.23336
423.50601, 77.72667,80.22861
423.54700, 77.73333,80.22434
423.57901, 77.74000,80.22006
423.60999, 77.74667,80.21627
423.64301, 77.75333,80.21295
423.67099, 77.76000,80.20962
423.70599, 77.76667,80.20678
423.73599, 77.77333,80.20442
423.76999, 77.78000,80.20206
423.80301, 77.78667,80.19971
423.83499, 77.79333,80.19783
423.86499, 77.80000,80.19595
423.89899, 77.80667,80.19407
423.93301, 77.81333,80.19364
423.96701, 77.82000,80.19273
423.99899, 77.82667,80.19181
424.03400, 77.83333,80.19091
424.07001, 77.84000,80.19048
424.10501, 77.84667,80.18861
424.13901, 77.85333,80.18723
424.17599, 77.86000,80.18584
424.21201, 77.86667,80.18349
424.24399, 77.87333,80.18113
424.27499, 77.88000,80.17781
424.30399, 77.88667,80.17497
424.33899, 77.89333,80.17214
424.37601, 77.90000,80.16787
424.40799, 77.90667,80.16504
424.44101, 77.91333,80.16078
424.47800, 77.92000,80.15651
424.51300, 77.92667,80.15321
424.54800, 77.93333,80.14894
424.57999, 77.94000,80.14466
424.61401, 77.94667,80.14135
424.64499, 77.95333,80.13707
424.67899, 77.96000,80.13375
424.71100, 77.96667,80.13044
424.74301, 77.97333,80.12712
424.77802, 77.98000,80.12429
424.81400, 77.98667,80.12194
424.84601, 77.99333,80.11957
424.87701, 78.00000,80.11721
424.90701, 78.00667,80.11485
424.93900, 78.01333,80.11297
424.97501, 78.02000,80.11062
425.01099, 78.02667,80.10874
425.04099, 78.03333,80.10687
425.07501, 78.04000,80.10451
425.10199, 78.04667,80.10216
425.13901, 78.05333,80.09981
425.17499, 78.06000,80.09747
425.21201, 78.06667,80.09512
425.24701, 78.07333,80.09278
425.28400, 78.08000,80.08995
425.31601, 78.08667,80.08760
425.34900, 78.09333,80.08476
425.38000, 78.10000,80.08241
425.41501, 78.10667,80.08006
425.45300, 78.11333,80.07770
425.48401, 78.12000,80.07535
425.51501, 78.12667,80.07299
425.54901, 78.13333,80.07064
425.58401, 78.14000,80.06828
425.61899, 78.14667,80.06593
425.65302, 78.15333,80.06309
425.68301, 78.16000,80.05977
425.71399, 78.16667,80.05694
425.75000, 78.17333,80.05411
425.78500, 78.18000,80.05032
425.81900, 78.18667,80.04749
425.84799, 78.19333,80.04418
425.88599, 78.20000,80.04039
425.92200, 78.20667,80.03708
425.95599, 78.21333,80.03329
425.98801, 78.22000,80.02997
426.02200, 78.22667,80.02618
426.05499, 78.23333,80.02286
426.08600, 78.24000,80.01954
426.11801, 78.24667,80.01670
426.14700, 78.25333,80.01386
426.18399, 78.26000,80.01151
426.21701, 78.26667,80.00916
426.25400, 78.27333,80.00729
426.28799, 78.28000,80.00542
426.32300, 78.28667,80.00402
426.35400, 78.29333,80.00262
426.38501, 78.30000,80.00074
426.41800, 78.30667,79.99933
426.45300, 78.31333,79.99745
426.47900, 78.32000,79.99557
426.51401, 78.32667,79.99369
426.54901, 78.33333,79.99133
426.57901, 78.34000,79.98897
426.61200, 78.34667,79.98661
426.64600, 78.35333,79.98378
426.67401, 78.36000,79.98095
426.70999, 78.36667,79.97812
426.74799, 78.37333,79.97482
426.78500, 78.38000,79.97104
426.81799, 78.38667,79.96773
426.85001, 78.39333,79.96393
426.88199, 78.40000,79.95965
426.91101, 78.40667,79.95585
426.94101, 78.41333,79.95205
426.97601, 78.42000,79.94777
427.00900, 78.42667,79.94397
427.04199, 78.43333,79.94066
427.07101, 78.44000,79.93782
427.10400, 78.44667,79.93451
427.13901, 78.45333,79.93168
427.17300, 78.46000,79.92885
427.20599, 78.46667,79.92602
427.23901, 78.47333,79.92464
427.27399, 78.48000,79.92181
427.31100, 78.48667,79.91994
427.34698, 78.49333,79.91903
427.38000, 78.50000,79.91572
427.41101, 78.50667,79.91432
427.44199, 78.51333,79.91196
427.47601, 78.52000,79.90961
427.50900, 78.52667,79.90726
427.54300, 78.53333,79.90347
427.57901, 78.54000,79.90016
427.61499, 78.54667,79.89685
427.64301, 78.55333,79.89353
427.67499, 78.56000,79.88974
427.71100, 78.56667,79.88690
427.74799, 78.57333,79.88359
427.77802, 78.58000,79.87979
427.80701, 78.58667,79.87743
427.84000, 78.59333,79.87411
427.87299, 78.60000,79.87176
427.90100, 78.60667,79.86940
427.94101, 78.61333,79.86610
427.97699, 78.62000,79.86328
428.01099, 78.62667,79.86141
428.04300, 78.63333,79.85858
428.07599, 78.64000,79.85575
428.11099, 78.64667,79.85387
428.14801, 78.65333,79.85105
428.17899, 78.66000,79.84869
428.21201, 78.66667,79.84634
428.24500, 78.67333,79.84351
428.27802, 78.68000,79.84115
428.31299, 78.68667,79.83880
428.34799, 78.69333,79.83645
428.38400, 78.70000,79.83314
428.41299, 78.70667,79.83174
428.44501, 78.71333,79.82842
428.47900, 78.72000,79.82606
428.51199, 78.72667,79.82371
428.54599, 78.73333,79.82040
428.57800, 78.74000,79.81804
428.61099, 78.74667,79.81521
428.64700, 78.75333,79.81190
428.68201, 78.76000,79.80907
428.71701, 78.76667,79.80624
428.74799, 78.77333,79.80244
428.78101, 78.78000,79.79960
428.81299, 78.78667,79.79676
428.84399, 78.79333,79.79392
428.87601, 78.80000,79.79012
428.90500, 78.80667,79.78776
428.94000, 78.81333,79.78445
428.97601, 78.82000,79.78114
429.00900, 78.82667,79.77831
429.04001, 78.83333,79.77548
429.07501, 78.84000,79.77265
429.10901, 78.84667,79.77031
429.14401, 78.85333,79.76700
429.18100, 78.86000,79.76465
429.21399, 78.86667,79.76325
429.24600, 78.87333,79.76089
429.27701, 78.88000,79.75852
429.30701, 78.88667,79.75663
429.33701, 78.89333,79.75378
429.36600, 78.90000,79.75188
429.39600, 78.90667,79.74951
429.42599, 78.91333,79.74715
429.45801, 78.92000,79.74528
429.48999, 78.92667,79.74293
429.52701, 78.93333,79.74059
429.55899, 78.94000,79.73825
429.59601, 78.94667,79.73591
429.63599, 78.95333,79.73261
429.66800, 78.96000,79.72932
429.70300, 78.96667,79.72697
429.73801, 78.97333,79.72367
429.77399, 78.98000,79.71989
429.80600, 78.98667,79.71706
429.84201, 78.99333,79.71376
429.87701, 79.00000,79.71046
429.91101, 79.00667,79.70811
429.94800, 79.01333,79.70529
429.98599, 79.02000,79.70246
430.01999, 79.02667,79.70011
430.05200, 79.03333,79.69728
430.08401, 79.04000,79.69396
430.11801, 79.04667,79.69160
430.14899, 79.05333,79.68877
430.18799, 79.06000,79.68642
430.21799, 79.06667,79.68358
430.25500, 79.07333,79.68075
430.28799, 79.08000,79.67840
430.31900, 79.08667,79.67604
430.35300, 79.09333,79.67273
430.38901, 79.10000,79.66990
430.42401, 79.10667,79.66754
430.45599, 79.11333,79.66471
430.48999, 79.12000,79.66235
430.51901, 79.12667,79.65998
430.55200, 79.13333,79.65619
430.58600, 79.14000,79.65383
430.62000, 79.14667,79.65148
430.65302, 79.15333,79.64864
430.68799, 79.16000,79.64581
430.72101, 79.16667,79.64393
430.75299, 79.17333,79.64108
430.78101, 79.18000,79.63824
430.81100, 79.18667,79.63636
430.84601, 79.19333,79.63352
430.88101, 79.20000,79.63117
430.91299, 79.20667,79.62930
430.94699, 79.21333,79.62646
430.98001, 79.22000,79.62411
431.01300, 79.22667,79.62224
431.04901, 79.23333,79.61940
431.07999, 79.24000,79.61704
431.11200, 79.24667,79.61516
431.14301, 79.25333,79.61233
431.17700, 79.26000,79.60997
431.20901, 79.26667,79.60809
431.24100, 79.27333,79.60525
431.27499, 79.28000,79.60290
431.30399, 79.28667,79.60054
431.34000, 79.29333,79.59724
431.37299, 79.30000,79.59489
431.40701, 79.30667,79.59255
431.44501, 79.31333,79.58925
431.48001, 79.32000,79.58691
431.51700, 79.32667,79.58408
431.54999, 79.33333,79.58077
431.58200, 79.34000,79.57842
431.61700, 79.34667,79.57462
431.64899, 79.35333,79.57226
431.67700, 79.36000,79.57086
431.71201, 79.36667,79.56755
431.74600, 79.37333,79.56615
431.77802, 79.38000,79.56379
431.81299, 79.38667,79.56047
431.84299, 79.39333,79.55715
431.87500, 79.40000,79.55479
431.90601, 79.40667,79.55243
431.93799, 79.41333,79.55008
431.96899, 79.42000,79.54772
432.00699, 79.42667,79.54538
432.03799, 79.43333,79.54303
432.07599, 79.44000,79.54164
432.10800, 79.44667,79.53832
432.14001, 79.45333,79.53597
432.17499, 79.46000,79.53361
432.20300, 79.46667,79.53077
432.23499, 79.47333,79.52793
432.26801, 79.48000,79.52414
432.30099, 79.48667,79.52131
432.33801, 79.49333,79.51801
432.37100, 79.50000,79.51470
432.40601, 79.50667,79.51139
432.43701, 79.51333,79.50856
432.47198, 79.52000,79.50525
432.50500, 79.52667,79.50290
432.53799, 79.53333,79.50006
432.57101, 79.54000,79.49818
432.60599, 79.54667,79.49583
432.63501, 79.55333,79.49347
432.66501, 79.56000,79.49206
432.70001, 79.56667,79.49018
432.73401, 79.57333,79.48830
432.76401, 79.58000,79.48642
432.79501, 79.58667,79.48503
432.82199, 79.59333,79.48315
432.85999, 79.60000,79.48129
432.89999, 79.60667,79.47895
432.93301, 79.61333,79.47660
432.96701, 79.62000,79.47426
433.00299, 79.62667,79.47142
433.03299, 79.63333,79.46859
433.06699, 79.64000,79.46528
433.09698, 79.64667,79.46244
433.13199, 79.65333,79.45913
433.16599, 79.66000,79.45535
433.19699, 79.66667,79.45204
433.23499, 79.67333,79.44826
433.26999, 79.68000,79.44495
433.30399, 79.68667,79.44117
433.33600, 79.69333,79.43787
433.37100, 79.70000,79.43456
433.40799, 79.70667,79.43126
433.44501, 79.71333,79.42843
433.47601, 79.72000,79.42608
433.51199, 79.72667,79.42277
433.54501, 79.73333,79.42041
433.57599, 79.74000,79.41806
433.60800, 79.74667,79.41571
433.64600, 79.75333,79.41432
433.67899, 79.76000,79.41245
433.71399, 79.76667,79.41058
433.74701, 79.77333,79.40870
433.78500, 79.78000,79.40731
433.81601, 79.78667,79.40543
433.84698, 79.79333,79.40355
433.88199, 79.80000,79.40167
433.91400, 79.80667,79.40027
433.94501, 79.81333,79.39792
433.98099, 79.82000,79.39556
434.01300, 79.82667,79.39225
434.04700, 79.83333,79.38941
434.08200, 79.84000,79.38706
434.11099, 79.84667,79.38423
434.14499, 79.85333,79.38141
434.17899, 79.86000,79.37811
434.22299, 79.86667,79.37529
434.25500, 79.87333,79.37247
434.29199, 79.88000,79.36964
434.32800, 79.88667,79.36633
434.35999, 79.89333,79.36349
434.38599, 79.90000,79.36064
434.41800, 79.90667,79.35827
434.45599, 79.91333,79.35543
434.48700, 79.92000,79.35210
434.51401, 79.92667,79.34973
434.54501, 79.93333,79.34736
434.56900, 79.94000,79.34499
434.60699, 79.94667,79.34215
434.63800, 79.95333,79.33979
434.67099, 79.96000,79.33792
434.70401, 79.96667,79.33557
434.73801, 79.97333,79.33323
434.77701, 79.98000,79.33088
434.81000, 79.98667,79.32853
434.83899, 79.99333,79.32618
434.87299, 80.00000,79.32478
434.90601, 80.00667,79.32243
434.94101, 80.01333,79.31912
434.97000, 80.02000,79.31677
435.00500, 80.02667,79.31442
435.04199, 80.03333,79.31160
435.07901, 80.04000,79.30926
435.11099, 80.04667,79.30643
435.14401, 80.05333,79.30361
435.17999, 80.06000,79.30127
435.22000, 80.06667,79.29797
435.25299, 80.07333,79.29514
435.28601, 80.08000,79.29232
435.31900, 80.08667,79.28996
435.35599, 80.09333,79.28713
435.39099, 80.10000,79.28477
435.42200, 80.10667,79.28241
435.45001, 80.11333,79.27909
435.48401, 80.12000,79.27673
435.51599, 80.12667,79.27533
435.54800, 80.13333,79.27298
435.58600, 80.14000,79.27063
435.61801, 80.14667,79.26828
435.65201, 80.15333,79.26641
435.68701, 80.16000,79.26406
435.72400, 80.16667,79.26219
435.75601, 80.17333,79.25984
435.78601, 80.18000,79.25748
435.82199, 80.18667,79.25511
435.85501, 80.19333,79.25275
435.88699, 80.20000,79.25038
435.91000, 80.20667,79.24753
435.93799, 80.21333,79.24469
435.97800, 80.22000,79.24138
436.01300, 80.22667,79.23856
436.04800, 80.23333,79.23429
436.07999, 80.24000,79.23337
436.11099, 80.24667,79.23054
436.14401, 80.25333,79.22674
436.17401, 80.26000,79.22439
436.20901, 80.26667,79.22156
436.24600, 80.27333,79.21970
436.28000, 80.28000,79.21736
436.31201, 80.28667,79.21501
436.35199, 80.29333,79.21267
436.38501, 80.30000,79.21080
436.41901, 80.30667,79.20796
436.45001, 80.31333,79.20608
436.47900, 80.32000,79.20372
436.51401, 80.32667,79.20137
436.54901, 80.33333,79.19997
436.58200, 80.34000,79.19809
436.61301, 80.34667,79.19525
436.64401, 80.35333,79.19289
436.67599, 80.36000,79.19053
436.70599, 80.36667,79.18673
436.74100, 80.37333,79.18390
436.77399, 80.38000,79.18155
436.80801, 80.38667,79.17729
436.84299, 80.39333,79.17446
436.87601, 80.40000,79.17210
436.91000, 80.40667,79.16831
436.93900, 80.41333,79.16547
436.97198, 80.42000,79.16312
437.00601, 80.42667,79.16077
437.04001, 80.43333,79.15794
437.07501, 80.44000,79.15607
437.10699, 80.44667,79.15324
437.13901, 80.45333,79.15088
437.17200, 80.46000,79.14901
437.20599, 80.46667,79.14618
437.23999, 80.47333,79.14382
437.26999, 80.48000,79.14147
437.30701, 80.48667,79.13864
437.33801, 80.49333,79.13678
437.37399, 80.50000,79.13443
437.40601, 80.50667,79.13208
437.44501, 80.51333,79.13022
437.47800, 80.52000,79.12835
437.51199, 80.52667,79.12696
437.54599, 80.53333,79.12509
437.58099, 80.54000,79.12369
437.61401, 80.54667,79.12132
437.64301, 80.55333,79.11992
437.67401, 80.56000,79.11851
437.70099, 80.56667,79.11614
437.73199, 80.57333,79.11377
437.76801, 80.58000,79.11189
437.79901, 80.58667,79.10905
437.82999, 80.59333,79.10670
437.86099, 80.60000,79.10434
437.89499, 80.60667,79.10199
437.92801, 80.61333,79.09916
437.96301, 80.62000,79.09681
437.99799, 80.62667,79.09399
438.02802, 80.63333,79.09068
438.06100, 80.64000,79.08785
438.09698, 80.64667,79.08455
438.13300, 80.65333,79.08124
438.16599, 80.66000,79.07842
438.19901, 80.66667,79.07416
438.23199, 80.67333,79.07085
438.26999, 80.68000,79.06803
438.30301, 80.68667,79.06376
438.33499, 80.69333,79.06093
438.37000, 80.70000,79.05762
438.40399, 80.70667,79.05431
438.43701, 80.71333,79.05195
438.47000, 80.72000,79.04959
438.49899, 80.72667,79.04723
438.53601, 80.73333,79.04536
438.56201, 80.74000,79.04347
438.59900, 80.74667,79.04207
438.63101, 80.75333,79.04020
438.66199, 80.76000,79.03880
438.69299, 80.76667,79.03740
438.72699, 80.77333,79.03600
438.76001, 80.78000,79.03509
438.79199, 80.78667,79.03322
438.82599, 80.79333,79.03183
438.85999, 80.80000,79.03093
438.89499, 80.80667,79.02907
438.93500, 80.81333,79.02722
438.97299, 80.82000,79.02584
439.00800, 80.82667,79.02350
439.04401, 80.83333,79.02115
439.07800, 80.84000,79.01880
439.11099, 80.84667,79.01500
439.13699, 80.85333,79.01216
439.17001, 80.86000,79.00932
439.20401, 80.86667,79.00505
439.23801, 80.87333,79.00127
439.27701, 80.88000,78.99844
439.31100, 80.88667,78.99513
439.34000, 80.89333,78.99181
439.37399, 80.90000,78.98897
439.40701, 80.90667,78.98565
439.43701, 80.91333,78.98328
439.46701, 80.92000,78.98092
439.50101, 80.92667,78.97760
439.53000, 80.93333,78.97525
439.56699, 80.94000,78.97290
439.59601, 80.94667,78.97055
439.63400, 80.95333,78.96820
439.66901, 80.96000,78.96681
439.70300, 80.96667,78.96447
439.73599, 80.97333,78.96212
439.77301, 80.98000,78.96025
439.80701, 80.98667,78.95742
439.83701, 80.99333,78.95554
439.86801, 81.00000,78.95319
439.90399, 81.00667,78.95084
439.93701, 81.01333,78.94848
439.97000, 81.02000,78.94661
440.00601, 81.02667,78.94378
440.03799, 81.03333,78.94143
440.07101, 81.04000,78.93908
440.10501, 81.04667,78.93672
440.13800, 81.05333,78.93437
440.17001, 81.06000,78.93249
440.20599, 81.06667,78.92966
440.23700, 81.07333,78.92778
440.26801, 81.08000,78.92591
440.30200, 81.08667,78.92355
440.33899, 81.09333,78.92072
440.36899, 81.10000,78.92028
440.39999, 81.10667,78.91744
440.43201, 81.11333,78.91412
440.46899, 81.12000,78.91321
440.49701, 81.12667,78.90893
440.53000, 81.13333,78.90610
440.56400, 81.14000,78.90375
440.59698, 81.14667,78.90092
440.63101, 81.15333,78.89857
440.66400, 81.16000,78.89526
440.69901, 81.16667,78.89291
440.73001, 81.17333,78.89008
440.76300, 81.18000,78.88773
440.79999, 81.18667,78.88491
440.83301, 81.19333,78.88209
440.87000, 81.20000,78.87830
440.90399, 81.20667,78.87548
440.93701, 81.21333,78.87265
440.97198, 81.22000,78.86886
441.00400, 81.22667,78.86603
441.03601, 81.23333,78.86320
441.07101, 81.24000,78.85989
441.10901, 81.24667,78.85706
441.13800, 81.25333,78.85422
441.17200, 81.26000,78.85139
441.20499, 81.26667,78.84808
441.23901, 81.27333,78.84524
441.26901, 81.28000,78.84241
441.30600, 81.28667,78.83862
441.33499, 81.29333,78.83627
441.37100, 81.30000,78.83392
441.40601, 81.30667,78.83157
441.44101, 81.31333,78.83018
441.47601, 81.32000,78.82783
441.50900, 81.32667,78.82596
441.54199, 81.33333,78.82456
441.57199, 81.34000,78.82316
441.60501, 81.34667,78.82128
441.64099, 81.35333,78.81941
441.67300, 81.36000,78.81706
441.70401, 81.36667,78.81518
441.74100, 81.37333,78.81283
441.77301, 81.38000,78.81144
441.80399, 81.38667,78.80813
441.84100, 81.39333,78.80674
441.87701, 81.40000,78.80439
441.90900, 81.40667,78.80108
441.94101, 81.41333,78.79872
441.97400, 81.42000,78.79637
442.00699, 81.42667,78.79401
442.04199, 81.43333,78.79262
442.07501, 81.44000,78.79074
442.10400, 81.44667,78.78838
442.13901, 81.45333,78.78651
442.17300, 81.46000,78.78463
442.20700, 81.46667,78.78323
442.23599, 81.47333,78.78136
442.27100, 81.48000,78.77948
442.30399, 81.48667,78.77855
442.33301, 81.49333,78.77715
442.36499, 81.50000,78.77624
442.39499, 81.50667,78.77532
442.43301, 81.51333,78.77441
442.46799, 81.52000,78.77397
442.50101, 81.52667,78.77306
442.53299, 81.53333,78.77262
442.56299, 81.54000,78.77075
442.59601, 81.54667,78.76935
442.63000, 81.55333,78.76796
442.66599, 81.56000,78.76561
442.69800, 81.56667,78.76326
442.73001, 81.57333,78.76139
442.76501, 81.58000,78.75856
442.79700, 81.58667,78.75621
442.83200, 81.59333,78.75387
442.86600, 81.60000,78.75056
442.90100, 81.60667,78.74726
442.93600, 81.61333,78.74443
442.97000, 81.62000,78.74161
443.00101, 81.62667,78.73878
443.03699, 81.63333,78.73643
443.07199, 81.64000,78.73312
443.10501, 81.64667,78.73029
443.13901, 81.65333,78.72794
443.17300, 81.66000,78.72558
443.20200, 81.66667,78.72274
443.23700, 81.67333,78.72039
443.26999, 81.68000,78.71803
443.30099, 81.68667,78.71519
443.33401, 81.69333,78.71284
443.36700, 81.70000,78.70953
443.40100, 81.70667,78.70670
443.43500, 81.71333,78.70387
443.47101, 81.72000,78.70104
443.50201, 81.72667,78.69772
443.53500, 81.73333,78.69537
443.56601, 81.74000,78.69253
443.59601, 81.74667,78.69018
443.63101, 81.75333,78.68783
443.66699, 81.76000,78.68596
443.70200, 81.76667,78.68362
443.73401, 81.77333,78.68224
443.77200, 81.78000,78.68037
443.80600, 81.78667,78.67851
443.84000, 81.79333,78.67664
443.87299, 81.80000,78.67525
443.91199, 81.80667,78.67339
443.94501, 81.81333,78.67104
443.97800, 81.82000,78.66868
444.01099, 81.82667,78.66633
444.04501, 81.83333,78.66398
444.07800, 81.84000,78.66114
444.10901, 81.84667,78.65783
444.14200, 81.85333,78.65548
444.17999, 81.86000,78.65266
444.21500, 81.86667,78.65031
444.25201, 81.87333,78.64747
444.28500, 81.88000,78.64511
444.31000, 81.88667,78.64226
444.33899, 81.89333,78.63989
444.37100, 81.90000,78.63753
444.40799, 81.90667,78.63422
444.43900, 81.91333,78.63186
444.47299, 81.92000,78.62903
444.50500, 81.92667,78.62667
444.53500, 81.93333,78.62480
444.57001, 81.94000,78.62245
444.60400, 81.94667,78.62105
444.63699, 81.95333,78.61918
444.66901, 81.96000,78.61731
444.70401, 81.96667,78.61640
444.73801, 81.97333,78.61501
444.77200, 81.98000,78.61410
444.80499, 81.98667,78.61271
444.84100, 81.99333,78.61228
444.87399, 82.00000,78.61089
444.90799, 82.00667,78.61045
444.94199, 82.01333,78.60858
444.97400, 82.02000,78.60814
445.00500, 82.02667,78.60626
445.03400, 82.03333,78.60486
445.06799, 82.04000,78.60251
445.10501, 82.04667,78.60017
445.14099, 82.05333,78.59687
445.17599, 82.06000,78.59356
445.21201, 82.06667,78.58978
445.24200, 82.07333,78.58647
445.27600, 82.08000,78.58173
445.31100, 82.08667,78.57794
445.34900, 82.09333,78.57319
445.37299, 82.10000,78.56844
445.40900, 82.10667,78.56514
445.44601, 82.11333,78.56088
445.48199, 82.12000,78.55662
445.51501, 82.12667,78.55331
445.55399, 82.13333,78.54952
445.58600, 82.14000,78.54573
445.61600, 82.14667,78.54241
445.64600, 82.15333,78.53908
445.67899, 82.16000,78.53529
445.70801, 82.16667,78.53246
445.74399, 82.17333,78.52963
445.78299, 82.18000,78.52681
445.81900, 82.18667,78.52447
445.85400, 82.19333,78.52259
445.88300, 82.20000,78.52071
445.91699, 82.20667,78.51883
445.94501, 82.21333,78.51791
445.98099, 82.22000,78.51652
446.01300, 82.22667,78.51512
446.04800, 82.23333,78.51373
446.08301, 82.24000,78.51281
446.11401, 82.24667,78.51094
446.14600, 82.25333,78.50954
446.17700, 82.26000,78.50815
446.21399, 82.26667,78.50628
446.25201, 82.27333,78.50440
446.27899, 82.28000,78.50252
446.31400, 82.28667,78.50017
446.34399, 82.29333,78.49781
446.37601, 82.30000,78.49545
446.41199, 82.30667,78.49309
446.44299, 82.31333,78.49074
446.47198, 82.32000,78.48742
446.50299, 82.32667,78.48363
446.54001, 82.33333,78.48032
446.57599, 82.34000,78.47605
446.60599, 82.34667,78.47274
446.63800, 82.35333,78.46942
446.67099, 82.36000,78.46658
446.70200, 82.36667,78.46423
446.73300, 82.37333,78.46235
446.76700, 82.38000,78.46191
446.79901, 82.38667,78.46147
446.83301, 82.39333,78.46152
446.86200, 82.40000,78.46108
446.89801, 82.40667,78.46113
446.92899, 82.41333,78.46021
446.96500, 82.42000,78.45978
446.99600, 82.42667,78.45935
447.03000, 82.43333,78.45797
447.06601, 82.44000,78.45754
447.10300, 82.44667,78.45712
447.13699, 82.45333,78.45669
447.17001, 82.46000,78.45578
447.20200, 82.46667,78.45583
447.23801, 82.47333,78.45587
447.27301, 82.48000,78.45544
447.30499, 82.48667,78.45548
447.33401, 82.49333,78.45505
447.36801, 82.50000,78.45462
447.40701, 82.50667,78.45371
447.44000, 82.51333,78.45328
447.47501, 82.52000,78.45237
447.50699, 82.52667,78.45002
447.53900, 82.53333,78.44814
447.57401, 82.54000,78.44579
447.60800, 82.54667,78.44297
447.64200, 82.55333,78.43918
447.67499, 82.56000,78.43636
447.71201, 82.56667,78.43210
447.74701, 82.57333,78.42879
447.78400, 82.58000,78.42501
447.81500, 82.58667,78.42074
447.84799, 82.59333,78.41743
447.88101, 82.60000,78.41459
447.91501, 82.60667,78.41080
447.94699, 82.61333,78.40797
447.98199, 82.62000,78.40514
448.01599, 82.62667,78.40135
448.04700, 82.63333,78.39900
448.08200, 82.64000,78.39665
448.11700, 82.64667,78.39382
448.15302, 82.65333,78.39147
448.18799, 82.66000,78.38959
448.21899, 82.66667,78.38723
448.24899, 82.67333,78.38487
448.27600, 82.68000,78.38394
448.31201, 82.68667,78.38158
448.34399, 82.69333,78.37922
448.37601, 82.70000,78.37734
448.40701, 82.70667,78.37498
448.44101, 82.71333,78.37263
448.47400, 82.72000,78.37028
448.50800, 82.72667,78.36649
448.54199, 82.73333,78.36365
448.57101, 82.74000,78.36081
448.60599, 82.74667,78.35702
448.63800, 82.75333,78.35417
448.66800, 82.76000,78.35132
448.69400, 82.76667,78.34704
448.72198, 82.77333,78.34371
448.75800, 82.78000,78.34040
448.78900, 82.78667,78.33708
448.82001, 82.79333,78.33425
448.85101, 82.80000,78.33191
448.88699, 82.80667,78.32813
448.92300, 82.81333,78.32579
448.95801, 82.82000,78.32393
448.98999, 82.82667,78.32158
449.02802, 82.83333,78.32020
449.06000, 82.84000,78.31833
449.09100, 82.84667,78.31693
449.12701, 82.85333,78.31602
449.15601, 82.86000,78.31559
449.19000, 82.86667,78.31372
449.22501, 82.87333,78.31329
449.25601, 82.88000,78.31190
449.29401, 82.88667,78.31147
449.32700, 82.89333,78.31008
449.36099, 82.90000,78.30870
449.39499, 82.90667,78.30731
449.42700, 82.91333,78.30544
449.46701, 82.92000,78.30405
449.49701, 82.92667,78.30170
449.52701, 82.93333,78.29983
449.56699, 82.94000,78.29700
449.59900, 82.94667,78.29369
449.63101, 82.95333,78.29134
449.66101, 82.96000,78.28851
449.69601, 82.96667,78.28568
449.73401, 82.97333,78.28286
449.76700, 82.98000,78.28051
449.79999, 82.98667,78.27720
449.83099, 82.99333,78.27485
449.86700, 83.00000,78.27202
449.90100, 83.00667,78.26968
449.93600, 83.01333,78.26781
449.97198, 83.02000,78.26546
450.00299, 83.02667,78.26406
450.03799, 83.03333,78.26219
450.07199, 83.04000,78.25983
450.10199, 83.04667,78.25795
450.13300, 83.05333,78.25607
450.16400, 83.06000,78.25467
450.20001, 83.06667,78.25232
450.23401, 83.07333,78.25045
450.26599, 83.08000,78.24810
450.30099, 83.08667,78.24576
450.33701, 83.09333,78.24341
450.37000, 83.10000,78.24106
450.40399, 83.10667,78.23823
450.43600, 83.11333,78.23588
450.46899, 83.12000,78.23257
450.50400, 83.12667,78.22925
450.53601, 83.13333,78.22642
450.57001, 83.14000,78.22311
450.60199, 83.14667,78.21979
450.63300, 83.15333,78.21696
450.66599, 83.16000,78.21318
450.70099, 83.16667,78.21035
450.73801, 83.17333,78.20801
450.77399, 83.18000,78.20566
450.80701, 83.18667,78.20331
450.83801, 83.19333,78.20144
450.87299, 83.20000,78.19956
450.90399, 83.20667,78.19865
450.93799, 83.21333,78.19725
450.97299, 83.22000,78.19682
451.00299, 83.22667,78.19495
451.04001, 83.23333,78.19404
451.07501, 83.24000,78.19361
451.10901, 83.24667,78.19174
451.14600, 83.25333,78.19035
451.17401, 83.26000,78.18895
451.20901, 83.26667,78.18707
451.23999, 83.27333,78.18472
451.27200, 83.28000,78.18284
451.30701, 83.28667,78.18049
451.34100, 83.29333,78.17861
451.37100, 83.30000,78.17722
451.40399, 83.30667,78.17487
451.44101, 83.31333,78.17253
451.47601, 83.32000,78.17019
451.51199, 83.32667,78.16689
451.54700, 83.33333,78.16406
451.57999, 83.34000,78.16123
451.61401, 83.34667,78.15696
451.64700, 83.35333,78.15364
451.67801, 83.36000,78.15032
451.71201, 83.36667,78.14700
451.73901, 83.37333,78.14463
451.77301, 83.38000,78.14276
451.80301, 83.38667,78.14040
451.83401, 83.39333,78.13949
451.87399, 83.40000,78.13858
451.90701, 83.40667,78.13767
451.94101, 83.41333,78.13724
451.97299, 83.42000,78.13729
452.00699, 83.42667,78.13733
452.04199, 83.43333,78.13738
452.07599, 83.44000,78.13742
452.10800, 83.44667,78.13651
452.14001, 83.45333,78.13655
452.17499, 83.46000,78.13611
