config.b190k1680mu0700j02s16t08,
  10  12  14   3, 0.036382899227519700791
  10  12  15   3, 0.023563402508971143662
  10  13   0   3, 0.021261923928612584678
  10  13   1   3, 0.026389849857705038882
  10  13   2   3, 0.031288856478667616268
  10  13   3   3, 0.029033374063487157185
  10  13   4   3, 0.017012444295041020959
  10  13   5   3,0.0029631224005014699871
  10  13   6   3,-0.0048971294231833504065
  10  13   7   3,-0.0054394044108690897329
  10  13   8   3,0.0013670243699286021774
  10  13   9   3, 0.020473384780945187711
  10  13  10   3, 0.053267076247351496932
  10  13  11   3, 0.081697662403035109513
  10  13  12   3, 0.079800064745254056797
  10  13  13   3, 0.052949211688212247107
  10  13  14   3, 0.028831203992647384121
  10  13  15   3,  0.01985195319491599858
  10  14   0   3, 0.010282586819916537252
  10  14   1   3, 0.014750524159778592367
  10  14   2   3, 0.018129959569972719374
  10  14   3   3, 0.016036958961825859005
  10  14   4   3,0.0071290046532563365947
  10  14   5   3,-0.0019238678648364885594
  10  14   6   3,-0.0044386161012603198364
  10  14   7   3,-0.0011893002976518752753
  10  14   8   3, 0.004777237609121799157
  10  14   9   3,  0.01469515048708954115
  10  14  10   3, 0.030048179884380944726
  10  14  11   3, 0.042802889419405035221
  10  14  12   3, 0.039750791724827864992
  10  14  13   3, 0.023825870622748608618
  10  14  14   3, 0.010739661552627913221
  10  14  15   3, 0.007806478605819277064
  10  15   0   3,-0.0089641547450645259199
  10  15   1   3,-0.0070049880036966586175
  10  15   2   3,-0.0060406233419869094503
  10  15   3   3,-0.0067906269329291195011
  10  15   4   3,-0.010283741387912350568
  10  15   5   3,-0.013035039914050796858
  10  15   6   3, -0.01017500271503257378
  10  15   7   3,-0.002957750276308291227
  10  15   8   3,0.0041106265576746122553
  10  15   9   3,0.0099719170978485975609
  10  15  10   3, 0.015320617890670819999
  10  15  11   3, 0.016607509743575280675
  10  15  12   3, 0.008253139055589232484
  10  15  13   3,-0.0043887426685143985164
  10  15  14   3,-0.010996361816009417658
  10  15  15   3,-0.0097333945723424089569
  11   0   0   3, -0.02099585376774863732
  11   0   1   3,-0.024925798327031546686
  11   0   2   3,-0.029591324897580990883
  11   0   3   3,-0.030085827200938199122
  11   0   4   3,-0.027812765420480559803
  11   0   5   3,-0.022844580646044387873
  11   0   6   3,-0.014340836321831387096
  11   0   7   3,-0.0050553214178186405697
  11   0   8   3,0.0016894054918036977529
  11   0   9   3,0.0045209488752278184989
  11   0  10   3,0.0024460819602291766772
  11   0  11   3,-0.0068527732658807023747
  11   0  12   3,-0.021751999155817935971
  11   0  13   3,-0.030477711447025178371
  11   0  14   3,-0.027778667586827732183
  11   0  15   3,-0.020950613392365789039
  11   1   0   3,-0.049971237492508736866
  11   1   1   3,-0.077616966004417142777
  11   1   2   3,-0.094382215953278600362
  11   1   3   3,-0.083229313724981823785
  11   1   4   3,-0.058517341217256386987
  11   1   5   3,-0.036312948265646335932
  11   1   6   3,-0.020286140810331226847
  11   1   7   3,-0.0095237815004737443048
  11   1   8   3,-0.0028077016276828008212
  11   1   9   3,-0.00014851926303238597096
  11   1  10   3,-0.0036597339888149471067
  11   1  11   3,-0.011514629396322070831
  11   1  12   3,-0.012410690722387603124
  11   1  13   3, -0.01990607810645220882
  11   1  14   3,-0.026271153148458830512
  11   1  15   3,-0.028616496445733233256
  11   2   0   3,-0.094038353943745850438
  11   2   1   3, -0.17697109794707530095
  11   2   2   3, -0.21657783479771053337
  11   2   3   3, -0.17209845815863444862
  11   2   4   3, -0.10122286861780270539
  11   2   5   3,-0.050521212212974286881
  11   2   6   3,-0.023504189615255830642
  11   2   7   3,-0.010411734823939760783
  11   2   8   3,-0.0039081556751045945855
  11   2   9   3,-0.0019715294943476718154
  11   2  10   3,-0.0015200007808763879406
  11   2  11   3, 0.025585313981231361941
  11   2  12   3, 0.062202693892632887618
  11   2  13   3, 0.030764685913707959936
  11   2  14   3,-0.0057456989158796659828
  11   2  15   3,-0.032487118329470786315
  11   3   0   3, -0.12430827223559469397
  11   3   1   3, -0.26205068742279935545
  11   3   2   3, -0.32038968588279176375
  11   3   3   3, -0.23930184366739878921
  11   3   4   3, -0.12811267766512246524
  11   3   5   3,-0.056243940376345703813
  11   3   6   3, -0.02173305274611296925
  11   3   7   3,-0.0066681041628898025594
  11   3   8   3,1.1357403596095163104e-05
  11   3   9   3,0.00083974747501093863211
  11   3  10   3, 0.003464396360917848354
  11   3  11   3, 0.042062539271608953562
  11   3  12   3, 0.077989017818482941902
  11   3  13   3, 0.047766615999236830548
  11   3  14   3,0.0085005003092144901938
  11   3  15   3, -0.03315073471549781492
  11   4   0   3,-0.098237038755397049217
  11   4   1   3, -0.20879070619563863676
  11   4   2   3, -0.25462081590417406929
  11   4   3   3, -0.19224361071042264659
  11   4   4   3, -0.10435216624779045103
  11   4   5   3,-0.044742085798067515734
  11   4   6   3,-0.014073154340315967292
  11   4   7   3,0.0015338998809727305561
  11   4   8   3, 0.010055213005181959374
  11   4   9   3, 0.010141989698632867395
  11   4  10   3,0.0033897867323045235456
  11   4  11   3, 0.010948090392687154226
  11   4  12   3, 0.027453540581733531373
  11   4  13   3, 0.022459391099407401138
  11   4  14   3,0.0050745803510936875191
  11   4  15   3,-0.026760408346185295125
  11   5   0   3,-0.048659824857686495569
  11   5   1   3,-0.095512785782670459045
  11   5   2   3, -0.11719442339558464039
  11   5   3   3,-0.095573074110434239059
  11   5   4   3, -0.05724975842963871131
  11   5   5   3,-0.025521254764802180082
  11   5   6   3,-0.0040508751495786296526
  11   5   7   3, 0.013263969955557182445
  11   5   8   3, 0.027811972608283015013
  11   5   9   3, 0.029169473911152619949
  11   5  10   3, 0.014363337103439904538
  11   5  11   3,0.0030676796328452417273
  11   5  12   3,0.0030400373883609672909
  11   5  13   3,0.0029809955901735555976
  11   5  14   3,-0.0021436788634351120267
  11   5  15   3,-0.017037290421231188892
  11   6   0   3,-0.017992505019270021993
  11   6   1   3,-0.030887674723608281313
  11   6   2   3,-0.038515059261333445262
  11   6   3   3,-0.035193257634315203153
  11   6   4   3,-0.024545388832196351342
  11   6   5   3,-0.011724538026173778049
  11   6   6   3,0.0033837008151621863518
  11   6   7   3, 0.025772733893201487526
  11   6   8   3, 0.053126800900049439558
  11   6   9   3, 0.059220013425634161763
  11   6  10   3, 0.032690025764425999222
  11   6  11   3,0.0083130254358190942832
  11   6  12   3,-0.0011692646020813645194
  11   6  13   3,-0.0032801869257610390476
  11   6  14   3,-0.0046961106141243675466
  11   6  15   3,-0.0094781006661542079039
  11   7   0   3,-0.0049045105470244040186
  11   7   1   3,-0.0071564871470810725862
  11   7   2   3,-0.0091329132594147044433
  11   7   3   3,-0.0097217246005716385915
  11   7   4   3,-0.0087901869606397814438
  11   7   5   3,-0.005288478700632892951
  11   7   6   3,0.0051858241764162170406
  11   7   7   3, 0.029888445305574024013
  11   7   8   3, 0.067045611069629529322
  11   7   9   3, 0.078100491503392752146
  11   7  10   3, 0.043116898165011352528
  11   7  11   3, 0.012058000244939529738
  11   7  12   3,-0.00054721796937535886231
  11   7  13   3,-0.0033492589746761903743
  11   7  14   3,-0.0034043620839736363909
  11   7  15   3,-0.0043548142395529870763
  11   8   0   3,0.0011735987532504636114
  11   8   1   3,0.0016439771939071655231
  11   8   2   3, 0.001789039936836888528
  11   8   3   3,0.00094991643226375807596
  11   8   4   3,-0.0013689702511784059349
  11   8   5   3,-0.0029511564372114908877
  11   8   6   3,0.0022447070357376700672
  11   8   7   3, 0.020874775614377633765
  11   8   8   3, 0.049969061895142691254
  11   8   9   3, 0.058603411254041615219
  11   8  10   3, 0.033434478959679297949
  11   8  11   3,  0.01010752539216475121
  11   8  12   3,0.00034014600391457780124
  11   8  13   3,-0.0013663819313943920131
  11   8  14   3,-0.00057993932688594563088
  11   8  15   3,-0.00040711981583225022915
  11   9   0   3,0.0057540578884766888437
  11   9   1   3,0.0074507355396587092097
  11   9   2   3,0.0087120327097426550345
  11   9   3   3,0.0075934908010891685737
  11   9   4   3,0.0027562246809782605869
  11   9   5   3,-0.0031664530874597036046
  11   9   6   3,-0.0033942483444045299518
  11   9   7   3,0.0072380351462801879175
  11   9   8   3, 0.025043633277303457146
  11   9   9   3, 0.033584161176167234841
  11   9  10   3, 0.024823163034881183531
  11   9  11   3, 0.012415148350632898566
  11   9  12   3,0.0052079335098522243352
  11   9  13   3,0.0031074690889360181284
  11   9  14   3,0.0032788403811431117429
  11   9  15   3,0.0033794229765955223141
  11  10   0   3, 0.011257143423974566229
  11  10   1   3, 0.015018443510343449168
  11  10   2   3, 0.017833914489200325404
  11  10   3   3, 0.015553759833836819371
  11  10   4   3,0.0063327864101138013966
  11  10   5   3,-0.0052815240845440853887
  11  10   6   3,-0.010812841838004608533
  11  10   7   3,-0.0055416493796513165149
  11  10   8   3,0.0075544054254891787603
  11  10   9   3, 0.020620782630199008256
  11  10  10   3, 0.026481170663970585166
  11  10  11   3, 0.024103286669258813107
  11  10  12   3, 0.017494600369274845852
  11  10  13   3, 0.011589673758663397718
  11  10  14   3,0.0085443589689088994543
  11  10  15   3, 0.007713549060093447679
  11  11   0   3, 0.018687890516275992847
  11  11   1   3, 0.026738531183112031892
  11  11   2   3, 0.033161609771897221366
  11  11   3   3, 0.029268218818432958916
  11  11   4   3, 0.013066037575934812826
  11  11   5   3,-0.0054769841396468772407
  11  11   6   3,-0.015109653923437549317
  11  11   7   3,-0.012757807684275434407
  11  11   8   3,-0.0018021055219094766001
  11  11   9   3, 0.014777121239596936741
  11  11  10   3, 0.031849804754328220335
  11  11  11   3, 0.039642155391249947471
  11  11  12   3, 0.033808248326140336038
  11  11  13   3, 0.022211336786862496961
  11  11  14   3, 0.014338244202654767956
  11  11  15   3, 0.012562035842695950388
  11  12   0   3, 0.026488472189139300461
  11  12   1   3, 0.040737310340766087757
  11  12   2   3, 0.053204617872263174072
  11  12   3   3, 0.048020312859684277651
  11  12   4   3, 0.023460410446168002835
  11  12   5   3,-0.0009097375850969052595
  11  12   6   3,-0.011373912147366526879
  11  12   7   3,-0.0094990027317267879819
  11  12   8   3,-0.0013711484638697212651
  11  12   9   3, 0.012996884846324083945
  11  12  10   3, 0.032791814787755106664
  11  12  11   3, 0.046369474622187670243
  11  12  12   3, 0.042532437791816438133
  11  12  13   3,  0.02815284995753506575
  11  12  14   3, 0.017674186684687120952
  11  12  15   3, 0.016368036756760597633
  11  13   0   3, 0.028145149195873197384
  11  13   1   3, 0.045465020310515372182
  11  13   2   3,  0.06108685099711715083
  11  13   3   3, 0.055304256159393702652
  11  13   4   3, 0.027215721120034105929
  11  13   5   3,0.0028819797487589443943
  11  13   6   3,-0.0043429286468038182101
  11  13   7   3,-0.00064193017764169885142
  11  13   8   3,  0.00534667387579058212
  11  13   9   3, 0.014007806660039099148
  11  13  10   3, 0.027598234290701930543
  11  13  11   3, 0.038596927582872080087
  11  13  12   3, 0.036157225920125754537
  11  13  13   3, 0.023929267183543205533
  11  13  14   3, 0.015086731645279486888
  11  13  15   3, 0.015504396692852428358
  11  14   0   3, 0.017886519628765740891
  11  14   1   3, 0.030481992000831129724
  11  14   2   3, 0.040581239615889518058
  11  14   3   3, 0.035328539762143201797
  11  14   4   3, 0.015062727951441612709
  11  14   5   3,-0.00059111348154238310681
  11  14   6   3,-0.0020647825893108495005
  11  14   7   3,0.0041477437951938367355
  11  14   8   3,0.0098692971134024028851
  11  14   9   3, 0.014403508537588529878
  11  14  10   3, 0.020053782259332301324
  11  14  11   3, 0.024042394801352291733
  11  14  12   3, 0.020202374211691027928
  11  14  13   3,  0.01078248369592024053
  11  14  14   3,0.0052447148380732559053
  11  14  15   3,0.0072255991962544398668
  11  15   0   3,0.00082865932171020300137
  11  15   1   3,0.0060900325654730212699
  11  15   2   3,0.0085144280820858841974
  11  15   3   3,0.0047186853493191857969
  11  15   4   3,-0.0044602980773715732513
  11  15   5   3,-0.0098276955199474158587
  11  15   6   3,-0.0061507333597682276038
  11  15   7   3,0.0019572975940348276078
  11  15   8   3,0.0083079376850574877811
  11  15   9   3, 0.011447853719200571515
  11  15  10   3, 0.012433858421669299194
  11  15  11   3, 0.010162003143471577682
  11  15  12   3,0.0020558412733478427167
  11  15  13   3,-0.007322725425020759453
  11  15  14   3,-0.0096215822320178945315
  11  15  15   3,-0.0056588046033488881292
  12   0   0   3,-0.0031637335621231259947
  12   0   1   3,-0.0017982292711723976177
  12   0   2   3,-0.0041116089795986375532
  12   0   3   3,-0.010074394035898137298
  12   0   4   3,-0.016914333591844542271
  12   0   5   3,-0.016898223465122982206
  12   0   6   3,-0.0090784205373036271775
  12   0   7   3,-4.1113391877634249127e-05
  12   0   8   3,0.0061586699554742520973
  12   0   9   3,0.0084033295496262830349
  12   0  10   3,0.0051301696579808056531
  12   0  11   3,-0.0041316471571343155525
  12   0  12   3,-0.016317724851824012833
  12   0  13   3, -0.02182568350787243705
  12   0  14   3,-0.017230389334889881919
  12   0  15   3,-0.009818662774674006069
  12   1   0   3,-0.012492048110510772796
  12   1   1   3,-0.023452108209015918444
  12   1   2   3, -0.03475353457325729839
  12   1   3   3,-0.038707540219550605476
  12   1   4   3,-0.035333532075879338363
  12   1   5   3,-0.026169208932722957256
  12   1   6   3,-0.014674301232204789089
  12   1   7   3,-0.005389289150338844904
  12   1   8   3,0.00047683422194306351871
  12   1   9   3,0.0025573809470068389893
  12   1  10   3,-0.0016115029965972763916
  12   1  11   3,-0.012745559194539460984
  12   1  12   3,-0.021718665468436773591
  12   1  13   3,-0.020861614120457713795
  12   1  14   3,-0.014709846863837396092
  12   1  15   3,-0.0091343076007220323775
  12   2   0   3, -0.01973745157040931314
  12   2   1   3,-0.048498492088569419844
  12   2   2   3,-0.071356341702847048136
  12   2   3   3, -0.07127531493591152123
  12   2   4   3,-0.054430408321474887945
  12   2   5   3,-0.033725456229875341863
  12   2   6   3,-0.017199257096276836243
  12   2   7   3,-0.0070697740902410551034
  12   2   8   3,-0.0016842869445177221805
  12   2   9   3,-0.00035451032458193114903
  12   2  10   3,-0.0041480776475889269417
  12   2  11   3,-0.0073880546308107558628
  12   2  12   3,-0.0019182668806382412174
  12   2  13   3,0.00054418441443558531606
  12   2  14   3,-0.00060020834506848775095
  12   2  15   3,-0.0032758813398849218751
  12   3   0   3,-0.022996959079319593405
  12   3   1   3,-0.063606933105184212951
  12   3   2   3,-0.093453687595249065878
  12   3   3   3,-0.088789686767320574745
  12   3   4   3,-0.061734168769733366311
  12   3   5   3, -0.03365553908901210145
  12   3   6   3,-0.014769783466312025322
  12   3   7   3,-0.0047779865517297180275
  12   3   8   3,-0.000108184933417279118
  12   3   9   3,0.00034017483651972756434
  12   3  10   3,-0.002812926160318173982
  12   3  11   3,-1.3789733305574411459e-05
  12   3  12   3, 0.010626379299841396536
  12   3  13   3, 0.012669512009780456788
  12   3  14   3,0.0081811945696576137549
  12   3  15   3,1.046003099978813633e-05
  12   4   0   3,-0.018181549376641119309
  12   4   1   3,-0.050258802755362153025
  12   4   2   3,-0.074283081301534825691
  12   4   3   3,-0.070832197342431929554
  12   4   4   3,-0.048181915511468234592
  12   4   5   3,-0.024251107397057065224
  12   4   6   3,-0.0082802085800517295777
  12   4   7   3,0.00039128462199157238582
  12   4   8   3,0.0047829102097344620287
  12   4   9   3,0.0048703925920141871025
  12   4  10   3,0.00015394659173860477763
  12   4  11   3,-0.0018894058777580346933
  12   4  12   3,0.0029546510035820226781
  12   4  13   3,0.0061404385079019381879
  12   4  14   3,0.0049905978621283359972
  12   4  15   3,-0.0011642776007101214228
  12   5   0   3,-0.011001015725691561803
  12   5   1   3,-0.026144772342677702337
  12   5   2   3,-0.038902027535380155621
  12   5   3   3,-0.038983405356130311492
  12   5   4   3,-0.027524868476769950854
  12   5   5   3,-0.013207900053145243263
  12   5   6   3,-0.0020313718874417231036
  12   5   7   3,0.0058841064469916833091
  12   5   8   3, 0.011292876643651528212
  12   5   9   3, 0.011716358542393832606
  12   5  10   3,0.0056142367144141960833
  12   5  11   3,-0.00097224485764693733929
  12   5  12   3,-0.0026873660101225968315
  12   5  13   3,-0.0017611820958010409536
  12   5  14   3,-0.0013567495266439968341
  12   5  15   3,-0.0037150535398292744427
  12   6   0   3,-0.0060282595919678300111
  12   6   1   3,-0.010744434872471999784
  12   6   2   3,-0.015820719619806210277
  12   6   3   3,-0.017211356224101515694
  12   6   4   3,-0.013652045616405617326
  12   6   5   3,-0.0073036804589526917175
  12   6   6   3,6.3443832576837166926e-05
  12   6   7   3,0.0087217490385385482154
  12   6   8   3,  0.01722696198043164803
  12   6   9   3, 0.019182197207184684129
  12   6  10   3,  0.01150352976516929096
  12   6  11   3,0.0020365620717822038865
  12   6  12   3,-0.0031824723524943934749
  12   6  13   3,-0.0044751714499949545034
  12   6  14   3,-0.004204684690953143858
  12   6  15   3,-0.0045532845511520626813
  12   7   0   3,-0.0023367387960826022791
  12   7   1   3,-0.0031249202764722988288
  12   7   2   3,-0.0046822471220944088602
  12   7   3   3,-0.0060571075634255882453
  12   7   4   3,-0.0067463341978721506204
  12   7   5   3,-0.0062557983310772662111
  12   7   6   3,-0.0026931093546999369109
  12   7   7   3, 0.006230557925947921051
  12   7   8   3, 0.018178603941515856374
  12   7   9   3, 0.022586407820466992274
  12   7  10   3, 0.014523834019825390684
  12   7  11   3,0.0042055429123924736867
  12   7  12   3,-0.0017779096166223411213
  12   7  13   3,-0.0036239997536507626008
  12   7  14   3,-0.0033946620263287921246
  12   7  15   3,-0.0031294103580133880368
  12   8   0   3, 0.001252834037451480264
  12   8   1   3,0.0018249049148652736214
  12   8   2   3,0.0017490547351408092247
  12   8   3   3,0.00042828285135801608466
  12   8   4   3,-0.0028843804681218583076
  12   8   5   3,-0.0069158086115259035515
  12   8   6   3,-0.0072569916966403746894
  12   8   7   3,0.00043313875266081172666
  12   8   8   3, 0.013434527820714518842
  12   8   9   3, 0.019460747895375652555
  12   8  10   3, 0.013538273532623192053
  12   8  11   3,0.0050306418034633338179
  12   8  12   3,-7.4920055796417854566e-06
  12   8  13   3,-0.0014483214491071206599
  12   8  14   3,-0.000977832327524030126
  12   8  15   3,-0.00051373448222129572925
  12   9   0   3,0.0055377455228698534845
  12   9   1   3,0.0075011801034837281843
  12   9   2   3,0.0084926203847147264253
  12   9   3   3,0.0063992182750709572514
  12   9   4   3,-0.00015012573890888945491
  12   9   5   3,-0.0084672133851938814753
  12   9   6   3,-0.011709542002992623377
  12   9   7   3,-0.0049061070762277392276
  12   9   8   3,0.0077727345733600659156
  12   9   9   3, 0.014965854894878265896
  12   9  10   3, 0.012578794996433476441
  12   9  11   3,0.0069139489079930380178
  12   9  12   3,0.0028334356891510188367
  12   9  13   3,0.0013849475152624031449
  12   9  14   3,0.0018211613577334641225
  12   9  15   3,0.0025764598960517715379
  12  10   0   3, 0.012109489704528950127
  12  10   1   3, 0.017813888446863088144
  12  10   2   3, 0.021456390809808052744
  12  10   3   3, 0.017174265268922891958
  12  10   4   3,0.0038882631575255510725
  12  10   5   3,-0.010834916363011808105
  12  10   6   3,-0.016681640584616942713
  12  10   7   3,-0.009573531994471312298
  12  10   8   3,0.0035361716049175304089
  12  10   9   3, 0.012393778142256039673
  12  10  10   3, 0.013915875371682246905
  12  10  11   3, 0.011249449505873814967
  12  10  12   3,0.0074154546929270179906
  12  10  13   3,0.0048164683381906932963
  12  10  14   3,0.0046725669154071211575
  12  10  15   3,0.0063043257911631483958
  12  11   0   3,  0.02349872078145017612
  12  11   1   3, 0.039048883345288727675
  12  11   2   3, 0.051640509587200622565
  12  11   3   3, 0.044019102308385585354
  12  11   4   3, 0.016687857877596714434
  12  11   5   3,-0.0080917015358090496613
  12  11   6   3,-0.015290669711669752431
  12  11   7   3,-0.0058927771069700127932
  12  11   8   3,0.0074631447144089379381
  12  11   9   3, 0.015441015170517486191
  12  11  10   3, 0.018219761233245618248
  12  11  11   3, 0.017214184404667615819
  12  11  12   3, 0.012735644145593211923
  12  11  13   3,0.0081885915194411761087
  12  11  14   3,0.0074564351570352380844
  12  11  15   3, 0.011289139837726395316
  12  12   0   3, 0.039324385143523765684
  12  12   1   3, 0.072750496361308286675
  12  12   2   3,   0.1055196721729218523
  12  12   3   3,  0.09409892786271462084
  12  12   4   3, 0.041568573131345362692
  12  12   5   3, 0.002797689201587928113
  12  12   6   3,-0.0029829926838608579812
  12  12   7   3, 0.011374228231512011067
  12  12   8   3, 0.023546536071406019841
  12  12   9   3, 0.025281223355484182258
  12  12  10   3, 0.023821128044678563374
  12  12  11   3, 0.021632653495519640896
  12  12  12   3,  0.01624359355654275347
  12  12  13   3, 0.010432342032098581436
  12  12  14   3,0.0099325097786115510573
  12  12  15   3, 0.017097069448547250886
  12  13   0   3,  0.04786155565112236443
  12  13   1   3, 0.093502475370428814183
  12  13   2   3,  0.14245075635832660232
  12  13   3   3,  0.12815468772207244674
  12  13   4   3, 0.056018150353255094509
  12  13   5   3,0.0098857943072047822775
  12  13   6   3,0.0072416108623743532385
  12  13   7   3, 0.024078041654234758062
  12  13   8   3, 0.034078156263650252744
  12  13   9   3, 0.031071165365612267439
  12  13  10   3, 0.025228909544344795685
  12  13  11   3, 0.021029292976555598316
  12  13  12   3, 0.015637189041576259052
  12  13  13   3, 0.010136215354314120213
  12  13  14   3, 0.010290256766423139592
  12  13  15   3,  0.01925843351963065983
  12  14   0   3, 0.035538553344691165004
  12  14   1   3,  0.06851379141015506713
  12  14   2   3,   0.1010629835405615351
  12  14   3   3, 0.087719618278928240818
  12  14   4   3, 0.035217921685393754894
  12  14   5   3,0.0043744076062539449107
  12  14   6   3,0.0062570046000620035964
  12  14   7   3,  0.02014099927348100838
  12  14   8   3, 0.027970166912999819275
  12  14   9   3, 0.026510195879255377127
  12  14  10   3, 0.021089477924252982011
  12  14  11   3, 0.015903673126183414527
  12  14  12   3, 0.010261358494092678167
  12  14  13   3,0.0049806582379912766462
  12  14  14   3,0.0050853113642004184325
  12  14  15   3, 0.012408116454563192926
  12  15   0   3, 0.015512045698679708186
  12  15   1   3, 0.029300799043571169877
  12  15   2   3, 0.038360973631317650534
  12  15   3   3, 0.028377552309196647784
  12  15   4   3, 0.005315319604224225114
  12  15   5   3,-0.0059547044637727059024
  12  15   6   3,-0.00044311625487610233759
  12  15   7   3, 0.010085548058942964827
  12  15   8   3, 0.016718896764384819781
  12  15   9   3, 0.017864644332175778907
  12  15  10   3, 0.014375373815139208186
  12  15  11   3,0.0083063744015796723424
  12  15  12   3,0.00063650421798132263834
  12  15  13   3,-0.0054251501586884964823
  12  15  14   3,-0.004611917548381798404
  12  15  15   3,0.0015506688573800006016
  13   0   0   3,0.0076393563298912392501
  13   0   1   3, 0.014430050210144953343
  13   0   2   3, 0.015948862906914215015
  13   0   3   3,0.0060385352453036838724
  13   0   4   3,-0.0079897220755372980877
  13   0   5   3,-0.010261317077587771979
  13   0   6   3,-0.0012823226468147456633
  13   0   7   3,0.0077344923441215046589
  13   0   8   3, 0.014305967075618600953
  13   0   9   3, 0.018734815933986324193
  13   0  10   3, 0.014583651188212910094
  13   0  11   3,0.0032083189004557264093
  13   0  12   3,-0.0075601480029757334167
  13   0  13   3,-0.012050301821296998533
  13   0  14   3,-0.0086104818044438966029
  13   0  15   3,-0.0026332356942695635434
  13   1   0   3,0.00082574675205087982779
  13   1   1   3,-0.00089501932018023035512
  13   1   2   3,-0.0059173178605041011971
  13   1   3   3,-0.013324963445321092934
  13   1   4   3,-0.018992908766192504594
  13   1   5   3,-0.016525026012202924386
  13   1   6   3,-0.0078187093731939775326
  13   1   7   3,-5.7682644195916100982e-05
  13   1   8   3,0.0052264328318174842897
  13   1   9   3,0.0081115347182441187995
  13   1  10   3,0.0049595733946329462194
  13   1  11   3,-0.0045247030846371945334
  13   1  12   3,-0.013052379092328383892
  13   1  13   3,-0.013319783317163240086
  13   1  14   3,-0.0077250643029449315297
  13   1  15   3,-0.002317898565669750284
  13   2   0   3,0.00061772783948131127808
  13   2   1   3,-0.0072800312981091078873
  13   2   2   3,-0.016603622142589619104
  13   2   3   3,-0.023410680037889063099
  13   2   4   3,-0.024749099294691247197
  13   2   5   3,-0.018855992483601771714
  13   2   6   3,-0.0096801503639829707126
  13   2   7   3,-0.0026500505749151950265
  13   2   8   3,0.0014400432219258865307
  13   2   9   3,0.0029807303062094085352
  13   2  10   3,0.0002444789360498412752
  13   2  11   3,-0.0060576140780913096881
  13   2  12   3,-0.0081305624923012943805
  13   2  13   3,-0.004308181432482614294
  13   2  14   3,0.00029406669329276504798
  13   2  15   3,0.0029190818874316667997
  13   3   0   3,0.0014850303986948540716
  13   3   1   3,-0.0091295418899736517637
  13   3   2   3,-0.020360730800324196299
  13   3   3   3,-0.026110957136403725731
  13   3   4   3, -0.02391941651757525239
  13   3   5   3,-0.015816403946650764434
  13   3   6   3,-0.0073191652644703144442
  13   3   7   3,-0.0019285080737985770601
  13   3   8   3,0.00083335705843755943523
  13   3   9   3,0.0016208929915485347645
  13   3  10   3,-0.00042481118615528420338
  13   3  11   3,-0.0033462650002381738069
  13   3  12   3,-0.0017353581057661089746
  13   3  13   3,0.0024913418877062320882
  13   3  14   3,0.0052587003847652698252
  13   3  15   3,   0.0057090729520542444
  13   4   0   3,0.00098682275778706057823
  13   4   1   3,-0.0072590149389446115627
  13   4   2   3,-0.016361898973845878658
  13   4   3   3,-0.020303582517963332521
  13   4   4   3,-0.016791204920799100708
  13   4   5   3,-0.009247879742802569969
  13   4   6   3,-0.0029312147128769763284
  13   4   7   3,0.00046505278493158194991
  13   4   8   3,0.0022228427794686927629
  13   4   9   3,0.0027875679659076471779
  13   4  10   3,0.0011284869478602709003
  13   4  11   3,-0.001406129266876158428
  13   4  12   3,-0.0011351933572655219067
  13   4  13   3,0.0012841153851584187831
  13   4  14   3,0.0032496659208325617829
  13   4  15   3,0.0036591796747879219709
  13   5   0   3,-0.00087596102719587464608
  13   5   1   3,-0.0048929699562916852129
  13   5   2   3,-0.010065244862077176238
  13   5   3   3,-0.012321800113496842941
  13   5   4   3,-0.0096332782376428727211
  13   5   5   3,-0.0045226493414013812372
  13   5   6   3,-0.00059111568264129778563
  13   5   7   3,0.0017031512655472271899
  13   5   8   3,0.0035359202674191680948
  13   5   9   3,0.0044621683248233217495
  13   5  10   3,0.0030664854636944672422
  13   5  11   3,7.3821212375953313822e-05
  13   5  12   3,-0.001890611567457141113
  13   5  13   3,-0.001879673481712717132
  13   5  14   3,-0.00091602764303589962348
  13   5  15   3,-0.00020776413941570926781
  13   6   0   3,-0.0019930160279148442792
  13   6   1   3,-0.0031975846712126261215
  13   6   2   3,-0.0054530144752927374105
  13   6   3   3,-0.0068706231767676527802
  13   6   4   3,-0.0063244103531158741421
  13   6   5   3,-0.0050055276994334998997
  13   6   6   3,-0.0040239136754207701502
  13   6   7   3,-0.001737778418793834833
  13   6   8   3,0.0025501980953927909368
  13   6   9   3,0.0054969335813759342274
  13   6  10   3,0.0046450189434980408698
  13   6  11   3,0.0013793941237327769951
  13   6  12   3,-0.0016374501388053458364
  13   6  13   3,-0.0029951153172756567189
  13   6  14   3,-0.0028993159724785295267
  13   6  15   3,-0.0023413723983310777421
  13   7   0   3,-0.0011424501074710604123
  13   7   1   3,-0.0011992389610793266225
  13   7   2   3,-0.0020507413385587591748
  13   7   3   3,-0.0034061820905581102759
  13   7   4   3,-0.0055876085276513574873
  13   7   5   3,-0.0095521886084164054492
  13   7   6   3,-0.013952036819783155547
  13   7   7   3,-0.011960828704346927742
  13   7   8   3,-0.0021244967009029936539
  13   7   9   3,0.0053913871383953716407
  13   7  10   3,0.0058519329644736084103
  13   7  11   3,0.0026502694990613510743
  13   7  12   3,-0.0004777224564965101665
  13   7  13   3,-0.0020790524604637891301
  13   7  14   3,-0.0022556979731229360488
