FTES = Full Time Equiv. Student (525 contact hrs.),CREDIT FTES (1),,,,,,,,,,,,,,,,,
Click Back to Subject Totals,MSJC MVC Total by Course,,,,,,,,,,,,,,,,,
Course,AY07-08,,,AY08-09,,,AY09-10,,,AY10-11,,,AY11-12,,,AY12-13,,
ENGL-260,,,,,,1.9000000000000006,,,,,1.4000000000000001,,,,,,,
ENGL-270,,,0.7,,,0.582,,,1.0747,,,0.7999999999999999,,,,,,
ENGL-280,,,,,,,,,2.700000000000001,,,,,,,,,
ENGL-280H,,,,,,,,,0.2,,,,,,,,,
ENGL-285,,,,,,1.0999999999999999,,,,,,,,,,,,
ENGL-285H,,,,,,0.097,,,,,,,,,,,,
ENGL-286,,,,,,,,2.3000000000000007,,,,,,,,,,
ENGL-286H,,,,,,,,0.2,,,,,,,,,,
ENGL-299,,0.1033,0.0013,,0.201,0.0666,,0.0333,0.20229999999999998,,,,,0.1334,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Engineering,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ENGR-107,,,,,,,,,,,,,,,,,,
ENGR-108,,,,,,,,,,,,,,,0.6,,1.4000000000000001,1.5000000000000002
ENGR-114,,,,,,,,,,,,,,,,,,
ENGR-149,,,,,,,,,,,,,,0.0667,,,0.0007,
ENGR-154,,,,,,,,,,,,,,,,,,
ENGR-155,,,,,,,,,,,,,,,,,,
ENGR-164,,,,,,,,,,,,,,,,,,
ENGR-165,,,,,,,,,,,,,,,,,,
ENGR-166,,,,,,,,,,,,,,,,,,
ENGR-167,,,,,,,,,,,,,,,,,,
ENGR-299,,,,,,,,,,,,,,,,,,
Environment Science,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ENVS-100,,3.700000000000002,1.6000000000000003,,3.700000000000002,3.1000000000000014,,3.900000000000002,4.999999999999998,,4.200000000000001,4.000000000000002,,3.700000000000002,4.6,,3.700000000000002,3.3000000000000016
ENVS-101,1.8522,14.899999999999963,15.89999999999996,1.5537999999999996,20.100000000000016,18.499999999999993,,19.300000000000004,16.599999999999966,,16.399999999999963,14.399999999999965,,14.299999999999965,16.29999999999996,,9.99999999999998,11.999999999999973
ENVS-101H,,0.4,0.30000000000000004,,0.5,0.4,,0.2,0.30000000000000004,,0.1,,,,0.30000000000000004,,0.4,0.2
ENVS-102,,1.1186999999999998,2.800000000000001,,2.400000000000001,2.9000000000000012,,2.5725000000000002,2.5725000000000002,,2.6754000000000002,3.1899,,2.8812,3.1899,,3.087,2.4678
ENVS-102H,,,0.1,,,0.2,,0.30870000000000003,0.2058,,,0.1,,,,,,
ENVS-110,,,,0.9810000000000001,,,5.759600000000003,,,,,,,,,,,
ENVS-299,,,,,,,,,,,,0.0023,,,,,,
Earth Science,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ES-101,,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
English as a Second Language,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ESL-050,,,,,,,,3.0162000000000013,2.879100000000001,,1.9994999999999998,2.3160999999999996,,0.9597,2.0722999999999994,,1.3408999999999998,1.7065999999999995
ESL-050A,,,,,,1.7328999999999999,,,,,,,,,,,,
ESL-051,,,,,,,,3.1533000000000015,5.724900000000003,,3.9990000000000028,4.391900000000002,,2.8835000000000006,3.473700000000002,,3.1615000000000006,1.7823
ESL-051A,,,,,,1.333,,,,,,,,,,,,
ESL-052A,,,,,,2.932600000000001,,,,,,,,,,,,
ESL-053A,,,,,,0.6665,,,,,,,,,,,,
ESL-055,,,,,,,,,,,,2.001,,,,,,
ESL-056,,,,,,1.0999999999999999,2.1021999999999994,1.7000000000000004,1.4000000000000001,,1.6000000000000003,,,2.1935999999999996,2.0107999999999993,,1.3709999999999998,
ESL-062W,,,,,,,,3.1992000000000016,3.1992000000000016,,6.265100000000006,5.198700000000004,,5.865200000000005,6.1318000000000055,,5.731900000000005,3.1992000000000016
ESL-063R,,,,,,,,2.932600000000001,2.666000000000001,,3.1992000000000016,2.666000000000001,,1.333,1.7328999999999999,,2.1328,1.7328999999999999
ESL-064R,,,,,,,,,,,,3.0659000000000014,,3.0659000000000014,1.7328999999999999,,2.932600000000001,2.2661000000000002
ESL-098W,,,,,,,,3.1992000000000016,3.332500000000002,,3.1992000000000016,3.465800000000002,,6.265100000000006,6.1318000000000055,,5.731900000000005,5.332000000000004
Fire Technology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
FIRE-101,1.9551,5.799999999999995,8.092299999999998,3.016200000000001,11.110899999999999,6.807599999999995,,6.995699999999997,10.00729999999999,,3.9102,10.726799999999995,,2.7783,16.175199999999997,,5.681199999999996,9.595699999999987
FIRE-102,,3.600000000000002,,,4.000000000000002,,,4.5,,,4.000000000000002,,,4.6,,,4.699999999999999,
FIRE-103,,,,,3.700000000000002,,,3.2000000000000015,,,3.700000000000002,,,2.9000000000000012,,,3.0000000000000013,
FIRE-106,,,,,,,,3.800000000000002,,,,,,,,,,
FIRE-107,,,,,,,,,,,,1.6660000000000008,,,,,,
FIRE-108,,,,,,,,,,,,,,,,,,
FIRE-109,,,,,,,,,,,,,,,,,,
FIRE-115,,,2.768300000000001,,,5.592000000000005,,,3.3000000000000016,,,3.2000000000000015,,,3.600000000000002,,,3.2000000000000015
FIRE-117,,,,,,,,,,,,,,,,,,0.6859999999999999
FIRE-121,,3.2000000000000015,,,2.9000000000000012,,,3.5000000000000018,,,3.0000000000000013,,,3.5000000000000018,,,,
FIRE-122,,,,,,,,,,,2.800000000000001,3.600000000000002,,,4.000000000000002,,,3.5000000000000018
FIRE-149,,,0.1333,,0.4,0.39990000000000003,,,,,,,,,,,,
FIRE-299,0.0019,,,0.0019,,,,0.0003,,,,,,,,,,
French,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
FREN-051,,,,,,,,,,,,,,,,,,
FREN-101,,10.668800000000001,6.8346999999999944,2.0799999999999996,14.336200000000012,4.1675,,17.836900000000004,6.667999999999995,,17.836900000000004,16.503300000000014,,15.836500000000017,11.335600000000003,,15.836500000000017,14.669600000000013
FREN-102,1.0284,2.8339000000000008,3.334000000000001,,2.0004000000000004,3.667400000000001,,1.1669,3.834100000000001,,2.6672000000000007,2.3338000000000005,,4.3342,6.334599999999996,,4.1675,6.001199999999996
FREN-201,,1.8661999999999999,0.5332,,1.5996,0.5332,,0.7998,1.7328999999999999,,1.9994999999999998,1.1997,,2.2661000000000002,1.1997,,1.9994999999999998,1.8661999999999999
FREN-202,,,0.39990000000000003,,0.39990000000000003,,,,,,0.5332,0.5332,,,0.5332,,0.6665,0.7998
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Geography,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
GEOG-080,,,0.15000000000000002,,,0.15000000000000002,,0.2,,,0.3,0.25,,,,,,
GEOG-101,1.1319000000000001,16.61419999999996,9.399999999999983,,9.299999999999983,8.699999999999985,,8.699999999999985,8.299999999999986,,8.599999999999985,8.899999999999984,,13.599999999999968,8.799999999999985,,4.300000000000001,2.600000000000001
GEOG-102,0.9261,2.7783,,0.45699999999999996,2.400000000000001,2.9000000000000012,,4.5,,,,,,,,,,
GEOG-104,,,,,,,,,,,,,,,,,1.3,
GEOG-105,,2.4978000000000002,1.2,,1.2348000000000001,2.0580000000000003,,5.142500000000003,3.770800000000002,,3.770800000000002,3.500700000000001,,2.913800000000001,3.334000000000001,,2.3996000000000004,2.3338000000000005
GEOG-107,,,,,,,,,3.600000000000002,,,4.300000000000001,,,,,,
GEOG-108,,,,,,,,,,,,,,4.4,2.1000000000000005,,,
GEOG-111,,,,,2.1000000000000005,3.4000000000000017,,5.1999999999999975,,,3.900000000000002,,,,4.300000000000001,,,
GEOG-115,,0.6797,1.3,,1.4787000000000001,2.5796000000000006,,3.667400000000001,4.1675,,2.6672000000000007,3.000600000000001,,5.4002,2.6672000000000007,,3.0852000000000013,1.3712
GEOG-115H,,,0.1,,,,,,,,,,,,,,,
GEOG-120,,1.2192,,,1.1998,2.4076000000000004,,1.2342,2.5710000000000006,,2.2282,0.857,,,2.913800000000001,,,2.0568
GEOG-125,,,0.6096,,0.6665,1.3815,,1.1998,2.2282,,1.1998,,,,1.5240000000000002,,,1.8854
GEOG-130,,,,,,1.3,,,3.334000000000001,,,2.3338000000000005,,,2.1671000000000005,,,
GEOG-298A,,,0.6398,,,,,,1.5000000000000002,,,,,2.6672000000000007,,,,
GEOG-298D,,,,,0.8999999999999999,,,0.9999999999999999,,,,,,,,,,
GEOG-298K,,,1.1319000000000001,,0.7,,,0.8999999999999999,,,1.3336000000000001,,,,,,1.7651,
GEOG-298Q,,,,,0.4,,,,,,,1.5000000000000002,,,1.9000000000000006,,,
GEOG-298Y,,,,,,0.7999999999999999,,,,,2.0000000000000004,,,,,,,
GEOG-299,0.0057,,0.004,,,,0.0171,,,,,,,,,,,
Geology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
GEOL-100,,8.200000000000003,,,11.59999999999999,,,13.199999999999985,,,12.199999999999989,,,13.199999999999985,,,13.199999999999985,
GEOL-103,,,,,,,,3.2000000000000015,,,3.1000000000000014,,,3.5000000000000018,,,3.600000000000002,3.1000000000000014
GEOL-105,,,2.4,,,5.000000000000002,,,6.200000000000003,,,4.8950999999999985,,,5.000000000000002,,,6.200000000000003
GEOL-107,,0.9946999999999999,0.9946999999999999,,1.5434999999999999,1.5434999999999999,,1.490600000000001,1.953200000000002,,1.0794000000000001,1.7476000000000016,,1.1822000000000004,,,1.0794000000000001,1.1021999999999998
GEOL-110,,,3.400000000000001,,,5.8000000000000025,,,7.0000000000000036,,,6.200000000000003,,,6.600000000000003,,,6.800000000000003
GEOL-111,,,0.7999999999999999,,,0.7999999999999999,,,1.0999999999999999,,,0.8999999999999999,,,0.7999999999999999,,,
Gerontology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
GER-103,,,,,,,,,,,,,,,,,,
GER-149,,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Guidance,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
GUID-050,,2.3789999999999982,1.8299999999999987,,2.0129999999999986,1.8791999999999993,,1.5091999999999999,1.524999999999999,,2.401,1.7689999999999988,,1.9893999999999998,1.6463999999999999,,,
GUID-100,1.9551,5.1450000000000005,3.2000000000000015,1.7493,7.203,6.174,,4.4247000000000005,6.3798,,6.174,5.5566,,6.423400000000003,8.450799999999992,,8.662399999999996,7.733399999999995
GUID-102,0.3659999999999999,,,0.7950000000000005,,,0.6174,,,0.7202999999999999,,,,,,,,
GUID-105,,,,,,,,,,,,,,,,,,
GUID-110,,1.2577999999999996,0.8231999999999999,,,1.311499999999999,,1.7149999999999999,,,,,,,,,,
GUID-111,,0.3354999999999999,,,,,,,,,,,,,,,,
GUID-112,,,,,,,,,,,,,,,,,,
GUID-116,1.3,11.855999999999982,9.254999999999995,1.4406,10.74609999999998,8.499999999999986,,8.199999999999987,9.099999999999984,,8.099999999999987,8.499999999999986,,8.254299999999992,7.899999999999988,,8.199999999999987,10.09999999999998
GUID-118,,,,,,,,,,,,,,,,,,
GUID-120,,2.600000000000001,1.7000000000000004,,2.8812,2.400000000000001,,5.4537,6.0711,,2.5725000000000002,2.5725000000000002,,,2.8812,,,
GUID-151D,,,,,,,,,,,,,,,,,,
GUID-151E,,,,,,,0.0343,0.44589999999999996,,,,,,,,,,
GUID-152G,,,,,,,,,,,,,,,,,,
GUID-152K,,,,,,,,,,,,,,,,,,
GUID-154N,,,,,,,,,,,,,,,,,,
GUID-155E,,,,,,,,,,,,,,,,,0.5145,0.5488
GUID-299,,,,,,,,0.0012,,,,,,,,,,
Honors Enrichment Program,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
HEP-200,,1.3,1.9000000000000006,,2.3000000000000007,1.7000000000000004,,2.500000000000001,1.5000000000000002,,2.2000000000000006,3.1000000000000014,,1.8000000000000005,3.3000000000000016,,1.6000000000000003,1.5000000000000002
History,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
HIST-101,,9.299999999999983,3.5000000000000018,,4.6,,,4.4,,,,,,,,,9.799999999999981,4.100000000000001
HIST-102,,,4.300000000000001,,,4.4,,,4.699999999999999,,,,,,,,,8.799999999999985
HIST-103,2.1609000000000003,15.59999999999996,8.399999999999986,2.5592,18.29999999999999,16.89999999999997,,20.200000000000017,13.299999999999969,,18.29999999999999,13.299999999999969,,19.300000000000004,9.099999999999984,,16.89999999999997,8.399999999999986
HIST-103H,,0.2,,,0.6,,,0.1,0.2,,0.2,0.2,,0.30000000000000004,,,0.6,0.4
HIST-104,4.1160000000000005,9.099999999999984,15.744899999999959,2.1021999999999994,14.399999999999965,11.099999999999977,3.2904000000000013,20.900000000000027,14.399999999999965,4.8363000000000005,8.699999999999985,18.29999999999999,,8.999999999999984,17.899999999999984,,3.700000000000002,12.69999999999997
HIST-104H,,,0.1,,,0.5,,,0.30000000000000004,,0.4,0.4,,0.2,0.1,,0.2,0.1
HIST-106,,4.4,4.2011,,4.4,3.4000000000000017,,3.762900000000001,4.3965,,,,,,4.6,,4.200000000000001,
HIST-106H,,0.1,,,,,,,,,,,,,,,,
HIST-107,,4.100000000000001,,,,,,,,,,,,,,,,
HIST-108,,,4.6,,,,,,,,,,,,,,,
HIST-109,,,,,4.5,4.300000000000001,,,4.4,,,4.100000000000001,,,3.5000000000000018,,,3.5000000000000018
HIST-109H,,,,,0.30000000000000004,,,,0.30000000000000004,,,0.30000000000000004,,,0.4,,,
HIST-110,,,,,,,,,,,,,,,,,,
HIST-111,2.8812,21.23770000000004,10.855099999999982,4.844200000000003,24.481200000000086,15.881199999999968,4.844200000000003,26.230500000000117,16.89999999999997,,16.699999999999967,17.49999999999998,,31.900000000000183,13.499999999999968,4.1756,16.29999999999996,14.999999999999963
HIST-111H,,0.5,,,0.7,0.2,,0.30000000000000004,0.5,,0.4,,,0.7,0.2,,0.8999999999999999,0.5
HIST-112,3.087,23.43050000000008,24.063800000000082,5.301200000000004,15.040599999999978,26.016000000000115,,20.22910000000004,26.818900000000124,4.2705,13.299999999999969,22.300000000000047,,13.399999999999968,28.90000000000014,,11.999999999999973,20.200000000000017
HIST-112H,,0.1,0.7,0.2058,0.30000000000000004,0.2,,,0.5,,0.1,0.30000000000000004,,,0.5,,,
HIST-113,,1.5000000000000002,0.9999999999999999,0.1029,,1.0999999999999999,,2.600000000000001,1.5000000000000002,,1.9000000000000006,2.700000000000001,,,,,,
HIST-114,0.1022,1.9000000000000006,1.2,0.5145000000000001,,2.500000000000001,,3.700000000000002,5.699999999999996,,4.899999999999999,4.300000000000001,,,,,,
HIST-115,,3.2000000000000015,2.700000000000001,,5.599999999999996,7.599999999999989,,3.5000000000000018,4.4,,4.000000000000002,4.000000000000002,,4.200000000000001,4.000000000000002,,4.4,
HIST-119,,,0.7,,3.0000000000000013,1.5000000000000002,,4.5,,,4.6,,,,,,,
HIST-119H,,,,,,,,,,,0.2,,,,,,,
HIST-120,,,,,,,,4.100000000000001,,,4.4,,,,,,,
HIST-121,,3.600000000000002,3.2000000000000015,0.5145000000000001,3.900000000000002,3.900000000000002,,4.4,2.700000000000001,,2.700000000000001,2.800000000000001,,3.0000000000000013,3.1000000000000014,,3.800000000000002,2.600000000000001
HIST-124,,,4.5,,4.300000000000001,4.300000000000001,,3.900000000000002,4.100000000000001,,,,,,4.100000000000001,,,
HIST-125,,4.000000000000002,,,4.4,4.200000000000001,,,5.099999999999998,,,,,,,,,
HIST-136,,2.8339000000000008,,,3.500700000000001,,,3.000600000000001,,,3.667400000000001,,,3.667400000000001,,,2.1671000000000005,
HIST-140,,,,,,1.8429999999999997,,,4.103400000000001,,,,,,,,,
HIST-141,,,,,,,,,,,4.5,,,,,,,
HIST-142,,,,,,,,,,,,4.4,,,,,,
HIST-151,,0.7,0.6,,0.7999999999999999,1.3,,0.8999999999999999,0.9999999999999999,,0.7,0.7999999999999999,,0.7,0.8999999999999999,,0.6,0.4
HIST-154,,,0.2,,,0.1,,0.8999999999999999,0.7999999999999999,,,1.7000000000000004,,,1.5000000000000002,,,
HIST-155,,,,,,,,,,,,,,,,,,
HIST-158,0.4116,1.1186999999999998,0.8999999999999999,,2.1000000000000005,0.6789999999999999,,1.5254999999999994,1.4654999999999996,,1.7288999999999992,0.6,,,,,,
HIST-161,,,,,,,,,,,4.699999999999999,,,,,,,
HIST-162,,,,,,,,,,,,4.899999999999999,,,4.699999999999999,,,
HIST-299,,0.001,,,,,,0.002,,,0.001,,,,0.0003,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Horticulture,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
HORT-101,,,,,1.9000000000000006,,,,4.799999999999999,,,4.000000000000002,,,3.1000000000000014,,,
HORT-102,,,,,,2.1000000000000005,,,3.0000000000000013,,,,,3.7044,,,,
HORT-103,,0.1371,,,2.301,,,,,,2.6049000000000007,,,,,,,2.1328
HORT-104,,2.7485999999999997,,,,,,6.404200000000004,,,,6.501299999999995,,,5.501099999999997,,,
HORT-105,,,1.9000000000000006,,,2.2149,,,,,,4.4,,,3.600000000000002,,,
HORT-106,,,,,2.277,,,3.2928,,,,,,,,,3.3000000000000016,
HORT-107,,,,,,,,2.82,,,,,,,,,,5.167699999999998
HORT-109,,,,,,,,,,,,,,4.1160000000000005,,,,
HORT-110,,,,,,,,,,,4.1160000000000005,,,,,,3.600000000000002,
HORT-120,,,,,,,,,,,,,,,,,,
HORT-149,,,,,0.0013,,,,,,,,,,,,,
HORT-299,,,,,,,,,,,,,,,,,,
Health Science,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
HS-121,1.9551,22.449300000000058,20.200000000000017,3.016200000000001,14.999999999999963,14.472499999999973,,12.833899999999975,10.469599999999986,,12.362399999999989,11.999999999999973,,11.072499999999984,11.899999999999974,,10.363799999999982,12.424699999999978
HS-123,0.7203,7.099999999999991,2.0000000000000004,,3.8435000000000015,4.869600000000001,,12.084099999999978,2.6754000000000002,,,,,4.300000000000001,,,3.2000000000000015,3.2000000000000015
HS-299,,,,,,,,,,,,,,,,,,
Humanities,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
HUM-101,,3.2000000000000015,,,3.4000000000000017,,,2.400000000000001,,,3.800000000000002,,,3.2000000000000015,,,3.5000000000000018,
HUM-101H,,0.4,,,0.1,,,0.4,,,0.1,,,0.4,,,,
HUM-102,,,3.1000000000000014,,,2.600000000000001,,,3.0000000000000013,,,2.9000000000000012,,,,,,
HUM-102H,,,0.5,,,,,,0.2,,,0.5,,,,,,
HUM-137,,,1.5003000000000002,,,4.667599999999999,,,3.667400000000001,,,4.000800000000001,,,4.5009,,,4.3342
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
LEAD,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
LEAD-101,,,,,,,,,,,,,,2.600000000000001,,,,
LEAD-102,,,,,,,,,,,,,,,2.500000000000001,,,
Legal Assistant,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
LEG-100,,,,,,,,,,,,,,,,,,
LEG-103,,,,,,,,,4.300000000000001,,,,,,,,,
LEG-104,,,,,,,,,,,,,,4.4,,,,
LEG-105,,,,,,,,,,,,,,,,,,
LEG-106,,1.3,0.7999999999999999,,,,,,,,,,,,,,,
LEG-110,,,,,,,,,,,,,,,,,,
LEG-120,,1.3,0.9999999999999999,,,2.3000000000000007,,,,,,,,,,,,
LEG-122,,,,,,,,,,,,,,,,,,
LEG-130,,,0.8930000000000002,,,,,,,,,,,,,,,
LEG-140,,,,,1.9409999999999996,,,3.700000000000002,,,4.000000000000002,,,,,,4.000000000000002,
LEG-149,,0.30000000000000004,0.10149999999999998,,0.0013,0.7038999999999999,,,,,,,,0.1,0.1,,,
LEG-150,,,,,,,,,,,,3.900000000000002,,,4.6,,,3.700000000000002
LEG-160,,,,,,,,,,,,,,,,,,
Library Science,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
LIB-100,,1.7000000000000004,,,,,,,,,,,,,,,,
LIB-101,,,0.5145,,0.7624999999999995,0.5794999999999997,,0.9260999999999999,,,,,,,,,,
Learning Skills,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
LNSK-051,,,,,,,,,,,0.20709999999999995,0.23939999999999995,,0.3951999999999999,0.25839999999999996,,0.3546000000000001,0.2291
LNSK-053,,,,,,,,,,,1.5000000000000002,1.5000000000000002,,1.5000000000000002,1.5000000000000002,,1.6000000000000003,1.5000000000000002
LNSK-054,,,,,,,,,,,1.0054,1.0968,,0.9140000000000001,0.7312000000000001,,0.9133000000000002,1.0425
LNSK-055,,,,,,,,,,,1.6000000000000003,1.3,,1.5000000000000002,1.5000000000000002,,1.5000000000000002,1.5000000000000002
LNSK-056,,,,,,,,,,,,,,,,,,
LNSK-057,,,,,,,,1.5000000000000002,1.5000000000000002,,1.4000000000000001,1.5000000000000002,,1.5000000000000002,1.6000000000000003,,1.5000000000000002,1.4000000000000001
LNSK-071,0.10640000000000001,0.1064,0.22799999999999995,,0.1482,0.3343999999999999,,0.22039999999999996,0.10019999999999998,,,,,,,,,
LNSK-073,,1.2051,1.5537999999999996,,1.4671999999999996,1.6000000000000003,,1.6000000000000003,1.7000000000000004,,,,,,,,,
LNSK-074,,0.8340000000000001,0.8264000000000001,0.4570000000000001,1.0968,0.8378000000000001,,1.1882,1.3,,,,,,,,,
LNSK-075,,0.7544,1.0373,,1.4000000000000001,1.7000000000000004,,1.6000000000000003,1.6000000000000003,,,,,,,,,
LNSK-076,,,,,,,,,,,,,,,,,,
LNSK-077,,1.0373,1.4145000000000003,,1.6000000000000003,1.6000000000000003,,1.5000000000000002,1.5000000000000002,,1.5000000000000002,1.5000000000000002,,1.4000000000000001,1.5000000000000002,,1.3,1.5000000000000002
LNSK-079,,,,,,,,,,,,,,,,,,
LNSK-079A,,,,,,,,,,,,,,,,,,
LNSK-079B,,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Mathematics,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
MATH 050,,,,,,,,,,,,,,,,,,
MATH-041,,,,,,,,0.1539,0.056100000000000004,,0.16840000000000002,0.0865,,,,,,
MATH-042,,,,,,,,0.3764,0.1067,,0.12919999999999998,0.24,,,0.3904,,,
MATH-050,7.4088,33.60000000000021,28.600000000000136,8.95720000000001,32.800000000000196,32.000000000000185,5.027000000000004,30.30000000000016,29.524800000000155,,19.60000000000001,20.100000000000016,,9.792799999999986,11.082699999999994,,9.584099999999987,10.033399999999991
MATH-051,7.6146,36.3870000000002,34.812800000000195,6.855000000000007,35.07250000000023,35.16960000000023,5.392600000000004,34.64350000000021,32.6363000000002,,27.900000000000126,27.700000000000124,,26.85920000000011,28.747900000000154,,25.86960000000011,25.49360000000009
MATH-051LL,,,,,,,,,,,,,,,,,,
MATH-090,12.476100000000017,85.06940000000026,77.5162999999999,14.14040000000001,88.34340000000046,81.94500000000019,13.77470000000001,94.52460000000066,73.04839999999983,10.298200000000012,70.24909999999971,71.44879999999976,,71.18219999999975,91.84370000000061,,64.78379999999949,82.24610000000021
MATH-090A,,,,,,,,,,,,,,,,,,
MATH-090B,,,,,,,,,,,,,,,,,,
MATH-096,23.995999999999945,121.16680000000157,120.2278000000016,22.09800000000001,125.85850000000183,107.6581000000009,20.26920000000001,121.58440000000161,101.02020000000095,12.855000000000013,98.85310000000088,102.353800000001,,102.353800000001,128.52570000000188,7.402499999999997,102.02040000000099,114.11040000000142
MATH-096A,,,,,,,,,,,,,,,,,,
MATH-096B,,,,,,,,,,,,,,,,,,
MATH-102,1.5435,8.013599999999995,6.645199999999996,1.6451999999999996,3.700000000000002,4.100000000000001,2.7783,3.900000000000002,3.4000000000000017,,4.000000000000002,3.800000000000002,,,,,,
MATH-105,14.992800000000013,35.85769999999979,34.12479999999981,12.799500000000009,38.39039999999976,33.99149999999981,13.28710000000001,50.58439999999941,30.792299999999845,4.476499999999999,29.992499999999854,30.525699999999848,,31.592099999999835,36.124299999999785,9.976200000000013,26.526699999999895,40.65649999999973
MATH-105H,,,0.39990000000000003,,,0.1333,,,0.39990000000000003,,,,,,,,,0.5332
MATH-110,4.285000000000003,13.002600000000008,11.002200000000002,7.467600000000004,14.336200000000012,13.33600000000001,5.181600000000002,14.336200000000012,28.944999999999926,,13.33600000000001,12.669200000000007,,13.33600000000001,12.835900000000008,,10.835500000000001,18.670399999999997
MATH-115,,,,,2.500000000000001,5.899999999999995,,3.800000000000002,4.100000000000001,,4.000000000000002,3.800000000000002,,7.39999999999999,6.699999999999992,,5.999999999999995,6.999999999999991
MATH-135,1.7823,3.9990000000000028,3.8657000000000026,1.5846999999999996,4.398900000000003,4.7988000000000035,3.1694000000000004,5.198700000000004,6.1318000000000055,,4.398900000000003,5.198700000000004,,5.065400000000004,6.265100000000006,,3.7324000000000024,4.665500000000003
MATH-140,5.758200000000006,15.329500000000019,17.062400000000007,4.876000000000002,8.93110000000001,9.73090000000001,8.045400000000004,9.19770000000001,10.130800000000011,,9.19770000000001,10.530700000000012,,9.73090000000001,10.397400000000012,,8.131300000000008,15.46280000000002
MATH-140H,,0.2,0.1,,,,,,,,,,,,,,,
MATH-155,,2.400000000000001,,,2.400000000000001,,,3.0000000000000013,,,2.800000000000001,,,,,,,
MATH-156,,,1.0999999999999999,,,1.5000000000000002,,,1.2,,,1.2,,,,,,
MATH-211,2.2282,3.230599999999998,5.226199999999998,2.2860000000000005,11.168900000000002,9.168499999999996,,12.002400000000005,7.834899999999992,,9.835299999999998,11.502300000000004,,8.835099999999995,11.669000000000004,,8.334999999999994,11.168900000000002
MATH-212,,5.667799999999997,5.334399999999998,,5.000999999999999,8.334999999999994,,5.167699999999998,11.669000000000004,,11.168900000000002,5.667799999999997,,9.835299999999998,6.167899999999996,,6.167899999999996,5.000999999999999
