MISER AxesWeb: State Exports by NAICS Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From State: CONNECTICUT,,,Series: Origin of Movement,,Unit: Total dollar value,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry: TOTAL ALL INDUSTRIES,,,Sorted by: 2002 Q1 YTD,,Order: DESC,,,,,,,,,,,,,,,,,,,,,,,,,,
Destination: All countries,,,User Name: ctded,,"Runtime: 10:21:51 AM, Mon Jun 17 2002 EDT",,,,,,,,,,,,,,,,,,,,,,,,,,
Rows selected: 209 (all rows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prepared by MISER using data from US Census Bureau, Foreign Trade Division",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: The State Exports by NAICS series does not contain imputations for missing states and industries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Code,Description,ANNUAL 1999,ANNUAL 2000,ANNUAL 2001,Q1 2001 YTD,Q1 2002 YTD,%1999-00,%2000- 01,%2001- 02,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002
153.0,7940.0,ZAMBIA,35700.0,9445.0,0.0,0.0,3520.0,-73.54,-100.0,0.inf,0.0,0.0,16354.0,0.0,57090.0,4004.0,6427.0,101892.0,0.0,0.0,35700.0,0.0,5625.0,0.0,3820.0,0.0,0.0,0.0,0.0,0.0,3520.0
154.0,7600.0,BURKINA,6359.0,0.0,0.0,0.0,3400.0,-100.0,0.nan,0.inf,0.0,0.0,0.0,14000.0,0.0,0.0,79596.0,0.0,0.0,2920.0,3439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0
155.0,4793.0,BOSNIA-HERCEGOVINA,38332.0,46402.0,65200.0,5200.0,3262.0,21.05,40.51,-37.27,0.0,0.0,12103.0,28359.0,0.0,0.0,0.0,189380.0,21837.0,10000.0,2995.0,3500.0,18282.0,17925.0,10195.0,0.0,5200.0,5000.0,5000.0,50000.0,3262.0
156.0,4631.0,ARMENIA,270686.0,199993.0,213608.0,81728.0,2966.0,-26.12,6.81,-96.37,632000.0,0.0,0.0,444337.0,377951.0,39653.0,90869.0,9168.0,6588.0,264098.0,0.0,0.0,7380.0,90220.0,56407.0,45986.0,81728.0,0.0,131880.0,0.0,2966.0
157.0,3150.0,SURINAME,21724.0,47757.0,95895.0,5720.0,2763.0,119.84,100.8,-51.7,33998.0,0.0,4970.0,141673.0,22823.0,135511.0,0.0,0.0,2570.0,15793.0,3361.0,0.0,3500.0,12804.0,0.0,31453.0,5720.0,46014.0,39279.0,4882.0,2763.0
158.0,7410.0,MAURITANIA,3642.0,0.0,0.0,0.0,2612.0,-100.0,0.nan,0.inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2612.0
159.0,4635.0,KYRGYZSTAN,249572.0,331585.0,4451952.0,25090.0,0.0,32.86,1242.63,-100.0,0.0,3545.0,9310.0,852191.0,10170.0,2680.0,0.0,18675.0,2590.0,5395.0,151713.0,89874.0,7582.0,0.0,324003.0,0.0,25090.0,4426862.0,0.0,0.0,0.0
160.0,7610.0,BENIN,44342.0,22279.0,1815045.0,4501.0,0.0,-49.76,8046.89,-100.0,0.0,0.0,0.0,0.0,0.0,2346261.0,17050.0,74051.0,41486.0,2856.0,0.0,0.0,0.0,0.0,16654.0,5625.0,4501.0,1750000.0,13220.0,47324.0,0.0
161.0,4634.0,KAZAKHSTAN,620164.0,325626.0,877568.0,0.0,0.0,-47.49,169.5,0.nan,358171.0,452565.0,870981.0,424757.0,728727.0,252094.0,280001.0,259387.0,231630.0,185738.0,21364.0,181432.0,36800.0,31080.0,3710.0,254036.0,0.0,825391.0,37017.0,15160.0,0.0
162.0,4411.0,LIECHTENSTEIN,249231.0,0.0,699880.0,387463.0,0.0,-100.0,0.inf,-100.0,3317587.0,852826.0,33209.0,530225.0,19519.0,0.0,0.0,391476.0,28597.0,43426.0,177208.0,0.0,0.0,0.0,0.0,0.0,387463.0,244457.0,0.0,67960.0,0.0
163.0,3170.0,FRENCH GUIANA,0.0,0.0,322161.0,0.0,0.0,0.nan,0.inf,0.nan,0.0,0.0,0.0,0.0,29402.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322161.0,0.0,0.0,0.0
164.0,7420.0,CAMEROON,40213.0,28000.0,204394.0,0.0,0.0,-30.37,629.98,0.nan,0.0,0.0,0.0,0.0,7164.0,0.0,0.0,0.0,37362.0,2851.0,0.0,0.0,15000.0,0.0,13000.0,0.0,0.0,98875.0,105519.0,0.0,0.0
165.0,7500.0,THE GAMBIA,15357.0,20070.0,198720.0,151647.0,0.0,30.69,890.13,-100.0,0.0,0.0,0.0,0.0,0.0,12750.0,0.0,0.0,3698.0,0.0,0.0,11659.0,8086.0,2783.0,0.0,9201.0,151647.0,11081.0,0.0,35992.0,0.0
166.0,7749.0,ETHIOPIA (NEW),250281.0,2944202.0,92603.0,58790.0,0.0,1076.36,-96.85,-100.0,3000.0,16821.0,100000.0,9600.0,34039.0,0.0,0.0,67462.0,224325.0,4747.0,6280.0,14929.0,73627.0,2850285.0,15193.0,5097.0,58790.0,25813.0,0.0,8000.0,0.0
167.0,4799.0,YUGOSLAVIA(NEW),77138.0,21277.0,91419.0,0.0,0.0,-72.42,329.66,0.nan,24222.0,65718.0,43519.0,17150.0,42472.0,144741.0,38478.0,38161.0,32090.0,0.0,41670.0,3378.0,6729.0,14548.0,0.0,0.0,0.0,0.0,85317.0,6102.0,0.0
168.0,6024.0,CHRISTMAS ISLAND,0.0,0.0,61436.0,61436.0,0.0,0.nan,0.inf,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61436.0,0.0,0.0,0.0,0.0
169.0,2831.0,GUADELOUPE,87144.0,49262.0,53575.0,22831.0,0.0,-43.47,8.76,-100.0,63160.0,6572.0,3268.0,10912.0,0.0,7401.0,3421005.0,21062.0,31606.0,9193.0,46345.0,0.0,16412.0,10960.0,0.0,21890.0,22831.0,23436.0,4708.0,2600.0,0.0
170.0,5360.0,NEPAL,27887.0,185638.0,41347.0,23811.0,0.0,565.68,-77.73,-100.0,3821775.0,17401.0,0.0,114186.0,0.0,0.0,0.0,11222.0,0.0,24207.0,0.0,3680.0,3899.0,15500.0,17089.0,149150.0,23811.0,17536.0,0.0,0.0,0.0
171.0,6862.0,NAURU,0.0,0.0,31223.0,24191.0,0.0,0.nan,0.inf,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24191.0,7032.0,0.0,0.0,0.0
172.0,7770.0,DJIBOUTI,0.0,0.0,29638.0,0.0,0.0,0.nan,0.inf,0.nan,0.0,0.0,0.0,0.0,15092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29638.0,0.0,0.0
173.0,5530.0,LAOS,0.0,0.0,23916.0,0.0,0.0,0.nan,0.inf,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23916.0,0.0,0.0
174.0,7460.0,GUINEA,12239.0,74121.0,22772.0,8199.0,0.0,505.61,-69.28,-100.0,0.0,0.0,0.0,0.0,0.0,7191.0,6524.0,2775.0,0.0,0.0,7850.0,4389.0,0.0,74121.0,0.0,0.0,8199.0,10320.0,4253.0,0.0,0.0
175.0,7970.0,MALAWI,0.0,16729.0,20550.0,11000.0,0.0,0.inf,22.84,-100.0,0.0,63733.0,0.0,0.0,0.0,0.0,15685.0,0.0,0.0,0.0,0.0,0.0,0.0,16729.0,0.0,0.0,11000.0,7000.0,0.0,2550.0,0.0
176.0,6863.0,FIJI,50501.0,36544.0,17863.0,3522.0,0.0,-27.64,-51.12,-100.0,33302.0,106121.0,191769.0,67745.0,9219.0,0.0,35019.0,6141.0,4450.0,2756.0,30161.0,13134.0,9996.0,13187.0,4500.0,8861.0,3522.0,10783.0,3558.0,0.0,0.0
177.0,4272.0,MONACO,37000.0,23700.0,11675.0,0.0,0.0,-35.95,-50.74,0.nan,0.0,3000.0,6697.0,0.0,3197.0,0.0,0.0,0.0,0.0,37000.0,0.0,0.0,0.0,0.0,23700.0,0.0,0.0,11675.0,0.0,0.0,0.0
178.0,6224.0,VANUATU,0.0,0.0,11180.0,0.0,0.0,0.nan,0.inf,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11180.0,0.0
179.0,7320.0,SUDAN,0.0,0.0,6340.0,0.0,0.0,0.nan,0.inf,0.nan,19811.0,19777.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340.0,0.0,0.0,0.0
180.0,7690.0,RWANDA,0.0,18600.0,6102.0,3500.0,0.0,0.inf,-67.19,-100.0,0.0,3832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,10100.0,3500.0,3500.0,2602.0,0.0,0.0,0.0
181.0,4720.0,GIBRALTAR,0.0,0.0,5430.0,0.0,0.0,0.nan,0.inf,0.nan,0.0,0.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5430.0,0.0,0.0,0.0
182.0,4622.0,BELARUS,101562.0,175757.0,3515.0,0.0,0.0,73.05,-98.0,0.nan,23400.0,120744.0,325461.0,344479.0,266669.0,107303.0,122857.0,54649.0,7839.0,10717.0,41761.0,41245.0,79212.0,24695.0,0.0,71850.0,0.0,0.0,0.0,3515.0,0.0
183.0,2390.0,CUBA,0.0,1791483.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0,6142.0,COOK ISLANDS,0.0,57720.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,7643.0,CAPE VERDE,2800.0,38986.0,0.0,0.0,0.0,1292.36,-100.0,0.nan,3230.0,0.0,0.0,0.0,0.0,10200.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,38986.0,0.0,0.0,0.0,0.0,0.0
186.0,5740.0,MONGOLIA,0.0,25970.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,86344.0,5500.0,3447.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10470.0,15500.0,0.0,0.0,0.0,0.0,0.0
187.0,6023.0,COCOS ISLANDS,0.0,25368.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,12734.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,18368.0,0.0,0.0,0.0,0.0,0.0
188.0,6810.0,MARSHALL ISLANDS,0.0,25080.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,14973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25080.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,5083.0,WESTBNK,0.0,22981.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,9609.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,12981.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,7540.0,CENTRAL AFRICAN REPUBLIC,0.0,15000.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0
191.0,6223.0,SOLOMON ISLANDS,0.0,11844.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,4752.0,VATICAN CITY,0.0,10000.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0,4091.0,FAROE ISLAND,140450.0,7992.0,0.0,0.0,0.0,-94.31,-100.0,0.nan,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,140450.0,0.0,0.0,0.0,0.0,0.0,0.0,7992.0,0.0,0.0,0.0,0.0,0.0
194.0,6022.0,NORFOLK ISLAND,0.0,4566.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,14430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4566.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,5082.0,GAZA,0.0,4339.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,20526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.0,7800.0,SEYCHELLES,18214.0,3180.0,0.0,0.0,0.0,-82.54,-100.0,0.nan,0.0,4835.0,0.0,0.0,3537.0,0.0,0.0,69353.0,12808.0,0.0,5406.0,0.0,3180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0,7650.0,LIBERIA,52172.0,3000.0,0.0,0.0,0.0,-94.25,-100.0,0.nan,0.0,41430.0,0.0,17000.0,7310.0,10000.0,0.0,0.0,12172.0,40000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,5790.0,NORTH KOREA,0.0,2721.0,0.0,0.0,0.0,0.inf,-100.0,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721.0,0.0,0.0,0.0,0.0,0.0
199.0,7580.0,ST. HELENA,69900.0,0.0,0.0,0.0,0.0,-100.0,0.nan,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,5050.0,IRAQ,58926.0,0.0,0.0,0.0,0.0,-100.0,0.nan,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.0,5310.0,AFGHANISTAN,37839.0,0.0,0.0,0.0,0.0,-100.0,0.nan,0.nan,3480.0,3375.0,0.0,0.0,94000.0,4905.0,0.0,17309.0,32939.0,0.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.0,7660.0,ZAIRE,7024.0,0.0,0.0,0.0,0.0,-100.0,0.nan,0.nan,110880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.0,6150.0,WESTERN SAMOA,6076.0,0.0,0.0,0.0,0.0,-100.0,0.nan,0.nan,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,4115.0,0.0,6076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,4751.0,SAN MARINO,0.0,0.0,0.0,0.0,0.0,0.nan,0.nan,0.nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,5682.0,BHUTAN,0.0,0.0,0.0,0.0,0.0,0.nan,0.nan,0.nan,0.0,0.0,0.0,2779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,6820.0,FEDRATED STATES OF MICRONESIA,0.0,0.0,0.0,0.0,0.0,0.nan,0.nan,0.nan,0.0,0.0,0.0,0.0,0.0,3940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207.0,6830.0,PALAU,0.0,0.0,0.0,0.0,0.0,0.nan,0.nan,0.nan,0.0,4795.0,8135.0,0.0,4021.0,0.0,2524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.0,6864.0,TONGA,0.0,0.0,0.0,0.0,0.0,0.nan,0.nan,0.nan,0.0,0.0,0.0,0.0,28546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.0,7890.0,COMOROS,0.0,0.0,0.0,0.0,0.0,0.nan,0.nan,0.nan,0.0,0.0,0.0,2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
