Home School DBN,Home School Name,Home School Address,City,Zip Code,Summer School Site 1,Summer School Site Address,City,Zip Code,Summer School Site 2,Summer School Site Address,City,Zip Code
08X371,Urban Institute of Mathematics,650 HOLLYWOOD AVENUE,BRONX,10465,X072,2951 DEWEY AVENUE,BRONX,10465,,,,
08X375,The Bronx Mathematics Preparatory School,456 WHITE PLAINS ROAD,BRONX,10473,X174,456 WHITE PLAINS ROAD,BRONX,10473,,,,
08X376,Antonia Pantoja Preparatory Academy: A College Board School,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X377,Bronx Community High School,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X405,Herbert H. Lehman High School.,3000 EAST TREMONT AVENUE,BRONX,10461,X405,3000 EAST TREMONT AVENUE,BRONX,10461,,,,
08X408,Herbert H. Lehman Yabc,3000 EAST TREMONT AVENUE,BRONX,10461,X405,3000 EAST TREMONT AVENUE,BRONX,10461,,,,
08X424,The Hunts Point School,730 BRYANT AVENUE,BRONX,10474,X074,730 BRYANT AVENUE,BRONX,10474,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X448,Soundview Academy for Culture and Scholarship,885 BOLTON AVENUE,BRONX,10473,X131,885 BOLTON AVENUE,BRONX,10473,,,,
08X452,Bronx Guild,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X467,Mott Hall Community School,650 HOLLYWOOD AVENUE,BRONX,10465,X072,2951 DEWEY AVENUE,BRONX,10465,,,,
08X507,Stevenson Yabc,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",1440 STORY AVENUE,BRONX,10473,X972,1440 STORY AVENUE,BRONX,10473,,,,
08X530,Banana Kelly High School,965 LONGWOOD AVENUE,BRONX,10459,X973,1716 SOUTHERN BOULEVARD,BRONX,10460,,,,
08X537,Bronx Arena High School,1440 STORY AVENUE,BRONX,10473,X972,1440 STORY AVENUE,BRONX,10473,,,,
08X540,School for Community Research and Learning,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X558,Westchester Square Academy,3000 EAST TREMONT AVENUE,BRONX,10461,X405,3000 EAST TREMONT AVENUE,BRONX,10461,,,,
08X559,School for Tourism and Hospitality,900 TINTON AVENUE,BRONX,10456,X650,900 TINTON AVENUE,BRONX,10456,,,,
08X561,Bronx Compass High School,1980 LAFAYETTE AVENUE,BRONX,10473,X450,1980 LAFAYETTE AVENUE,BRONX,10473,,,,
08X562,Blueprint Middle School,1111 PUGSLEY AVENUE,BRONX,10472,X149,360 EAST 145 STREET,BRONX,10454,,,,
08X650,Jane Addams High School for Academic Careers,900 TINTON AVENUE,BRONX,10456,X650,900 TINTON AVENUE,BRONX,10456,,,,
09X004,P.S./M.S. 004 Crotona Park West,1701 FULTON AVENUE,BRONX,10457,X003,2100 LAFONTAINE AVENUE,BRONX,10457,,,,
09X011,P.S. 011 Highbridge,1257 OGDEN AVENUE,BRONX,10452,X073,1020 ANDERSON AVENUE,BRONX,10452,,,,
09X022,J.H.S. 022 Jordan L. Mott,270 EAST 167 STREET,BRONX,10456,X022,270 EAST 167 STREET,BRONX,10456,,,,
09X028,P.S. 028 Mount Hope,1861 ANTHONY AVENUE,BRONX,10457,X306,40 WEST TREMONT AVENUE,BRONX,10453,,,,
09X035,P.S. 035 Franz Siegel,261 EAST 163 STREET,BRONX,10451,X460,244 EAST 163 STREET,BRONX,10451,,,,
09X042,P.S. 042 Claremont,1537 WASHINGTON AVENUE,BRONX,10457,X055,450 SAINT PAUL'S PLACE,BRONX,10456,,,,
09X053,P.S. 053 Basheer Quisim,360 EAST 168 STREET,BRONX,10456,X053,360 EAST 168 STREET,BRONX,10456,,,,
09X055,P.S. 055 Benjamin Franklin,450 SAINT PAUL'S PLACE,BRONX,10456,X055,450 SAINT PAUL'S PLACE,BRONX,10456,,,,
09X058,P.S. 058,459 EAST 176 STREET,BRONX,10457,X055,450 SAINT PAUL'S PLACE,BRONX,10456,,,,
09X063,P.S. 063 Author's Academy,1260 FRANKLIN AVENUE,BRONX,10456,X063,1260 FRANKLIN AVENUE,BRONX,10456,,,,
09X064,P.S. 064 Pura Belpre,1425 WALTON AVENUE,BRONX,10452,X064,1425 WALTON AVENUE,BRONX,10452,,,,
09X070,P.S. 070 Max Schoenfeld,1691 WEEKS AVENUE,BRONX,10457,X070,1691 WEEKS AVENUE,BRONX,10457,,,,
09X073,P.S. 073 Bronx,1020 ANDERSON AVENUE,BRONX,10452,X073,1020 ANDERSON AVENUE,BRONX,10452,,,,
09X088,P.S. X088 - S. Silverstein Little Sparrow School,1340 SHERIDAN AVENUE,BRONX,10456,X053,360 EAST 168 STREET,BRONX,10456,,,,
09X109,P.S. 109 Sedgwick,1771 POPHAM AVENUE,BRONX,10453,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,,,,
09X110,P.S. 110 Theodore Schoenfeld,580 CROTONA PARK SOUTH,BRONX,10456,X110,580 CROTONA PARK SOUTH,BRONX,10456,,,,
09X114,P.S. X114 - Luis Llorens Torres Schools,1155 CROMWELL AVENUE,BRONX,10452,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X117,I.S. 117 Joseph H. Wade,1865 MORRIS AVENUE,BRONX,10453,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X126,P.S. 126 Dr Marjorie H Dunbar,175 WEST 166 STREET,BRONX,10452,X073,1020 ANDERSON AVENUE,BRONX,10452,,,,
09X128,Mott Hall III,580 CROTONA PARK SOUTH,BRONX,10456,X110,580 CROTONA PARK SOUTH,BRONX,10456,,,,
09X132,P.S. 132 Garret A. Morgan,1245 WASHINGTON AVENUE,BRONX,10456,X055,450 SAINT PAUL'S PLACE,BRONX,10456,,,,
09X145,J.H.S. 145 Arturo Toscanini,1000 TELLER AVENUE,BRONX,10456,X145,1000 TELLER AVENUE,BRONX,10456,,,,
09X163,P.S. 163 Arthur A. Schomburg,2075 WEBSTER AVENUE,BRONX,10457,X085,2400 MARION AVENUE,BRONX,10458,,,,
09X199,P.S. 199X - The Shakespeare School,1449 SHAKESPEARE AVENUE,BRONX,10452,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X204,P.S. 204 Morris Heights,1780 DR. MARTIN LUTHER KING JR. BLVD,BRONX,10453,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X215,Kappa,3630 THIRD AVENUE,BRONX,10456,X110,580 CROTONA PARK SOUTH,BRONX,10456,,,,
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,1220 GERARD AVENUE,BRONX,10452,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X219,I.S. 219 New Venture School,3630 THIRD AVENUE,BRONX,10456,X110,580 CROTONA PARK SOUTH,BRONX,10456,,,,
09X227,Bronx Collegiate Academy,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X229,I.S. 229 Roland Patterson,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,,,,
09X230,P.S. 230 Dr Roland N. Patterson,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,,,,
09X231,Eagle Academy for Young Men,4143 THIRD AVENUE,BRONX,10457,X790,730 CONCOURSE VILLAGE WEST,BRONX,10451,,,,
09X232,I.S. 232,1700 MACOMBS ROAD,BRONX,10453,X082,1700 MACOMBS ROAD,BRONX,10453,,,,
09X236,P.S. 236 Langston Hughes,1871 WALTON AVENUE,BRONX,10453,X306,40 WEST TREMONT AVENUE,BRONX,10453,,,,
09X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X241,"Urban Assembly School for Applied Math and Science, The",1595 BATHGATE AVENUE,BRONX,10457,X460,244 EAST 163 STREET,BRONX,10451,X970,1595 BATHGATE AVENUE,BRONX,10457
09X250,Eximius College Preparatory Academy: A College Board School,1363 FULTON AVENUE,BRONX,10456,X876,1710 WEBSTER AVENUE,BRONX,10457,,,,
09X252,Mott Hall Bronx High School,1595 BATHGATE AVENUE,BRONX,10457,X970,1595 BATHGATE AVENUE,BRONX,10457,,,,
09X260,Bronx Center for Science and Mathematics,1363 FULTON AVENUE,BRONX,10456,X876,1710 WEBSTER AVENUE,BRONX,10457,,,,
09X263,Validus Preparatory Academy: An Expeditionary Learning School,1595 BATHGATE AVENUE,BRONX,10457,X970,1595 BATHGATE AVENUE,BRONX,10457,,,,
09X276,Leadership Institute,1701 FULTON AVENUE,BRONX,10457,X098,1619 BOSTON ROAD,BRONX,10460,,,,
09X294,The Walton Avenue School,1425 WALTON AVENUE,BRONX,10452,X064,1425 WALTON AVENUE,BRONX,10452,,,,
09X297,Morris Academy for Collaborative Studies,1110 BOSTON ROAD,BRONX,10456,X400,1110 BOSTON ROAD,BRONX,10456,,,,
09X303,I.S. X303 Leadership & Community Service,1700 MACOMBS ROAD,BRONX,10453,X082,1700 MACOMBS ROAD,BRONX,10453,,,,
09X311,Lucero Elementary School,1425 WALTON AVENUE,BRONX,10452,X064,1425 WALTON AVENUE,BRONX,10452,,,,
09X313,I.S. 313 School of Leadership Development,1600 WEBSTER AVENUE,BRONX,10457,X147,1600 WEBSTER AVENUE,BRONX,10457,,,,
09X323,Bronx Writing Academy,270 EAST 167 STREET,BRONX,10456,X053,360 EAST 168 STREET,BRONX,10456,,,,
09X324,Bronx Early College Academy for Teaching & Learning,250 EAST 164 STREET,BRONX,10456,X460,244 EAST 163 STREET,BRONX,10451,X145,1000 TELLER AVENUE,BRONX,10456
09X325,Urban Science Academy,1000 TELLER AVENUE,BRONX,10456,X145,1000 TELLER AVENUE,BRONX,10456,,,,
09X327,Comprehensive Model School Project M.S. 327,1501 JEROME AVENUE,BRONX,10452,X240,1501 JEROME AVENUE,BRONX,10452,,,,
09X328,New Millennium Business Academy Middle School,1000 TELLER AVENUE,BRONX,10456,X145,1000 TELLER AVENUE,BRONX,10456,,,,
09X329,DreamYard Preparatory School,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X339,I.S. 339,1600 WEBSTER AVENUE,BRONX,10457,X147,1600 WEBSTER AVENUE,BRONX,10457,,,,
09X350,New Directions Secondary School,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X361,The Highbridge Green School,200 West 167th Street,Bronx,10452,X082,1700 MACOMBS ROAD,BRONX,10453,,,,
09X365,Academy for Language and Technology,1700 MACOMBS ROAD,BRONX,10453,X082,1700 MACOMBS ROAD,BRONX,10453,,,,
09X403,Bronx International High School,1110 BOSTON ROAD,BRONX,10456,X400,1110 BOSTON ROAD,BRONX,10456,,,,
09X404,School for Excellence,1110 BOSTON ROAD,BRONX,10456,X400,1110 BOSTON ROAD,BRONX,10456,,,,
09X412,Bronx High School of Business,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X413,Bronx High School for Medical Science,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X414,Jonathan Levin High School for Media and Communications,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X443,The Family School,1116 SHERIDAN AVENUE,BRONX,10456,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X449,Grant Avenue Elementary School,250 EAST 164 STREET,BRONX,10456,X460,244 EAST 163 STREET,BRONX,10451,,,,
09X454,Science and Technology Academy: A Mott Hall School,250 EAST 164 STREET,BRONX,10456,X145,1000 TELLER AVENUE,BRONX,10456,,,,
09X457,Sheridan Academy for Young Leaders,1116 SHERIDAN AVENUE,BRONX,10456,X235,1220 GERARD AVENUE,BRONX,10452,,,,
09X505,"Bronx School for Law, Government and Justice",244 EAST 163 STREET,BRONX,10451,X460,244 EAST 163 STREET,BRONX,10451,,,,
09X517,Frederick Douglass Academy III Secondary School,3630 THIRD AVENUE,BRONX,10456,X110,580 CROTONA PARK SOUTH,BRONX,10456,,,,
09X525,Bronx Leadership Academy High School,1710 WEBSTER AVENUE,BRONX,10457,X876,1710 WEBSTER AVENUE,BRONX,10457,,,,
09X543,High School for Violin and Dance,1110 BOSTON ROAD,BRONX,10456,X400,1110 BOSTON ROAD,BRONX,10456,,,,
09X564,Claremont International HS,240 EAST 172 STREET,BRONX,10457,X410,240 EAST 172 STREET,BRONX,10457,,,,
09X568,Young Women's Leadership School of the Bronx,1865 MORRIS AVENUE,BRONX,10453,X235,1220 GERARD AVENUE,BRONX,10452,,,,
10X003,P.S. 3 Raul Julia Micro Society,2100 LAFONTAINE AVENUE,BRONX,10457,X003,2100 LAFONTAINE AVENUE,BRONX,10457,,,,
10X007,P.S. 007 Kingsbridge,3201 KINGSBRIDGE AVENUE,BRONX,10463,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X008,P.S. 008 Issac Varian,3010 BRIGGS AVENUE,BRONX,10458,X008,3010 BRIGGS AVENUE,BRONX,10458,,,,
10X009,P.S. 9 Ryer Avenue Elementary School,230 EAST 183 STREET,BRONX,10458,X085,2400 MARION AVENUE,BRONX,10458,,,,
10X015,P.S. X015 Institute for Environmental Learning,2195 ANDREWS AVENUE,BRONX,10453,X015,2195 ANDREWS AVENUE,BRONX,10453,,,,
10X020,"PS/MS 20 P.O.George J. Werdann, III",3050 WEBSTER AVENUE,BRONX,10467,X095,3961 HILLMAN AVENUE,BRONX,10463,,,,
10X023,P.S. 023 The New Children's School,2151 WASHINGTON AVENUE,BRONX,10457,X085,2400 MARION AVENUE,BRONX,10458,,,,
10X024,P.S. 024 Spuyten Duyvil,660 WEST 236 STREET,BRONX,10463,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X032,P.S. 032 Belmont,690 EAST 183 STREET,BRONX,10458,X003,2100 LAFONTAINE AVENUE,BRONX,10457,,,,
10X033,P.S. 033 Timothy Dwight,2424 JEROME AVENUE,BRONX,10468,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X037,P.S. X037 - Multiple Intelligence School,360 WEST 230 STREET,BRONX,10463,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X045,Thomas C. Giordano Middle School 45,2502 LORILLARD PLACE,BRONX,10458,X045,2502 LORILLARD PLACE,BRONX,10458,,,,
10X046,P.S. 046 Edgar Allan Poe,279 EAST 196 STREET,BRONX,10458,X046,279 EAST 196 STREET,BRONX,10458,,,,
10X051,P.S. 051 Bronx New School,695 EAST 182ND STREET,BRONX,10457,X003,2100 LAFONTAINE AVENUE,BRONX,10457,,,,
10X054,P.S. / I.S. 54,2703 WEBSTER AVENUE,BRONX,10458,X046,279 EAST 196 STREET,BRONX,10458,,,,
10X056,P.S. 056 Norwood Heights,341 EAST 207 STREET,BRONX,10467,X177,3177 WEBSTER AVENUE,NEW YORK,10467,,,,
10X059,P.S. 059 The Community School of Technology,2185 BATHGATE AVENUE,BRONX,10457,X118,577 EAST 179 STREET,BRONX,10457,,,,
10X080,J.H.S. 080 The Mosholu Parkway,149 EAST MOSHOLU PKWY,BRONX,10467,X095,3961 HILLMAN AVENUE,BRONX,10463,,,,
10X081,P.S. 081 Robert J. Christen,5550 RIVERDALE AVENUE,BRONX,10471,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X085,P.S. 085 Great Expectations,2400 MARION AVENUE,BRONX,10458,X085,2400 MARION AVENUE,BRONX,10458,,,,
10X086,P.S. 086 Kingsbridge Heights,2756 RESERVOIR AVENUE,BRONX,10468,X086,2756 RESERVOIR AVENUE,BRONX,10468,,,,
10X091,P.S. 091 Bronx,2200 AQUEDUCT AVENUE,BRONX,10453,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X094,P.S. 094 Kings College School,3530 KINGS COLLEGE PLACE,BRONX,10467,X095,3961 HILLMAN AVENUE,BRONX,10463,,,,
10X095,P.S. 095 Sheila Mencher,3961 HILLMAN AVENUE,BRONX,10463,X095,3961 HILLMAN AVENUE,BRONX,10463,,,,
10X118,J.H.S. 118 William W. Niles,577 EAST 179 STREET,BRONX,10457,X118,577 EAST 179 STREET,BRONX,10457,,,,
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),660 WEST 237 STREET,BRONX,10463,X141,660 WEST 237 STREET,BRONX,10463,,,,
10X159,P.S. 159 Luis Munoz Marin Biling,2315 WASHINGTON AVENUE,BRONX,10458,X085,2400 MARION AVENUE,BRONX,10458,,,,
10X205,P.S. 205 Fiorello Laguardia,2475 SOUTHERN BOULEVARD,BRONX,10458,X003,2100 LAFONTAINE AVENUE,BRONX,10457,,,,
10X206,I.S. 206 Ann Mersereau,2280 AQUEDUCT AVENUE,BRONX,10468,X015,2195 ANDREWS AVENUE,BRONX,10453,,,,
10X213,Bronx Engineering and Technology Academy,99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X225,Theatre Arts Production Company School,2225 WEBSTER AVENUE,BRONX,10457,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X226,P.S. 226,1950 SEDGWICK AVENUE,BRONX,10453,X826,1950 SEDGWICK AVENUE,BRONX,10453,,,,
10X228,Jonas Bronck Academy,400 EAST FORDHAM ROAD,BRONX,10458,X045,2502 LORILLARD PLACE,BRONX,10458,,,,
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",120 WEST 231 STREET,BRONX,10463,X368,2975 TIBBETT AVENUE,BRONX,10463,,,,
10X243,West Bronx Academy for the Future,500 EAST FORDHAM ROAD,BRONX,10458,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X244,The New School for Leadership and Journalism,120 WEST 231 STREET,BRONX,10463,X368,2975 TIBBETT AVENUE,BRONX,10463,,,,
10X246,P.S. 246 Poe Center,2641 GRAND CONCOURSE,BRONX,10468,X046,279 EAST 196 STREET,BRONX,10458,,,,
10X254,I.S. 254,2452 WASHINGTON AVENUE,BRONX,10458,X254,2452 WASHINGTON AVENUE,BRONX,10458,,,,
10X264,Bronx Academy for Software Engineering (BASE),2474 CROTONA AVENUE,BRONX,10458,X660,2474 CROTONA AVENUE,BRONX,10458,,,,
10X268,Kingsbridge International High School,2780 RESERVOIR AVENUE,BRONX,10468,X430,2780 RESERVOIR AVENUE,BRONX,10468,,,,
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2100 WALTON AVENUE,BRONX,10453,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X280,P.S./M.S. 280 Mosholu Parkway,3202 STEUBEN AVENUE,BRONX,10467,X095,3961 HILLMAN AVENUE,BRONX,10463,,,,
10X284,Bronx School of Law and Finance,99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X291,P.S. 291,2195 ANDREWS AVENUE,BRONX,10453,X015,2195 ANDREWS AVENUE,BRONX,10453,,,,
10X306,P.S. 306,40 WEST TREMONT AVENUE,BRONX,10453,X306,40 WEST TREMONT AVENUE,BRONX,10453,,,,
10X307,Luisa Pineiro Fuentes School of Science and Discovery,124 EAMES PLACE,BRONX,10468,X086,2756 RESERVOIR AVENUE,BRONX,10468,,,,
10X308,Bronx Dance Academy School,3617 BAINBRIDGE AVENUE,BRONX,10467,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,X306,40 WEST TREMONT AVENUE,BRONX,10453
10X310,P.S. 310 Marble Hill,260 W KINGSBRIDGE RD,BRONX,10463,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X315,P.S. 315 Lab School,2246 JEROME AVENUE,BRONX,10453,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X331,The Bronx School of Young Leaders,40 WEST TREMONT AVENUE,BRONX,10453,X306,40 WEST TREMONT AVENUE,BRONX,10453,,,,
10X340,P.S. 340,25 WEST 195 STREET,BRONX,10468,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X342,International School for Liberal Arts,2780 RESERVOIR AVENUE,BRONX,10468,X430,2780 RESERVOIR AVENUE,BRONX,10468,,,,
10X344,Ampark Neighborhood,3961 HILLMAN AVENUE,BRONX,10463,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X351,Bronx Collaborative High School,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,,,,
10X353,World View High School,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,,,,
10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,BRONX,10463,X037,360 WEST 230 STREET,BRONX,10463,,,,
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,120 EAST 184 STREET,BRONX,10468,X115,120 EAST 184 STREET,BRONX,10468,,,,
10X368,In-Tech Academy (M.S. / High School 368),2975 TIBBETT AVENUE,BRONX,10463,X368,2975 TIBBETT AVENUE,BRONX,10463,,,,
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),500 EAST FORDHAM ROAD,BRONX,10458,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X382,"Elementary School for Math, Science, and Technology",125 EAST 181 STREET,BRONX,10453,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X386,School for Environmental Citizenship,125 EAST 181 STREET,BRONX,10453,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X390,M.S. 390,1930 ANDREWS AVENUE,BRONX,10453,X082,1700 MACOMBS ROAD,BRONX,10453,,,,
10X391,The Angelo Patri Middle School,2225 WEBSTER AVENUE,BRONX,10457,X306,40 WEST TREMONT AVENUE,BRONX,10453,,,,
10X396,P.S. 396,1930 ANDREWS AVENUE,BRONX,10453,X015,2195 ANDREWS AVENUE,BRONX,10453,,,,
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X433,High School for Teaching and the Professions,2780 RESERVOIR AVENUE,BRONX,10468,X430,2780 RESERVOIR AVENUE,BRONX,10468,,,,
10X434,Belmont Preparatory High School,500 EAST FORDHAM ROAD,BRONX,10458,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X437,Fordham High School for the Arts,500 EAST FORDHAM ROAD,BRONX,10458,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X438,Fordham Leadership Academy for Business and Technology,500 EAST FORDHAM ROAD,BRONX,10458,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X439,Bronx High School for Law and Community Service,500 EAST FORDHAM ROAD,BRONX,10458,X435,500 EAST FORDHAM ROAD,BRONX,10458,,,,
10X440,DeWitt Clinton High School,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,,,,
10X442,"Celia Cruz Bronx High School of Music, The",2780 RESERVOIR AVENUE,BRONX,10468,X430,2780 RESERVOIR AVENUE,BRONX,10468,,,,
10X445,Bronx High School of Science,75 WEST 205 STREET,BRONX,10468,X445,75 WEST 205 STREET,BRONX,10468,,,,
10X447,Creston Academy,125 EAST 181 STREET,BRONX,10453,X279,2100 WALTON AVENUE,BRONX,10453,,,,
10X459,East Fordham Academy for the Arts,120 EAST 184 STREET,BRONX,10468,X115,120 EAST 184 STREET,BRONX,10468,,,,
10X475,John F. Kennedy High School,99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X477,Marble Hill High School for International Studies,99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X503,Walton Yabc,2780 RESERVOIR AVENUE,BRONX,10468,X430,2780 RESERVOIR AVENUE,BRONX,10468,,,,
10X504,Kennedy Yabc,99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X524,Crotona International High School,2474 CROTONA AVENUE,BRONX,10458,X660,2474 CROTONA AVENUE,BRONX,10458,,,,
10X546,Bronx Theatre High School,99 TERRACE VIEW AVENUE,BRONX,10463,X475,99 TERRACE VIEW AVENUE,BRONX,10463,,,,
10X549,Discovery High School,2780 RESERVOIR AVENUE,BRONX,10468,X430,2780 RESERVOIR AVENUE,BRONX,10468,,,,
10X565,High School for Energy and Technology,2474 CROTONA AVENUE,BRONX,10458,X660,2474 CROTONA AVENUE,BRONX,10458,,,,
10X660,Grace Dodge Career and Technical Education High School,2474 CROTONA AVENUE,BRONX,10458,X660,2474 CROTONA AVENUE,BRONX,10458,,,,
10X667,Grace Dodge Yabc,2474 CROTONA AVENUE,BRONX,10458,X660,2474 CROTONA AVENUE,BRONX,10458,,,,
10X696,High School of American Studies at Lehman College,2925 GOULDEN AVENUE,BRONX,10468,X440,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,,,,
11X016,P.S. 016 Wakefield,4550 CARPENTER AVENUE,BRONX,10470,X021,715 EAST 225 STREET,BRONX,10466,,,,
11X019,P.S. 019 Judith K. Weiss,4318 KATONAH AVENUE,BRONX,10470,X194,2365 WATERBURY AVE,BRONX,10462,,,,
11X021,P.S. 021 Philip H. Sheridan,715 EAST 225 STREET,BRONX,10466,X021,715 EAST 225 STREET,BRONX,10466,,,,
11X041,P.S. 041 Gun Hill Road,3352 OLINVILLE AVENUE,BRONX,10467,X105,725 BRADY AVENUE,BRONX,10462,,,,
11X068,P.S. 068 Bronx,4011 MONTICELLO AVENUE,BRONX,10466,X068,4011 MONTICELLO AVENUE,BRONX,10466,,,,
11X076,P.S. 076 The Bennington School,900 ADEE AVENUE,BRONX,10469,X105,725 BRADY AVENUE,BRONX,10462,,,,
11X078,P.S. 078 Anne Hutchinson,1400 NEEDHAM AVENUE,BRONX,10469,X021,715 EAST 225 STREET,BRONX,10466,,,,
11X083,P.S. 083 Donald Hertz,950 RHINELANDER AVENUE,BRONX,10462,X194,2365 WATERBURY AVE,BRONX,10462,,,,
11X087,P.S. 087 Bronx,1935 BUSSING AVENUE,BRONX,10466,X068,4011 MONTICELLO AVENUE,BRONX,10466,,,,
11X089,P.S. 089 Bronx,980 MACE AVENUE,BRONX,10469,X089,980 MACE AVENUE,BRONX,10469,,,,
11X096,P.S. 096 Richard Rodgers,650 WARING AVENUE,BRONX,10467,X105,725 BRADY AVENUE,BRONX,10462,,,,
11X097,P.S. 097 Bronx,1375 MACE AVENUE,BRONX,10469,X105,725 BRADY AVENUE,BRONX,10462,,,,
11X103,P.S. 103 Hector Fontanez,4125 CARPENTER AVENUE,BRONX,10466,X021,715 EAST 225 STREET,BRONX,10466,,,,
11X105,P.S. 105 Sen Abraham Bernstein,725 BRADY AVENUE,BRONX,10462,X105,725 BRADY AVENUE,BRONX,10462,,,,
11X106,P.S. 106 Parkchester,2120 ST RAYMOND'S AVENUE,BRONX,10462,X194,2365 WATERBURY AVE,BRONX,10462,,,,
11X108,P.S. 108 Philip J. Abinanti,1166 NEILL AVENUE,BRONX,10461,X105,725 BRADY AVENUE,BRONX,10462,,,,
11X111,P.S. 111 Seton Falls,3740 BAYCHESTER AVENUE,BRONX,10466,X068,4011 MONTICELLO AVENUE,BRONX,10466,,,,
