Title,URL,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,TOTAL
Enhanced chlorophyll along the continental shelfbreak and shelf-slope front of the Mid-Atlantic Bight and Georges Bank during the spring transition,http://digitalcommons.uri.edu/dissertations/AAI9908225,0,0,0,0,0,0,0,0,0,0,0,0,0
An Examination of Accounting Education in Mexico and the United States,http://digitalcommons.uri.edu/srhonorsprog/143,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge acquisition and development of an expert system for type synthesis of mechanisms,http://digitalcommons.uri.edu/dissertations/AAI9203003,0,0,0,0,0,0,0,0,0,0,0,0,0
An Exploratory Look at the Four Addresses on Accounting in the 10th Edition of John C. Colt's The Science of Double Entry Bookkeeping,http://digitalcommons.uri.edu/sc_pubs/9,0,0,0,0,0,0,0,0,0,0,0,0,0
Discourse on diversity: A qualitative study of a college communication course in multiculturalism,http://digitalcommons.uri.edu/dissertations/AAI3239907,0,0,0,0,0,0,0,0,0,0,0,0,0
Experimental and analytical investigation of inertial propulsion mechanisms and motion simulation of rigid multi-body mechanical systems,http://digitalcommons.uri.edu/dissertations/AAI3239899,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallel computations in quantum Monte Carlo simulation of thevan der Waals cluster vibrational eigenstates,http://digitalcommons.uri.edu/dissertations/AAI3135907,0,0,0,0,0,0,0,0,0,0,0,0,0
HELIN-MACC Unit Monthly Statistics 2003-2004,http://digitalcommons.uri.edu/lib_mac_rpts/27,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity-capillary waves and their influence on air-sea interaction under non-stationary conditions,http://digitalcommons.uri.edu/dissertations/AAI9945230,0,0,0,0,0,0,0,0,0,0,0,0,0
Photodetachment studies of negatively charged and metastably excited helium nanodroplets,http://digitalcommons.uri.edu/dissertations/AAI9812221,0,0,0,0,0,0,0,0,0,0,0,0,0
"Regulation and mechanisms of excitation-contraction coupling in the ventricular myocardium of the surf clam, Spisula solidissima",http://digitalcommons.uri.edu/dissertations/AAI3077993,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship of community and prevention coalition characteristics to rates of adolescent substance abuse,http://digitalcommons.uri.edu/dissertations/AAI3025564,0,0,0,0,0,0,0,0,0,0,0,0,0
Development and validation of transtheoretical measures for college student spiritual expression,http://digitalcommons.uri.edu/dissertations/AAI3112131,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toxigenicity of Aphanizomenon flos-aquae, Alexandrium tamarense and associated organisms",http://digitalcommons.uri.edu/dissertations/AAI9120424,0,0,0,0,0,0,0,0,0,0,0,0,0
"Assessing the impact of habitat and stock enhancement for the American lobster (Homarus americanus), in Narragansett Bay, Rhode Island",http://digitalcommons.uri.edu/dissertations/AAI3115622,0,0,0,0,0,0,0,0,0,0,0,0,0
"A proposed model of medical staff-family communication in the context of cancer: Psychometric, model and mediational testing",http://digitalcommons.uri.edu/dissertations/AAI3063769,0,0,0,0,0,0,0,0,0,0,0,0,0
Three essays on stock selection ability and agency problem of mutual funds,http://digitalcommons.uri.edu/dissertations/AAI3186899,0,0,0,0,0,0,0,0,0,0,0,0,0
Waves in cylindrical systems,http://digitalcommons.uri.edu/dissertations/AAI9633480,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeding mechanics of a trophic generalist and a specialist shark species: A comparison of diet, behavior and function",http://digitalcommons.uri.edu/dissertations/AAI3314455,0,0,0,0,0,0,0,0,0,0,0,0,0
The sources and characteristics of atmospheric particulates during the wet and dry seasons in Hong Kong,http://digitalcommons.uri.edu/dissertations/AAI9989458,0,0,0,0,0,0,0,0,0,0,0,0,0
Regeneration of activated carbon using hot vapors under reduced pressure,http://digitalcommons.uri.edu/dissertations/AAI9999548,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat shock proteins and osmotic shock in Atlantic salmon (Salmo salar),http://digitalcommons.uri.edu/dissertations/AAI3025552,0,0,0,0,0,0,0,0,0,0,0,0,0
Global behavior of some nonlinear difference equations,http://digitalcommons.uri.edu/dissertations/AAI3103720,0,0,0,0,0,0,0,0,0,0,0,0,0
Piezoelectric biosensor for the detection of Vibrio parahaemolyticus,http://digitalcommons.uri.edu/dissertations/AAI9831123,0,0,0,0,0,0,0,0,0,0,0,0,0
The role of nitrate and carbohydrates in modulating the partitioning of nitrate assimilation between leaves and roots in perennial ryegrass (Lolium perenne L.),http://digitalcommons.uri.edu/dissertations/AAI3112113,0,0,0,0,0,0,0,0,0,0,0,0,0
"Visuoconstructional impairment: What are we assessing, and how are we assessing it?",http://digitalcommons.uri.edu/dissertations/AAI3147803,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection Development Update #9,http://digitalcommons.uri.edu/lib_cd_rpts/9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal motivation, body image, health behavior and stage of exercising",http://digitalcommons.uri.edu/dissertations/AAI3298366,0,0,0,0,0,0,0,0,0,0,0,0,0
Advances in Z-cyclic whist and triplewhist tournaments,http://digitalcommons.uri.edu/dissertations/AAI9945216,0,0,0,0,0,0,0,0,0,0,0,0,0
The electronic fishbowl as a community of inquiry: Management passion in the XXIst century,http://digitalcommons.uri.edu/dissertations/AAI3025539,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrogen peroxide, methyl hydroperoxide, and formaldehyde in air impacted by biomass burning",http://digitalcommons.uri.edu/dissertations/AAI9633481,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast maximum likelihood estimation of parameters in crowded signal environments,http://digitalcommons.uri.edu/dissertations/AAI9421923,0,0,0,0,0,0,0,0,0,0,0,0,0
Reel Life Lessons: Using Film to Engage Adolescents in Valuable Discussions About Life,http://digitalcommons.uri.edu/srhonorsprog/145,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection Development Update #7,http://digitalcommons.uri.edu/lib_cd_rpts/7,0,0,0,0,0,0,0,0,0,0,0,0,0
Corrosion protection of aluminum alloys using a chromate conversion coating,http://digitalcommons.uri.edu/dissertations/AAI3063775,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence Journal: Budget Cutting Interview (49:02),http://digitalcommons.uri.edu/chafee_audio/9,0,0,0,0,0,0,0,0,0,0,0,0,0
Testing a model of unwanted pursuit and stalking,http://digitalcommons.uri.edu/dissertations/AAI3145418,0,0,0,0,0,0,0,0,0,0,0,0,0
A Cenozoic history of the central Arctic Ocean,http://digitalcommons.uri.edu/dissertations/AAI3277002,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychological attachment among eating disordered adolescents,http://digitalcommons.uri.edu/dissertations/AAI8901702,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessing the relationship between neuropsychological constructs and alcohol use among college students,http://digitalcommons.uri.edu/dissertations/AAI3103722,0,0,0,0,0,0,0,0,0,0,0,0,0
"Growth and behavior during the settlement period of the American lobster, Homarus americanus",http://digitalcommons.uri.edu/dissertations/AAI9702088,0,0,0,0,0,0,0,0,0,0,0,0,0
STUDIES ON THE IMMUNOPARASITOLOGY OF EASTERN PAINTED TURTLES (CHRYSEMYS PICTA PICTA) AND SNAPPING TURTLES (CHELYDRA SERPENTINA) EXPOSED TO SPIRORCHID BLOOD FLUKES (SPIRORCHIS SCRIPTA) (REPTILE),http://digitalcommons.uri.edu/dissertations/AAI8508645,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorium-234 as a tracer of the oceanic export of particulate organic carbon,http://digitalcommons.uri.edu/dissertations/AAI9920533,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic-ecological relationships in coastal wetland restoration,http://digitalcommons.uri.edu/dissertations/AAI3225321,0,0,0,0,0,0,0,0,0,0,0,0,0
Modeling and parameter estimation of cardiopulmonary dynamics,http://digitalcommons.uri.edu/dissertations/AAI3188057,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kinetics of the aggregation of poly(N-phenylisocyanide), optical detection of strain using polymer sensors, and photochemistry of azobenzene analogues",http://digitalcommons.uri.edu/dissertations/AAI9902580,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobacco Legislation Floor Statement (7:00) (Video),http://digitalcommons.uri.edu/chafee_audio/23,0,0,0,0,0,0,0,0,0,0,0,0,0
DISCRETE CONTROL OF LINEAR DISTRIBUTED SYSTEMS WITH APPLICATION TO THE DEFORMABLE PRIMARY MIRROR OF A LARGE ORBITING TELESCOPE,http://digitalcommons.uri.edu/dissertations/AAI7110493,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship of glucose testing attitudes and behavior to the stages of change: Application of the transtheoretical model to diabetes,http://digitalcommons.uri.edu/dissertations/AAI9902558,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sexual identity construction among lesbian, bisexual and unlabeled women",http://digitalcommons.uri.edu/dissertations/AAI3225313,0,0,0,0,0,0,0,0,0,0,0,0,0
Teacher opinions about the nature and treatment of reading deficits in adolescents,http://digitalcommons.uri.edu/dissertations/AAI9988100,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferulic acid and peroxidase infusion into disparate vegetables and its effect on texture,http://digitalcommons.uri.edu/dissertations/AAI3115625,0,0,0,0,0,0,0,0,0,0,0,0,0
Resiliency among lesbian and bisexual women during the process of self-acceptance and disclosure of their sexual orientation,http://digitalcommons.uri.edu/dissertations/AAI9920538,0,0,0,0,0,0,0,0,0,0,0,0,0
Characterization of interfacial fracture using strain fields,http://digitalcommons.uri.edu/dissertations/AAI3025578,0,0,0,0,0,0,0,0,0,0,0,0,0
Effectiveness of recipient restriction programs in Medicaid managed care organizations,http://digitalcommons.uri.edu/dissertations/AAI3206244,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of experimental parameters on electrospray ionization (ESI) mass spectra of tetracyclines and nucleoside antiviral agents,http://digitalcommons.uri.edu/dissertations/AAI9902566,0,0,0,0,0,0,0,0,0,0,0,0,0
Examining the role of social context in nurses' pain assessment practice with postoperative clients,http://digitalcommons.uri.edu/dissertations/AAI3135897,0,0,0,0,0,0,0,0,0,0,0,0,0
"Childhood trauma, family functioning and adult health: Protective factors as mediating variables",http://digitalcommons.uri.edu/dissertations/AAI3025554,0,0,0,0,0,0,0,0,0,0,0,0,0
Disordered eating behaviors among collegiate athletes,http://digitalcommons.uri.edu/dissertations/AAI3284826,0,0,0,0,0,0,0,0,0,0,0,0,0
Economics of sustainable resource management in a dynamic optimization framework,http://digitalcommons.uri.edu/dissertations/AAI9723575,0,0,0,0,0,0,0,0,0,0,0,0,0
Death and identity: Consumer behavior in Asante death rituals,http://digitalcommons.uri.edu/dissertations/AAI3025531,0,0,0,0,0,0,0,0,0,0,0,0,0
An examination of the effectiveness of community-based participatory research projects in producing intended health outcomes,http://digitalcommons.uri.edu/dissertations/AAI3276993,0,0,0,0,0,0,0,0,0,0,0,0,0
"Human babesiosis in Rhode Island: Epizootiological, epidemiological, and vector competency studies",http://digitalcommons.uri.edu/dissertations/AAI9702090,0,0,0,0,0,0,0,0,0,0,0,0,0
Library Web Site Statistics 2001-2002,http://digitalcommons.uri.edu/ts_rpts/28,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1992-1993,http://digitalcommons.uri.edu/lib_mac_rpts/13,0,0,0,0,0,0,0,0,0,0,0,0,0
Energetic constraints on diapause in Calanus finmarchicus: Implications for population dynamics in the Gulf of Maine,http://digitalcommons.uri.edu/dissertations/AAI3188848,0,0,0,0,0,0,0,0,0,0,0,0,0
Who To Watch Out For,http://digitalcommons.uri.edu/dissertations/AAI9702081,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluation of transient and highly localized acoustic fields using acoustooptic phase contrast imaging,http://digitalcommons.uri.edu/dissertations/AAI9988102,0,0,0,0,0,0,0,0,0,0,0,0,0
Manatee response to environmental noise,http://digitalcommons.uri.edu/dissertations/AAI3225323,0,0,0,0,0,0,0,0,0,0,0,0,0
Statistical characterizations of North Atlantic subtropical mode water,http://digitalcommons.uri.edu/dissertations/AAI9831100,0,0,0,0,0,0,0,0,0,0,0,0,0
An examination of the relationship between perceived parental involvement and adolescent eating and exercise habits,http://digitalcommons.uri.edu/dissertations/AAI3225331,0,0,0,0,0,0,0,0,0,0,0,0,0
Effectiveness of social competence promotion on disruptive behavior: A quantitative review,http://digitalcommons.uri.edu/dissertations/AAI3277010,0,0,0,0,0,0,0,0,0,0,0,0,0
Persuasion in Contemporary Presidential Campaigns,http://digitalcommons.uri.edu/srhonorsprog/125,0,0,0,0,0,0,0,0,0,0,0,0,0
The impact of childbirth preparation and support on labor and birth outcomes,http://digitalcommons.uri.edu/dissertations/AAI9805235,0,0,0,0,0,0,0,0,0,0,0,0,0
Factors affecting the intent to use information technology in health care organizations: A comparative study,http://digitalcommons.uri.edu/dissertations/AAI9960026,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamics of pseudo-partial wetting studied by neutron reflectometry,http://digitalcommons.uri.edu/dissertations/AAI9902559,0,0,0,0,0,0,0,0,0,0,0,0,0
Synthesis and investigation of the thermochromic properties of polythiophenes and oligothiophenes,http://digitalcommons.uri.edu/dissertations/AAI3188851,0,0,0,0,0,0,0,0,0,0,0,0,0
Processes associated with steep meander development in the Gulf Stream near 68 degrees West,http://digitalcommons.uri.edu/dissertations/AAI9702091,0,0,0,0,0,0,0,0,0,0,0,0,0
Automated design and sketching of mechanisms based on specified design requirements by employing expert system methodologies,http://digitalcommons.uri.edu/dissertations/AAI8811573,0,0,0,0,0,0,0,0,0,0,0,0,0
Invariants and invariant regions of Lyness-type difference equations,http://digitalcommons.uri.edu/dissertations/AAI9902562,0,0,0,0,0,0,0,0,0,0,0,0,0
Rational functions whose zeros and poles are constrained by conditions arising in control,http://digitalcommons.uri.edu/dissertations/AAI3025581,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grammatical errors: Perceptions and responses of students, first-year composition instructors, and business communication instructors",http://digitalcommons.uri.edu/dissertations/AAI3314446,0,0,0,0,0,0,0,0,0,0,0,0,0
"Numerical modeling of estuarine transport, water quality, and the impact of shrimp mariculture in the Rio Chone estuary, Ecuador",http://digitalcommons.uri.edu/dissertations/AAI3025573,0,0,0,0,0,0,0,0,0,0,0,0,0
HYDRODYNAMIC MODELING OF A FISCHER-TROPSCH PACKED-BED REACTOR (TRICKLE-BED REACTOR),http://digitalcommons.uri.edu/dissertations/AAI8627619,0,0,0,0,0,0,0,0,0,0,0,0,0
An observational and numerical study of the South Atlantic circulation,http://digitalcommons.uri.edu/dissertations/AAI3160038,0,0,0,0,0,0,0,0,0,0,0,0,0
Indicated silences in American novels,http://digitalcommons.uri.edu/dissertations/AAI9805226,0,0,0,0,0,0,0,0,0,0,0,0,0
Living with traumatic spinal cord injury,http://digitalcommons.uri.edu/dissertations/AAI3276986,0,0,0,0,0,0,0,0,0,0,0,0,0
Analysis of the Gulf Stream path and Rossby waves in the North Atlantic based on satellite data,http://digitalcommons.uri.edu/dissertations/AAI3248239,0,0,0,0,0,0,0,0,0,0,0,0,0
"Explosive rhyodacitic volcanism: The evolution and frequency of pre-1883 eruptions at Krakatau volcano, Indonesia",http://digitalcommons.uri.edu/dissertations/AAI3025530,0,0,0,0,0,0,0,0,0,0,0,0,0
The effect of nitrogen source on photoinhibition in marine phytoplankton,http://digitalcommons.uri.edu/dissertations/AAI9902555,0,0,0,0,0,0,0,0,0,0,0,0,0
"THE DISTRIBUTION AND BIOGEOCHEMISTRY OF TRANSITION METAL - ORGANIC COMPLEXES IN MARINE WATERS (CONNECTICUT, COPPER, IRON)",http://digitalcommons.uri.edu/dissertations/AAI8306398,0,0,0,0,0,0,0,0,0,0,0,0,0
The influence of cognitive reserve on neuropsychological functioning after coronary artery bypass grafting,http://digitalcommons.uri.edu/dissertations/AAI3112120,0,0,0,0,0,0,0,0,0,0,0,0,0
"An examination of the relationships between the peptide hormone ghrelin and appetite, plasma biomarkers of satiety and metabolic response in humans",http://digitalcommons.uri.edu/dissertations/AAI3314444,0,0,0,0,0,0,0,0,0,0,0,0,0
The cross-generational influence of parental authority and acculturation on parenting of Cape Verdean immigrants,http://digitalcommons.uri.edu/dissertations/AAI3277005,0,0,0,0,0,0,0,0,0,0,0,0,0
"Individual differences in timing measures: Continuation tapping, relaxation time, reaction time, and critical flicker fusion",http://digitalcommons.uri.edu/dissertations/AAI9805238,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comparing the achievement of eighth-grade boys and girls on norm referenced and performance tests in language arts, reading and mathematics",http://digitalcommons.uri.edu/dissertations/AAI9945191,0,0,0,0,0,0,0,0,0,0,0,0,0
"A multiscale approach to breeding habitat model development and evaluation for the common loon, Gavia immer, in New Hampshire, USA",http://digitalcommons.uri.edu/dissertations/AAI3346850,0,0,0,0,0,0,0,0,0,0,0,0,0
Utilization of nitrate-nitrogen by Kentucky bluegrass,http://digitalcommons.uri.edu/dissertations/AAI9902564,0,0,0,0,0,0,0,0,0,0,0,0,0
A sequential algorithm for biological event detection using statistical nonstationarity,http://digitalcommons.uri.edu/dissertations/AAI3328721,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lars Saabye Christensen's ""Beatles"": A study in literary translation and cross-cultural influence",http://digitalcommons.uri.edu/dissertations/AAI9989447,0,0,0,0,0,0,0,0,0,0,0,0,0
The impact of breast cancer on women's body image and sexual functioning,http://digitalcommons.uri.edu/dissertations/AAI9702076,0,0,0,0,0,0,0,0,0,0,0,0,0
"Understanding customer relationship management from managers' and customers' perspective: Exploring the implications of CRM fit, market orientation, and market knowledge competence",http://digitalcommons.uri.edu/dissertations/AAI3188835,0,0,0,0,0,0,0,0,0,0,0,0,0
Structured matrix approximation problems in signal processing,http://digitalcommons.uri.edu/dissertations/AAI9302662,0,0,0,0,0,0,0,0,0,0,0,0,0
Serials Solutions Search Type Report 2007-2008,http://digitalcommons.uri.edu/ts_rpts/36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Functional and structural study of the protein tyrosine kinase Csk, as a model system",http://digitalcommons.uri.edu/dissertations/AAI3188063,0,0,0,0,0,0,0,0,0,0,0,0,0
"Runaway nuns, runaway bestsellers: Representations of gender and class in antebellum convent captivity narratives and fictions",http://digitalcommons.uri.edu/dissertations/AAI9945225,0,0,0,0,0,0,0,0,0,0,0,0,0
Particle dynamics and shelf-basin interactions in the western Arctic Ocean investigated using radiochemical tracers,http://digitalcommons.uri.edu/dissertations/AAI3239908,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluation of a novel autonomous detector for microbial water quality monitoring,http://digitalcommons.uri.edu/dissertations/AAI3314448,0,0,0,0,0,0,0,0,0,0,0,0,0
The effect of humidity on composite lap joints and an electrochemical study of coatings and galvanic systems,http://digitalcommons.uri.edu/dissertations/AAI3135915,0,0,0,0,0,0,0,0,0,0,0,0,0
Monographic Acquisitions / Copy Cataloging Monthly Statistics 2001-2002,http://digitalcommons.uri.edu/lib_mac_rpts/22,0,0,0,0,0,0,0,0,0,0,0,0,0
A four-year retrospective study of domestic violence and police response in Asians using the Rhode Island Domestic Violence/Sexual Assault Police Reporting Forms,http://digitalcommons.uri.edu/dissertations/AAI3188844,0,0,0,0,0,0,0,0,0,0,0,0,0
THE DYNAMIC STABILITY OF A NONRIGID PARACHUTE AND PAYLOAD SYSTEM,http://digitalcommons.uri.edu/dissertations/AAI6912936,0,0,0,0,0,0,0,0,0,0,0,0,0
Studies on food-limited growth in juvenile shellfish using novel aquaculture approaches,http://digitalcommons.uri.edu/dissertations/AAI9601869,0,0,0,0,0,0,0,0,0,0,0,0,0
Constraining the alkenone unsaturation index,http://digitalcommons.uri.edu/dissertations/AAI9960022,0,0,0,0,0,0,0,0,0,0,0,0,0
EDS: The Experimental Design Simulator,http://digitalcommons.uri.edu/dissertations/AAI9920534,0,0,0,0,0,0,0,0,0,0,0,0,0
Resilience in ex-refugees from Cambodia and Vietnam,http://digitalcommons.uri.edu/dissertations/AAI3147808,0,0,0,0,0,0,0,0,0,0,0,0,0
Interaction of neurotransmitters on the proboscis muscles of the North American channeled whelk Busycon canaliculatum,http://digitalcommons.uri.edu/dissertations/AAI9989443,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bioeconomics of seasonality, seasonal stock depletion and marine mammal protection",http://digitalcommons.uri.edu/dissertations/AAI9988721,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection Development Update #12,http://digitalcommons.uri.edu/lib_cd_rpts/13,0,0,0,0,0,0,0,0,0,0,0,0,0
A transtheoretical analysis of change among cocaine users,http://digitalcommons.uri.edu/dissertations/AAI9202994,0,0,0,0,0,0,0,0,0,0,0,0,0
The design and implementation of a depression prevention program,http://digitalcommons.uri.edu/dissertations/AAI9999536,0,0,0,0,0,0,0,0,0,0,0,0,0
Three essays on conservation-oriented community land use management,http://digitalcommons.uri.edu/dissertations/AAI3298370,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metamorphosis in the summer flounder, Paralichthys dentatus: Developmental and osmoregulatory responses to altered thyroid status",http://digitalcommons.uri.edu/dissertations/AAI9908230,0,0,0,0,0,0,0,0,0,0,0,0,0
"Image and attitude: The impact of media images on the self-esteem, body image and sexual attitudes of college students",http://digitalcommons.uri.edu/dissertations/AAI9902575,0,0,0,0,0,0,0,0,0,0,0,0,0
Cognitive function and food preparation ability in schizophrenia,http://digitalcommons.uri.edu/dissertations/AAI9988223,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolutionary numerical methods applied to minimum weight structural design and cardiac mechanics,http://digitalcommons.uri.edu/dissertations/AAI3188843,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic violence screening by nurses in the primary care setting,http://digitalcommons.uri.edu/dissertations/AAI3145419,0,0,0,0,0,0,0,0,0,0,0,0,0
Juvenile abundance in a summer nursery and ontogenetic changes in the distribution and migrations of sandbar sharks,http://digitalcommons.uri.edu/dissertations/AAI3276995,0,0,0,0,0,0,0,0,0,0,0,0,0
Short title: Teacher-student epistemological interplay,http://digitalcommons.uri.edu/dissertations/AAI3314450,0,0,0,0,0,0,0,0,0,0,0,0,0
"THE EFFECTS OF AMMONIA, PH AND SALINITY ON THE WHITE PERCH, MORONE AMERICANA",http://digitalcommons.uri.edu/dissertations/AAI7811471,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture images of girls and women in children's literature,http://digitalcommons.uri.edu/dissertations/AAI9902582,0,0,0,0,0,0,0,0,0,0,0,0,0
High school teachers' attitudes toward inclusion of students with special needs,http://digitalcommons.uri.edu/dissertations/AAI3239906,0,0,0,0,0,0,0,0,0,0,0,0,0
Stability of some difference equations with nonhyperbolic equilibria,http://digitalcommons.uri.edu/dissertations/AAI9702117,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 2000-2001,http://digitalcommons.uri.edu/lib_mac_rpts/21,0,0,0,0,0,0,0,0,0,0,0,0,0
"Organizational climate for diversity, cultural comfort, and professional relationships: Predicting perceptions of the workplace among employees of color",http://digitalcommons.uri.edu/dissertations/AAI3135899,0,0,0,0,0,0,0,0,0,0,0,0,0
"""The Senators Respond"", with Truman Taylor:  Consumer Protection Agency; Indian Land; Nuclear Wastes",http://digitalcommons.uri.edu/chafee_audio/3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Relations among verbal working memory, listening comprehension, and reading skills",http://digitalcommons.uri.edu/dissertations/AAI9239551,0,0,0,0,0,0,0,0,0,0,0,0,0
Quasi-elastic scattering of ultracold neutrons,http://digitalcommons.uri.edu/dissertations/AAI3186907,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANALYSIS, COMPUTER SIMULATION, AND PROPERTIES OF SEMICONDUCTOR DYNAMIC MEMORIES FOR VLSI IMPLEMENTATION (DRAM, MEMORY DESIGN, SEMICONDUCTOR)",http://digitalcommons.uri.edu/dissertations/AAI8627630,0,0,0,0,0,0,0,0,0,0,0,0,0
Attachment classifications among eighteen-month-old children of adolescent mothers,http://digitalcommons.uri.edu/dissertations/AAI9945189,0,0,0,0,0,0,0,0,0,0,0,0,0
Age differences in multidimensional self-concept,http://digitalcommons.uri.edu/dissertations/AAI9702096,0,0,0,0,0,0,0,0,0,0,0,0,0
Clean Air Act: University of Southern California Speech (16:52),http://digitalcommons.uri.edu/chafee_audio/11,0,0,0,0,0,0,0,0,0,0,0,0,0
Global terrain methods for process simulation,http://digitalcommons.uri.edu/dissertations/AAI3103730,0,0,0,0,0,0,0,0,0,0,0,0,0
In the belly of this story: The role of fantasy in four American women's novels of the 1980s,http://digitalcommons.uri.edu/dissertations/AAI9207035,0,0,0,0,0,0,0,0,0,0,0,0,0
"Self, other and the sociopolitical in politically active women survivors of domestic violence",http://digitalcommons.uri.edu/dissertations/AAI3248230,0,0,0,0,0,0,0,0,0,0,0,0,0
A numerical study of Gulf Stream meandering and associated physical processes,http://digitalcommons.uri.edu/dissertations/AAI3053103,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1995-1996,http://digitalcommons.uri.edu/lib_mac_rpts/16,0,0,0,0,0,0,0,0,0,0,0,0,0
"""The Senators Respond"", with Truman Taylor: Minimum Wage; Reverse Discrimination; Air Bags; Oil Costs (29:34)",http://digitalcommons.uri.edu/chafee_audio/4,0,0,0,0,0,0,0,0,0,0,0,0,0
Global behavior of nonlinear difference equations,http://digitalcommons.uri.edu/dissertations/AAI3135898,0,0,0,0,0,0,0,0,0,0,0,0,0
A structural equation modeling approach to understanding psychological empowerment in community prevention coalitions,http://digitalcommons.uri.edu/dissertations/AAI9955101,0,0,0,0,0,0,0,0,0,0,0,0,0
An information criterion for use in predictive data mining,http://digitalcommons.uri.edu/dissertations/AAI3225319,0,0,0,0,0,0,0,0,0,0,0,0,0
A COMPARATIVE STUDY OF THE PURE TONAL WHISTLE VOCALIZATIONS FROM FIVE WESTERN NORTH ATLANTIC DOLPHIN SPECIES,http://digitalcommons.uri.edu/dissertations/AAI8102340,0,0,0,0,0,0,0,0,0,0,0,0,0
Studies on the fates of organic contaminants in aquatic environments,http://digitalcommons.uri.edu/dissertations/AAI9831117,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulation of empA metalloproteinase expression in Vibrio anguillarum,http://digitalcommons.uri.edu/dissertations/AAI3115626,0,0,0,0,0,0,0,0,0,0,0,0,0
Chafee-Michaelson Senatorial Campaign Debate (45:00),http://digitalcommons.uri.edu/chafee_audio/20,0,0,0,0,0,0,0,0,0,0,0,0,0
Representing signals using only timing information and feature extraction for automatic speech recognition,http://digitalcommons.uri.edu/dissertations/AAI3115640,0,0,0,0,0,0,0,0,0,0,0,0,0
Design optimization of indium gallium arsenide phosphide multi-quantum well electroabsorption modulators,http://digitalcommons.uri.edu/dissertations/AAI9702107,0,0,0,0,0,0,0,0,0,0,0,0,0
Corrosion mechanisms of steel reinforcement in concrete,http://digitalcommons.uri.edu/dissertations/AAI9707387,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug benefit plans for elderly under managed care and utilization of lipid lowering agents,http://digitalcommons.uri.edu/dissertations/AAI3112111,0,0,0,0,0,0,0,0,0,0,0,0,0
Global behavior in rational difference equations,http://digitalcommons.uri.edu/dissertations/AAI3186897,0,0,0,0,0,0,0,0,0,0,0,0,0
Riding the hyphen: Derrida-Woolf,http://digitalcommons.uri.edu/dissertations/AAI3222141,0,0,0,0,0,0,0,0,0,0,0,0,0
Client nurse interactions with schizophrenic clients: A descriptive study,http://digitalcommons.uri.edu/dissertations/AAI3314447,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic analysis of sustainable development on the Indonesian coastal resources,http://digitalcommons.uri.edu/dissertations/AAI9805257,0,0,0,0,0,0,0,0,0,0,0,0,0
"An observational study of the Kuroshio in the East China Sea: Local, regional, and basin-wide perspectives on a western boundary current",http://digitalcommons.uri.edu/dissertations/AAI3346845,0,0,0,0,0,0,0,0,0,0,0,0,0
