Sponsoring USD (1=yes coop),CO No.,USD    USD No.,,,FTE Enroll exc4yr at risk 2007-09-20 00:00:00,FTE Enroll exc4yr at risk 2008-02-20 00:00:00,2a  2010-06-21 00:00:00 FTE Enroll exc4yr at risk 2007-09-20 00:00:00 2008-02-20 00:00:00,FTE Enroll exc4yr at risk 2008-09-20 00:00:00,FTE Enroll exc4yr at risk 2009-02-20 00:00:00,Virtual FTE 2008-09-20 00:00:00,2b   FTE Enroll exc4yr at risk 2008-09-20 00:00:00 2009-02-20 00:00:00 exc Virtual,FTE Enroll exc4yr at risk 2009-09-20 00:00:00  incl Virtual,2c   FTE Enroll exc4yr at risk 2009-09-20 00:00:00  exc Virtual,2d   Declining Enrollment Provision,2e   FTE Enroll exc4yr at risk 2010-02-20 00:00:00,2f   Adjusted Enrollment (incl 2/20)  exc Virtual,3a    4YR AR (incl 9/20) (incl 2/20),Virtual FTE 2009-09-20 00:00:00,FTE Enroll inc4yr at risk 2009-09-20 00:00:00  exc Virtual,FTE Enroll inc4yr at risk 2009-09-20 00:00:00  incl Virtual,2009-10 FTE Enroll (inc MILT)  incl Virtual,3b   Total Adj. Enrollment inc 2/20  exc Virtual,4   Low & High Weighted FTE,Low Enroll,High Enroll,5   Vocational Contact Hrs.,6   Vocational Weighted FTE,7   Bilingual Contact Hrs.,8   Bilingual Weighted FTE,9   At-Risk Students,10   At-Risk Weighted FTE,High At-Risk Weighted FTE,2008-09 Non-Proficient Headcount,Non-Proficient Weighted FTE,11   New Fac. FTE,12   New Fac. Weighted FTE,13   Over 2.5 Current Yr,13a   Trans. Weighted FTE,14   Ancillary Weighting FTE,Declining Weighting FTE,Cost of Living FTE,Virtual Weighted FTE,FHSU M&SA FTE,14a   Spec Ed St Aid FY10,14b   Spec Ed Weighting FTE,2009-10 Sub Total Wtd FTE exc spec ed,15a  2009-10 Sub Total Wtd FTE exc COL,15b  2009-10 Total Weighted FTE,AH=Aud Hrs 1=Chng A=Audit R=Republished  #,A,R,Computed General Fund (exc spec ed),16   Computed General Fund (inc spec ed),17   Adopted General Fund,18   2009-10 General Fund (before red.),18a   Budget Law Violation,2008-09 Trans Audit Adj,2008-09 At-Risk Bilingual Audit Adj,2008-09 Juv Det Audit Adj,2008-09 Total Reductions,18b   2009-10 Adjusted Legal General Fund,2009 SB84 LOB Base General Fund,19   2009-10 LOB Authorized Percent,20   Max Computed L O B Authorized,21   Adopted L O B,22   Legal L O B,96-97 INFO LOB expire 0 = no lob 1= 96-97 2=97-98 3=98-99 4=99-00
0,,325,Phillips,Phillipsburg,628,0,628,655,0,0,655,628.1,628.1,655,0,655,0,0,628.1,628.1,628.1,655,238.1,238.1,0,175,14.6,0,0,187,85.3,0,35,1.6,0,0,124,37.1,0,0,0,0,0,670097,167,1031.7,1198.7,1198.7,2,A,,4139180,4809184,4999174,4809184,,,,,0,4809184,5330565,0.3,1599170,1581482,1581482,1
,,326,Phillips,Logan,175.5,0,175.5,166,0,0,166,181.5,181.5,181.5,0,181.5,2,0,183.5,183.5,183.5,183.5,145.5,145.5,0,33.3,2.8,0,0,79,36,4.7,15,0.7,0,0,62,21.2,0,0,0,0,0,173222,43.2,394.4,437.6,437.6,2,A,,1582333,1755651,1782105,1755651,,,,,0,1755651,1964900,0.3,589470,470000,470000,
0,,327,Ellsworth,Ellsworth,590.4,0,590.4,639.6,0,0,639.6,622,622,639.6,0,639.6,0,0,622,622,622,639.6,235.9,235.9,0,140.2,11.7,0,0,206,93.9,0,42,2,0,0,271,71.3,0,0,0,0,0,475392,118.5,1054.4,1172.9,1172.9,7,A,,4230253,4705675,4968382,4705675,,,,,0,4705675,5193678,0.3,1558103,1452000,1452000,1
0,,328,Ellsworth,Lorraine,447,0,447,447,0,9,438,404.8,362.6,438,0,438,5.5,42.2,368.1,410.3,410.3,443.5,193.1,193.1,0,147.5,12.3,0,0,171,78,0,17,0.8,0,0,159,46.8,0,0,0,44.3,1,333773,83.2,819.8,903,903,12,A,RP,3289038,3622836,3622435,3622435,,,,,0,3622435,4011568,0.3,1203470,1018422,1018422,2
0,,329,Wabaunsee,Alma,486.5,0,486.5,463.1,0,0,463.1,470,470,473.2,0,473.2,0,0,470,470,470,473.2,201.3,201.3,0,136.2,11.4,0,0,88,40.1,0,45,2.1,0,0,270.4,70.2,0,0,0,0,0,483891,120.6,798.3,918.9,918.9,11,A,,3202780,3686627,4015958,3686627,,,,,0,3686627,4075826,0.3,1222748,1124000,1124000,2
0,,330,Wabaunsee,Wabaunsee East,491,0,491,475,0,0,475,500.5,500.5,500.5,0,500.5,0,0,500.5,500.5,500.5,500.5,208.2,208.2,0,200,16.7,1,0.1,144,65.7,0,59,2.7,0,0,458,104.7,0,0,0,0,0,601359,149.9,898.6,1048.5,1048.5,12,A,RP,3605183,4206582,4206582,4206582,,,,,0,4206582,4643133,0.2806,1302863,1000000,1000000,0
0,,331,Kingman,Kingman,1048.2,0,1048.2,1033.3,0,0,1033.3,988.7,988.7,1033.3,0,1033.3,0,0,988.7,988.7,988.7,1033.3,242.9,242.9,0,226.1,18.8,0,0,329,150,0,94,4.4,0,0,291,80.4,0,0,0,0,1,1090124,271.7,1530.8,1802.5,1802.5,12,A,,6141570,7231630,7586495,7231630,,,,,0,7231630,7974185,0.3,2392256,2391192,2391192,0
0,,332,Kingman,Cunningham,178.5,0,178.5,173.5,0,0,173.5,170.6,170.6,174.2,0,174.2,1,0,171.6,171.6,171.6,175.2,142.8,142.8,0,18.4,1.5,0,0,50,22.8,0,20,0.9,0,0,87,27.5,0,0,0,0,0,286032,71.3,370.7,442,442,12,A,,1487248,1773304,1895569,1773304,,,,,0,1773304,1886129,0.3,565839,599884,565839,1
1,,333,Cloud,Concordia,1046.8,0,1046.8,1054.6,0,0,1054.6,1061.2,1061.2,1061.2,0,1061.2,6.5,0,1067.7,1067.7,1067.7,1067.7,238.5,238.5,0,246.3,20.5,3.9,0.3,446,203.4,26.8,58,2.7,0,0,214,56.3,0,0,0,0,0,1045633,260.6,1616.2,1876.8,1876.8,10,A,,6484194,7529722,8109105,7529722,,,,,0,7529722,8339405,0.3,2501822,1962300,1962300,4
0,,334,Cloud,Southern Cloud,242.4,0,242.4,231.5,0,0,231.5,255.6,255.6,255.6,0,255.6,0,0,255.6,255.6,255.6,255.6,153.8,153.8,0,73.3,6.1,0,0,124,56.5,7.4,16,0.7,0,0,50,17.3,0,0,0,0,0,294498,73.4,497.4,570.8,570.8,5,A,,1995569,2290050,2422819,2290050,,,,,0,2290050,2527275,0.3,758183,545500,545500,0
0,,335,Jackson,North Jackson,396.2,0,396.2,360,0,0,360,376.5,376.5,377.6,0,377.6,0,0,376.5,376.5,376.5,377.6,172.9,172.9,0,114.6,9.6,1,0.1,110,50.2,0,37,1.7,109.4,27.4,290.5,65.1,0,0,0,0,0,247514,61.7,704.6,766.3,766.3,6,A,,2826855,3074396,3093481,3074396,,,,,0,3074396,3424181,0.3,1027254,837000,837000,0
1,,336,Jackson,Holton,1085,0,1085,1052.3,0,0,1052.3,1058,1058,1065.1,0,1065.1,0,0,1058,1058,1058,1065.1,238.8,238.8,0,335,27.9,0,0,272,124,0,52,2.4,0,0,352,71.6,0,0,0,0,0,861810,214.8,1529.8,1744.6,1744.6,4,A,,6137558,6999335,7180723,6999335,,,,,0,6999335,7772801,0.3,2331840,2310429,2310429,0
0,,337,Jackson,Mayetta,953.5,0,953.5,912.8,0,0,912.8,908.2,908.2,924.8,0,924.8,0,0,908.2,908.2,908.2,924.8,251.5,251.5,0,227.8,19,0,0,300,136.8,0,61,2.8,109.4,27.4,655,117.2,0,0,0,0,0,824097,205.4,1479.5,1684.9,1684.9,4,A,,5935754,6759819,6994709,6759819,,,,,0,6759819,7502511,0.3,2250753,2222293,2222293,3
0,,338,Jefferson,Valley Falls,413,0,413,404.3,0,0,404.3,408.3,408.3,408.5,0,408.5,6,0,414.3,414.3,414.3,414.5,184.6,184.6,0,140.9,11.7,0,0,116,52.9,0,38,1.8,0,0,153,34.4,0,0,0,0,0,393013,98,699.9,797.9,797.9,5,A,,2807999,3201175,3299320,3201175,,,,,0,3201175,3533435,0.3,1060031,993213,993213,0
0,,339,Jefferson,Jefferson County,486.5,0,486.5,482,0,0,482,479,479,482.5,0,482.5,3.5,0,482.5,482.5,482.5,486,204.6,204.6,0,145.3,12.1,0,0,118,53.8,0,44,2,0,0,277.5,54.9,0,0,0,0,0,443715,110.6,813.4,924,924,10,A,,3263361,3707088,3886043,3707088,,,,,0,3707088,4118996,0.3,1235699,1242880,1235699,1
0,,340,Jefferson,Jefferson West,925.1,0,925.1,916,0,0,916,893.8,893.8,916,0,916,0,0,893.8,893.8,893.8,916,251.8,251.8,0,249.7,20.8,0,0,150,68.4,0,81,3.8,0,0,595,89.5,0,0,0,0,0,871767,217.3,1350.3,1567.6,1567.6,2,A,,5417404,6289211,6564473,6289211,,,,,0,6289211,6934962,0.3,2080489,1947127,1947127,0
0,,341,Jefferson,Oskaloosa,534.5,0,534.5,511.6,0,0,511.6,529.1,529.1,529.1,0,529.1,10,0,539.1,539.1,539.1,539.1,217.2,217.2,0,146.4,12.2,0,0,272,124,27.2,50,2.3,0,0,324,59.9,0,0,0,0,0,691578,172.4,981.9,1154.3,1154.3,12,A,RP,3939383,4631052,4631052,4631052,,,,,0,4631052,5131412,0.3,1539424,1406800,1406800,1
0,,342,Jefferson,McLouth,524.6,0,524.6,504.7,0,0,504.7,480,480,504.7,0,504.7,11.5,0,491.5,491.5,491.5,516.2,212,212,0,120.4,10,0,0,132,60.2,0,60,2.8,0,0,262.5,49.9,0,0,0,0,0,569033,141.8,851.1,992.9,992.9,2,A,,3414613,3983515,4366474,3983515,,,,,0,3983515,4425954,0.2924,1294149,1155600,1155600,0
0,,343,Jefferson,Perry,937.6,0,937.6,926.2,0,0,926.2,948,948,948,0,948,6.5,0,954.5,954.5,954.5,954.5,249.9,249.9,0,287.9,24,0,0,257,117.2,0,67,3.1,0,0,628,111.1,0,0,0,0,0,870064,216.9,1459.8,1676.7,1676.7,2,A,,5856718,6726920,6755549,6726920,,,,,0,6726920,7451045,0.3,2235314,2166159,2166159,2
0,,344,Linn,Pleasanton,366,0,366,353,0,0,353,315.5,315.5,353,0,353,7.5,0,323,323,323,360.5,167.1,167.1,0,88.6,7.4,0,0,168,76.6,10.1,29,1.3,0,0,63,16.4,0,0,0,0,0,146612,36.5,639.4,675.9,675.9,1,A,,2565273,2711711,2831122,2711711,,,,,0,2711711,3049859,0.3,914958,650000,650000,0
0,,345,Shawnee,Seaman,3408.1,0,3408.1,3455.7,0,0,3455.7,3527,3527,3527,0,3527,19.5,0,3546.5,3546.5,3546.5,3546.5,124.3,0,124.3,797.1,66.4,9.6,0.6,799,364.3,0,311,14.5,488.8,122.2,1746,226.8,0,0,0,0,1,3076273,766.8,4466.6,5233.4,5233.4,10,A,,17919999,20996401,21701610,20996401,,,,,0,20996401,23243706,0.3,6973112,6872305,6872305,1
0,,346,Linn,Jayhawk,521.7,0,521.7,517.9,0,0,517.9,514.6,514.6,518.1,0,518.1,4.5,0,519.1,519.1,519.1,522.6,213.5,213.5,0,194.6,16.2,1.4,0.1,223,101.7,13.4,41,1.9,0,0,345,80.2,0,0,0,0,0,441127,110,949.6,1059.6,1059.6,1,A,,3809795,4251115,4452099,4251115,,,,,0,4251115,4696606,0.2806,1317868,1323341,1317868,0
0,,347,Edwards,Kinsely-Offerle,325.4,0,325.4,296.1,0,0,296.1,353,353,353,0,353,4.5,0,357.5,357.5,357.5,357.5,166.1,166.1,0,76.6,6.4,231.6,15.2,160,73,9.6,18,0.8,0,0,193.5,52.2,0,0,0,0,0,311486,77.6,680.8,758.4,758.4,12,A,R,2731370,3042701,3115318,3042701,,,,,0,3042701,3406765,0.2806,955938,842743,842743,1
0,,348,Douglas,Baldwin City,1315.7,0,1315.7,1333.4,0,0,1333.4,1314.4,1314.4,1333.4,0,1333.4,22,0,1336.4,1336.4,1336.4,1355.4,170.3,170.3,0,186.9,15.6,1.7,0.1,242,110.4,0,94,4.4,0,0,441,82.4,0,0,0,0,0,984014,245.3,1738.6,1983.9,1983.9,8,A,,6975263,7959407,8234801,7959407,,,,,0,7959407,8870565,0.3,2661170,2644147,2644147,3
0,,349,Stafford,Stafford,272.6,0,272.6,266.7,0,2,264.7,268.8,268.8,268.8,0,268.8,0,0,268.8,268.8,268.8,268.8,152.4,152.4,0,42.1,3.5,7.5,0.5,94,42.9,5.6,9,0.4,0,0,56,18.3,0,0,0,0,0,243119,60.6,492.4,553,553,8,A,,1975509,2218636,2370094,2218636,,,,,0,2218636,2453881,0.2891,709417,674967,674967,1
0,,350,Stafford,St. John-Hudson,375.8,0,375.8,362.7,0,0,362.7,327.5,327.5,362.7,0,362.7,0,0,327.5,327.5,327.5,362.7,167.9,167.9,0,80.4,6.7,0,0,123,56.1,0,23,1.1,0,0,54.5,18.8,0,0,0,0,1,361973,90.2,614.3,704.5,704.5,8,A,,2464572,2826454,2954287,2826454,,,,,0,2826454,3112300,0.3,933690,840000,840000,1
0,,351,Stafford,Macksville,302.1,0,302.1,298.4,0,0,298.4,258.1,258.1,298.4,0,298.4,6,0,264.1,264.1,264.1,304.4,146.9,146.9,0,32.8,2.7,109.4,7.2,108,49.2,0,26,1.2,0,0,97,30.7,0,0,0,0,0,274900,68.5,542.3,610.8,610.8,10,A,,2175708,2450530,2621487,2450530,,,,,0,2450530,2712351,0.2827,766782,537000,537000,0
0,,352,Sherman,Goodland,939.7,0,939.7,906.4,0,0,906.4,899.5,899.5,915.2,0,915.2,0,0,899.5,899.5,899.5,915.2,251.8,251.8,0,213.8,17.8,249.7,16.4,354,161.4,0,59,2.7,0,0,174,59.4,0,0,0,0,0,750412,187,1424.7,1611.7,1611.7,3,A,,5715896,6466140,6667393,6466140,,,,,0,6466140,7156301,0.3,2146890,2066050,2066050,1
0,,353,Sumner,Wellington,1628.6,0,1628.6,1635.9,0,0,1635.9,1641.3,1641.3,1641.3,0,1641.3,7,0,1648.3,1648.3,1648.3,1648.3,57.8,0,57.8,375.6,31.3,6.2,0.4,724,330.1,43.4,205,9.5,0,0,174,44.1,0,0,0,0,1,1816204,452.7,2165.9,2618.6,2618.6,12,A,RP,8689591,10505823,10505823,10505823,,,,,0,10505823,11452851,0.3,3435855,3296748,3296748,1
0,,354,Barton,Claflin,252,0,252,220.6,0,0,220.6,208,208,226.9,0,226.9,2.5,0,210.5,210.5,210.5,229.4,154,154,0,77.5,6.5,0,0,33,15,0,7,0.3,0,0,73.5,20.9,0,0,0,0,0,261319,65.1,426.1,491.2,491.2,7,A,,1709513,1970694,2050370,1970694,,,,,0,1970694,2193049,0.3,657915,600000,600000,1
0,,355,Barton,Ellinwood,425,0,425,425.7,0,0,425.7,406.7,406.7,425.7,0,425.7,0,0,406.7,406.7,406.7,425.7,187.9,187.9,0,159.8,13.3,0,0,124,56.5,0,30,1.4,0,0,86.5,23.4,0,0,0,0,0,390218,97.3,708.2,805.5,805.5,8,A,,2841298,3231666,3403926,3231666,,,,,0,3231666,3582529,0.3,1074759,955000,955000,1
0,,356,Sumner,Conway Springs,556.9,0,556.9,528.4,0,0,528.4,518.8,518.8,534.7,0,534.7,0,0,518.8,518.8,518.8,534.7,216.3,216.3,0,158.8,13.2,0,0,141,64.3,0,43,2,0,0,185.2,42.8,0,0,0,0,0,407954,101.7,873.3,975,975,11,A,,3503680,3911700,4419620,3911700,,-947,,,-947,3910753,4382621,0.3,1314786,1065000,1065000,1
0,,357,Sumner,Belle Plaine,712.5,0,712.5,677.8,0,0,677.8,644,644,678.1,0,678.1,12.5,0,656.5,656.5,656.5,690.6,242.7,242.7,0,201.2,16.8,0.4,0,225,102.6,0,41,1.9,0,0,256,48.2,0,0,0,0,0,800902,199.6,1102.8,1302.4,1302.4,11,A,,4424434,5225229,5647480,5225229,,,,,0,5225229,5834365,0.2806,1637123,1699442,1637123,0
0,,358,Sumner,Oxford,365.2,0,365.2,338.6,0,0,338.6,332.5,332.5,345.4,0,345.4,1,0,333.5,333.5,333.5,346.4,162.3,162.3,0,70.1,5.8,0,0,91,41.5,0,32,1.5,0,0,157,36.5,0,0,0,0,0,392910,97.9,594,691.9,691.9,11,A,,2383128,2775903,2956396,2775903,,,,,0,2775903,3123078,0.2806,876336,876585,876336,0
0,,359,Sumner,Argonia,189.5,0,189.5,184.5,0,0,184.5,177.5,177.5,184.5,0,184.5,2,0,179.5,179.5,179.5,186.5,146.4,146.4,0,21.7,1.8,0,0,47,21.4,0,16,0.7,0,0,55.5,16.9,0,0,0,0,0,215734,53.8,373.7,427.5,427.5,11,A,,1499284,1715130,1845375,1715130,,-3585,,,-3585,1711545,1899379,0.3,569814,397355,397355,0
0,,360,Sumner,Caldwell,229.9,0,229.9,219.5,0,0,219.5,230.5,230.5,230.5,0,230.5,3.5,0,234,234,234,234,154.2,154.2,0,79.2,6.6,0,0,112,51.1,6.7,14,0.7,0,0,45,14.7,0,0,0,0,0,265089,66.1,468,534.1,534.1,8,A,,1877616,2142809,2149493,2142809,,,,,0,2142809,2392618,0.3,717785,690921,690921,4
0,,361,Harper,Anthony-Harper,812,0,812,806.7,0,0,806.7,819.1,819.1,819.1,0,819.1,14.5,0,833.6,833.6,833.6,833.6,252.5,252.5,0,143.6,12,26.6,1.7,409,186.5,24.5,36,1.7,0,0,349,93.8,0,0,0,0,0,806766,201.1,1406.3,1607.4,1607.4,6,A,,5642076,6448889,6521450,6448889,,,,,0,6448889,7187622,0.2806,2016847,1700000,1700000,0
0,,362,Linn,Prairie View,953.3,0,953.3,933.5,0,0,933.5,935.4,935.4,940.7,0,940.7,8,0,943.4,943.4,943.4,948.7,250.3,250.3,0,204,17,9.7,0.6,368,167.8,0,52,2.4,0,0,676,137.8,0,0,0,0,0,1245812,310.5,1524.6,1835.1,1835.1,10,A,,6116695,7362421,7748044,7362421,,,,,0,7362421,8171197,0.3,2451359,2340079,2340079,3
0,,363,Finney,Holcomb,814,0,814,854.5,0,0,854.5,928.3,923.9,923.9,0,923.9,11.5,4.4,935.4,939.8,939.8,935.4,251,251,0,219.3,18.3,515.1,33.9,381,173.7,22.9,46,2.1,0,0,103,29.2,0,0,0,4.6,1,450792,112.4,1472.1,1584.5,1584.5,10,A,R,5906065,6357014,6410374,6357014,,,,,0,6357014,7051311,0.3,2115393,2009799,2009799,1
1,,364,Marshall,Marysville,712,0,712,731,0,0,731,711.2,711.2,731,0,731,8,0,719.2,719.2,719.2,739,247.6,247.6,0,220.4,18.4,0,0,218,99.4,0,34,1.6,0,0,226.6,58.5,0,0,0,0,0,688620,171.6,1164.5,1336.1,1336.1,6,A,,4671974,5360433,5716234,5360433,,,,,0,5360433,6025780,0.3,1807734,1812788,1807734,0
0,,365,Anderson,Garnett,1109.8,0,1109.8,1107.2,0,0,1107.2,1100.9,1100.9,1107.2,0,1107.2,0,0,1100.9,1100.9,1100.9,1107.2,232.4,232.4,0,304.5,25.4,0,0,440,200.6,0,66,3.1,0,0,438.2,104.4,0,0,0,0,0,880223,219.4,1673.1,1892.5,1892.5,12,A,,6712477,7592710,7879646,7592710,,-976,,,-976,7591734,8335836,0.3,2500751,2225000,2225000,0
0,,366,Woodson,Woodson,418.9,0,418.9,393.5,0,0,393.5,391.3,391.3,401.2,0,401.2,7,0,398.3,398.3,398.3,408.2,182.6,182.6,0,68.3,5.7,0,0,196,89.4,11.8,8,0.4,0,0,155,45.9,0,0,0,0,0,497628,124,744,868,868,12,A,,2984928,3482416,3504736,3482416,,,,,0,3482416,3848206,0.3,1154462,993050,993050,0
0,,367,Miami,Osawatomie,1132.5,0,1132.5,1109,0,0,1109,1125.5,1125.5,1125.5,0,1125.5,11.5,0,1137,1137,1137,1137,227.2,227.2,0,210.1,17.5,0,0,581,264.9,58.1,79,3.7,0,0,275,53.3,0,0,0,0,0,1321410,329.4,1761.7,2091.1,2091.1,11,A,,7067940,8389493,8390867,8389493,,,,,0,8389493,9276745,0.3,2783024,2200000,2200000,0
1,,368,Miami,Paola,2062.5,0,2062.5,2027.9,0,0,2027.9,2028.1,2028.1,2039.5,0,2039.5,0,0,2028.1,2028.1,2028.1,2039.5,71.5,0,71.5,604.4,50.4,10.7,0.7,508,231.6,0,156,7.3,0,0,843.2,148.2,0,0,0,0,1,1192930,297.3,2550.2,2847.5,2847.5,12,A,,10231402,11424170,11982494,11424170,,-739,,,-739,11423431,12972518,0.3,3891755,3825659,3825659,1
0,,369,Harvey,Burrton,236.5,0,236.5,240.2,0,0,240.2,232.7,232.7,240.2,0,240.2,5,0,237.7,237.7,237.7,245.2,154.3,154.3,0,71.7,6,0,0,122,55.6,7.3,15,0.7,0,0,36,10.6,0,0,0,0,1,194756,48.5,480.7,529.2,529.2,12,A,,1928568,2123150,2200109,2123150,,,,,0,2123150,2335819,0.3,700746,684521,684521,1
0,,371,Gray,Montezuma,239.6,0,239.6,211.9,0,0,211.9,228.8,226.8,226.8,0,226.8,5.5,2,232.3,234.3,234.3,232.3,154.2,154.2,0,68.5,5.7,356,23.4,67,30.6,0,18,0.8,0,0,82,23.7,0,0,0,2.3,0,125384,31.3,473,504.3,504.3,9,A,,1897676,2023252,2053322,2023252,,,,,0,2023252,2254093,0.3,676228,596499,596499,1
0,,372,Shawnee,Silver Lake,695.3,0,695.3,708.9,0,0,708.9,735.4,735.4,735.4,0,735.4,7.5,0,742.9,742.9,742.9,742.9,247.9,247.9,0,89.9,7.5,0,0,111,50.6,0,35,1.6,111.3,27.8,292,54.8,0,0,0,0,1,539896,134.6,1134.1,1268.7,1268.7,12,A,RP,4550009,5090024,5090024,5090024,,-791,,,-791,5089233,5643253,0.3,1692976,1627279,1627279,4
1,,373,Harvey,Newton,3421.1,0,3421.1,3355.4,0,0,3355.4,3373.6,3373.6,3383.4,0,3383.4,28,0,3401.6,3401.6,3401.6,3411.4,119.5,0,119.5,792.6,66.1,657.9,43.3,1452,662.1,87.1,218,10.1,167,41.8,366,70.6,0,0,0,0,0,2625672,654.5,4512,5166.5,5166.5,12,A,,18102144,20727998,21198824,20727998,,,,,0,20727998,23032469,0.3,6909741,6040000,6040000,1
0,,374,Haskell,Sublette,487.6,0,487.6,453.9,0,18.8,435.1,469.5,460.6,461.1,0,461.1,9,8.9,469.6,478.5,478.5,470.1,200.4,200.4,0,8.3,0.7,870.9,57.3,229,104.4,13.7,27,1.3,0,0,84,27.3,0,0,0,9.3,0,237443,59.2,884.5,943.7,943.7,3,A,,3548614,3786124,3877607,3786124,,,,,0,3786124,4232031,0.3,1269609,1230909,1230909,0
0,,375,Butler,Circle,1589.6,0,1589.6,1593.8,0,13.7,1580.1,1628.2,1611.2,1611.2,0,1611.2,0,17,1611.2,1628.2,1628.2,1611.2,62.4,62.4,0,414.8,34.6,1.1,0.1,322,146.8,0,127,5.9,104.4,26.1,801.6,138.4,0,0,0,17.9,0,1084836,270.4,2043.4,2313.8,2313.8,3,A,,8198121,9282966,9955745,9282966,,,,,0,9282966,10295573,0.3,3088672,2875434,2875434,0
0,,376,Rice,Sterling,542.8,0,542.8,519.1,0,0,519.1,525.5,525.5,529.1,0,529.1,5,0,530.5,530.5,530.5,534.1,216.1,216.1,0,123.4,10.3,0,0,170,77.5,0,42,2,0,0,131,32.6,0,0,0,0,0,556582,138.7,872.6,1011.3,1011.3,12,A,,3500871,4057336,4319654,4057336,,,,,0,4057336,4478806,0.3,1343642,1355320,1343642,1
0,,377,Atchison,Atchison County,683.5,0,683.5,675.1,0,0,675.1,655.6,655.6,675.1,0,675.1,9,0,664.6,664.6,664.6,684.1,242,242,0,117.8,9.8,8.3,0.5,259,118.1,0,64,3,0,0,479,107.1,0,0,0,0,0,756593,188.6,1164.6,1353.2,1353.2,1,A,,4672375,5429038,5609096,5429038,,,,,0,5429038,6033324,0.2806,1692951,1689717,1689717,0
0,,378,Riley,Riley County,657,0,657,646.3,0,0,646.3,685,685,685,13.5,698.5,0,0,685,685,698.5,698.5,243.6,243.6,0,220.5,18.4,0.5,0,120,54.7,0,35,1.6,0,0,445,85.5,0,0,0,0,0,642050,160,1102.3,1262.3,1262.3,12,AM,RP,4422428,5064348,5064348,5064348,,,,,0,5064348,5569047,0.3,1670714,1584803,1584803,4
1,,379,Clay,Clay Center,1354.7,0,1354.7,1337.4,21,0,1358.4,1339.8,1339.8,1358.4,19.5,1377.9,0,0,1339.8,1339.8,1359.3,1377.9,162.6,162.6,0,448.3,37.4,22.1,1.5,349,159.1,0,60,2.8,0,0,431,112,0,0,0,0,0,1108897,276.4,1853.3,2129.7,2129.7,10,AM,,7435440,8544356,8985605,8544356,,,,,0,8544356,9415075,0.3,2824523,2550000,2550000,0
0,,380,Marshall,Vermillon,503.2,0,503.2,516,0,0,516,523.6,523.6,523.6,0,523.6,5.5,0,529.1,529.1,529.1,529.1,215,215,0,151.4,12.6,0,0,139,63.4,0,10,0.5,0,0,294,75.2,0,0,0,0,0,338834,84.5,895.8,980.3,980.3,12,A,,3593950,3932964,4087242,3932964,,,,,0,3932964,4352448,0.3,1305734,1050000,1050000,0
0,,381,Ford,Spearville,349,0,349,352,0,0,352,358,358,358,0,358,0,0,358,358,358,358,166.3,166.3,0,57.2,4.8,23,1.5,58,26.4,0,23,1.1,0,0,56,17.2,0,0,0,0,0,247954,61.8,575.3,637.1,637.1,1,A,,2308104,2556045,2660293,2556045,,,,,0,2556045,2844431,0.3,853329,765000,765000,1
0,,382,Pratt,Pratt,1096.8,0,1096.8,1085.4,0,0,1085.4,1110.7,1110.7,1110.7,0,1110.7,4.5,0,1115.2,1115.2,1115.2,1115.2,231.1,231.1,0,160.6,13.4,19.3,1.3,338,154.1,0,84,3.9,291.6,72.9,122.1,34.5,0,0,0,0,0,994789,248,1626.4,1874.4,1874.4,12,A,,6525117,7520093,7753949,7520093,,,,,0,7520093,8323200,0.3,2496960,2473421,2473421,0
0,,383,Riley,Manhattan,5402.7,110.8,5513.5,5702.2,113,230.3,5584.9,5739,5430.7,5584.9,192.3,5777.2,22.5,308.3,5453.2,5761.5,5953.8,5799.7,203.2,0,203.2,763.1,63.6,686.9,45.2,1526,695.9,0,449,20.9,0,0,2134,294.5,0,0,0,329.4,0,5418695,1350.6,7452.4,8803,8803,12,AM,,29899029,35317636,35355276,35317636,,,,,0,35317636,38995903,0.3,11698771,9479450,9479450,1
0,,384,Riley,Blue Valley,203.5,0,203.5,196.4,0,0,196.4,211,211,211,0,211,6.5,0,217.5,217.5,217.5,217.5,152.9,152.9,0,80,6.7,0,0,43,19.6,0,10,0.5,0,0,134.5,38.7,0,0,0,0,0,252048,62.8,435.9,498.7,498.7,10,A,,1748831,2000784,2013673,2000784,,,,,0,2000784,2218298,0.3,665489,603000,603000,0
0,,385,Butler,Andover,4273.9,0,4273.9,4518.8,0,16.4,4502.4,4678,4656.1,4656.1,0,4656.1,21.5,21.9,4677.6,4699.5,4699.5,4677.6,163.9,0,163.9,655.8,54.7,68.6,4.5,501,228.5,0,216,10,752.2,188.1,1705,221.5,0,0,0,23,0,2917067,727.1,5571.8,6298.9,6298.9,10,A,,22354062,25271187,25549691,25271187,,,,,0,25271187,27815740,0.3,8344722,8146966,8146966,1
0,,386,Greenwood,Madison-Virgil,230.6,0,230.6,221.5,0,0,221.5,228.2,228.2,228.2,0,228.2,2,0,230.2,230.2,230.2,230.2,154.1,154.1,0,57.4,4.8,0,0,80,36.5,0,16,0.7,0,0,80.5,24.6,0,0,0,0,0,217313,54.2,450.9,505.1,505.1,6,A,,1809011,2026461,2031811,2026461,,,,,0,2026461,2253232,0.3,675970,565000,565000,0
