PAYMENT DATE,BUSINESS UNIT,PAYMENT TYPE,PAYEE,PAYMENT AMOUNT
2013-05-21 00:00:00,Police Management Services,CONF. & TRAINING,BANK OF AMERICA P-CARD,350
2013-05-21 00:00:00,Police Management Services,CONF. & TRAINING,BANK OF AMERICA P-CARD,-400
2013-05-21 00:00:00,Police Management Services,CONF. & TRAINING,BANK OF AMERICA P-CARD,700
2013-05-21 00:00:00,Police Management Services,CONF. & TRAINING,BANK OF AMERICA P-CARD,-350
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,6.1
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,4.58
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,6.43
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,5.47
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,20
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,501.4
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,9.27
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,11.73
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,12.62
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,6.33
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,50.65
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,4.58
2013-05-21 00:00:00,Police Management Services,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,66.86
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,7
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,587.5
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,439.8
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,257.5
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,39.95
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,563.85
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,243.4
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,39.9
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,989
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,204.95
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,141.35
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,433.92
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,4.99
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,39
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,110
2013-05-21 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,14
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,29.99
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,138.64000000000001
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,16.88
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,23.44
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,40.27
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,77
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,9.47
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,119
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,172.38
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,16.81
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,8.6
2013-05-21 00:00:00,Police Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,15.25
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,60.21
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,107.9
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,139.67000000000002
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,2.47
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,15.99
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,43.22
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,1900
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,157.98
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,13.37
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,27.36
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,303
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,35.76
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,153.98
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,182.08
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,182.08
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,31.62
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,13.97
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,16
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,8.47
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,182.08
2013-05-21 00:00:00,Police Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,188.2
2013-05-21 00:00:00,Police Operations L4,MEDICAL SERVICE-PHYSICAL EXAMS,BANK OF AMERICA P-CARD,120.65
2013-05-21 00:00:00,Police Operations L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,400.77
2013-05-21 00:00:00,Police Operations L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,419.63
2013-05-21 00:00:00,Police Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,101.75
2013-05-21 00:00:00,Police Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,150
2013-05-21 00:00:00,Police Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,30
2013-05-21 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,BANK OF AMERICA P-CARD,18
2013-05-21 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,BANK OF AMERICA P-CARD,18
2013-05-21 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,BANK OF AMERICA P-CARD,18
2013-05-21 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,BANK OF AMERICA P-CARD,18
2013-05-21 00:00:00,Police Operations L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,5.99
2013-05-21 00:00:00,Police Operations L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,25.08
2013-05-21 00:00:00,Police Operations L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,72
2013-05-21 00:00:00,Police Operations L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,11
2013-05-21 00:00:00,Police Operations L4,VEH MAINT CHARGES - TARGET,BANK OF AMERICA P-CARD,126
2013-05-21 00:00:00,Police Operations L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,1337.23
2013-05-21 00:00:00,Police Operations L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,1456.73
2013-05-21 00:00:00,Police Operations L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,275
2013-05-21 00:00:00,Police Operations L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,398
2013-05-21 00:00:00,Police Operations L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,1200
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,17.36
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,454.25
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,6.9
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,38
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,4.87
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,22.5
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,35.19
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,9.49
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,146.9
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,7.5
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,10.5
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,25
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,26
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,8
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,28
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,21
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,14.49
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,24
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,8.31
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,271.2
2013-05-21 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,9.61
2013-05-21 00:00:00,Police JAG 2010 L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,77.63
2013-05-21 00:00:00,Police JAG 2010 L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,978.84
2013-05-21 00:00:00,Police JAG 2010 L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,1367
2013-05-21 00:00:00,Police JAG 2012 L3,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,273
2013-05-21 00:00:00,Police JAG 2012 L3,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,899.99
2013-05-21 00:00:00,Police CVE L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,25.9
2013-05-21 00:00:00,Police CVE L4,EQUIPMENT,BANK OF AMERICA P-CARD,72.99
2013-05-21 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,BANK OF AMERICA P-CARD,112.15
2013-05-21 00:00:00,Fire Operations L4,LANDSCAPE MATERIALS,BANK OF AMERICA P-CARD,8.91
2013-05-21 00:00:00,Fire Operations L4,JANITORIAL SUPPLIES,BANK OF AMERICA P-CARD,1988.37
2013-05-21 00:00:00,Fire Operations L4,HAND TOOLS,BANK OF AMERICA P-CARD,1518.52
2013-05-21 00:00:00,Fire Operations L4,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,459.84
2013-05-21 00:00:00,Fire Operations L4,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,-448.97
2013-05-21 00:00:00,Fire Operations L4,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,899
2013-05-21 00:00:00,Fire Operations L4,SMALL EQUIPMENT,BANK OF AMERICA P-CARD,2592.56
2013-05-21 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BANK OF AMERICA P-CARD,49.5
2013-05-21 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BANK OF AMERICA P-CARD,49.5
2013-05-21 00:00:00,Fire Operations L4,MEDICINES & DRUGS,BANK OF AMERICA P-CARD,-230
2013-05-21 00:00:00,Fire Operations L4,MEDICINES & DRUGS,BANK OF AMERICA P-CARD,302.5
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,89.99
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,153.98
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,1074.1
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,100
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,474.49
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,133.4
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,10.86
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,189.44
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,10.82
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,18.94
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,278.99
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,588.35
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,67.92
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,309.99
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,408
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,161.01
2013-05-21 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,17.73
2013-05-21 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,110
2013-05-21 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,110
2013-05-21 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,126
2013-05-21 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,110
2013-05-21 00:00:00,Fire Operations L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,2362.25
2013-05-21 00:00:00,Fire Operations L4,"WIRELESS, CELL PHONE",BANK OF AMERICA P-CARD,1314.79
2013-05-21 00:00:00,Fire Operations L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,263.12
2013-05-21 00:00:00,Fire Operations L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,1565
2013-05-21 00:00:00,Fire Operations L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,350
2013-05-21 00:00:00,Fire Operations L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,300
2013-05-21 00:00:00,Fire Operations L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,117.28
2013-05-21 00:00:00,Environmental Services L4,POSTAGE & COURIERS,BANK OF AMERICA P-CARD,254.4
2013-05-21 00:00:00,Environmental Services L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,6.98
2013-05-21 00:00:00,Environmental Services L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,25
2013-05-21 00:00:00,Environmental Services L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,170.33
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,54.99
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-13.5
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,196.29
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,96.94
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-22.49
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,135
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,140.35
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,7.97
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,27.91
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,11.63
2013-05-21 00:00:00,Environmental Services L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,18.98
2013-05-21 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,14
2013-05-21 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,75
2013-05-21 00:00:00,Environmental Services L4,MEMBERSHIP DUES-CERTIF. FEES,BANK OF AMERICA P-CARD,106
2013-05-21 00:00:00,Environmental Services L4,SUBSCRIPTIONS & PUBLICATIONS,BANK OF AMERICA P-CARD,49.95
2013-05-21 00:00:00,Environmental Services L4,PRINTING & PHOTO.,BANK OF AMERICA P-CARD,206.85
2013-05-21 00:00:00,Environmental Services L4,R/M SVCS.-OTH. EQUIP.,BANK OF AMERICA P-CARD,509.7700000000001
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,198
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,180
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,200
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,100
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,180
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,150
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,580
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,350
2013-05-21 00:00:00,Environmental Services L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,-65
2013-05-21 00:00:00,Animal Control L4,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,21.83
2013-05-21 00:00:00,Animal Control L4,HAND TOOLS,BANK OF AMERICA P-CARD,-23.08
2013-05-21 00:00:00,Animal Control L4,HAND TOOLS,BANK OF AMERICA P-CARD,23.08
2013-05-21 00:00:00,Animal Control L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,196.66
2013-05-21 00:00:00,Library L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,37.75
2013-05-21 00:00:00,Library L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-1.98
2013-05-21 00:00:00,Library L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,25.95
2013-05-21 00:00:00,Library L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,175
2013-05-21 00:00:00,Library L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,65.1
2013-05-21 00:00:00,Library L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,62.12
2013-05-21 00:00:00,Library L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,234.95
2013-05-21 00:00:00,Library L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,152.93
2013-05-21 00:00:00,Library L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,235
2013-05-21 00:00:00,Library L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,395
2013-05-21 00:00:00,Library L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,160
2013-05-21 00:00:00,Library L4,CONF. & TRAINING,BANK OF AMERICA P-CARD,395
2013-05-21 00:00:00,Library L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Library L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,25
2013-05-21 00:00:00,Library L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,11.69
2013-05-21 00:00:00,Library L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,17.94
2013-05-21 00:00:00,Library Donations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,17.36
2013-05-21 00:00:00,Library Donations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,478.99
2013-05-21 00:00:00,Library Donations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,3273
2013-05-21 00:00:00,Library Donations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,48.47
2013-05-21 00:00:00,Library Donations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,70.46000000000001
2013-05-21 00:00:00,Library Donations L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,50.47
2013-05-21 00:00:00,Leisure Services L4,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,51
2013-05-21 00:00:00,Leisure Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,68.13
2013-05-21 00:00:00,Leisure Services L4,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,50.85
2013-05-21 00:00:00,Leisure Services L4,CREDIT CARD FEES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Leisure Services L4,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,29.71
2013-05-21 00:00:00,Leisure Services L4,TRAVEL MEALS & LODGING,BANK OF AMERICA P-CARD,23.23
2013-05-21 00:00:00,Tennis Center L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,157.38
2013-05-21 00:00:00,Tennis Center L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,82.53
2013-05-21 00:00:00,Tennis Center L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,8743.37
2013-05-21 00:00:00,Tennis Center L4,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,171.98
2013-05-21 00:00:00,Tennis Center L4,CREDIT CARD FEES,BANK OF AMERICA P-CARD,15
2013-05-21 00:00:00,Rosemeade Rec Center,OFFICE SUPPLIES,BANK OF AMERICA P-CARD,20.78
2013-05-21 00:00:00,Rosemeade Rec Center,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,49.12
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,1318.9
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,317
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-1019.95
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,39.45
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,70
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,70
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,43.84
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,273.35
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,11.3
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,275
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,26.9
2013-05-21 00:00:00,Rosemeade Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,1357.02
2013-05-21 00:00:00,Rosemeade Rec Center,CREDIT CARD FEES,BANK OF AMERICA P-CARD,55.27
2013-05-21 00:00:00,Rosemeade Rec Center,SOLID WASTE CHARGES,BANK OF AMERICA P-CARD,134.16
2013-05-21 00:00:00,Crosby Rec Center,FOOD (NON-TRAVEL),BANK OF AMERICA P-CARD,18.42
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,47.08
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,41.3
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,345.99
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,141.53
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,-14.88
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,35.86
2013-05-21 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,BANK OF AMERICA P-CARD,135.97
2013-05-21 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,BANK OF AMERICA P-CARD,190
