IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
46367,Williamsburg Local SD,Clermont,13,3,2786873.91,2522096.37,471217.25,426447.47,40361,36526.35,123749.14,111991.88,0,0,53973.2,48845.27,251906.35,227973.03,476880.42,476880.42,9599.15,9599.15,4214560.42,3860359.94,3633279.94,0,3860359.94,36702.15,19849.14,56551.29,-6573.45,299759,-314564.21,0,-81975,-1475.69,-104829.35,3812081.88,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,984.6,984.6,0,39.94,952.64,11,74.74,10,0,10,15.48,0.14,0,0,0,12.74,0,0,0,276.66,6.96,0,0,43.1,908.04,1.5,0,0,470.93,0.478295755,122841338,117789453,10387130,122813590,122813590,10792300,133605890,32141,0.509211817,1.057962823,134,78,41.34,0,2,1,0,0,2
46383,Blanchester Local SD,Clinton,14,3,6320038.69,5853032.37,1793689.76,1661148.72,83315.62,77159.18,269463.81,249552.33,2179.61,2018.55,76504.35,70851.22,677803.59,627718.68,991724.21,991724.21,93051.13,93051.13,10307770.77,9626256.39,9060006.03,0,9626256.39,116801.05,35795.85,152596.9,-28544.35,988755.93,-332074.26,0,-17500,-6984.96,603652.36,10382505.65,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1582.54,1582.54,0,57.08,1536.87,30,110.76,8.4,3,25,16,17.45,0,13.88,0,12.04,0.53,2,0,483.82,9.02,0,0.53,40.75,1494.72,0,1,0,826.04,0.521971009,155378371,127208187,19911467,134204843,134204843,13861470,148066313,30453,0.715801445,1.259998763,230.99,60,42.82,9,6,0,1,1,2
46391,Clinton-Massie Local SD,Clinton,14,3,4840722.13,4840722.13,617747.91,617747.91,63543.52,63543.52,52243.38,52243.38,0,0,84250.7,84250.7,812275.01,812275.01,552160.11,552160.11,2700.63,2700.63,7025643.39,7025643.39,8617205.55,1591562.16,8617205.55,85533.85,15156.3,100690.15,-31092.86,535187.58,-507008.4,0,0,36254.07,33340.39,8751236.09,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1788.77,1788.77,0,43.28,1754.14,33.2,117.4,11.79,1,15.9,11,1.09,0,0,0,0.14,0,0,0,444.5,9.4,0,5,70.99,1679.4,0,0,0,525.95,0.294028858,263121816,215800483,49352977,236189393,236189393,19387780,255577173,38014,0.480347869,0.399813329,173.2,78.28,72.23,1,10,1,0,2,1
46409,East Clinton Local SD,Clinton,14,3,5276777.06,5218302.37,1470761.81,1454463.54,71546.4,70753.56,325110.66,321507.94,0,0,70506.6,69725.28,559620.4,553418.96,828674.45,828674.45,46915.92,46915.92,8649913.3,8563762.02,8060011.3,0,8563762.02,109125.44,27135.88,136261.32,-24802.56,90794.59,-204536.37,0,-35000,-43828.06,-217372.4,8482650.94,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1433.76,1433.76,0,75.54,1373.32,34.86,151.67,12.52,0,13.8,10.9,13.99,0,0,0,0.42,0,0,0,434,12,1,1,28.27,1344.3,0,1,0,820.32,0.572145966,135660203,129713393,45248950,134743450,134743450,9299670,144043120,28459,0.668329831,1.513878546,124.29,106.2,26.97,5,11,0,0,3,0
46425,Beaver Local SD,Columbiana,15,3,5955258.96,5955258.96,975788.72,975788.72,79887.39,79887.39,139608.62,139608.62,0,0,94132.3,94132.3,907174.63,907174.63,965357.85,965357.85,9387.25,9387.25,9126595.72,9126595.72,9418984.92,292389.2,9418984.92,67993.59,17370.22,85363.81,-371719.19,-177927.99,-482334.59,0,-30625,-645.6,-1063252.37,8441096.36,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2010.84,2010.84,0,70.47,1954.46,49.93,201.67,14.93,0,24.53,17.75,0.54,2.37,0,1.26,1.24,0,0,0,534.55,10,0,3,70.4,1881.06,0,0.75,0,777.94,0.386873148,266584137,231037247,39508723,242595280,242595280,15166570,257761850,33266,0.530375961,0.692172799,249.9,273.85,70.96,5,5,0,0,0,2
46433,Crestview Local SD,Columbiana,15,3,2950321.83,2950321.83,523020.58,523020.58,41688.82,41688.82,66006.5,66006.5,0,0,52608.1,52608.1,411434.37,411434.37,337009.5,337009.5,1889.87,1889.87,4383979.57,4383979.57,4274298.79,0,4383979.57,67255.5,0,67255.5,-289441.34,2035360.35,-117498.59,0,0,-102.52,1628317.9,6079552.97,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,916.64,916.64,0,18.77,901.62,23,62.44,0,1,6,8.5,0,0.66,0,0,0.14,0,0,0,265.82,0.62,0,1,17.74,883.13,0,0,0,357.48,0.389989527,121939883,97603373,20231543,103640680,103640680,7558350,111199030,34003,0.569581432,0.703369031,429.35,65.4,18.33,6,8,0,0,0,0
46441,Southern Local SD,Columbiana,15,3,3796328.68,3796328.68,1025643.12,1025643.12,49619.54,49619.54,250726.93,250726.93,0,0,53897.7,53897.7,519167.13,519167.13,634540.22,634540.22,39859.14,39859.14,6369782.46,6369782.46,6049791.82,0,6369782.46,42183.18,0,42183.18,-604608.17,-265346.78,-207486.2,0,0,-16887.33,-1094328.48,5317637.16,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,961.2,961.2,0,29.57,937.54,14,100.5,9,1,9.5,10,10.02,0.84,0.88,0,0.76,0,0,0,290,5,0,6,19,914.04,0,0,0,574.73,0.597929671,98877696,77377450,26039730,83551551,83551551,7160940,90712491,31867,0.704829328,1.653398593,111.4,157.3,22.95,2,2,0,0,1,1
46458,United Local SD,Columbiana,15,3,4131531.34,4131531.34,886750.2,886750.2,56910.92,56910.92,132396.58,132396.58,723,723,63688.1,63688.1,521739.39,521739.39,634073.99,634073.99,50231.53,50231.53,6478045.05,6478045.05,6777489.66,299444.61,6777489.66,111205.74,0,111205.74,-303011.86,308166.65,-158776.77,0,0,-3788.95,-157410.93,6731284.47,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1220.34,1220.34,0,33.4,1193.62,25,114.1,7.8,0,8,15.4,12.21,0,0.44,0,15.3,0.8,0,0,352.8,0,0,0,24.01,1169.61,0,0,0,545,0.44659685,143891082,121262933,29387067,130214783,130214783,15477640,145692423,32332,0.602497059,0.922377425,130,73.43,19.28,6,12,0,0,0,2
46474,Ridgewood Local SD,Coshocton,16,3,4615215.98,4615215.98,1113291.89,1113291.89,63040.24,63040.24,293311.83,293311.83,0,0,67487.35,67487.35,502578.43,502578.43,570105.82,570105.82,70664.62,70664.62,7295696.16,7295696.16,7163360.56,0,7295696.16,53010.99,0,53010.99,-159834.07,-201287.05,-113555.86,0,0,-41122.7,-515799.68,6832907.47,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1337.48,1337.48,0,62.51,1287.47,22,93.2,7,1,5,15,18.26,0,0.53,0.33,14.65,0,0,0,389.44,5.04,0,4.33,14.25,1269.97,0,0,0,752.62,0.562714956,142115237,131215080,32742493,137162493,137162493,8818160,145980653,29310,0.623971679,1.464381623,63.31,98.8,16.38,4,1,0,0,2,1
46482,River View Local SD,Coshocton,16,3,4253918.86,4253918.86,428849.09,428849.09,77140.08,77140.08,269591.47,269591.47,0,0,101913.85,101913.85,1255841.32,1255841.32,631067.81,631067.81,39799.62,39799.62,7058122.1,7058122.1,8242731.23,1184609.13,8242731.23,156070.39,9680.08,165750.47,-130919.04,-222941,-448329.41,0,-4779,-68238.11,-875206.56,7533275.14,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2175.9,2175.9,0,88.91,2104.77,33,264.76,11.6,0,7,21,15.1,0.14,6.52,0,17.63,0,0,0,607.56,14.06,0,10.35,56.32,2040.18,0.5,0,0,1021.62,0.469516062,256989710,279920150,87145243,406289956,406289956,37863090,444153047,30011,0.351798938,1.019478947,164,191.2,65.28,16,12,0,0,1,3
46508,Buckeye Central Local SD,Crawford,17,3,2592221.8,2592221.8,456254.61,456254.61,33067,33067,74935.69,74935.69,1889.37,1889.37,48800.05,48800.05,362084.84,362084.84,284724.26,284724.26,32499.15,32499.15,3886476.77,3886476.77,4033829.19,147352.42,4033829.19,50127.26,0,50127.26,-352870.39,-574693.83,-163131.78,0,-39779,-23107.08,-1153582.08,2930374.37,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,851.98,851.98,0,57.46,806.01,17.6,62.9,4,0,8,3,7.47,0,0,0,14.66,1,1,1,212,0,0,2,20.8,783.21,0.5,0,0,357.5,0.419610789,104780308,93061483,39540953,97938746,97938746,6949120,104887867,32117,0.559811345,0.814274147,36,133.43,21.38,3,3,0,0,0,2
46516,Colonel Crawford Local SD,Crawford,17,3,1823254.77,1515004.76,107484.05,89312.18,26954.84,22397.7,43288.01,35969.49,482.96,401.31,46246.3,38427.63,539811.84,448548.13,276917.17,276917.17,982.66,982.66,2865422.6,2427961.03,2285139.78,0,2427961.03,7553.95,13509.04,21062.99,-145174.2,919859.28,-232308.87,0,-25108,-14382.04,502886.17,2951910.19,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,784.3,784.3,0,56.3,739.26,19,77.47,11.32,0,5.76,5,0.42,0,0,0,0.14,0,1,0,195.69,2.69,0,5.74,23.29,710.66,1,0,0,282.15,0.359747546,126726155,111561070,36350273,115958476,115958476,10115720,126074197,32845,0.429299237,0.598512237,229.5,63.26,28.89,0,0,0,0,1,0
46524,Wynford Local SD,Crawford,17,3,2918293.22,2918293.22,482655.25,482655.25,43095.86,43095.86,99599.17,99599.17,379.34,379.34,55711.55,55711.55,746248.03,746248.03,410986.18,410986.18,1792.15,1792.15,4758760.75,4758760.75,4727454.56,0,4758760.75,119845.4,531.91,120377.31,-228334.21,513785.22,-307117.47,0,-17500,-46069.75,-85236.21,4793901.85,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1082.87,1082.87,0,98.2,1004.31,16,78.84,2,0,13.62,10,0.13,0.42,0,0,0.64,0,0,1,295.8,7,0,4.08,48.33,952.92,0,0,0,462.98,0.427549013,127668946,129720130,50865540,135787240,135787240,8998070,144785310,31640,0.50579101,0.845374552,205.63,106.97,50.15,10,5,1,0,3,2
46557,Cuyahoga Heights Local SD,Cuyahoga,18,3,240347.82,180449.95,0,0,21402,16068.34,13702.33,10287.53,0,0,50433.6,37864.87,232909.05,174865.02,30237.59,30237.59,0,0,589032.39,449773.3,423316.06,0,449773.3,16265.8,60526.48,76792.28,-5490.62,-8617.5,-58395.14,0,-7608,-22302,-102413.26,424152.32,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,849.84,849.84,0,16.4,836.72,2.5,50,2.5,0,3.5,13.5,0,0,0,0,0,0,0,0,232.06,0.06,0,2.3,8.64,825.35,1,0,0,200.34,0.235738492,129615445,306851960,554873,338592710,338592710,57595840,396188550,33412,0.05,0.257003097,0,1.5,10.1,2,2,0,0,0,0
46565,Independence Local SD,Cuyahoga,18,3,297102.68,197944.69,0,0,23662.13,15764.9,2097.69,1397.59,225,149.91,58081.5,38696.81,298035.65,198566.28,23732.12,23732.12,0,0,702936.77,476252.3,448237.45,0,476252.3,36395.93,62794.18,99190.11,-6768.58,0,-34340.25,0,-57412,22302,-76218.83,499223.58,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1049.9,1049.9,0,19.5,1034.3,10.5,41.5,2.8,0,8.5,5.5,0,0,0,0,0,3,0,0,257.5,1,0,0,6.8,1025.5,2,0,0,124.3,0.118392228,276858660,456959157,115343,472586423,472586423,44334810,516921233,42233,0.05,0.064822196,0,0,4.65,8,1,0,0,0,0
46573,Olmsted Falls City SD,Cuyahoga,18,1,9700449.21,8214231.11,436198.71,369368.15,131627.97,111461.08,22709.16,19229.86,22893.87,19386.27,179231.65,151771.35,1429989.27,1210898.8,1216652.71,1216652.71,21294.75,21294.75,13161047.3,11334294.08,10667570.9,0,11334294.08,220764.82,103283.98,324048.8,-23632.77,-128377.75,-522404.51,0,-142656,-2557.11,-819628.14,10838714.74,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3729.5,3729.5,0,91.46,3656.33,42,263.57,26.8,2,18,40.91,0,0,24.54,0,0.07,2,35.4,9,919.83,4,0,21.03,48.22,3590.33,2,0,0,641.21,0.171929213,675267467,501169877,2401063,511888783,511888783,33329560,545218343,41443,0.461802657,0.136702578,0,21.95,68.73,9,22,0,1,0,7
46581,Orange City SD,Cuyahoga,18,1,614473.71,412605.94,0,0,50433.08,33864.73,5015.18,3367.59,2145,1440.32,106505.8,71516.36,860165.29,577582.58,125834.15,125834.15,1978.2,1978.2,1766550.41,1228189.87,1155943.42,0,1228189.87,81560,97242.48,178802.48,-13877.44,-11490,-58417.4,0,-190048,-243180.48,-517013.32,889979.03,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2135.16,2135.16,0,0,2135.16,22,181.22,52.05,2,20.3,39.14,2.73,5.21,0,0.84,0,13,18.8,3,548.7,2,4,0,5.61,2123.41,6,4.14,0,263.9,0.123597295,1401701677,996710557,1596857,1005510933,1005510933,114206110,1119717043,70664,0.05,0.070647254,0,2,5.92,6,14,0,0,0,0
46599,Richmond Heights Local SD,Cuyahoga,18,3,1307370.8,672232,0,0,32574.63,16749.42,125831.01,64700.57,5885.17,3026.07,53112.8,27309.86,283002.57,145516.01,288431.87,288431.87,14352.31,14352.31,2110561.16,1232318.11,1159828.83,0,1232318.11,45282.18,50198.45,95480.63,-5324.93,-311781.15,-766401.11,0,-76982,-239269.55,-1399758.74,-71960,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1002.56,1003.06,1,0,1002.56,12,83.46,21.62,1,18,17.46,3.89,8.91,0.22,0.84,0,4.1,16,2.37,290.21,5.4,0,87.71,38.27,893.84,4,0.66,0,476.29,0.474836999,241587901,232244103,0,234782610,234782610,22434320,257216930,32434,0.226985635,1.042717007,0,54.27,116.37,0,9,0,1,0,0
46607,Solon City SD,Cuyahoga,18,1,2878133.9,1509815.18,0,0,112943.19,59247.88,4171.64,2188.36,19545.62,10253.27,238619.45,125175.3,1218770.2,639344.04,366797.36,366797.36,11491.88,11491.88,4850473.24,2724313.27,2564059.55,0,2724313.27,217772.13,90624.05,308396.18,-31663.39,-45960,-199696.52,0,-201293,-781165.24,-1259778.15,1772931.3,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4803.89,4803.89,0,0,4803.89,21,267.12,33.2,2,30.5,66.99,10.08,11.63,0.35,2.76,0,32.5,92,47,1144.83,4.34,1.99,3.42,19.87,4772.26,9,2.18,0,428.64,0.089227688,1198370008,1137342810,1037587,1158897753,1158897753,73998410,1232896163,52848,0.104243273,0.036819394,0,8,24.61,16,23,0,0,5,6
46623,Ansonia Local SD,Darke,19,3,2157568.87,2157568.87,601037.5,601037.5,29518.22,29518.22,51001.57,51001.57,0,0,41074.3,41074.3,372956.1,372956.1,253848.04,253848.04,61944.93,61944.93,3568949.53,3568949.53,3670690.56,101741.03,3670690.56,111959.2,42913.96,154873.16,-129209.19,524540.78,-74467.25,0,0,-41190.85,279673.49,4105237.21,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,604.97,604.97,0,15.13,592.86,15.5,48,6,0,4,3,17.92,0,0,0,6.06,0,0,0,180.37,1.67,0,0,9.67,583.19,0,0,0,249.57,0.412532853,59033486,58250303,21786780,60931390,60931390,4399030,65330420,30698,0.633464795,0.787035704,118.1,24.34,8.05,13,9,1,0,0,0
46631,Arcanum Butler Local SD,Darke,19,3,3481734.96,3093309.39,738862.19,656434.04,47280.37,42005.73,32064.2,28487.09,674.34,599.11,56855.3,50512.47,404279.01,359177.27,319221.33,319221.33,10224.1,10224.1,5091195.8,4559970.53,4291736.97,0,4559970.53,75046.67,33451.86,108498.53,-219393.34,506961.32,-126321.66,0,-17500,-14279.35,129466.97,4797936.03,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1055,1055,0,54.92,1011.06,16,61.8,6,1,8,3,1.75,0,0,0,5.86,0,1,0,299.8,6,0,0,20,990.06,0,1,0,310.75,0.294549763,120355275,107215137,21855393,113200560,113200560,10149550,123350110,32625,0.599416572,0.401231212,171.94,81.88,20.42,6,5,0,0,0,2
46649,Franklin-Monroe Local SD,Darke,19,3,1731503.17,1731503.17,292738.78,292738.78,22586.55,22586.55,5784.33,5784.33,610.73,610.73,39775.9,39775.9,382200.67,382200.67,123389.62,123389.62,25381.82,25381.82,2623971.57,2623971.57,2815124.36,191152.79,2815124.36,4407.97,0,4407.97,-72551.17,780239.7,-37391.79,0,0,48165.74,718462.48,3537994.81,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,582.78,582.78,0,34.5,555.18,4,33.8,2,0,3,1,9.25,0,0,0.33,0.14,0,1,0,148.8,2,0,0,7.38,547.8,0,0,0,117.8,0.202134596,74475681,67008113,25572807,68900883,68900883,7413100,76313983,33535,0.542874503,0.188955116,200.66,60,6.19,1,0,0,0,0,0
46672,Mississinawa Valley Local SD,Darke,19,3,2632597.79,2487946.93,826749.27,781322.66,33744.81,31890.67,132056.27,124800.3,4512.88,4264.92,44497,42052.07,330332.76,312182.28,499998.02,499998.02,9032.61,9032.61,4513521.41,4293490.46,4040932.18,0,4293490.46,113882.31,0,113882.31,-140039.66,-168247.98,-94479.76,0,0,-78206.93,-480974.33,3926398.44,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,710.12,710.12,0,30.9,685.4,21.87,71.25,9,2,10,7,2.09,0.33,0,0,1.09,0,6,0,199,0,0,0,12.5,672.9,0,0,0,379.73,0.534740607,60958977,64824317,28232127,66702723,66702723,6061500,72764223,26369,0.66857538,1.322402566,27.12,54.72,11.65,7,12,0,0,2,0
46680,Tri-Village Local SD,Darke,19,3,2096586.7,1925914.81,448043.15,411570.36,33077.49,30384.83,58092.49,53363.49,0,0,44917.35,41260.87,299774.85,275371.79,163877.58,163877.58,2827.29,2827.29,3147196.9,2904571.02,2733713.89,0,2904571.02,24396.01,25611.77,50007.78,-95754.59,216521.92,-83969.85,0,-3624,136969.71,170143.19,3124721.99,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,723.8,723.8,0,35.41,695.47,6.5,41.06,4.8,1,1,3,0.9,0.06,0,0,0.44,0,0,0,225.91,7.71,0,0,16.71,678.26,0.5,0,0,293.57,0.405595468,79706353,74406150,27817653,88110386,88110386,5434140,93544527,31124,0.524740268,0.760787803,90.19,48.75,14.09,1,4,0,0,0,0
46706,Ayersville Local SD,Defiance,20,3,1527540.82,1527540.82,149768.96,149768.96,24431.24,24431.24,12253.78,12253.78,0,0,41442.05,41442.05,186446.64,186446.64,113853.82,113853.82,782.01,782.01,2056519.32,2056519.32,1975662.92,0,2056519.32,42820.08,9687.33,52507.41,-56495.08,1004871.46,-14247.6,0,-11375,-124180.24,798573.54,2907600.27,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,610.11,610.11,0,22.12,592.41,18,30.08,0,0,0.88,4,0.11,0,0,0,0.84,0,0,0,172,0,0.65,0,3,589.41,0,0.65,0,154.87,0.253839472,95230853,79310923,17491080,86049863,86049863,9909910,95959773,34074,0.448336562,0.297985866,232.62,50.14,2.48,4,4,1,0,0,0
46714,Central Local SD,Defiance,20,3,3711515.57,3711515.57,864158.81,864158.81,47618.49,47618.49,63382.51,63382.51,4221.1,4221.1,58958.95,58958.95,562714.31,562714.31,472185.1,472185.1,37087.72,37087.72,5821842.56,5821842.56,5856571.24,34728.68,5856571.24,62160.76,33868.44,96029.2,-379467.28,-188537.43,-70911.03,0,-42608,-97837.86,-779361.6,5173238.84,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1117.2,1117.2,0,69.26,1061.79,16.5,89.34,6,1,6,10,7.95,0,0,0,15.02,0.5,5.5,0,298.35,4.51,0,0,12.09,1047.7,1,1,0,401.35,0.35924633,118118114,110735930,51156527,117924573,117924573,6701960,124626533,31905,0.608446817,0.596845652,79.81,111.94,11.54,7,6,0,0,0,0
46722,Northeastern Local SD,Defiance,20,3,1898137.87,1526898.99,53994.75,43434.42,38483.53,30956.9,19453.49,15648.77,0,0,58924.6,47400.09,443101.36,356439.35,203695.02,203695.02,3201.51,3201.51,2718992.13,2227675.05,2096635.34,0,2227675.05,60891.83,13502.24,74394.07,-393373.92,428103.17,-49119.75,0,-12654,-74219.02,-101263.52,2200805.6,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1095.34,1095.34,0,50.52,1054.92,7,71.8,12.5,1,2,8.45,0.14,0,0,0.46,6.16,0,0,0,308.71,1.21,0,0,7.84,1046.13,0.5,0.45,0,267.19,0.243933391,166216000,174118847,37729793,206365036,206365036,22087120,228452157,36695,0.313197434,0.275181897,185.97,113.88,8.55,2,8,0,0,0,2
46748,Big Walnut Local SD,Delaware,21,3,3892631.33,2978050.65,0,0,99574.79,76179.52,22124.3,16926.16,3259.04,2493.32,148861.35,113886.11,1370800.15,1048728.21,520779.12,520779.12,806.2,806.2,6058836.28,4757849.29,4477975.79,0,4757849.29,159264.44,50858.49,210122.93,-19241.82,-22980,-652042.46,-5745,-237466,-9231.84,-946707.12,4021265.1,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3112.88,3112.88,0,68.26,3058.27,26.64,205.23,23.83,3,14.5,42.38,0.66,0,0,0.22,0,2,7.75,4,891.78,15.84,1.82,9.08,73.59,2970.99,2,6.7,0,569.68,0.183007376,729433733,629281447,31301763,647340996,647340996,41258000,688598997,45463,0.221421119,0.154886848,0,4,81.56,22,10,1,0,2,1
46755,Buckeye Valley Local SD,Delaware,21,3,2314429.49,2314429.49,0,0,63515.77,63515.77,32193.88,32193.88,1853.64,1853.64,106872.4,106872.4,1354411.62,1354411.62,237513.26,237513.26,2312.6,2312.6,4113102.66,4113102.66,4440178.44,327075.78,4440178.44,53442.08,11279.83,64721.91,-14398.93,138579.8,-620562.91,0,-102304,-256.81,-598942.85,3905957.5,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2292.71,2292.71,0,105.28,2208.48,25,141.1,8.19,2,11.37,18,1.06,0,0,0,5.2,0,8.37,1,594.7,10.87,1,5,73.83,2127.9,2,2,0,523.27,0.228232092,492581688,492178630,56351697,505356826,505356826,35354690,540711517,47304,0.182332399,0.240896659,73.33,44.81,79.74,5,5,0,0,2,0
46763,Olentangy Local SD,Delaware,21,3,32605723.36,3708940.86,0,0,663418.49,75464.66,6094.45,693.25,98044.39,11152.67,870853.75,99060.68,4607054.62,524058.09,3763580.83,3763580.83,58619.05,58619.05,42673388.94,8241570.09,7756771.85,0,8241570.09,1000753.43,153830.26,1154583.69,-112110.64,-77729,-1238842.42,-56995.8,-1013006.27,-61039.42,-2559723.55,6836430.23,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,17635.83,17635.83,0,61.35,17586.75,221.1,1145.8,57.3,6,62.39,218.57,0,0.42,0,25.29,97.29,39.5,154.9,93.9,5269.21,17.43,7.28,41.69,90.36,17435.55,24.29,12.56,0,1161.74,0.065873849,3529323036,3028759517,18203103,3110880420,3110880420,244057150,3354937570,73956,0.322580773,0.02006797,0,12.8,127.31,70,118,4,3,6,10
