IRN,Name,Residence IRN,DOR Name,ADM Total,ADM Public,ADM NonPublic,December Child Count,December Child Count Adjustment,Adjusted December Child Count,Adjustment Year,Poverty Count,Poverty Base Rate,Poverty Amount,ADM Base Rate,ADM Amount,Public ADM Amount,NonPublic ADM Amount,Initial Base Rate,Initial Base Amount,Adjusted Base Rate,Adjusted Base Amount,NP Eligible Count,child count_2011 Child Count,NP Per Pupil Calc,Total NP Proportional Share,Total IDEA Allocation,
046482,River View Local SD,,,2297,2111,186,332,-5,327,2013,520,87.608,45556.16,106.168,243867.896,224120.648,19747.248,522.882,170982.414,517.98,171970.48,0,406,1136.4397438423648,0,461394.5360000001,
046508,Buckeye Central Local SD,,,853,717,136,84,-11,73,2013,154,87.608,13491.632,106.168,90561.304,76122.456,14438.848,522.882,38170.386,464.9,39051.94,5,142,973.5025578231293,4867.512789115646,143104.87600000002,
046516,Colonel Crawford Local SD,,,1141,941,200,127,-7,120,2013,114,87.608,9987.312,106.168,121137.688,99904.088,21233.6,522.882,62745.84,498.32,63286.38,0,158,1230.4517721518987,0,194411.38,
046524,Wynford Local SD,,,1465,1154,311,144,-9,135,2013,175,87.608,15331.4,106.168,155536.12,122517.872,33018.248,522.882,70589.0699,494.86,71259.24,0,182,1330.366813186813,0,242126.75999999998,
046557,Cuyahoga Heights Local SD,,,922,896,26,109,0,109,2013,66,87.608,5782.128,106.168,97886.896,95126.528,2760.368,522.882,56994.1379,525.78,57310.49,0,95,1694.5212,0,160979.514,
046565,Independence Local SD,,,1498,1086,412,112,-1,111,2013,92,87.608,8059.936,106.168,159039.664,115298.448,43741.216,522.882,58039.902,521.13,58366.71,9,100,2068.4982568807336,18616.4843119266,225466.30999999997,
046573,Olmsted Falls City SD,,,4323,3757,566,335,0,335,2013,350,87.608,30662.8,106.168,458964.264,398873.176,60091.088,522.882,175165.4699,525.78,176137.75,13,485,1336.8771365461848,17379.402775100403,665764.814,
046581,Orange City SD,,,2992,2182,810,198,0,198,2013,216,87.608,18923.328,106.168,317654.656,231658.576,85996.08,522.882,103530.6359,525.78,104105.3,0,309,1426.1594951456311,0,440683.284,
046599,Richmond Heights Local SD,,,944,868,76,95,-5,90,2013,235,87.608,20587.88,106.168,100222.592,92153.824,8068.768,522.882,47059.38,499.5,47452.04,0,124,1356.955741935484,0,168262.51200000002,
046607,Solon City SD,,,5428,4991,437,560,-5,555,2013,506,87.608,44329.648,106.168,576279.904,529884.488,46395.416,522.882,290199.5099,521.13,291833.56,11,521,1715.1186315789473,18866.304947368422,912443.112,
046623,Ansonia Local SD,,,742,725,17,116,-2,114,2013,133,87.608,11651.864,106.168,78776.656,76971.8,1804.856,522.882,59608.548,516.87,59957.24,0,87,1728.5719540229886,0,150385.76,
046631,Arcanum Butler Local SD,,,1095,1034,61,101,-2,99,2013,118,87.608,10337.744,106.168,116253.96,109777.712,6476.248,522.882,51765.3179,515.57,52073.07,0,107,1669.7642429906543,0,178664.774,
046649,Franklin Monroe Local SD,,,814,783,31,78,0,78,2013,73,87.608,6395.384,106.168,86420.752,83129.544,3291.208,522.882,40784.7959,525.78,41011.18,0,65,2058.8817846153843,0,133827.316,
046672,Mississinawa Valley Local SD,,,809,687,122,82,-3,79,2013,194,87.608,16995.952,106.168,85889.912,72937.416,12952.496,522.882,41307.6779,507.23,41592.63,0,111,1301.6080540540538,0,144478.49399999998,
046680,Tri-Village Local SD,,,840,752,88,88,0,88,2013,104,87.608,9111.232,106.168,89181.12,79838.336,9342.784,522.882,46013.6159,525.78,46269.0199,0,71,2036.0756605633803,0,144561.3719,
046706,Ayersville Local SD,,,907,812,95,68,-1,67,2013,100,87.608,8760.8,106.168,96294.376,86208.416,10085.96,522.882,35033.094,518.16,35235.17,0,69,2033.1934202898549,0,140290.346,
046714,Central Local Local SD,,,1224,1167,57,169,-1,168,2013,170,87.608,14893.36,106.168,129949.632,123898.056,6051.576,522.882,87844.1759,522.69,88334.86,0,201,1160.088815920398,0,233177.852,
046722,Northeastern Local SD,,,1268,1153,115,175,-2,173,2013,134,87.608,11739.472,106.168,134621.024,122411.704,12209.32,522.882,90458.586,519.84,90972.57,0,134,1771.1422835820897,0,237333.06600000002,
046748,Big Walnut Local SD,,,3341,3017,324,276,-24,252,2013,294,87.608,25756.752,106.168,354707.288,320308.856,34398.432,522.882,131766.264,483.72,133507.16,0,376,1366.9446808510636,0,513971.19999999995,
046755,Buckeye Valley Local SD,,,2513,2346,167,324,-9,315,2013,362,87.608,31714.096,106.168,266800.184,249070.128,17730.056,522.882,164707.8299,511.57,165749.96,0,261,1778.7901915708812,0,464264.24,
046763,Olentangy Local SD,,,17310,16749,561,507,-25,482,2013,624,87.608,54667.392,106.168,1837768.08,1778207.832,59560.248,522.882,252029.124,501.08,254045.74,0,1730,1240.7405849710985,0,2146481.2120000003,
046789,Edison Local Local SD,,,1647,1583,64,260,-3,257,2013,230,87.608,20149.84,106.168,174858.696,168063.944,6794.752,522.882,134380.674,519.79,135144.56,0,205,1610.5029073170733,0,330153.096,
046805,Margaretta Local SD,,,1278,1227,51,174,-1,173,2013,217,87.608,19010.936,106.168,135682.704,130268.136,5414.568,522.882,90458.586,522.78,90963.69,0,149,1648.706912751678,0,245657.33000000002,
046813,Perkins Local SD,,,2479,2406,73,307,-9,298,2013,308,87.608,26983.264,106.168,263190.472,255440.208,7750.264,522.882,155818.8359,510.81,156818.5,0,278,1607.8857410071944,0,446992.23600000003,
046821,Vermilion Local SD,,,2326,2154,172,370,-10,360,2013,413,87.608,36182.104,106.168,246946.768,228685.872,18260.896,522.882,188237.52,511.95,189420.72,10,366,1256.780829787234,12567.808297872341,472549.592,
046847,Amanda-Clearcreek Local SD,,,1794,1713,81,162,-5,157,2013,262,87.608,22953.296,106.168,190465.392,181865.784,8599.608,522.882,82092.4739,510.04,82626.85,0,152,1947.6680131578944,0,296045.53799999994,
046854,Berne Union Local SD,,,931,895,36,124,-1,123,2013,196,87.608,17171.168,106.168,98842.408,95020.36,3822.048,522.882,64314.486,521.58,64675.68,0,165,1095.0864,0,180689.256,
046862,Bloom-Carroll Local SD,,,1786,1740,46,138,-9,129,2013,147,87.608,12878.376,106.168,189616.048,184732.32,4883.728,522.882,67451.7779,493.59,68115.9,0,173,1564.2215260115609,0,270610.324,
046870,Fairfield Union Local SD,,,2110,2057,53,152,-5,147,2013,352,87.608,30838.016,106.168,224014.48,218387.576,5626.904,522.882,76863.654,509.04,77374.02,0,212,1567.1062075471698,0,332226.516,
046888,Liberty Union-Thurston Local S,,,1411,1389,22,110,-5,105,2013,215,87.608,18835.72,106.168,149803.048,147467.352,2335.696,522.882,54902.6099,502.92,55321.65,0,146,1533.9754657534247,0,223960.418,
046896,Pickerington Local SD,,,10453,10290,163,537,-36,501,2013,881,87.608,77182.648,106.168,1109774.104,1092468.72,17305.384,522.882,261963.882,492.75,264607.15,0,1270,1142.963702362205,0,1451563.9020000002,
046904,Walnut Township Local SD,,,636,622,14,62,-3,59,2013,124,87.608,10863.392,106.168,67522.848,66036.496,1486.352,522.882,30850.0379,501.52,31094.08,0,78,1403.5938461538462,0,109480.32,
046920,Miami Trace Local SD,,,3050,2480,570,324,-8,316,2013,516,87.608,45205.728,106.168,323812.4,263296.64,60515.76,522.882,165230.7119,513.11,166249.2,0,353,1516.3380396600567,0,535267.328,
046946,Canal Winchester Local SD,,,4047,3557,490,156,-17,139,2013,500,87.608,43804,106.168,429661.896,377639.576,52022.32,522.882,72680.598,474.12,73962.35,0,467,1172.2232248394005,0,547428.246,
046953,Hamilton Local Local SD,,,3083,3008,75,338,-19,319,2013,641,87.608,56156.728,106.168,327315.944,319353.344,7962.6,522.882,166799.3579,497.8,168256.87,0,336,1642.0522083333333,0,551729.542,
046961,Gahanna-Jefferson City SD,,,9414,7132,2282,919,-51,868,2013,754,87.608,66056.432,106.168,999465.552,757190.176,242275.376,522.882,453861.5759,498.14,457790.65,28,993,1491.9810323212537,41775.468904995105,1523312.634,
046979,Groveport Madison Local SD,,,6690,5755,935,795,-120,675,2013,1979,87.608,173376.232,106.168,710263.92,610996.84,99267.08,522.882,352945.35,456.83,363179.06,25,917,1323.5872738853504,33089.68184713376,1246819.212,
046995,New Albany-Plain Local Local S,,,4795,4439,356,107,-9,98,2013,230,87.608,20149.84,106.168,509075.56,471279.752,37795.808,522.882,51242.4359,484.99,51894.01,2,470,1231.185190677966,2462.370381355932,581119.4099999999,
047001,Reynoldsburg City SD,,,6700,6008,692,468,-79,389,2013,1487,87.608,130273.096,106.168,711325.6,637857.344,73468.256,522.882,203401.0979,449.85,210529.04,25,838,1219.1514901506373,30478.78725376593,1052127.736,
047019,Hilliard City SD,,,16467,15372,1095,1302,-48,1254,2013,1622,87.608,142100.176,106.168,1748268.456,1632014.496,116253.96,522.882,655694.0279,507.09,660230.88,13,1893,1338.1949171038825,17396.533922350474,2550599.512,
047027,Dublin City SD,,,15270,14332,938,794,-26,768,2013,1224,87.608,107232.192,106.168,1621185.36,1521599.776,99585.584,522.882,401573.3759,509.11,404235.81,44,1337,1544.2819420709632,67948.40545112238,2132653.362,
047043,Archbold-Area Local SD,,,1325,1274,51,125,-4,121,2013,200,87.608,17521.6,106.168,140672.6,135258.032,5414.568,522.882,63268.722,509.48,63685.12,0,143,1551.6036363636365,0,221879.32,
047050,Evergreen Local SD,,,1456,1277,179,179,-4,175,2013,194,87.608,16995.952,106.168,154580.608,135576.536,19004.072,522.882,91504.3499,514.29,92058.23,0,193,1365.9833678756477,0,263634.79,
047068,Fayette Local SD,,,465,443,22,60,-2,58,2013,98,87.608,8585.584,106.168,49368.12,47032.424,2335.696,522.882,30327.1559,508.82,30529.41,0,82,1079.0623658536585,0,88483.114,
047076,Pettisville School Local SD,,,544,532,12,39,-1,38,2013,45,87.608,3942.36,106.168,57755.392,56481.376,1274.016,522.882,19869.516,512.64,19992.95,0,40,2042.26755,0,81690.702,
047084,Pike-Delta-York Local SD,,,1341,1284,57,209,-4,205,2013,228,87.608,19974.624,106.168,142371.288,136319.712,6051.576,522.882,107190.8099,515.91,107825.28,0,218,1239.3173944954128,0,270171.192,
047092,Swanton Local SD,,,1612,1337,275,201,-9,192,2013,239,87.608,20938.312,106.168,171142.816,141946.616,29196.2,522.882,100393.3439,503.25,101153.39,4,196,1466.17259,5864.69036,293234.518,
047167,Berkshire Local SD,,,1066,1024,42,124,-10,114,2013,281,87.608,24617.848,106.168,113175.088,108716.032,4459.056,522.882,59608.548,486.55,60331.79,0,164,1208.0775975609756,0,198124.726,
047175,Cardinal Local SD,,,1345,1267,78,146,-7,139,2013,977,87.608,85593.016,106.168,142795.96,134514.856,8281.104,522.882,72680.598,501.73,73252.41,0,231,1305.8068658008658,0,301641.386,
047183,Chardon Local SD,,,4601,3094,1507,365,-11,354,2013,228,87.608,19974.624,106.168,488478.968,328483.792,159995.176,522.882,185100.2279,510.4,186296.85,37,387,1638.562363207547,60626.807438679236,694750.4419999999,
047191,Kenston Local SD,,,3129,3085,44,270,0,270,2013,199,87.608,17433.992,106.168,332199.672,327528.28,4671.392,522.882,141178.1399,525.78,141961.77,0,290,1695.1566689655174,0,491595.434,
047209,Ledgemont Local SD,,,646,552,94,78,-3,75,2013,57,87.608,4993.656,106.168,68584.528,58604.736,9979.792,522.882,39216.1499,506.31,39492.24,0,93,1215.8110107526884,0,113070.42400000001,
047217,Newbury Local SD,,,814,573,241,77,0,77,2013,124,87.608,10863.392,106.168,86420.752,60834.264,25586.488,522.882,40261.914,525.78,40485.39,8,109,1177.5173846153846,9420.139076923077,137769.53399999999,
047225,West Geauga Local SD,,,2912,2264,648,300,-4,296,2013,142,87.608,12440.336,106.168,309161.216,240364.352,68796.864,522.882,154773.0719,518.87,155659.8299,13,301,1519.9407066878982,19759.229186942677,477261.38190000004,
047241,Beavercreek City SD,,,9449,7839,1610,652,-23,629,2013,543,87.608,47571.144,106.168,1003181.432,832250.952,170930.48,522.882,328892.778,507.87,331130.4,32,1128,1191.2784275862068,38120.90968275862,1381882.976,
047258,Cedar Cliff Local SD,,,669,612,57,58,-4,54,2013,92,87.608,8059.936,106.168,71026.392,64974.816,6051.576,522.882,28235.6279,491.86,28528.04,0,66,1630.5207272727273,0,107614.368,
047266,Greeneview Local SD,,,1508,1392,116,188,-5,183,2013,199,87.608,17433.992,106.168,160101.344,147785.856,12315.488,522.882,95687.4059,512.16,96286.64,0,191,1433.6229109947644,0,273821.976,
047274,Bellbrook-Sugarcreek Schools L,,,2883,2642,241,216,-8,208,2013,371,87.608,32502.568,106.168,306082.344,280495.856,25586.488,522.882,108759.456,507.01,109513.36,0,266,1684.579969924812,0,448098.272,
047308,Rolling Hills Local SD,,,1916,1822,94,242,-10,232,2013,609,87.608,53353.272,106.168,203417.888,193438.096,9979.792,522.882,121308.6239,504.92,122190.61,0,359,1055.6038161559889,0,378961.77,
047332,Finneytown Local SD,,,3508,1445,2063,188,-14,174,2013,327,87.608,28647.816,106.168,372437.344,153412.76,219024.584,522.882,90981.4679,489.34,91996.64,27,273,1643.606,44377.362,493081.8,
047340,Forest Hills Local SD,,,8729,7487,1242,641,-9,632,2013,698,87.608,61150.384,106.168,926740.472,794879.816,131860.656,522.882,330461.4239,518.5,332361.21,53,770,1604.194490886999,85022.30801701095,1320252.066,
047365,Northwest Local SD,,,14860,9253,5607,1146,-53,1093,2013,2307,87.608,202111.656,106.168,1577656.48,982372.504,595283.976,522.882,571510.026,502.54,575914.0699,352,1519,1259.0498160876537,443185.5352628541,2355682.2059,
047373,Oak Hills Local SD,,,10710,7966,2744,831,-19,812,2013,1192,87.608,104428.736,106.168,1137059.28,845734.288,291324.992,522.882,424580.1839,514.03,427160.17,73,1203,1307.718014106583,95463.41502978056,1668648.186,
047381,Southwest Local SD,,,4781,3528,1253,459,-13,446,2013,742,87.608,65005.136,106.168,507589.208,374560.704,133028.504,522.882,233205.3719,511.3,234688.07,17,600,1308.3993743922201,22242.78936466774,807282.4139999999,
047399,Three Rivers Local SD,,,2133,1929,204,241,-15,226,2013,419,87.608,36707.752,106.168,226456.344,204798.072,21658.272,522.882,118171.332,494.98,119289.37,0,345,1108.5607710144927,0,382453.466,
047415,Arcadia Local SD,,,609,606,3,76,-1,75,2013,55,87.608,4818.44,106.168,64656.312,64337.808,318.504,522.882,39216.1499,518.96,39440.65,0,68,1601.6970882352941,0,108915.402,
047423,Arlington Local SD,,,623,622,1,76,0,76,2013,54,87.608,4730.832,106.168,66142.664,66036.496,106.168,522.882,39739.032,525.78,39959.61,0,116,955.4578103448276,0,110833.106,
047431,Cory-Rawson Local SD,,,686,618,68,103,-1,102,2013,69,87.608,6044.952,106.168,72831.248,65611.824,7219.424,522.882,53333.9639,520.73,53635.06,0,134,988.8900000000001,0,132511.26,
047449,Liberty-Benton Local SD,,,1283,1282,1,105,-3,102,2013,165,87.608,14455.32,106.168,136213.544,136107.376,106.168,522.882,53333.9639,511.18,53673.82,0,159,1285.1741132075472,0,204342.684,
047456,McComb Local Local SD,,,747,743,4,110,-4,106,2013,135,87.608,11827.08,106.168,79307.496,78882.824,424.672,522.882,55425.4919,507.34,55806.93,0,123,1194.6463902439025,0,146941.506,
047464,Van Buren Local SD,,,1041,1041,0,89,-3,86,2013,59,87.608,5168.872,106.168,110520.888,110520.888,0,522.882,44967.852,508.64,45268.89,0,105,1532.9395238095237,0,160958.65,
047472,Vanlue Local SD,,,243,241,2,28,0,28,2013,24,87.608,2102.592,106.168,25798.824,25586.488,212.336,522.882,14640.6959,525.78,14721.96,0,49,869.8648163265306,0,42623.376,
047498,Hardin Northern Local SD,,,501,485,16,48,-3,45,2013,83,87.608,7271.464,106.168,53190.168,51491.48,1698.688,522.882,23529.69,494.86,23753.08,0,55,1531.1765818181818,0,84214.712,
047506,Ridgemont Local SD,,,544,524,20,66,-2,64,2013,132,87.608,11564.256,106.168,57755.392,55632.032,2123.36,522.882,33464.4479,510.32,33681.13,0,84,1226.199738095238,0,103000.77799999999,
047514,Riverdale Local SD,,,1016,1006,10,117,-2,115,2013,149,87.608,13053.592,106.168,107866.688,106805.008,1061.68,522.882,60131.4299,516.95,60482.87,0,160,1133.7696875,0,181403.15,
047522,Upper Scioto Valley Local SD,,,779,610,169,109,-2,107,2013,127,87.608,11126.216,106.168,82704.872,64762.48,17942.392,522.882,55948.374,516.31,56277.87,0,95,1580.094294736842,0,150108.95799999998,
047548,Conotton Valley Union Local SD,,,547,517,30,119,-3,116,2013,117,87.608,10250.136,106.168,58073.896,54888.856,3185.04,522.882,60654.3119,512.86,61029.77,0,89,1453.4135056179775,0,129353.802,
047571,Holgate Local SD,,,482,464,18,72,-1,71,2013,93,87.608,8147.544,106.168,51172.976,49261.952,1911.024,522.882,37124.6219,518.58,37337.89,0,60,1610.9735,0,96658.41,
047589,Liberty Center Local SD,,,1189,1147,42,116,-1,115,2013,174,87.608,15243.792,106.168,126233.752,121774.696,4459.056,522.882,60131.4299,521.29,60469.69,0,161,1254.3306459627327,0,201947.23399999997,
047597,Patrick Henry Local SD,,,1134,995,139,137,-2,135,2013,152,87.608,13316.416,106.168,120394.512,105637.16,14757.352,522.882,70589.0699,518.22,70996.01,0,173,1183.277098265896,0,204706.938,
047613,Bright Local SD,,,757,730,27,94,0,94,2013,213,87.608,18660.504,106.168,80369.176,77502.64,2866.536,522.882,49150.9079,525.78,49423.73,0,119,1247.5076470588237,0,148453.41000000003,
047621,Fairfield Local SD,,,952,918,34,89,-2,87,2013,166,87.608,14542.928,106.168,101071.936,97462.224,3609.712,522.882,45490.7339,514.23,45766.35,0,73,2210.7015616438352,0,161381.21399999998,
047639,Lynchburg-Clay Local SD,,,1384,1264,120,119,-2,117,2013,271,87.608,23741.768,106.168,146936.512,134196.352,12740.16,522.882,61177.194,517.09,61534.15,0,186,1248.4539247311827,0,232212.43,
047688,East Holmes Local SD,,,1902,1832,70,151,-2,149,2013,1570,87.608,137544.56,106.168,201931.536,194499.776,7431.76,522.882,77909.4179,518.91,78355.61,0,208,2008.8062788461539,0,417831.706,
047696,West Holmes Local SD,,,2543,2469,74,366,-12,354,2013,930,87.608,81475.44,106.168,269985.224,262128.792,7856.432,522.882,185100.2279,509.09,186327.95,0,456,1179.3609956140351,0,537788.6140000001,
047712,Monroeville Local SD,,,856,691,165,107,-2,105,2013,81,87.608,7096.248,106.168,90879.808,73362.088,17517.72,522.882,54902.6099,516.14,55226.65,0,77,1989.6455324675326,0,153202.706,
047720,New London Local SD,,,1118,1063,55,137,-5,132,2013,208,87.608,18222.464,106.168,118695.824,112856.584,5839.24,522.882,69020.424,507.27,69496.1,0,148,1394.691810810811,0,206414.388,
047738,South Central Local SD,,,857,823,34,107,-4,103,2013,239,87.608,20938.312,106.168,90985.976,87376.264,3609.712,522.882,53856.846,506.84,54231.57,0,104,1597.6524807692308,0,166155.858,
047746,Western Reserve Local SD,,,1319,1240,79,225,-9,216,2013,194,87.608,16995.952,106.168,140035.592,131648.32,8387.272,522.882,112942.5119,505.56,113751.42,0,168,1611.803357142857,0,270782.964,
047761,Oak Hill Union Local SD,,,1510,1336,174,158,-6,152,2013,443,87.608,38810.344,106.168,160313.68,141840.448,18473.232,522.882,79478.064,506.55,80034.63,0,193,1446.417896373057,0,279158.654,
047787,Buckeye Local Local SD,,,2044,1974,70,453,-5,448,2013,487,87.608,42665.096,106.168,217007.392,209575.632,7431.76,522.882,234251.1359,520.04,235580.08,0,310,1597.588929032258,0,495252.56799999997,
047795,Edison Local SD,,,2035,1921,114,354,-8,346,2013,470,87.608,41175.76,106.168,216051.88,203948.728,12103.152,522.882,180917.172,514.16,182014.3299,0,316,1390.0062338607595,0,439241.9699,
047803,Indian Creek Local Local SD,,,2396,2180,216,344,-2,342,2013,594,87.608,52039.152,106.168,254378.528,231446.24,22932.288,522.882,178825.6439,522.75,179824.32,0,361,1346.9307479224376,0,486242,
047829,Centerburg Local SD,,,1266,1170,96,139,-3,136,2013,222,87.608,19448.976,106.168,134408.688,124216.56,10192.128,522.882,71111.9519,514.68,71539.99,0,130,1733.8281076923079,0,225397.654,
047837,Danville Local SD,,,734,681,53,97,-1,96,2013,202,87.608,17696.816,106.168,77927.312,72300.408,5626.904,522.882,50196.6719,520.42,50480.66,0,130,1123.8829846153847,0,146104.788,
047845,East Knox Local SD,,,1253,1161,92,172,-6,166,2013,358,87.608,31363.664,106.168,133028.504,123261.048,9767.456,522.882,86798.412,508.06,87386.5399,0,138,1824.48339057971,0,251778.70789999998,
047852,Fredericktown Local SD,,,1276,1202,74,191,-2,189,2013,321,87.608,28122.168,106.168,135470.368,127613.936,7856.432,522.882,98824.6979,520.34,99384.13,0,188,1398.8120531914892,0,262976.66599999997,
047878,Kirtland Local SD,,,1371,1187,184,91,-2,89,2013,106,87.608,9286.448,106.168,145556.328,126021.416,19534.912,522.882,46536.4979,514.48,46817.42,9,144,1318.0404967320262,11862.364470588236,201660.19600000003,
047886,Madison Local SD,,,3307,3230,77,328,-12,316,2013,571,87.608,50024.168,106.168,351097.576,342922.64,8174.936,522.882,165230.7119,507.23,166370.53,0,324,1751.5193641975309,0,567492.274,
047894,Riverside  Local Local SD,,,5194,4898,296,334,-47,287,2013,560,87.608,49060.48,106.168,551436.592,520010.864,31425.728,522.882,150067.134,460.92,153948.55,0,564,1337.6695425531914,0,754445.622,
047902,Perry Local SD,,,1803,1763,40,141,0,141,2013,165,87.608,14455.32,106.168,191420.904,187174.184,4246.72,522.882,73726.3619,525.78,74135.59,0,192,1458.3948645833334,0,280011.814,
047928,Dawson-Bryant Local SD,,,1342,1209,133,203,-3,200,2013,389,87.608,34079.512,106.168,142477.456,128357.112,14120.344,522.882,104576.4,518.13,105179.84,0,189,1490.6709417989418,0,281736.808,
047936,Fairland Local SD,,,1936,1827,109,216,-7,209,2013,335,87.608,29348.68,106.168,205541.248,193968.936,11572.312,522.882,109282.338,509.28,110004.45,0,282,1223.029709219858,0,344894.37799999997,
047944,Rock Hill Local SD,,,1676,1471,205,242,0,242,2013,531,87.608,46519.848,106.168,177937.568,156173.128,21764.44,522.882,126537.444,525.78,127239.81,0,209,1682.7618468899523,0,351697.226,
047951,South Point Local SD,,,2008,1874,134,289,-7,282,2013,772,87.608,67633.376,106.168,213185.344,198958.832,14226.512,522.882,147452.7239,513.35,148358.22,0,340,1262.2851176470588,0,429176.94,
047969,Symmes Valley Local SD,,,841,801,40,145,-2,143,2013,213,87.608,18660.504,106.168,89287.288,85040.568,4246.72,522.882,74772.1259,518.63,75201.47,0,140,1308.2090142857141,0,183149.262,
047985,Johnstown-Monroe Local SD,,,1608,1583,25,137,-8,129,2013,168,87.608,14718.144,106.168,170718.144,168063.944,2654.2,522.882,67451.7779,496.78,68058.25,0,186,1362.8738602150538,0,253494.538,
047993,Lakewood Local Local SD,,,2128,2019,109,253,-12,241,2013,301,87.608,26370.008,106.168,225925.504,214353.192,11572.312,522.882,126014.562,501.98,126999.73,0,318,1192.7523333333331,0,379295.24199999997,
048009,Licking Heights Local SD,,,3549,3508,41,135,-20,115,2013,518,87.608,45380.944,106.168,376790.232,372437.344,4352.888,522.882,60131.4299,457.94,61822.06,0,374,1294.0995614973262,0,483993.23600000003,
048017,Licking Valley Local SD,,,2119,2058,61,227,-8,219,2013,267,87.608,23391.336,106.168,224969.992,218493.744,6476.248,522.882,114511.158,507.89,115289.96,0,179,2031.571441340782,0,363651.288,
048025,North Fork Local SD,,,1863,1769,94,190,-12,178,2013,277,87.608,24267.416,106.168,197790.984,187811.192,9979.792,522.882,93072.9959,494.55,93964.4299,0,279,1132.6983150537635,0,316022.8299,
048033,Northridge Local SD,,,1407,1336,71,148,-5,143,2013,149,87.608,13053.592,106.168,149378.376,141840.448,7537.928,522.882,74772.1259,508.6,75273.07,0,129,1842.6747131782945,0,237705.038,
048041,Southwest Licking Local SD,,,4352,3864,488,291,-26,265,2013,454,87.608,39774.032,106.168,462043.136,410233.152,51809.984,522.882,138563.7299,482.66,140454.0799,0,574,1118.9394562717769,0,642271.2479,
048074,Benjamin Logan Local SD,,,1890,1803,87,181,-3,178,2013,311,87.608,27246.088,106.168,200657.52,191420.904,9236.616,522.882,93072.9959,517.21,93615.33,0,259,1241.3858610038608,0,321518.93799999997,
048082,Indian Lake Local SD,,,1858,1786,72,278,-5,273,2013,488,87.608,42752.704,106.168,197260.144,189616.048,7644.096,522.882,142746.786,516.49,143585.57,0,255,1504.3075215686276,0,383598.41800000006,
048090,Riverside Local SD,,,759,718,41,111,-4,107,2013,200,87.608,17521.6,106.168,80581.512,76228.624,4352.888,522.882,55948.374,507.5,56332.08,0,89,1735.2268764044945,0,154435.192,
048116,Avon Local SD,,,4780,4066,714,212,-4,208,2013,357,87.608,31276.056,106.168,507483.04,431679.088,75803.952,522.882,108759.456,516.05,109402.09,39,484,1239.3139311663479,48333.24331548757,648161.186,
048124,Avon Lake City SD,,,4163,3775,388,289,-1,288,2013,286,87.608,25055.888,106.168,441977.384,400784.2,41193.184,522.882,150590.0159,523.97,151427.7,12,382,1569.6978984771574,18836.374781725888,618460.9720000001,
048132,Clearview Local SD,,,1780,1715,65,149,-16,133,2013,382,87.608,33466.256,106.168,188979.04,182078.12,6900.92,522.882,69543.306,474.8,70745.08,0,174,1685.00216091954,0,293190.376,
048140,Columbia Local SD,,,1024,990,34,122,-9,113,2013,130,87.608,11389.04,106.168,108716.032,105106.32,3609.712,522.882,59085.666,489.66,59738.73,0,98,1835.1408367346942,0,179843.80200000003,
048157,Firelands Local SD,,,2056,1885,171,198,-10,188,2013,204,87.608,17872.032,106.168,218281.408,200126.68,18154.728,522.882,98301.8159,500.51,99100.23,0,176,1904.8503977272726,0,335253.67,
048165,Keystone Local SD,,,1898,1697,201,216,-5,211,2013,220,87.608,19273.76,106.168,201506.864,180167.096,21339.768,522.882,110328.1019,513.89,110999.97,0,197,1684.16545177665,0,331780.59400000004,
048173,Midview Local SD,,,3445,3273,172,341,-15,326,2013,488,87.608,42752.704,106.168,365748.76,347487.864,18260.896,522.882,170459.5319,503.63,171738,0,352,1648.4075681818183,0,580239.464,
048207,Anthony Wayne Local SD,,,5362,4386,976,242,-15,227,2013,359,87.608,31451.272,106.168,569272.816,465652.848,103619.968,522.882,118694.214,495.1,119813.36,0,404,1783.5085346534652,0,720537.448,
048215,Ottawa Hills Local SD,,,1520,990,530,80,-2,78,2013,118,87.608,10337.744,106.168,161375.36,105106.32,56269.04,522.882,40784.7959,512.96,41036.83,0,63,3376.9830793650794,0,212749.934,
048223,Springfield Local SD,,,5900,4072,1828,464,-27,437,2013,863,87.608,75605.704,106.168,626391.2,432316.096,194075.104,522.882,228499.434,496.87,230548.39,19,661,1371.3901382352942,26056.412626470592,932545.294,
048231,Washington Local SD,,,8046,6738,1308,823,-53,770,2013,1733,87.608,151824.664,106.168,854227.728,715359.984,138867.744,522.882,402619.1399,493.97,406539.92,52,906,1474.5222463465552,76675.15681002087,1412592.312,
048256,Jefferson Local SD,,,1328,1256,72,186,-2,184,2013,224,87.608,19624.192,106.168,140991.104,133347.008,7644.096,522.882,96210.2879,520.19,96755.5,0,185,1391.1934918918919,0,257370.796,
048264,Jonathan Alder Local SD,,,2356,2236,120,209,-2,207,2013,269,87.608,23566.552,106.168,250131.808,237391.648,12740.16,522.882,108236.574,520.8,108847.32,0,231,1656.041904761905,0,382545.68000000005,
048272,Madison-Plains Local SD,,,1360,1306,54,171,-2,169,2013,272,87.608,23829.376,106.168,144388.48,138655.408,5733.072,522.882,88367.0579,519.71,88869.71,0,147,1748.8950068027211,0,257087.566,
048298,Austintown Local SD,,,5681,5364,317,672,-20,652,2013,855,87.608,74904.84,106.168,603140.408,569485.152,33655.256,522.882,340919.0639,510.59,343115.3,0,761,1341.8666859395532,0,1021160.5480000001,
